Date,VanEck Vectors AMT-Free Intermediate Municipal_Open_average,VanEck Vectors AMT-Free Intermediate Municipal_Open_max,VanEck Vectors AMT-Free Intermediate Municipal_Open_min,VanEck Vectors AMT-Free Intermediate Municipal_Open_volatility,VanEck Vectors AMT-Free Intermediate Municipal_Open_change,VanEck Vectors AMT-Free Intermediate Municipal_High_average,VanEck Vectors AMT-Free Intermediate Municipal_High_max,VanEck Vectors AMT-Free Intermediate Municipal_High_min,VanEck Vectors AMT-Free Intermediate Municipal_High_volatility,VanEck Vectors AMT-Free Intermediate Municipal_High_change,VanEck Vectors AMT-Free Intermediate Municipal_Low_average,VanEck Vectors AMT-Free Intermediate Municipal_Low_max,VanEck Vectors AMT-Free Intermediate Municipal_Low_min,VanEck Vectors AMT-Free Intermediate Municipal_Low_volatility,VanEck Vectors AMT-Free Intermediate Municipal_Low_change,VanEck Vectors AMT-Free Intermediate Municipal_Close_average,VanEck Vectors AMT-Free Intermediate Municipal_Close_max,VanEck Vectors AMT-Free Intermediate Municipal_Close_min,VanEck Vectors AMT-Free Intermediate Municipal_Close_volatility,VanEck Vectors AMT-Free Intermediate Municipal_Close_change
2018-06-10,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-06-17,47.08,47.08,47.08,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2018-06-24,47.04,47.04,47.04,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2018-07-01,47.12,47.12,47.12,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-07-08,47.22,47.22,47.22,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-07-15,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-07-22,47.22,47.22,47.22,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2018-07-29,47.02,47.02,47.02,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2018-08-05,47.1,47.1,47.1,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2018-08-12,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2018-08-19,47.22,47.22,47.22,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2018-08-26,47.22,47.22,47.22,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2018-09-02,46.92,46.92,46.92,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-09-09,46.78,46.78,46.78,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2018-09-16,46.64,46.64,46.64,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2018-09-23,46.54,46.54,46.54,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2018-09-30,46.26,46.26,46.26,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-10-07,46.08,46.08,46.08,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2018-10-14,46.12,46.12,46.12,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2018-10-21,46.25,46.25,46.25,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-10-28,45.94,45.94,45.94,0.0,0.0,45.99,45.99,45.99,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2018-11-04,46.25,46.25,46.25,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2018-11-11,46.39,46.39,46.39,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2018-11-18,46.56,46.56,46.56,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2018-11-25,46.63,46.63,46.63,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2018-12-02,47.18,47.18,47.18,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-12-09,47.16,47.16,47.16,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2018-12-16,47.45,47.45,47.45,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-12-23,47.53,47.53,47.53,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-12-30,47.65,47.65,47.65,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2019-01-06,47.64,47.64,47.64,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2019-01-13,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-01-20,47.66,47.66,47.66,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-01-27,47.67,47.67,47.67,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-02-03,47.86,47.86,47.86,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2019-02-10,47.91,47.91,47.91,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2019-02-17,48.0,48.0,48.0,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2019-02-24,47.94,47.94,47.94,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2019-03-03,48.2,48.2,48.2,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-03-10,48.21,48.21,48.21,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2019-03-17,48.62,48.62,48.62,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2019-03-24,48.65,48.65,48.65,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-03-31,48.58,48.58,48.58,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2019-04-07,48.68,48.68,48.68,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2019-04-14,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-04-21,48.87,48.87,48.87,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2019-04-28,49.0,49.0,49.0,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2019-05-05,49.29,49.29,49.29,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-05-12,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-05-19,49.48,49.48,49.48,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2019-05-26,49.63,49.63,49.63,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-06-02,49.63,49.63,49.63,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-06-09,49.68,49.68,49.68,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-06-16,49.72,49.72,49.72,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-06-23,49.71,49.71,49.71,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-06-30,49.76,49.76,49.76,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-07-07,49.86,49.86,49.86,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-07-14,50.02,50.02,50.02,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-07-21,50.08,50.08,50.08,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-07-28,50.47,50.47,50.47,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-08-04,50.84,50.84,50.84,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-08-11,50.88,50.88,50.88,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-08-18,51.02,51.02,51.02,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-08-25,51.07,51.07,51.07,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2019-09-01,50.65,50.65,50.65,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-09-08,50.09,50.09,50.09,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-09-15,50.39,50.39,50.39,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-09-22,50.3,50.3,50.3,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-09-29,50.48,50.48,50.48,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-10-06,50.41,50.41,50.41,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-10-13,50.2,50.2,50.2,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-10-20,49.94,49.94,49.94,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-10-27,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-11-03,49.89,49.89,49.89,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-11-10,50.0,50.0,50.0,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-11-17,50.13,50.13,50.13,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-11-24,50.03,50.03,50.03,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-12-01,50.23,50.23,50.23,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-12-08,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-12-15,50.34,50.34,50.34,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-12-22,50.24,50.24,50.24,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-12-29,50.37,50.37,50.37,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.53,50.53,50.53,0.0,0.0
