Date,IAG_Open_average,IAG_Open_max,IAG_Open_min,IAG_Open_volatility,IAG_Open_change,IAG_High_average,IAG_High_max,IAG_High_min,IAG_High_volatility,IAG_High_change,IAG_Low_average,IAG_Low_max,IAG_Low_min,IAG_Low_volatility,IAG_Low_change,IAG_Close_average,IAG_Close_max,IAG_Close_min,IAG_Close_volatility,IAG_Close_change,IAG_Volume_average,IAG_Volume_max,IAG_Volume_min,IAG_Volume_volatility,IAG_Volume_change
2018-01-14,6.194,6.24,6.08,0.16000000000000014,0.11000000000000032,6.276,6.46,6.11,0.34999999999999964,0.1299999999999999,6.086,6.15,5.97,0.1800000000000006,0.08000000000000007,6.15,6.17,6.11,0.05999999999999961,0.05999999999999961,4771997,8393461,2277684,6115777,-1066795
2018-01-21,6.234,6.46,6.04,0.41999999999999993,-0.019999999999999574,6.334,6.52,6.14,0.3799999999999999,-0.20000000000000018,6.04,6.32,5.8,0.5200000000000005,-0.25,6.142,6.36,5.82,0.54,-0.5,5248225,7852935,3898118,3954817,1321025
2018-01-28,5.782,5.9,5.58,0.3200000000000003,-0.3200000000000003,5.874,5.97,5.72,0.25,-0.23000000000000043,5.662,5.78,5.51,0.27000000000000046,-0.25,5.754,5.93,5.57,0.35999999999999943,-0.21999999999999975,4658992,5434357,3631623,1802734,677790
2018-02-04,5.372,5.5,5.28,0.21999999999999975,-0.21999999999999975,5.522,5.59,5.4,0.1899999999999995,0.0,5.272,5.41,5.11,0.2999999999999998,-0.14000000000000057,5.38,5.54,5.26,0.28000000000000025,0.1299999999999999,5144476,5776238,4224858,1551380,-805637
2018-02-11,5.875,6.18,5.58,0.5999999999999996,0.5300000000000002,6.0575,6.19,5.7,0.4900000000000002,0.45999999999999996,5.7125,5.94,5.54,0.40000000000000036,0.25,5.95,6.17,5.61,0.5599999999999996,0.2699999999999996,6393268,8396636,3102961,5293675,5293675
2018-02-18,5.604,5.91,5.34,0.5700000000000003,-0.3099999999999996,5.726,6.11,5.45,0.6600000000000001,-0.41999999999999993,5.4959999999999996,5.8,5.27,0.5300000000000002,-0.35999999999999943,5.57,5.86,5.34,0.5200000000000005,-0.3600000000000003,5330572,9707092,2456657,7250435,-1118758
2018-02-25,5.306,5.4,5.2,0.20000000000000018,-0.11000000000000032,5.376,5.43,5.33,0.09999999999999964,-0.040000000000000036,5.198,5.28,5.09,0.1900000000000004,0.0699999999999994,5.287999999999999,5.31,5.26,0.04999999999999982,0.040000000000000036,4152335,5518756,3239680,2279076,-1006295
2018-03-04,5.226,5.4,5.07,0.33000000000000007,-0.33000000000000007,5.264,5.43,5.07,0.35999999999999943,-0.35999999999999943,5.114,5.33,4.92,0.41000000000000014,-0.41000000000000014,5.154,5.35,5.02,0.33000000000000007,-0.33000000000000007,4114239,6699243,2796612,3902631,3479969
2018-03-11,4.92,5.02,4.86,0.15999999999999925,-0.10999999999999943,4.994,5.07,4.95,0.1200000000000001,-0.040000000000000036,4.844,4.9,4.8,0.10000000000000053,-0.020000000000000462,4.93,5.01,4.9,0.10999999999999943,0.08000000000000007,5455726,7920439,3442224,4478215,-2067272
2018-03-18,5.2,5.33,5.0,0.33000000000000007,0.28000000000000025,5.295999999999999,5.38,5.14,0.2400000000000002,0.2400000000000002,5.152,5.26,5.0,0.2599999999999998,0.2599999999999998,5.23,5.36,5.12,0.2400000000000002,0.2400000000000002,4504726,5396692,3661716,1734976,-1122499
