Date,First Trust BICK_Open_average,First Trust BICK_Open_max,First Trust BICK_Open_min,First Trust BICK_Open_volatility,First Trust BICK_Open_change,First Trust BICK_High_average,First Trust BICK_High_max,First Trust BICK_High_min,First Trust BICK_High_volatility,First Trust BICK_High_change,First Trust BICK_Low_average,First Trust BICK_Low_max,First Trust BICK_Low_min,First Trust BICK_Low_volatility,First Trust BICK_Low_change,First Trust BICK_Close_average,First Trust BICK_Close_max,First Trust BICK_Close_min,First Trust BICK_Close_volatility,First Trust BICK_Close_change
2018-04-22,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-04-29,29.33,29.33,29.33,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-05-06,29.71,29.71,29.71,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.59,29.59,29.59,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-05-13,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-05-20,28.83,28.83,28.83,0.0,0.0,29.38,29.38,29.38,0.0,0.0,28.83,28.83,28.83,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-05-27,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-06-03,29.28,29.28,29.28,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-06-10,28.32,28.32,28.32,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-06-17,27.4,27.4,27.4,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-06-24,26.79,26.79,26.79,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2018-07-01,27.59,27.59,27.59,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2018-07-08,27.37,27.37,27.37,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-07-15,27.54,27.54,27.54,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-07-22,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-07-29,27.63,27.63,27.63,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-08-05,26.82,26.82,26.82,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-08-12,26.48,26.48,26.48,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-08-19,27.11,27.11,27.11,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-08-26,26.42,26.42,26.42,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2018-09-02,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-09-09,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-09-16,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-09-23,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2018-09-30,25.96,25.96,25.96,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-10-07,25.36,25.36,25.36,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-10-14,25.53,25.53,25.53,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-10-21,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-10-28,26.0,26.0,26.0,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2018-11-04,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-11-11,25.34,25.34,25.34,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-11-18,25.07,25.07,25.07,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-11-25,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-12-02,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-12-09,24.77,24.77,24.77,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-12-16,23.93,23.93,23.93,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2018-12-23,24.69,24.69,24.69,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2018-12-30,25.15,25.15,25.15,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-01-06,25.44,25.44,25.44,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-01-13,26.31,26.31,26.31,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-01-20,26.75,26.75,26.75,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-01-27,27.4,27.4,27.4,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-02-03,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-02-10,27.02,27.02,27.02,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-02-17,27.98,27.98,27.98,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2019-02-24,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-03-03,27.12,27.12,27.12,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-03-10,27.85,27.85,27.85,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-03-17,26.57,26.57,26.57,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-03-24,27.54,27.54,27.54,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-03-31,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-04-07,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-04-14,27.57,27.57,27.57,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-04-21,27.64,27.64,27.64,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-04-28,26.76,26.76,26.76,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.75,26.75,26.75,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-05-05,25.28,25.28,25.28,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-05-12,25.23,25.23,25.23,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2019-05-19,25.49,25.49,25.49,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-05-26,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2019-06-02,25.98,25.98,25.98,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-06-09,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-06-16,26.88,26.88,26.88,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-06-23,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-06-30,26.55,26.55,26.55,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-07-07,26.98,26.98,26.98,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-07-14,27.12,27.12,27.12,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-07-21,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-07-28,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,23.46,23.46,23.46,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-08-04,24.82,24.82,24.82,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-08-11,25.19,25.19,25.19,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-08-18,24.48,24.48,24.48,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-08-25,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-09-01,26.0,26.0,26.0,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-09-08,26.24,26.24,26.24,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-09-15,26.34,26.34,26.34,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-09-22,25.37,25.37,25.37,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-09-29,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-10-06,25.58,25.58,25.58,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2019-10-13,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-10-20,26.89,26.89,26.89,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-10-27,27.67,27.67,27.67,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-11-03,27.24,27.24,27.24,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-11-10,27.21,27.21,27.21,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-11-17,27.42,27.42,27.42,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2019-11-24,27.27,27.27,27.27,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-12-01,27.63,27.63,27.63,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-12-08,28.51,28.51,28.51,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-12-15,28.98,28.98,28.98,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-12-22,29.31,29.31,29.31,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-12-29,29.42,29.42,29.42,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.6,29.6,29.6,0.0,0.0
