Date,CSIOY_stock_Open_average,CSIOY_stock_Open_max,CSIOY_stock_Open_min,CSIOY_stock_Open_volatility,CSIOY_stock_Open_change,CSIOY_stock_High_average,CSIOY_stock_High_max,CSIOY_stock_High_min,CSIOY_stock_High_volatility,CSIOY_stock_High_change,CSIOY_stock_Low_average,CSIOY_stock_Low_max,CSIOY_stock_Low_min,CSIOY_stock_Low_volatility,CSIOY_stock_Low_change,CSIOY_stock_Close_average,CSIOY_stock_Close_max,CSIOY_stock_Close_min,CSIOY_stock_Close_volatility,CSIOY_stock_Close_change,CSIOY_stock_Volume_average,CSIOY_stock_Volume_max,CSIOY_stock_Volume_min,CSIOY_stock_Volume_volatility,CSIOY_stock_Volume_change
2018-01-14,153.4475,155.54,150.75,4.789999999999992,-4.789999999999992,153.4475,155.54,150.75,4.789999999999992,-4.789999999999992,152.885,155.54,150.75,4.789999999999992,-4.789999999999992,152.885,155.54,150.75,4.789999999999992,-4.789999999999992,2,8,0,8,0
2018-01-21,155.268,157.5,153.0,4.5,4.5,155.418,157.5,153.0,4.5,4.5,154.45,157.25,150.75,6.5,6.5,155.16,157.25,152.75,4.5,4.5,237,706,0,706,685
2018-01-28,151.69,155.37,143.75,11.620000000000005,-11.620000000000005,151.85,155.37,143.75,11.620000000000005,-11.620000000000005,150.204,155.37,141.75,13.620000000000005,-13.620000000000005,150.888,155.37,141.93,13.439999999999998,-13.439999999999998,2175,9643,0,9643,306
2018-02-04,138.252,140.93,134.0,6.930000000000007,-6.930000000000007,138.99,140.93,135.41,5.52000000000001,-5.52000000000001,134.63400000000001,137.47,131.06,6.409999999999997,-4.840000000000003,137.35,139.06,135.05,4.009999999999991,-1.509999999999991,1304,2224,457,1767,799
2018-02-11,137.234,139.7,134.0,5.699999999999989,2.2399999999999807,138.192,141.27,135.8,5.469999999999999,3.7700000000000102,135.836,139.7,132.99,6.7099999999999795,4.799999999999983,137.354,141.27,134.43,6.840000000000003,5.710000000000008,464,1069,131,938,-87
2018-02-18,143.49,145.42,142.46,2.9599999999999795,1.839999999999975,144.81,148.16,142.5,5.659999999999997,4.579999999999984,142.57,145.16,140.53,4.6299999999999955,3.069999999999993,143.3725,146.82,140.53,6.289999999999992,4.519999999999982,3646,10502,221,10281,2582
2018-02-25,147.836,150.59,146.25,4.340000000000003,1.0600000000000023,149.124,150.59,147.96,2.6299999999999955,-1.3400000000000034,146.362,147.75,145.3,2.4499999999999886,-0.9499999999999886,147.764,149.28,145.47,3.8100000000000023,-1.9499999999999886,688,1168,133,1035,-178
2018-03-04,148.936,151.77,145.44,6.3300000000000125,6.3300000000000125,149.91400000000002,152.08,148.33,3.75,3.75,147.748,151.04,145.44,5.599999999999994,5.599999999999994,148.914,151.04,147.5,3.539999999999992,2.719999999999999,291,497,87,410,-175
2018-03-11,156.778,158.34,155.5,2.8400000000000034,2.75,156.978,158.34,155.59,2.75,2.75,155.362,158.17,152.41,5.759999999999991,4.1699999999999875,156.204,158.17,154.0,4.1699999999999875,4.1699999999999875,199,365,34,331,-273
2018-03-18,153.266,155.25,148.66,6.590000000000003,-6.590000000000003,154.25,155.25,151.72,3.530000000000001,-3.530000000000001,151.562,153.0,148.66,4.340000000000003,-3.420000000000016,153.324,155.08,151.16,3.920000000000016,-1.5900000000000034,291,692,83,609,-478
