Date,Morgan Stanley Market Vectors 2X Euro_Open_average,Morgan Stanley Market Vectors 2X Euro_Open_max,Morgan Stanley Market Vectors 2X Euro_Open_min,Morgan Stanley Market Vectors 2X Euro_Open_volatility,Morgan Stanley Market Vectors 2X Euro_Open_change,Morgan Stanley Market Vectors 2X Euro_High_average,Morgan Stanley Market Vectors 2X Euro_High_max,Morgan Stanley Market Vectors 2X Euro_High_min,Morgan Stanley Market Vectors 2X Euro_High_volatility,Morgan Stanley Market Vectors 2X Euro_High_change,Morgan Stanley Market Vectors 2X Euro_Low_average,Morgan Stanley Market Vectors 2X Euro_Low_max,Morgan Stanley Market Vectors 2X Euro_Low_min,Morgan Stanley Market Vectors 2X Euro_Low_volatility,Morgan Stanley Market Vectors 2X Euro_Low_change,Morgan Stanley Market Vectors 2X Euro_Close_average,Morgan Stanley Market Vectors 2X Euro_Close_max,Morgan Stanley Market Vectors 2X Euro_Close_min,Morgan Stanley Market Vectors 2X Euro_Close_volatility,Morgan Stanley Market Vectors 2X Euro_Close_change
2018-01-14,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2018-01-21,20.77,20.77,20.77,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-01-28,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2018-02-04,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2018-02-11,20.6,20.6,20.6,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-02-18,20.5,20.5,20.5,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2018-02-25,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-03-04,18.36,18.36,18.36,0.0,0.0,20.65,20.65,20.65,0.0,0.0,18.32,18.32,18.32,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-03-11,17.95,17.95,17.95,0.0,0.0,20.4,20.4,20.4,0.0,0.0,17.95,17.95,17.95,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2018-03-18,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2018-03-25,19.66,19.66,19.66,0.0,0.0,20.44,20.44,20.44,0.0,0.0,19.61,19.61,19.61,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2018-04-01,20.14,20.14,20.14,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.65,19.65,19.65,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-04-08,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-04-15,20.12,20.12,20.12,0.0,0.0,20.26,20.26,20.26,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2018-04-22,19.91,19.91,19.91,0.0,0.0,20.52,20.52,20.52,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2018-04-29,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2018-05-06,18.31,18.31,18.31,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2018-05-13,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2018-05-20,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2018-05-27,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2018-06-03,17.48,17.48,17.48,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2018-06-10,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2018-06-17,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2018-06-24,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2018-07-01,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2018-07-08,17.69,17.69,17.69,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2018-07-15,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2018-07-22,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2018-07-29,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2018-08-05,17.31,17.31,17.31,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.31,17.31,17.31,0.0,0.0
2018-08-12,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0
2018-08-19,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2018-08-26,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2018-09-02,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2018-09-09,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2018-09-16,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-09-23,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0
2018-09-30,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2018-10-07,15.9,15.9,15.9,0.0,0.0,16.49,16.49,16.49,0.0,0.0,15.9,15.9,15.9,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2018-10-14,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2018-10-21,17.19,17.19,17.19,0.0,0.0,17.19,17.19,17.19,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2018-10-28,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2018-11-04,17.19,17.19,17.19,0.0,0.0,17.19,17.19,17.19,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2018-11-11,18.19,18.19,18.19,0.0,0.0,19.84,19.84,19.84,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2018-11-18,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2018-11-25,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2018-12-02,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2018-12-09,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2018-12-16,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2018-12-23,16.2,16.2,16.2,0.0,0.0,17.18,17.18,17.18,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2018-12-30,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2019-01-06,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2019-01-13,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2019-01-20,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-01-27,16.76,16.76,16.76,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2019-02-03,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0
