Date,HTLF_Open_average,HTLF_Open_max,HTLF_Open_min,HTLF_Open_volatility,HTLF_Open_change,HTLF_High_average,HTLF_High_max,HTLF_High_min,HTLF_High_volatility,HTLF_High_change,HTLF_Low_average,HTLF_Low_max,HTLF_Low_min,HTLF_Low_volatility,HTLF_Low_change,HTLF_Close_average,HTLF_Close_max,HTLF_Close_min,HTLF_Close_volatility,HTLF_Close_change,HTLF_Volume_average,HTLF_Volume_max,HTLF_Volume_min,HTLF_Volume_volatility,HTLF_Volume_change
2018-01-14,55.18,55.6,54.8,0.8000000000000043,0.25,55.5,55.65,55.25,0.3999999999999986,0.0,54.67,55.0,54.4,0.6000000000000014,0.3999999999999986,55.13,55.55,54.75,0.7999999999999972,0.7999999999999972,109491,136240,83990,52250,-51361
2018-01-21,55.44,55.8,54.75,1.0499999999999972,-0.8500000000000014,55.65,56.0,55.25,0.75,-0.75,54.708,55.2,53.96,1.240000000000002,-1.019999999999996,55.23,55.45,55.05,0.4000000000000057,-0.30000000000000426,87535,137856,44210,93646,32313
2018-01-28,53.47,55.05,52.6,2.4499999999999957,-2.4499999999999957,53.99,55.05,53.35,1.6999999999999957,-1.6999999999999957,52.456,53.15,51.2,1.9499999999999957,-1.4499999999999957,52.879999999999995,53.75,51.3,2.450000000000003,-1.75,145764,228262,101364,126898,-90528
2018-02-04,51.510000000000005,52.2,50.45,1.75,1.3999999999999986,52.1,52.4,51.95,0.44999999999999574,-0.04999999999999716,50.65,51.2,50.1,1.1000000000000014,0.6000000000000014,51.496,51.95,50.98,0.970000000000006,0.0,99331,139682,64931,74751,-74751
2018-02-11,52.1375,52.75,51.45,1.2999999999999972,1.25,52.8425,53.9,51.77,2.1299999999999955,2.1299999999999955,51.9625,52.7,51.1,1.6000000000000014,1.6000000000000014,52.7125,53.6,51.75,1.8500000000000014,1.8500000000000014,102569,233762,41364,192398,166697
2018-02-18,53.58,54.0,53.1,0.8999999999999986,0.4000000000000057,53.946,54.18,53.55,0.6300000000000026,0.09999999999999432,52.81,53.1,52.55,0.5500000000000043,0.5,53.41,54.05,52.85,1.1999999999999957,1.1999999999999957,86644,127545,57028,70517,-21691
2018-02-25,53.53,53.85,53.3,0.5500000000000043,-0.5,54.094,54.7,53.8,0.9000000000000057,-0.7800000000000011,52.77,53.0,52.55,0.45000000000000284,-0.3500000000000014,53.52,53.85,53.35,0.5,0.3500000000000014,175079,249918,112429,137489,67546
2018-03-04,54.97,56.05,54.0,2.049999999999997,2.049999999999997,55.5,56.05,54.75,1.2999999999999972,1.2999999999999972,54.24,55.0,53.5,1.5,0.8500000000000014,55.21,56.0,54.55,1.4500000000000028,1.0500000000000043,146180,177289,112109,65180,-44404
2018-03-11,55.29,55.75,54.65,1.1000000000000014,-0.45000000000000284,55.57,55.85,55.3,0.5500000000000043,-0.45000000000000284,54.45,55.15,54.0,1.1499999999999986,-1.1499999999999986,55.12,55.35,54.6,0.75,-0.14999999999999858,182015,511030,75564,435466,-9596
2018-03-18,54.08,55.2,52.45,2.75,-2.75,54.594,55.6,53.4,2.200000000000003,-2.200000000000003,53.094,54.55,51.6,2.9499999999999957,-2.4499999999999957,53.53,54.85,51.6,3.25,-1.2999999999999972,131521,185688,86832,98856,61248
2018-03-25,53.0875,53.4,52.55,0.8500000000000014,-0.3500000000000014,53.525,53.65,53.3,0.3500000000000014,-0.3500000000000014,52.2,52.9,51.5,1.3999999999999986,-0.75,52.6875,53.1,52.15,0.9500000000000028,-0.30000000000000426,107986,158885,82482,76403,-67324
2018-04-01,52.75,53.55,52.35,1.1999999999999957,-0.10000000000000142,53.25,53.6,52.8,0.8000000000000043,-0.25,52.050000000000004,52.85,51.45,1.3999999999999986,-0.5,52.69,53.5,51.8,1.7000000000000028,-1.1000000000000014,93322,144846,70548,74298,-67207
