Date,Guggenheim Invest S&P Global Dividend Opptys_Open_average,Guggenheim Invest S&P Global Dividend Opptys_Open_max,Guggenheim Invest S&P Global Dividend Opptys_Open_min,Guggenheim Invest S&P Global Dividend Opptys_Open_volatility,Guggenheim Invest S&P Global Dividend Opptys_Open_change,Guggenheim Invest S&P Global Dividend Opptys_High_average,Guggenheim Invest S&P Global Dividend Opptys_High_max,Guggenheim Invest S&P Global Dividend Opptys_High_min,Guggenheim Invest S&P Global Dividend Opptys_High_volatility,Guggenheim Invest S&P Global Dividend Opptys_High_change,Guggenheim Invest S&P Global Dividend Opptys_Low_average,Guggenheim Invest S&P Global Dividend Opptys_Low_max,Guggenheim Invest S&P Global Dividend Opptys_Low_min,Guggenheim Invest S&P Global Dividend Opptys_Low_volatility,Guggenheim Invest S&P Global Dividend Opptys_Low_change,Guggenheim Invest S&P Global Dividend Opptys_Close_average,Guggenheim Invest S&P Global Dividend Opptys_Close_max,Guggenheim Invest S&P Global Dividend Opptys_Close_min,Guggenheim Invest S&P Global Dividend Opptys_Close_volatility,Guggenheim Invest S&P Global Dividend Opptys_Close_change
2018-04-08,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2018-04-15,10.85,10.85,10.85,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2018-04-22,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2018-04-29,10.86,10.86,10.86,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2018-05-06,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2018-05-13,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2018-05-20,10.93,10.93,10.93,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.92,10.92,10.92,0.0,0.0
2018-05-27,10.93,10.93,10.93,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2018-06-03,10.99,10.99,10.99,0.0,0.0,11.04,11.04,11.04,0.0,0.0,10.99,10.99,10.99,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2018-06-10,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2018-06-17,10.99,10.99,10.99,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2018-06-24,10.77,10.77,10.77,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2018-07-01,11.02,11.02,11.02,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2018-07-08,11.06,11.06,11.06,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2018-07-15,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2018-07-22,11.14,11.14,11.14,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2018-07-29,11.15,11.15,11.15,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2018-08-05,11.04,11.04,11.04,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2018-08-12,11.15,11.15,11.15,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2018-08-19,11.17,11.17,11.17,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2018-08-26,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-09-02,11.1,11.1,11.1,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.14,11.14,11.14,0.0,0.0
2018-09-09,11.17,11.17,11.17,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2018-09-16,11.05,11.05,11.05,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2018-09-23,11.05,11.05,11.05,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2018-09-30,10.8,10.8,10.8,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2018-10-07,10.52,10.52,10.52,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2018-10-14,10.62,10.62,10.62,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2018-10-21,10.46,10.46,10.46,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2018-10-28,10.6,10.6,10.6,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2018-11-04,10.69,10.69,10.69,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2018-11-11,10.67,10.67,10.67,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2018-11-18,10.69,10.69,10.69,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2018-11-25,10.93,10.93,10.93,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.92,10.92,10.92,0.0,0.0
2018-12-02,10.68,10.68,10.68,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2018-12-09,10.6,10.6,10.6,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.43,10.43,10.43,0.0,0.0
2018-12-16,10.02,10.02,10.02,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-12-23,10.39,10.39,10.39,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.27,10.27,10.27,0.0,0.0
2018-12-30,10.38,10.38,10.38,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.39,10.39,10.39,0.0,0.0
2019-01-06,10.53,10.53,10.53,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2019-01-13,10.66,10.66,10.66,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.71,10.71,10.71,0.0,0.0
2019-01-20,10.59,10.59,10.59,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2019-01-27,10.88,10.88,10.88,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2019-02-03,10.88,10.88,10.88,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2019-02-10,11.0,11.0,11.0,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2019-02-17,11.37,11.37,11.37,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.24,11.24,11.24,0.0,0.0
2019-02-24,11.21,11.21,11.21,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2019-03-03,11.08,11.08,11.08,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-03-10,11.27,11.27,11.27,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2019-03-17,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2019-03-24,11.41,11.41,11.41,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2019-03-31,11.37,11.37,11.37,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.4,11.4,11.4,0.0,0.0
2019-04-07,11.51,11.51,11.51,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2019-04-14,11.62,11.62,11.62,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.52,11.52,11.52,0.0,0.0
2019-04-21,11.54,11.54,11.54,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2019-04-28,11.41,11.41,11.41,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2019-05-05,11.32,11.32,11.32,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2019-05-12,11.32,11.32,11.32,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.4,11.4,11.4,0.0,0.0
2019-05-19,11.59,11.59,11.59,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2019-05-26,11.38,11.38,11.38,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2019-06-02,11.73,11.73,11.73,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2019-06-09,11.79,11.79,11.79,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2019-06-16,11.79,11.79,11.79,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2019-06-23,11.85,11.85,11.85,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2019-06-30,11.85,11.85,11.85,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2019-07-07,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2019-07-14,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2019-07-21,11.76,11.76,11.76,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2019-07-28,11.41,11.41,11.41,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2019-08-04,11.5,11.5,11.5,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.43,11.43,11.43,0.0,0.0
2019-08-11,11.48,11.48,11.48,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2019-08-18,11.39,11.39,11.39,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2019-08-25,11.52,11.52,11.52,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-09-01,11.69,11.69,11.69,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2019-09-08,11.82,11.82,11.82,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2019-09-15,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2019-09-22,11.87,11.87,11.87,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2019-09-29,11.7,11.7,11.7,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2019-10-06,11.79,11.79,11.79,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2019-10-13,11.95,11.95,11.95,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2019-10-20,11.99,11.99,11.99,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2019-10-27,12.05,12.05,12.05,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2019-11-03,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2019-11-10,12.07,12.07,12.07,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2019-11-17,12.08,12.08,12.08,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.08,12.08,12.08,0.0,0.0
2019-11-24,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.01,12.01,12.01,0.0,0.0
2019-12-01,12.08,12.08,12.08,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2019-12-08,12.2,12.2,12.2,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2019-12-15,12.1,12.1,12.1,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2019-12-22,12.23,12.23,12.23,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2019-12-29,12.08,12.08,12.08,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.16,12.16,12.16,0.0,0.0
