Date,JMP_Open_average,JMP_Open_max,JMP_Open_min,JMP_Open_volatility,JMP_Open_change,JMP_High_average,JMP_High_max,JMP_High_min,JMP_High_volatility,JMP_High_change,JMP_Low_average,JMP_Low_max,JMP_Low_min,JMP_Low_volatility,JMP_Low_change,JMP_Close_average,JMP_Close_max,JMP_Close_min,JMP_Close_volatility,JMP_Close_change,JMP_Volume_average,JMP_Volume_max,JMP_Volume_min,JMP_Volume_volatility,JMP_Volume_change
2018-01-14,5.502,5.56,5.46,0.09999999999999964,0.05999999999999961,5.536,5.56,5.49,0.0699999999999994,0.02999999999999936,5.444,5.47,5.42,0.04999999999999982,0.019999999999999574,5.48,5.51,5.44,0.0699999999999994,0.009999999999999787,22059,38330,13347,24983,3668
2018-01-21,5.492,5.55,5.43,0.1200000000000001,-0.1200000000000001,5.526,5.55,5.5,0.04999999999999982,-0.03000000000000025,5.446,5.48,5.41,0.07000000000000028,-0.040000000000000036,5.494,5.51,5.47,0.040000000000000036,-0.03000000000000025,18696,33602,5155,28447,-17038
2018-01-28,5.39,5.46,5.31,0.15000000000000036,-0.15000000000000036,5.394,5.46,5.31,0.15000000000000036,-0.15000000000000036,5.326,5.38,5.23,0.14999999999999947,-0.14999999999999947,5.354,5.42,5.23,0.1899999999999995,-0.1899999999999995,35360,71262,10958,60304,-32019
2018-02-04,5.296,5.55,5.2,0.34999999999999964,0.34999999999999964,5.422,5.6,5.24,0.35999999999999943,0.3200000000000003,5.248,5.5,5.13,0.3700000000000001,0.3700000000000001,5.338,5.6,5.18,0.41999999999999993,0.3299999999999992,55520,88662,43523,45139,-8645
2018-02-11,5.5125,5.65,5.41,0.2400000000000002,-0.08000000000000007,5.585,5.65,5.54,0.11000000000000032,-0.009999999999999787,5.425,5.47,5.4,0.0699999999999994,-0.0699999999999994,5.48,5.5,5.45,0.04999999999999982,-0.03000000000000025,46242,107797,17532,90265,87139
2018-02-18,5.334,5.46,5.25,0.20999999999999996,0.09999999999999964,5.396,5.48,5.31,0.17000000000000082,0.07000000000000028,5.268,5.3,5.25,0.04999999999999982,0.040000000000000036,5.31,5.4,5.26,0.14000000000000057,0.14000000000000057,31339,47557,10143,37414,-6205
2018-02-25,5.328,5.35,5.31,0.040000000000000036,-0.009999999999999787,5.36,5.37,5.33,0.040000000000000036,0.0,5.274,5.3,5.25,0.04999999999999982,-0.019999999999999574,5.302,5.34,5.26,0.08000000000000007,-0.03000000000000025,47761,105721,20379,85342,78352
2018-03-04,5.338,5.37,5.3,0.07000000000000028,-0.009999999999999787,5.386,5.44,5.34,0.10000000000000053,0.040000000000000036,5.306,5.34,5.26,0.08000000000000007,0.0,5.348,5.38,5.3,0.08000000000000007,0.040000000000000036,54925,109220,30990,78230,63280
2018-03-11,5.346,5.4,5.29,0.11000000000000032,-0.11000000000000032,5.348,5.4,5.29,0.11000000000000032,-0.11000000000000032,5.254,5.33,5.14,0.1900000000000004,-0.1900000000000004,5.274,5.34,5.15,0.1899999999999995,-0.17999999999999972,20993,28667,13994,14673,239
2018-03-18,5.156,5.19,5.1,0.09000000000000075,0.019999999999999574,5.204,5.25,5.18,0.07000000000000028,0.009999999999999787,5.082,5.12,5.06,0.0600000000000005,0.010000000000000675,5.142,5.2,5.09,0.11000000000000032,-0.019999999999999574,30501,39165,13990,25175,3804
