Date,GLUU_Open_average,GLUU_Open_max,GLUU_Open_min,GLUU_Open_volatility,GLUU_Open_change,GLUU_High_average,GLUU_High_max,GLUU_High_min,GLUU_High_volatility,GLUU_High_change,GLUU_Low_average,GLUU_Low_max,GLUU_Low_min,GLUU_Low_volatility,GLUU_Low_change,GLUU_Close_average,GLUU_Close_max,GLUU_Close_min,GLUU_Close_volatility,GLUU_Close_change,GLUU_Volume_average,GLUU_Volume_max,GLUU_Volume_min,GLUU_Volume_volatility,GLUU_Volume_change
2018-01-14,3.79,3.83,3.7,0.1299999999999999,0.040000000000000036,3.846,3.86,3.83,0.029999999999999805,0.009999999999999787,3.71,3.75,3.64,0.10999999999999988,0.10000000000000009,3.78,3.83,3.69,0.14000000000000012,0.06999999999999984,2954581,3496818,2170730,1326088,-1326088
2018-01-21,3.74,3.77,3.72,0.04999999999999982,-0.040000000000000036,3.774,3.81,3.75,0.06000000000000005,-0.06000000000000005,3.67,3.7,3.65,0.050000000000000266,-0.050000000000000266,3.718,3.74,3.68,0.06000000000000005,-0.06000000000000005,1909831,2320201,1611970,708231,708231
2018-01-28,3.682,3.77,3.56,0.20999999999999996,-0.10999999999999988,3.742,3.8,3.66,0.13999999999999968,-0.029999999999999805,3.602,3.7,3.48,0.2200000000000002,-0.10999999999999988,3.654,3.8,3.48,0.31999999999999984,-0.16999999999999993,2455705,3350184,1387708,1962476,1647237
2018-02-04,3.444,3.56,3.23,0.33000000000000007,-0.18000000000000016,3.604,3.76,3.55,0.20999999999999996,0.19999999999999973,3.282,3.45,3.02,0.43000000000000016,-0.1599999999999997,3.4699999999999998,3.67,3.25,0.41999999999999993,0.1200000000000001,3810146,4830399,2391038,2439361,-17111
2018-02-11,3.785,3.96,3.63,0.33000000000000007,0.33000000000000007,3.94,4.04,3.84,0.20000000000000018,0.20000000000000018,3.7175000000000002,3.82,3.61,0.20999999999999996,0.20999999999999996,3.8575,3.99,3.79,0.20000000000000018,0.029999999999999805,2733762,4147744,1678634,2469110,-2429444
2018-02-18,3.792,3.85,3.76,0.0900000000000003,-0.08000000000000007,3.878,3.91,3.82,0.0900000000000003,0.0,3.748,3.77,3.72,0.04999999999999982,0.020000000000000018,3.79,3.88,3.74,0.13999999999999968,0.10999999999999988,1170650,1464267,852883,611384,177039
2018-02-25,3.778,3.89,3.7,0.18999999999999995,-0.10000000000000009,3.836,3.91,3.76,0.15000000000000036,-0.06000000000000005,3.708,3.78,3.64,0.13999999999999968,-0.020000000000000018,3.774,3.83,3.71,0.1200000000000001,0.040000000000000036,1113868,1296987,853686,443301,-247950
2018-03-04,3.932,4.04,3.82,0.2200000000000002,0.20999999999999996,4.002,4.07,3.9,0.17000000000000037,0.17000000000000037,3.896,3.97,3.81,0.16000000000000014,0.16000000000000014,3.954,4.02,3.83,0.1899999999999995,0.16000000000000014,1188279,1370855,1019452,351403,351403
2018-03-11,3.8579999999999997,4.02,3.78,0.23999999999999977,-0.23999999999999977,3.872,4.02,3.81,0.20999999999999952,-0.20999999999999952,3.758,3.81,3.71,0.10000000000000009,-0.10000000000000009,3.812,3.84,3.79,0.04999999999999982,-0.04999999999999982,1319262,2012160,1064368,947792,828987
2018-03-18,3.824,3.85,3.78,0.07000000000000028,-0.03000000000000025,3.872,3.89,3.85,0.040000000000000036,0.029999999999999805,3.748,3.8,3.72,0.07999999999999963,-0.020000000000000018,3.826,3.86,3.72,0.13999999999999968,0.029999999999999805,1573496,1970191,1155296,814895,550454
