Date,IBKR_Open_average,IBKR_Open_max,IBKR_Open_min,IBKR_Open_volatility,IBKR_Open_change,IBKR_High_average,IBKR_High_max,IBKR_High_min,IBKR_High_volatility,IBKR_High_change,IBKR_Low_average,IBKR_Low_max,IBKR_Low_min,IBKR_Low_volatility,IBKR_Low_change,IBKR_Close_average,IBKR_Close_max,IBKR_Close_min,IBKR_Close_volatility,IBKR_Close_change,IBKR_Volume_average,IBKR_Volume_max,IBKR_Volume_min,IBKR_Volume_volatility,IBKR_Volume_change
2018-01-14,62.348,63.8,61.35,2.4499999999999957,-1.3999999999999986,63.284,64.03,62.57,1.4600000000000009,-0.35999999999999943,61.738,62.35,61.05,1.3000000000000043,0.21000000000000085,62.598,63.67,61.78,1.8900000000000006,1.2199999999999989,1202483,1512463,932925,579538,-440555
2018-01-21,64.226,65.3,63.23,2.0700000000000003,0.22000000000000597,64.872,65.58,64.26,1.3199999999999932,-0.4000000000000057,63.348,63.77,62.77,1.0,-0.07000000000000028,64.13,65.1,63.08,2.019999999999996,-1.1699999999999946,734799,1067870,571124,496746,-476727
2018-01-28,64.536,66.79,63.39,3.4000000000000057,1.3199999999999932,65.86,67.42,64.39,3.030000000000001,1.7800000000000011,63.294000000000004,65.39,60.85,4.539999999999999,-2.1700000000000017,64.388,66.8,62.16,4.640000000000001,-1.4400000000000048,686620,1015030,351657,663373,553243
2018-02-04,62.894,65.1,61.15,3.9499999999999957,1.480000000000004,64.368,65.46,63.18,2.279999999999994,0.5599999999999952,61.296,63.03,59.33,3.700000000000003,2.6000000000000014,63.116,64.75,61.74,3.009999999999998,0.28999999999999915,996081,1554625,488004,1066621,-1066621
2018-02-11,65.4725,67.83,63.24,4.589999999999996,4.589999999999996,66.875,68.58,64.0,4.579999999999998,4.579999999999998,65.03,67.23,63.12,4.1100000000000065,4.1100000000000065,66.4375,67.88,63.87,4.009999999999998,3.500000000000007,681252,1064883,373305,691578,691578
2018-02-18,68.232,69.16,67.3,1.8599999999999994,1.8599999999999994,69.422,70.26,68.79,1.4699999999999989,1.4699999999999989,67.89,68.8,67.3,1.5,1.5,68.622,70.0,67.52,2.480000000000004,2.1299999999999955,598351,797830,485346,312484,204007
2018-02-25,68.808,70.59,66.23,4.359999999999999,-2.450000000000003,69.984,71.23,68.0,3.230000000000004,-1.2600000000000051,67.408,70.0,65.01,4.989999999999995,-3.030000000000001,68.676,70.2,66.46,3.740000000000009,-0.7000000000000028,756923,1086973,654271,432702,28365
2018-03-04,71.506,74.05,70.01,4.039999999999992,4.039999999999992,72.478,74.11,71.3,2.8100000000000023,2.8100000000000023,70.694,72.61,68.91,3.700000000000003,3.700000000000003,72.122,73.76,70.82,2.940000000000012,2.069999999999993,578252,817937,391303,426634,-364067
2018-03-11,71.898,73.33,70.85,2.480000000000004,-2.3299999999999983,72.332,73.54,71.46,2.0800000000000125,-2.0800000000000125,70.762,72.16,69.4,2.759999999999991,-2.759999999999991,71.30799999999999,72.46,70.5,1.9599999999999937,-1.9599999999999937,577148,742615,453768,288847,-90332
2018-03-18,69.926,71.75,67.43,4.319999999999993,-3.469999999999999,70.92,73.11,68.67,4.439999999999998,-2.8799999999999955,68.804,71.51,66.21,5.300000000000011,-3.5400000000000063,69.498,72.22,66.21,6.010000000000005,-2.5,573816,814146,371169,442977,96525
