Date,CAL_Open_average,CAL_Open_max,CAL_Open_min,CAL_Open_volatility,CAL_Open_change,CAL_High_average,CAL_High_max,CAL_High_min,CAL_High_volatility,CAL_High_change,CAL_Low_average,CAL_Low_max,CAL_Low_min,CAL_Low_volatility,CAL_Low_change,CAL_Close_average,CAL_Close_max,CAL_Close_min,CAL_Close_volatility,CAL_Close_change,CAL_Volume_average,CAL_Volume_max,CAL_Volume_min,CAL_Volume_volatility,CAL_Volume_change
2018-01-14,32.454,33.63,31.79,1.8400000000000034,-0.75,32.876,33.65,32.21,1.4399999999999977,-0.490000000000002,31.904,32.61,31.59,1.0199999999999996,0.9499999999999993,32.31,33.07,31.69,1.379999999999999,1.379999999999999,195673,243475,157086,86389,-25673
2018-01-21,31.738,32.25,31.08,1.1700000000000017,-1.0600000000000023,32.08,32.87,31.56,1.3099999999999987,-1.2199999999999989,31.254,31.85,30.92,0.9299999999999997,-0.9299999999999997,31.476,32.12,31.19,0.9299999999999962,-0.9199999999999982,272341,382280,183091,199189,-199189
2018-01-28,29.684,30.91,28.55,2.3599999999999994,-2.3599999999999994,29.972,31.3,29.05,2.25,-2.25,29.074,30.21,27.85,2.3599999999999994,-2.3599999999999994,29.188,30.23,27.86,2.370000000000001,-2.370000000000001,340853,448395,235065,213330,191059
2018-02-04,28.6,29.62,27.47,2.150000000000002,2.150000000000002,29.336000000000002,30.07,28.61,1.4600000000000009,1.0800000000000018,27.986,28.25,27.1,1.1499999999999986,1.1499999999999986,28.784,29.53,28.23,1.3000000000000007,0.620000000000001,340136,562279,211673,350606,-122453
2018-02-11,29.2725,29.61,28.94,0.6699999999999982,0.6400000000000006,29.7175,29.99,29.52,0.46999999999999886,0.46999999999999886,29.0225,29.18,28.89,0.28999999999999915,0.23000000000000043,29.3875,29.73,29.23,0.5,-0.00999999999999801,279392,478750,168310,310440,77059
2018-02-18,28.906,29.18,28.68,0.5,0.21999999999999886,29.36,29.92,29.02,0.9000000000000021,0.4800000000000004,28.584,29.09,28.38,0.7100000000000009,0.5899999999999999,28.966,29.79,28.57,1.2199999999999989,1.2199999999999989,239716,340108,173660,166448,-66907
2018-02-25,28.564,30.0,27.82,2.1799999999999997,-1.6499999999999986,29.066,30.18,28.42,1.759999999999998,-1.370000000000001,27.902,28.35,27.39,0.9600000000000009,-0.13000000000000256,28.342,28.66,28.01,0.6499999999999986,0.21000000000000085,253918,325864,189115,136749,-10268
2018-03-04,28.498,28.88,27.89,0.9899999999999984,-0.379999999999999,28.892,29.16,28.33,0.8300000000000018,-0.15000000000000213,27.994,28.43,27.44,0.9899999999999984,-0.23999999999999844,28.436,29.05,27.65,1.4000000000000021,-0.6500000000000021,287577,414880,217733,197147,102209
2018-03-11,31.116,32.34,28.5,3.8400000000000034,3.3099999999999987,32.184,34.2,29.2,5.0000000000000036,3.620000000000001,30.672,31.68,28.5,3.1799999999999997,3.1799999999999997,31.448,32.7,29.09,3.610000000000003,3.610000000000003,784528,1589986,507507,1082479,-22625
2018-03-18,32.796,32.89,32.72,0.1700000000000017,0.14000000000000057,33.318,33.58,32.95,0.6299999999999955,0.28000000000000114,32.546,32.89,32.36,0.5300000000000011,-0.03999999999999915,32.842,33.34,32.36,0.980000000000004,0.4100000000000037,381750,513670,289687,223983,-223983
