Date,IGLD_Open_average,IGLD_Open_max,IGLD_Open_min,IGLD_Open_volatility,IGLD_Open_change,IGLD_High_average,IGLD_High_max,IGLD_High_min,IGLD_High_volatility,IGLD_High_change,IGLD_Low_average,IGLD_Low_max,IGLD_Low_min,IGLD_Low_volatility,IGLD_Low_change,IGLD_Close_average,IGLD_Close_max,IGLD_Close_min,IGLD_Close_volatility,IGLD_Close_change,IGLD_Volume_average,IGLD_Volume_max,IGLD_Volume_min,IGLD_Volume_volatility,IGLD_Volume_change
2018-01-14,1025.8,1065.0,985.0,80.0,61.0,1043.334,1078.0,1009.0,69.0,9.0,1012.724,1052.92,980.0,72.92000000000007,25.700000000000045,1022.6980000000001,1052.92,996.2,56.72000000000003,1.9300000000000637,26,52,10,42,-24
2018-01-21,989.752,1010.0,962.76,47.24000000000001,-10.0,1014.95,1091.0,983.75,107.25,-91.0,973.4,1010.0,951.0,59.0,-23.0,1003.2,1070.0,966.0,104.0,-75.0,47,148,4,144,-9
2018-01-28,894.2,958.0,802.0,156.0,-156.0,919.6,970.0,827.0,143.0,-143.0,877.2,958.0,778.0,180.0,-180.0,890.0,970.0,778.0,192.0,-192.0,72,140,3,137,32
2018-02-04,744.2,756.0,732.0,24.0,-24.0,748.4,766.0,732.0,34.0,-34.0,741.4,754.0,730.0,24.0,-24.0,743.4,764.0,730.0,34.0,-24.0,7,15,1,14,1
2018-02-11,737.0,760.0,712.0,48.0,48.0,741.995,760.0,728.99,31.00999999999999,31.00999999999999,731.75,749.0,712.0,37.0,28.0,736.995,749.0,728.99,20.00999999999999,11.009999999999991,15,28,5,23,11
2018-02-18,785.6,815.0,764.0,51.0,25.0,810.108,858.0,764.0,94.0,39.639999999999986,779.8,800.0,760.0,40.0,25.0,801.8439999999999,848.04,760.0,88.03999999999996,33.039999999999964,36,96,2,94,-83
2018-02-25,795.25,830.0,770.0,60.0,-60.0,804.0,865.0,770.0,95.0,-95.0,774.5025,781.0,765.0,16.0,-14.0,779.7525,800.0,765.0,35.0,-35.0,26,50,1,49,-12
2018-03-04,721.2,768.0,699.0,69.0,-69.0,723.9,768.0,707.0,61.0,-61.0,718.504,760.0,699.0,61.0,-61.0,722.5,764.0,706.5,57.5,-57.0,12,23,5,18,-6
2018-03-11,411.39,712.0,6.68,705.32,-634.33,415.908,712.59,6.68,705.9100000000001,-634.33,411.39,712.0,6.68,705.32,-634.33,415.908,712.59,6.68,705.9100000000001,-634.33,5,24,0,24,-1
2018-03-18,637.75,686.0,592.0,94.0,-69.0,652.25,729.0,595.0,134.0,-100.0,625.0,671.0,592.0,79.0,-65.0,650.225,729.0,592.91,136.09000000000003,-100.0,41,80,6,74,-33
2018-03-25,572.265,633.0,506.0,127.0,-127.0,580.775,635.0,506.0,129.0,-129.0,553.765,620.0,500.0,120.0,-119.0,571.7875,628.52,501.0,127.51999999999998,-127.51999999999998,55,130,19,111,-10
2018-04-01,380.36,485.0,4.8,480.2,-15.0,386.36,490.0,4.8,485.2,0.0,380.158,483.99,4.8,479.19,-13.990000000000009,383.158,485.0,4.8,480.2,1.009999999999991,31,73,0,73,61
2018-04-08,458.8,514.0,426.0,88.0,-88.0,462.398,514.0,426.0,88.0,-88.0,448.0,510.0,416.0,94.0,-94.0,454.2,510.0,416.0,94.0,-94.0,73,175,3,172,-25
2018-04-15,303.344,398.0,3.72,394.28,-29.0,305.742,398.0,3.72,394.28,-28.00999999999999,293.36400000000003,372.0,3.72,368.28,-21.899999999999977,295.61,377.23,3.72,373.51,-26.129999999999995,26,67,0,67,-48
2018-04-22,386.402,424.0,356.01,67.99000000000001,67.99000000000001,386.602,425.0,356.01,68.99000000000001,68.99000000000001,381.768,424.0,356.01,67.99000000000001,67.99000000000001,382.168,425.0,356.01,68.99000000000001,68.99000000000001,23,85,2,83,83
2018-04-29,401.4,424.0,380.0,44.0,-24.0,409.38,432.0,400.0,32.0,-32.0,395.954,414.0,380.0,34.0,-31.230000000000018,401.816,424.0,382.77,41.23000000000002,-41.23000000000002,48,119,9,110,-105
2018-05-06,370.8,376.0,361.0,15.0,-15.0,372.32,376.0,366.6,9.399999999999977,-9.399999999999977,362.2,374.0,352.0,22.0,-2.0,367.404,374.0,353.0,21.0,-20.019999999999982,38,87,5,82,64
2018-05-13,346.2,358.0,330.0,28.0,-4.0,360.102,376.82,346.0,30.819999999999993,-4.0,339.008,346.04,329.0,17.04000000000002,2.0,341.368,346.04,329.0,17.04000000000002,2.0,30,88,3,85,-34
2018-05-20,328.75,345.0,313.0,32.0,-5.0,346.12,369.0,313.0,56.0,1.5199999999999818,316.775,330.0,300.0,30.0,-9.899999999999977,331.4925,349.99,305.0,44.99000000000001,-17.019999999999982,196,392,112,280,33
2018-05-27,287.8,310.0,275.0,35.0,-35.0,299.026,323.0,275.0,48.0,-40.129999999999995,271.4,290.0,260.0,30.0,-29.0,278.4,290.0,267.0,23.0,-23.0,275,500,83,417,-417
2018-06-03,261.6,301.0,243.0,58.0,36.0,298.68,405.0,258.0,147.0,132.0,257.6,298.0,240.0,58.0,38.0,272.878,335.0,243.0,92.0,73.11000000000001,1003,2509,25,2484,1990
2018-06-10,305.4,335.0,284.0,51.0,-51.0,313.158,346.0,284.0,62.0,-62.0,284.6,292.0,272.0,20.0,-20.0,298.892,333.0,275.46,57.54000000000002,-57.54000000000002,232,696,62,634,-579
