Date,PSA_stock_Open_average,PSA_stock_Open_max,PSA_stock_Open_min,PSA_stock_Open_volatility,PSA_stock_Open_change,PSA_stock_High_average,PSA_stock_High_max,PSA_stock_High_min,PSA_stock_High_volatility,PSA_stock_High_change,PSA_stock_Low_average,PSA_stock_Low_max,PSA_stock_Low_min,PSA_stock_Low_volatility,PSA_stock_Low_change,PSA_stock_Close_average,PSA_stock_Close_max,PSA_stock_Close_min,PSA_stock_Close_volatility,PSA_stock_Close_change,PSA_stock_Volume_average,PSA_stock_Volume_max,PSA_stock_Volume_min,PSA_stock_Volume_volatility,PSA_stock_Volume_change
2018-01-14,194.5075,195.12,193.91,1.210000000000008,-0.28999999999999204,196.4075,198.43,194.5,3.930000000000007,-3.930000000000007,193.315,194.44,192.6,1.8400000000000034,-0.8200000000000216,194.0625,195.69,193.25,2.4399999999999977,-0.18999999999999773,914811,1241017,646108,594909,-388110
2018-01-21,194.646,197.82,193.27,4.549999999999983,-0.8699999999999761,195.928,198.55,193.68,4.8700000000000045,-0.9399999999999977,192.38,194.31,190.7,3.6100000000000136,-1.8100000000000023,194.442,198.09,192.57,5.52000000000001,-0.9300000000000068,903453,1083159,687010,396149,173557
2018-01-28,192.946,196.1,190.1,6.0,-2.4000000000000057,194.302,196.58,191.95,4.630000000000024,-0.9800000000000182,190.278,191.88,188.39,3.490000000000009,-1.7600000000000193,192.638,195.76,190.31,5.449999999999989,-2.2299999999999898,1501319,2749419,973962,1775457,-147986
2018-02-04,184.84,189.47,181.75,7.719999999999999,-7.719999999999999,188.416,191.73,185.94,5.789999999999992,-3.030000000000001,181.83,183.76,180.48,3.280000000000001,-2.5600000000000023,184.676,187.16,180.49,6.6699999999999875,2.180000000000007,1378515,2002079,1021658,980421,913279
2018-02-11,188.178,189.98,187.52,2.4599999999999795,2.3499999999999943,189.862,191.35,188.15,3.1999999999999886,2.390000000000015,185.826,187.5,182.93,4.569999999999993,4.079999999999984,188.606,190.48,186.78,3.6999999999999886,0.9300000000000068,1093680,1405648,931850,473798,-293037
2018-02-18,189.89,193.33,186.97,6.360000000000014,5.700000000000017,193.645,195.74,190.25,5.490000000000009,5.490000000000009,188.8225,192.84,185.77,7.069999999999993,6.930000000000007,191.47,195.68,186.31,9.370000000000005,9.370000000000005,1537246,2526872,778167,1748705,-599049
2018-02-25,195.366,196.54,193.82,2.719999999999999,0.12999999999999545,197.586,198.49,196.68,1.8100000000000023,0.20000000000001705,192.972,193.31,192.52,0.789999999999992,-0.47999999999998977,194.87,196.11,192.92,3.190000000000026,-0.8799999999999955,1031874,1196702,879881,316821,70784
2018-03-04,197.488,200.08,195.09,4.990000000000009,4.990000000000009,199.576,200.49,198.91,1.5800000000000125,1.4000000000000057,196.34,197.67,195.09,2.579999999999984,2.579999999999984,198.658,199.96,197.35,2.6100000000000136,2.6100000000000136,816684,1146861,583960,562901,-262733
2018-03-11,197.228,199.96,194.78,5.180000000000007,-4.439999999999998,198.292,200.41,195.37,5.039999999999992,-2.210000000000008,195.462,198.56,193.0,5.560000000000002,-3.289999999999992,196.92,199.41,194.61,4.799999999999983,-1.4000000000000057,1148547,1903654,676264,1227390,131969
2018-03-18,197.444,198.32,195.71,2.609999999999985,-2.329999999999984,198.704,199.9,197.29,2.6100000000000136,-0.7900000000000205,195.298,196.52,192.66,3.8600000000000136,-2.890000000000015,196.40200000000002,198.52,193.05,5.469999999999999,-3.6699999999999875,946413,1108463,840194,268269,10218
