Date,ATR_Open_average,ATR_Open_max,ATR_Open_min,ATR_Open_volatility,ATR_Open_change,ATR_High_average,ATR_High_max,ATR_High_min,ATR_High_volatility,ATR_High_change,ATR_Low_average,ATR_Low_max,ATR_Low_min,ATR_Low_volatility,ATR_Low_change,ATR_Close_average,ATR_Close_max,ATR_Close_min,ATR_Close_volatility,ATR_Close_change,ATR_Volume_average,ATR_Volume_max,ATR_Volume_min,ATR_Volume_volatility,ATR_Volume_change
2018-01-14,87.178,88.61,86.36,2.25,2.25,87.822,88.7,87.2,1.5,1.4099999999999966,86.554,87.3,86.01,1.289999999999992,0.5899999999999892,87.27799999999999,88.61,86.24,2.3700000000000045,1.2199999999999989,254561,369877,177488,192389,115748
2018-01-21,88.372,89.48,87.44,2.0400000000000063,1.2900000000000063,88.902,89.5,87.75,1.75,1.480000000000004,87.478,88.46,86.35,2.1099999999999994,0.6300000000000097,88.42,89.43,87.6,1.8300000000000125,0.13000000000000966,242765,339050,158876,180174,95654
2018-01-28,86.882,88.09,85.1,2.990000000000009,-2.3500000000000085,87.32,88.1,86.0,2.0999999999999943,-1.9599999999999937,85.708,87.05,83.38,3.6700000000000017,-3.6700000000000017,86.226,87.69,83.38,4.310000000000002,-4.310000000000002,347397,519129,217791,301338,89258
2018-02-04,82.94,83.86,82.09,1.769999999999996,0.18000000000000682,83.92999999999999,84.91,82.59,2.319999999999993,-0.45000000000000284,81.612,83.73,79.97,3.760000000000005,0.18000000000000682,82.756,83.85,81.38,2.469999999999999,-1.190000000000012,335452,367204,303465,63739,-49256
2018-02-11,89.3875,91.04,86.75,4.290000000000006,4.290000000000006,91.825,92.32,90.87,1.4499999999999886,-0.1799999999999926,88.9275,90.49,86.3,4.189999999999998,4.189999999999998,90.845,91.83,89.72,2.1099999999999994,2.1099999999999994,570753,1101994,333362,768632,-766429
2018-02-18,91.008,91.34,90.44,0.9000000000000057,0.04000000000000625,91.696,92.28,91.07,1.210000000000008,-0.7099999999999937,90.292,90.72,89.93,0.789999999999992,-0.3299999999999983,90.72,91.06,90.16,0.9000000000000057,-0.28000000000000114,282177,371976,249922,122054,-121636
2018-02-25,89.55,90.73,88.74,1.990000000000009,-1.4200000000000017,90.444,90.73,89.89,0.8400000000000034,-0.030000000000001137,88.914,89.44,88.3,1.1400000000000006,-0.12999999999999545,89.60000000000001,90.4,89.0,1.4000000000000057,0.9000000000000057,267510,306929,231224,75705,-55314
2018-03-04,90.278,90.7,89.94,0.7600000000000051,0.3299999999999983,90.99,91.14,90.83,0.3100000000000023,-0.06999999999999318,89.68,90.4,89.28,1.1200000000000045,1.1200000000000045,90.502,90.87,89.95,0.9200000000000017,0.010000000000005116,289115,367990,181057,186933,-114764
2018-03-11,90.556,91.27,90.06,1.2099999999999937,-1.2099999999999937,91.084,92.1,90.36,1.7399999999999949,-1.7399999999999949,89.74,90.27,89.43,0.8399999999999892,-0.8199999999999932,90.192,90.5,89.96,0.5400000000000063,-0.5400000000000063,268869,424819,155180,269639,-102340
2018-03-18,88.91,90.02,87.66,2.3599999999999994,-2.3599999999999994,89.568,90.49,88.55,1.9399999999999977,-1.9399999999999977,88.15,89.67,86.69,2.980000000000004,-2.6000000000000085,88.462,89.78,86.77,3.010000000000005,-1.5700000000000074,254037,279270,215889,63381,31546
2018-03-25,88.7125,89.37,88.08,1.2900000000000063,0.8500000000000085,89.5275,90.34,88.9,1.4399999999999977,0.6099999999999994,87.7425,88.36,87.17,1.1899999999999977,-0.45000000000000284,88.55,89.83,87.93,1.8999999999999915,-0.14999999999999147,229758,287331,184422,102909,-68842
2018-04-01,89.298,90.3,88.43,1.8699999999999903,0.7199999999999989,90.334,90.85,89.95,0.8999999999999915,0.1700000000000017,88.128,89.28,86.85,2.430000000000007,0.9000000000000057,89.614,90.4,88.5,1.9000000000000057,0.3400000000000034,344699,471701,276399,195302,135039
2018-04-08,92.342,93.2,90.75,2.450000000000003,2.280000000000001,93.396,94.66,92.64,2.019999999999996,1.5600000000000023,91.948,92.96,90.1,2.8599999999999994,2.8599999999999994,92.946,94.31,92.25,2.0600000000000023,1.5900000000000034,277812,456727,197102,259625,-259625
2018-04-15,95.06,96.15,94.28,1.8700000000000045,0.4299999999999926,95.808,96.39,95.14,1.25,-0.9599999999999937,94.346,95.18,93.79,1.3900000000000006,0.30999999999998806,95.066,96.13,94.35,1.7800000000000011,-1.7800000000000011,285266,507151,164994,342157,-317616
2018-04-22,93.656,94.6,93.02,1.5799999999999983,-0.8699999999999903,94.216,94.74,93.7,1.039999999999992,-0.710000000000008,92.53399999999999,93.05,91.88,1.1700000000000017,0.28000000000000114,93.31400000000001,93.5,93.15,0.3499999999999943,0.3199999999999932,486569,907788,298683,609105,505846
2018-04-29,92.58200000000001,94.0,90.84,3.1599999999999966,-1.0799999999999983,93.352,94.0,92.77,1.230000000000004,-0.5799999999999983,91.864,92.73,90.84,1.8900000000000006,-0.4300000000000068,92.456,93.54,91.12,2.4200000000000017,-0.7400000000000091,434796,631054,215114,415940,-212661
2018-05-06,93.16199999999999,94.19,92.0,2.1899999999999977,1.4200000000000017,93.764,94.71,92.79,1.9199999999999875,1.9199999999999875,92.282,93.15,91.37,1.7800000000000011,0.7400000000000091,93.23400000000001,94.29,91.76,2.530000000000001,1.6099999999999994,377709,492917,255572,237345,192833
2018-05-13,93.148,94.02,92.32,1.7000000000000028,0.8499999999999943,93.91,94.41,93.17,1.2399999999999949,1.2399999999999949,92.556,93.84,91.59,2.25,2.25,93.3,94.01,92.1,1.9100000000000108,1.9100000000000108,268269,406481,162296,244185,-244185
2018-05-20,93.97749999999999,94.28,93.63,0.6500000000000057,-0.4000000000000057,94.53,94.95,94.27,0.6800000000000068,-0.5300000000000011,93.615,93.85,93.36,0.4899999999999949,0.1799999999999926,94.03999999999999,94.09,93.96,0.13000000000000966,0.12000000000000455,150658,165822,116184,49638,-10707
