Date,HHTStock_Open_average,HHTStock_Open_max,HHTStock_Open_min,HHTStock_Open_volatility,HHTStock_Open_change,HHTStock_High_average,HHTStock_High_max,HHTStock_High_min,HHTStock_High_volatility,HHTStock_High_change,HHTStock_Low_average,HHTStock_Low_max,HHTStock_Low_min,HHTStock_Low_volatility,HHTStock_Low_change,HHTStock_Close_average,HHTStock_Close_max,HHTStock_Close_min,HHTStock_Close_volatility,HHTStock_Close_change,HHTStock_Volume_average,HHTStock_Volume_max,HHTStock_Volume_min,HHTStock_Volume_volatility,HHTStock_Volume_change
2018-01-14,4.28775,4.5,4.1,0.40000000000000036,0.09999999999999964,4.51375,4.75,4.343,0.40700000000000003,0.3380000000000001,4.1375,4.2,4.1,0.10000000000000053,0.04999999999999982,4.3285,4.5,4.25,0.25,0.04999999999999982,45592,60198,31912,28286,14185
2018-01-21,4.6,4.8,4.5,0.2999999999999998,0.09999999999999964,4.739,5.065,4.5,0.5650000000000004,0.29000000000000004,4.3712,4.55,4.3,0.25,0.043999999999999595,4.567,4.79,4.445,0.34499999999999975,0.09999999999999964,39091,91364,14697,76667,2512
2018-01-28,4.44,4.65,4.3,0.35000000000000053,-0.04999999999999982,4.67,4.8,4.45,0.34999999999999964,0.09999999999999964,4.2299999999999995,4.4,3.8,0.6000000000000005,-0.5499999999999998,4.34,4.6,3.8,0.7999999999999998,-0.7999999999999998,36797,68498,12887,55611,32725
2018-02-04,3.58,4.0,3.3,0.7000000000000002,-0.7000000000000002,3.6576,4.0,3.45,0.5499999999999998,-0.5499999999999998,3.35,3.6,3.2,0.3999999999999999,-0.3999999999999999,3.4598,3.7,3.25,0.4500000000000002,-0.4500000000000002,16595,24585,2909,21676,-4078
2018-02-11,3.26,3.35,3.15,0.20000000000000018,-0.10000000000000009,3.48,4.25,3.15,1.1,-0.30000000000000027,3.1132,3.216,3.05,0.16600000000000037,-0.16600000000000037,3.19,3.25,3.15,0.10000000000000009,-0.10000000000000009,70547,234757,16092,218665,-21856
2018-02-18,3.22425,3.3,3.15,0.1499999999999999,0.1030000000000002,3.3875,3.5,3.3,0.20000000000000018,-0.050000000000000266,3.14975,3.194,3.105,0.08899999999999997,-0.04499999999999993,3.2375,3.3,3.15,0.1499999999999999,0.1499999999999999,19233,52064,4274,47790,-10473
2018-02-25,3.26,3.5,3.15,0.3500000000000001,-0.1499999999999999,3.4394,3.5,3.397,0.1030000000000002,-0.050000000000000266,3.16,3.25,3.05,0.20000000000000018,-0.20000000000000018,3.3,3.4,3.15,0.25,0.10000000000000009,15099,24060,8056,16004,-16004
2018-03-04,3.31,3.5,3.15,0.3500000000000001,0.25,3.46,3.8480000000000003,3.3,0.5480000000000005,0.19799999999999995,3.23,3.35,3.15,0.20000000000000018,0.1499999999999999,3.31,3.4,3.2,0.19999999999999973,0.050000000000000266,23962,95256,4611,90645,-1262
2018-03-11,3.18,3.35,3.0,0.3500000000000001,-0.3500000000000001,3.2199999999999998,3.4,3.0,0.3999999999999999,-0.3999999999999999,2.9499999999999997,3.2,2.8,0.40000000000000036,-0.30000000000000027,3.06,3.2,2.95,0.25,-0.25,57678,144853,13316,131537,2109
2018-03-18,2.7602,2.95,2.501,0.4490000000000003,-0.4490000000000003,2.9022,3.25,2.525,0.7250000000000001,-0.45699999999999985,2.59,2.8,2.4,0.3999999999999999,-0.3999999999999999,2.68,2.9,2.4,0.5,-0.5,102753,231444,32961,198483,5679
2018-03-25,2.325,2.6,2.15,0.4500000000000002,-0.4500000000000002,2.3625,2.6,2.2,0.3999999999999999,-0.3999999999999999,2.1875,2.3,2.1,0.19999999999999973,-0.19999999999999973,2.225,2.3,2.1,0.19999999999999973,-0.19999999999999973,36749,44746,28713,16033,-11435
2018-04-01,2.11,2.15,2.0,0.1499999999999999,0.04999999999999982,2.1824,2.2119999999999997,2.1,0.11199999999999966,-0.011999999999999567,2.03,2.05,2.0,0.04999999999999982,-0.04999999999999982,2.12,2.2,2.05,0.15000000000000036,-0.04999999999999982,22388,32106,11611,20495,-20495
2018-04-08,2.55,3.3,2.15,1.15,0.5,2.804,3.345,2.3,1.0450000000000004,0.3500000000000001,2.2798,2.5,2.149,0.351,0.1509999999999998,2.61,3.3,2.25,1.0499999999999998,0.2999999999999998,189631,394162,32696,361466,68715
2018-04-15,2.38,2.55,2.25,0.2999999999999998,-0.2999999999999998,2.44,2.6,2.3,0.30000000000000027,-0.25,2.2458,2.329,2.2,0.129,-0.04999999999999982,2.3,2.35,2.25,0.10000000000000009,-0.10000000000000009,50779,97904,9026,88878,-30409
