Date,PIMCO Short Term Municipal Bond Active Exchange-Tr_Open_average,PIMCO Short Term Municipal Bond Active Exchange-Tr_Open_max,PIMCO Short Term Municipal Bond Active Exchange-Tr_Open_min,PIMCO Short Term Municipal Bond Active Exchange-Tr_Open_volatility,PIMCO Short Term Municipal Bond Active Exchange-Tr_Open_change,PIMCO Short Term Municipal Bond Active Exchange-Tr_High_average,PIMCO Short Term Municipal Bond Active Exchange-Tr_High_max,PIMCO Short Term Municipal Bond Active Exchange-Tr_High_min,PIMCO Short Term Municipal Bond Active Exchange-Tr_High_volatility,PIMCO Short Term Municipal Bond Active Exchange-Tr_High_change,PIMCO Short Term Municipal Bond Active Exchange-Tr_Low_average,PIMCO Short Term Municipal Bond Active Exchange-Tr_Low_max,PIMCO Short Term Municipal Bond Active Exchange-Tr_Low_min,PIMCO Short Term Municipal Bond Active Exchange-Tr_Low_volatility,PIMCO Short Term Municipal Bond Active Exchange-Tr_Low_change,PIMCO Short Term Municipal Bond Active Exchange-Tr_Close_average,PIMCO Short Term Municipal Bond Active Exchange-Tr_Close_max,PIMCO Short Term Municipal Bond Active Exchange-Tr_Close_min,PIMCO Short Term Municipal Bond Active Exchange-Tr_Close_volatility,PIMCO Short Term Municipal Bond Active Exchange-Tr_Close_change
2018-03-25,49.66,49.66,49.66,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-04-01,49.75,49.75,49.75,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-04-08,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2018-04-15,49.69,49.69,49.69,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2018-04-22,49.6,49.6,49.6,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2018-04-29,49.8,49.8,49.8,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2018-05-06,49.7,49.7,49.7,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-05-13,49.62,49.62,49.62,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2018-05-20,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2018-05-27,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2018-06-03,49.9,49.9,49.9,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2018-06-10,49.88,49.88,49.88,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2018-06-17,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-06-24,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-07-01,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-07-08,49.78,49.78,49.78,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2018-07-15,49.98,49.98,49.98,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.69,49.69,49.69,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-07-22,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2018-07-29,49.76,49.76,49.76,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2018-08-05,49.91,49.91,49.91,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2018-08-12,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-08-19,49.96,49.96,49.96,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-08-26,49.96,49.96,49.96,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2018-09-02,49.84,49.84,49.84,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-09-09,49.76,49.76,49.76,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-09-16,49.7,49.7,49.7,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2018-09-23,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-09-30,49.74,49.74,49.74,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-10-07,49.67,49.67,49.67,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-10-14,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-10-21,49.68,49.68,49.68,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2018-10-28,49.56,49.56,49.56,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2018-11-04,49.53,49.53,49.53,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-11-11,49.59,49.59,49.59,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-11-18,49.49,49.49,49.49,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-11-25,49.69,49.69,49.69,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2018-12-02,49.79,49.79,49.79,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2018-12-09,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-12-16,49.92,49.92,49.92,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-12-23,49.87,49.87,49.87,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-12-30,49.8,49.8,49.8,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-01-06,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2019-01-13,49.9,49.9,49.9,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2019-01-20,49.9,49.9,49.9,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-01-27,49.81,49.81,49.81,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-02-03,49.93,49.93,49.93,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-02-10,50.0,50.0,50.0,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-02-17,50.03,50.03,50.03,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-02-24,49.96,49.96,49.96,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-03-03,50.02,50.02,50.02,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-03-10,50.17,50.17,50.17,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-03-17,50.35,50.35,50.35,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-03-24,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-03-31,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-04-07,50.16,50.16,50.16,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-04-14,50.14,50.14,50.14,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-04-21,50.23,50.23,50.23,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-04-28,50.23,50.23,50.23,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-05-05,50.26,50.26,50.26,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-05-12,50.36,50.36,50.36,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-05-19,50.35,50.35,50.35,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-05-26,50.44,50.44,50.44,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-06-02,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-06-09,50.47,50.47,50.47,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-06-16,50.48,50.48,50.48,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-06-23,50.49,50.49,50.49,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-06-30,50.55,50.55,50.55,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-07-07,50.66,50.66,50.66,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-07-14,50.66,50.66,50.66,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-07-21,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-07-28,50.78,50.78,50.78,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-08-04,50.92,50.92,50.92,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-08-11,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-08-18,50.83,50.83,50.83,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-08-25,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-09-01,50.68,50.68,50.68,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-09-08,50.43,50.43,50.43,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-09-15,50.67,50.67,50.67,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-09-22,50.63,50.63,50.63,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-09-29,50.64,50.64,50.64,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-10-06,50.64,50.64,50.64,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-10-13,50.57,50.57,50.57,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-10-20,50.62,50.62,50.62,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-10-27,50.63,50.63,50.63,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-11-03,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-11-10,50.62,50.62,50.62,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-11-17,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-11-24,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-12-01,50.74,50.74,50.74,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-12-08,50.72,50.72,50.72,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-12-15,50.72,50.72,50.72,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-12-22,50.65,50.65,50.65,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-12-29,50.69,50.69,50.69,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.71,50.71,50.71,0.0,0.0
