Date,KEG_Open_average,KEG_Open_max,KEG_Open_min,KEG_Open_volatility,KEG_Open_change,KEG_High_average,KEG_High_max,KEG_High_min,KEG_High_volatility,KEG_High_change,KEG_Low_average,KEG_Low_max,KEG_Low_min,KEG_Low_volatility,KEG_Low_change,KEG_Close_average,KEG_Close_max,KEG_Close_min,KEG_Close_volatility,KEG_Close_change,KEG_Volume_average,KEG_Volume_max,KEG_Volume_min,KEG_Volume_volatility,KEG_Volume_change
2018-01-14,16.62,17.48,16.08,1.4000000000000021,-0.5,17.32,17.8,16.86,0.9400000000000013,0.14000000000000057,16.10278,16.79,15.72,1.0699999999999985,0.7761999999999993,16.508,16.99,16.09,0.8999999999999986,0.8999999999999986,140835,159310,101004,58306,37942
2018-01-21,16.798000000000002,17.19,16.0,1.1900000000000013,-1.0500000000000007,16.95,17.37,16.24,1.1300000000000026,-1.1300000000000026,16.199,16.63,15.6,1.0299999999999994,-0.9700000000000006,16.51,17.03,15.79,1.240000000000002,-1.1900000000000013,121956,163124,69337,93787,-93787
2018-01-28,14.888,15.7,13.59,2.1099999999999994,-1.9100000000000001,15.335,16.18,14.075,2.1050000000000004,-2.1050000000000004,14.206,15.2,13.3,1.8999999999999986,-1.8999999999999986,14.572,15.67,13.37,2.3000000000000007,-2.3000000000000007,162618,290442,78353,212089,-148518
2018-02-04,13.224,13.56,12.87,0.6900000000000013,-0.25,13.462,13.94,13.01,0.9299999999999997,-0.9299999999999997,12.725999999999999,13.18,12.3,0.879999999999999,-0.6600000000000001,13.012,13.59,12.53,1.0600000000000005,-0.879999999999999,102561,173589,51383,122206,-62346
2018-02-11,12.45,12.7,11.96,0.7399999999999984,0.08999999999999986,12.79,13.13,12.54,0.5900000000000016,0.5,11.915,12.18,11.54,0.6400000000000006,0.17999999999999972,12.567499999999999,12.91,12.11,0.8000000000000007,0.8000000000000007,83347,148920,46618,102302,12384
2018-02-18,13.26,13.84,12.85,0.9900000000000002,0.9900000000000002,13.68826,14.0287,13.32,0.7087000000000003,0.5987000000000009,12.90528,13.25,12.56,0.6899999999999995,0.4499999999999993,13.38,13.79,13.01,0.7799999999999994,0.6400000000000006,80016,112834,53500,59334,13955
2018-02-25,13.564,13.93,13.2,0.7300000000000004,0.5099999999999998,14.440999999999999,15.1,13.86,1.2400000000000002,0.6500000000000004,13.304,13.81,13.14,0.6699999999999999,0.6699999999999999,13.904,14.74,13.41,1.33,0.9700000000000006,154343,246986,83325,163661,-74237
2018-03-04,14.55,14.81,14.19,0.620000000000001,-0.14000000000000057,14.879,15.37,14.67,0.6999999999999993,0.379999999999999,14.302,14.67,14.17,0.5,0.5,14.588,15.15,14.36,0.7900000000000009,0.7599999999999998,120669,158799,45214,113585,5553
2018-03-11,14.426,15.17,13.44,1.7300000000000004,-1.7300000000000004,14.57,15.26,13.76,1.5,-1.5,13.52974,14.64,12.02,2.620000000000001,-2.620000000000001,13.916,14.79,12.66,2.129999999999999,-2.129999999999999,132484,202712,103393,99319,32023
2018-03-18,12.677999999999999,12.78,12.57,0.20999999999999908,0.09999999999999964,13.072,13.35,12.77,0.5800000000000001,-0.13000000000000078,12.327,12.585,11.91,0.6750000000000007,-0.5,12.582,12.93,12.39,0.5399999999999991,-0.16000000000000014,94667,120880,60293,60587,40261
2018-03-25,11.8125,12.5,11.41,1.0899999999999999,-0.8100000000000005,11.96475,12.5,11.69,0.8100000000000005,-0.8100000000000005,11.2625,11.42,10.88,0.5399999999999991,-0.5399999999999991,11.5275,11.72,11.28,0.4400000000000013,-0.41999999999999993,63473,86606,40960,45646,-19036
2018-04-01,11.866,12.39,11.32,1.0700000000000003,0.8200000000000003,12.321,12.89,11.72,1.17,0.5999999999999996,11.536,12.05,11.08,0.9700000000000006,0.5899999999999999,12.006,12.56,11.64,0.9199999999999999,0.35999999999999943,77344,189196,38386,150810,150810
2018-04-08,13.54,14.65,12.24,2.41,2.41,14.18214,14.9,13.5407,1.359300000000001,1.359300000000001,13.372,14.08,12.24,1.8399999999999999,1.8399999999999999,14.028,14.77,13.29,1.4800000000000004,1.4800000000000004,63909,117646,47300,70346,-68586
2018-04-15,15.162,15.57,14.88,0.6899999999999995,0.11999999999999922,15.426,15.96,14.98,0.9800000000000004,0.11999999999999922,14.808019999999999,15.29,14.2101,1.0798999999999985,0.48989999999999867,15.152000000000001,15.52,14.89,0.629999999999999,0.009999999999999787,83874,159885,62276,97609,-4080
2018-04-22,15.33,15.9,14.63,1.2699999999999996,0.8800000000000008,15.72,16.73,15.1,1.6300000000000008,1.6300000000000008,14.9762,15.75,14.37,1.3800000000000008,1.3800000000000008,15.4,16.03,14.57,1.4600000000000009,1.4600000000000009,139255,297376,39301,258075,-124873
2018-04-29,16.222,16.94,15.91,1.0300000000000011,-0.08999999999999986,16.76504,17.1252,16.32,0.8051999999999992,0.5199999999999996,15.8034,16.19,15.4569,0.7331000000000021,0.25009999999999977,16.468,16.99,16.22,0.7699999999999996,0.35999999999999943,66528,84629,42541,42088,11929
2018-05-06,16.902,17.21,16.56,0.6500000000000021,0.6500000000000021,17.454,17.81,16.62,1.1899999999999977,1.1899999999999977,16.2262,16.68,15.700999999999999,0.979000000000001,0.9399999999999995,16.88,17.17,16.46,0.7100000000000009,0.3200000000000003,123623,239264,56669,182595,182595
2018-05-13,17.18,17.53,16.79,0.740000000000002,0.6900000000000013,17.654,17.99,17.15,0.8399999999999999,0.6900000000000013,16.81078,17.0,16.3136,0.686399999999999,0.686399999999999,17.27,17.62,16.99,0.6300000000000026,0.6300000000000026,174503,197595,136651,60944,-34818
2018-05-20,17.5025,17.77,17.09,0.6799999999999997,-0.6799999999999997,17.939999999999998,18.4,17.34,1.0599999999999987,-1.0599999999999987,17.183999999999997,17.64,16.605,1.0350000000000001,-1.0350000000000001,17.5325,17.84,17.22,0.620000000000001,-0.620000000000001,141165,155581,117431,38150,7917
2018-05-27,16.884,17.06,16.36,0.6999999999999993,-0.6000000000000014,17.092,17.45,16.39,1.0599999999999987,-1.0599999999999987,16.418,16.93,15.7,1.2300000000000004,-1.0600000000000023,16.616,17.07,15.99,1.08,-0.9599999999999991,89292,185766,59111,126655,-6030
2018-06-03,15.918,16.3,15.34,0.9600000000000009,-0.5899999999999999,16.086,16.53,15.47,1.0600000000000005,-0.5899999999999981,15.542,15.95,15.1,0.8499999999999996,-0.5500000000000007,15.76,16.2,15.35,0.8499999999999996,-0.5,86611,135371,55675,79696,-62950
2018-06-10,15.504,15.74,15.28,0.46000000000000085,0.11000000000000121,15.881400000000001,16.07,15.692,0.3780000000000001,0.16999999999999993,15.299,15.49,15.1,0.39000000000000057,0.3600000000000012,15.654,15.94,15.32,0.6199999999999992,0.6199999999999992,87522,114411,31652,82759,-60612
2018-06-17,16.174,16.58,15.68,0.8999999999999986,0.35999999999999943,16.343,16.62,16.2,0.4200000000000017,-0.06500000000000128,15.716,15.94,15.33,0.6099999999999994,-0.3200000000000003,16.122,16.3,15.96,0.33999999999999986,-0.08999999999999986,98336,308642,21711,286931,20934
2018-06-24,16.198,16.44,16.0,0.4400000000000013,-0.019999999999999574,16.439999999999998,16.75,16.08,0.6700000000000017,-0.3000000000000007,15.89376,16.2,15.61,0.5899999999999999,-0.22500000000000142,16.184,16.45,15.99,0.4599999999999991,-0.2400000000000002,95620,157563,41999,115564,-115564
2018-07-01,16.7125,17.25,16.16,1.0899999999999999,1.0899999999999999,17.13,17.51,16.47,1.0400000000000027,0.990000000000002,16.695,17.22,16.16,1.0599999999999987,1.0599999999999987,16.9825,17.35,16.4,0.9500000000000028,0.9500000000000028,42841,61858,27424,34434,34434
2018-07-08,17.054000000000002,17.46,16.69,0.7699999999999996,-0.7699999999999996,17.271,17.765,16.87,0.8949999999999996,-0.8949999999999996,16.652,16.98,16.15,0.8300000000000018,-0.8300000000000018,16.936,17.13,16.63,0.5,-0.46000000000000085,43558,81732,29368,52364,52364
2018-07-15,16.448,16.51,16.32,0.19000000000000128,0.07000000000000028,16.634,16.83,16.49,0.33999999999999986,-0.31999999999999673,16.156,16.35,15.95,0.40000000000000213,-0.3100000000000023,16.396,16.5,16.33,0.1700000000000017,-0.14000000000000057,75729,125838,43497,82341,-21236
2018-07-22,16.486,16.95,16.22,0.7300000000000004,0.5500000000000007,16.926000000000002,17.44,16.48,0.9600000000000009,0.6700000000000017,16.334,16.61,16.08,0.5300000000000011,0.4399999999999977,16.602,16.78,16.39,0.39000000000000057,0.29999999999999716,46298,88985,31329,57656,55652
2018-07-29,15.914,16.75,15.07,1.6799999999999997,-1.6799999999999997,16.068,16.88,15.4,1.4799999999999986,-1.4799999999999986,15.348,16.45,14.69,1.7599999999999998,-1.5699999999999985,15.576,16.76,14.94,1.820000000000002,-1.820000000000002,156343,262394,64468,197926,-39568
2018-08-05,14.693999999999999,15.06,14.0,1.0600000000000005,0.05000000000000071,15.214,15.73,14.63,1.0999999999999996,-0.17999999999999972,14.345,14.675,14.0,0.6750000000000007,-0.08999999999999986,14.766,15.03,14.56,0.46999999999999886,0.05000000000000071,69928,115120,36566,78554,22291
2018-08-12,13.712,14.78,12.89,1.8899999999999988,-1.8899999999999988,13.797,14.93,13.015,1.9149999999999991,-1.9000000000000004,13.290000000000001,14.48,12.75,1.7300000000000004,-1.5899999999999999,13.38,14.56,12.94,1.620000000000001,-1.5999999999999996,63914,100589,37475,63114,27613
2018-08-19,13.17,13.38,12.8,0.5800000000000001,0.29999999999999893,13.37,13.55,13.09,0.46000000000000085,0.3200000000000003,12.996,13.22,12.7,0.5200000000000014,0.5200000000000014,13.212,13.48,12.71,0.7699999999999996,0.6399999999999988,53337,73465,14659,58806,-13826
2018-08-26,13.3375,13.44,13.22,0.21999999999999886,-0.16999999999999993,13.465,13.52,13.42,0.09999999999999964,-0.009999999999999787,13.1825,13.25,13.11,0.14000000000000057,-0.0600000000000005,13.3675,13.5,13.28,0.22000000000000064,0.08000000000000007,36320,46768,25911,20857,-16284
2018-09-02,13.476,13.8,13.21,0.5899999999999999,-0.08999999999999986,13.663,13.86,13.32,0.5399999999999991,-0.28999999999999915,13.156,13.38,12.93,0.45000000000000107,0.15000000000000036,13.464,13.78,13.16,0.6199999999999992,-0.3200000000000003,87239,204339,31563,172776,-36967
2018-09-09,13.21216,13.33,12.93,0.40000000000000036,0.039199999999999235,13.408999999999999,13.61,13.25,0.35999999999999943,-0.20999999999999908,12.968,13.15,12.79,0.3600000000000012,-0.3600000000000012,13.108,13.29,12.95,0.33999999999999986,-0.33999999999999986,23586,30800,17650,13150,-10118
2018-09-16,13.404,13.65,12.98,0.6699999999999999,0.6099999999999994,13.685,13.88,13.38,0.5,0.3899999999999988,13.202,13.29,12.98,0.3099999999999987,0.27999999999999936,13.464,13.59,13.27,0.3200000000000003,0.17999999999999972,30371,74176,16978,57198,-464
2018-09-23,12.438,13.47,11.5,1.9700000000000006,-1.9700000000000006,12.594,13.71,11.85,1.8600000000000012,-1.8600000000000012,11.696,12.44,11.15,1.2899999999999991,-0.9399999999999995,12.058,12.51,11.44,1.0700000000000003,-0.9299999999999997,69952,147396,30072,117324,-1508
2018-09-30,10.72402,11.23,10.02,1.2100000000000009,-1.190100000000001,11.03926,11.68,10.39,1.2899999999999991,-1.2899999999999991,10.394020000000001,11.2101,9.63,1.5800999999999998,-1.5800999999999998,10.594,11.23,10.16,1.0700000000000003,-0.8900000000000006,40450,52200,29376,22824,-4605
2018-10-07,10.568,11.0,9.94,1.0600000000000005,-0.33999999999999986,10.92498,11.12,10.275,0.8449999999999989,-0.8249999999999993,10.206,10.585,9.73,0.8550000000000004,-0.5,10.52,10.96,9.97,0.9900000000000002,-0.7600000000000016,58504,68135,53566,14569,14177
2018-10-14,9.706,10.29,9.23,1.0599999999999987,-1.0,10.022,10.43,9.58,0.8499999999999996,-0.6099999999999994,9.369,9.96,9.18,0.7800000000000011,-0.7250000000000014,9.634,10.2,9.28,0.9199999999999999,-0.41999999999999993,87074,200857,26730,174127,21039
2018-10-21,9.168,9.81,8.76,1.0500000000000007,-0.6300000000000008,9.314,9.81,9.07,0.7400000000000002,-0.6300000000000008,8.744,9.16,8.57,0.5899999999999999,-0.41000000000000014,9.01,9.38,8.65,0.7300000000000004,-0.41000000000000014,67338,104061,39633,64428,60738
2018-10-28,8.998,9.24,8.76,0.4800000000000004,0.4800000000000004,9.29,9.62,9.11,0.5099999999999998,0.5099999999999998,8.91404,9.24,8.6258,0.6142000000000003,0.6142000000000003,9.16,9.53,8.98,0.5499999999999989,0.4900000000000002,40634,63798,17571,46227,-8429
2018-11-04,9.11074,9.49,8.5,0.9900000000000002,-0.8237000000000005,9.454,9.8,8.62,1.1800000000000015,-0.9800000000000004,8.72,9.26,7.95,1.3099999999999996,-1.3099999999999996,8.946,9.52,8.04,1.4800000000000004,-1.3500000000000014,55364,82208,36525,45683,16982
