Date,LYVStock_Open_average,LYVStock_Open_max,LYVStock_Open_min,LYVStock_Open_volatility,LYVStock_Open_change,LYVStock_High_average,LYVStock_High_max,LYVStock_High_min,LYVStock_High_volatility,LYVStock_High_change,LYVStock_Low_average,LYVStock_Low_max,LYVStock_Low_min,LYVStock_Low_volatility,LYVStock_Low_change,LYVStock_Close_average,LYVStock_Close_max,LYVStock_Close_min,LYVStock_Close_volatility,LYVStock_Close_change,LYVStock_Volume_average,LYVStock_Volume_max,LYVStock_Volume_min,LYVStock_Volume_volatility,LYVStock_Volume_change
2018-01-14,43.36,44.53,42.07,2.460000000000001,-1.1700000000000017,44.1375,44.76,43.72,1.0399999999999991,-1.0399999999999991,42.66,43.55,41.95,1.5999999999999943,-0.39000000000000057,43.155,43.7,42.07,1.6300000000000026,0.04000000000000625,1784178,2133358,1461338,672020,-295398
2018-01-21,44.426,45.29,43.55,1.740000000000002,1.6899999999999977,44.736,45.44,43.74,1.6999999999999957,1.6999999999999957,44.034,44.97,43.08,1.8900000000000006,1.8900000000000006,44.604,45.41,43.46,1.9499999999999957,1.9499999999999957,1462988,2002977,989743,1013234,-1013234
2018-01-28,45.214,45.9,44.65,1.25,0.6499999999999986,45.754,46.08,45.55,0.5300000000000011,0.45000000000000284,44.708,45.02,44.5,0.5200000000000031,-0.29000000000000625,45.224,45.97,44.73,1.240000000000002,-0.30000000000000426,1169319,1553105,889941,663164,-368634
2018-02-04,43.946000000000005,44.45,43.35,1.1000000000000014,-0.9299999999999997,44.412,45.0,43.49,1.509999999999998,-1.509999999999998,42.95,43.87,41.54,2.3299999999999983,-2.0700000000000003,43.538,44.22,42.74,1.4799999999999969,-0.9499999999999957,1636025,2628004,1130832,1497172,618768
2018-02-11,44.524,46.92,43.07,3.8500000000000014,3.8500000000000014,45.58,47.25,43.83,3.4200000000000017,3.4200000000000017,44.288,46.48,42.99,3.489999999999995,3.489999999999995,45.352,46.95,43.41,3.5400000000000063,3.5400000000000063,1269023,1778535,861560,916975,70124
2018-02-18,47.34,47.9,46.86,1.0399999999999991,1.0399999999999991,48.332499999999996,48.93,47.6,1.3299999999999983,0.8399999999999963,47.1225,47.42,46.54,0.8800000000000026,0.8800000000000026,47.58,48.27,46.86,1.4100000000000037,1.4100000000000037,1618797,1935818,1349134,586684,-203385
2018-02-25,46.126,48.48,41.91,6.57,-6.490000000000002,46.87,49.11,43.98,5.130000000000003,-5.130000000000003,44.842,48.4,41.57,6.829999999999998,-6.829999999999998,45.424,48.59,42.09,6.5,-4.700000000000003,2747459,3443238,1912178,1531060,1069001
2018-03-04,44.066,44.82,43.67,1.1499999999999986,1.0700000000000003,44.496,45.42,44.15,1.2700000000000031,1.25,43.668,44.67,43.36,1.3100000000000023,1.25,44.32,45.05,43.89,1.1599999999999966,1.019999999999996,1725272,2530744,1230634,1300110,-1300110
2018-03-11,45.244,45.69,44.36,1.3299999999999983,0.490000000000002,45.812,46.55,45.45,1.0999999999999943,0.9299999999999997,44.74,45.08,44.18,0.8999999999999986,-0.23999999999999488,45.146,45.48,44.81,0.6699999999999946,-0.5399999999999991,2077897,5846625,639446,5207179,5207179
2018-03-18,43.602000000000004,44.72,42.38,2.3399999999999963,-2.3399999999999963,44.044,44.72,42.98,1.740000000000002,-1.740000000000002,42.992,43.94,41.88,2.059999999999995,-1.9199999999999946,43.192,44.42,41.9,2.520000000000003,-2.1499999999999986,1639352,2761524,1065362,1696162,-492395
2018-03-25,42.5525,43.49,42.01,1.480000000000004,-0.4100000000000037,42.9875,43.68,42.29,1.3900000000000006,-0.740000000000002,41.7825,42.19,41.42,0.769999999999996,-0.509999999999998,42.3525,43.31,41.92,1.3900000000000006,-1.1700000000000017,1608859,2116754,1238029,878725,-878725
2018-04-01,38.386,39.82,36.29,3.530000000000001,-1.240000000000002,39.2,40.34,38.7,1.6400000000000006,-1.5100000000000051,37.33,38.64,35.94,2.700000000000003,-0.3400000000000034,37.986,38.97,36.61,2.3599999999999994,-0.4200000000000017,4040877,5412760,1965770,3446990,-3446990
2018-04-08,38.114000000000004,38.27,37.88,0.39000000000000057,0.21999999999999886,38.424,38.62,38.25,0.36999999999999744,0.060000000000002274,37.668,37.91,37.26,0.6499999999999986,0.4299999999999997,37.886,38.31,37.32,0.990000000000002,0.46000000000000085,1224603,1722257,897347,824910,-508019
2018-04-15,38.98,39.61,38.0,1.6099999999999994,1.6099999999999994,39.426,39.79,38.77,1.019999999999996,1.019999999999996,38.68,39.13,37.92,1.2100000000000009,1.1299999999999955,39.112,39.47,38.49,0.9799999999999969,0.759999999999998,1406371,1700777,881853,818924,715055
2018-04-22,39.94,40.43,39.33,1.1000000000000014,0.5799999999999983,40.306000000000004,40.64,39.71,0.9299999999999997,0.3299999999999983,39.434000000000005,39.63,39.21,0.4200000000000017,-0.1700000000000017,39.842,40.27,39.47,0.8000000000000043,-0.5499999999999972,1649864,2175355,1080264,1095091,-1051936
2018-04-29,40.95,46.16,39.33,6.829999999999998,6.599999999999994,41.478,46.46,39.78,6.68,6.18,40.25,43.83,38.89,4.939999999999998,4.359999999999999,41.052,45.5,39.47,6.030000000000001,6.030000000000001,2476882,5223700,1240802,3982898,2956104
2018-05-06,43.87,45.62,42.92,2.6999999999999957,-2.6999999999999957,44.086,45.96,42.99,2.969999999999999,-2.8500000000000014,42.984,44.62,42.22,2.3999999999999986,-2.259999999999998,43.26,45.07,42.52,2.549999999999997,-2.549999999999997,1894713,3089073,979834,2109239,-2109239
2018-05-13,43.408,44.36,42.45,1.9099999999999966,1.8299999999999983,44.178,44.92,42.89,2.030000000000001,2.030000000000001,43.181999999999995,44.21,42.4,1.8100000000000023,1.8000000000000043,43.838,44.43,42.72,1.7100000000000009,1.5900000000000034,1368914,1943846,951350,992496,164469
2018-05-20,44.224000000000004,44.81,43.43,1.3800000000000026,-1.2700000000000031,44.49,44.99,43.8,1.1900000000000048,-1.1900000000000048,43.734,44.64,43.17,1.4699999999999989,-1.3999999999999986,44.046,44.86,43.37,1.490000000000002,-1.490000000000002,1205002,2032062,682651,1349411,-639336
2018-05-27,43.075,43.36,42.76,0.6000000000000014,-0.38000000000000256,43.59,43.76,43.49,0.269999999999996,0.269999999999996,42.7725,43.04,42.61,0.4299999999999997,0.01999999999999602,43.11,43.57,42.63,0.9399999999999977,0.6600000000000037,1077702,1462641,812603,650038,87886
