Date,VTR_Open_average,VTR_Open_max,VTR_Open_min,VTR_Open_volatility,VTR_Open_change,VTR_High_average,VTR_High_max,VTR_High_min,VTR_High_volatility,VTR_High_change,VTR_Low_average,VTR_Low_max,VTR_Low_min,VTR_Low_volatility,VTR_Low_change,VTR_Close_average,VTR_Close_max,VTR_Close_min,VTR_Close_volatility,VTR_Close_change,VTR_Volume_average,VTR_Volume_max,VTR_Volume_min,VTR_Volume_volatility,VTR_Volume_change
2018-01-14,54.7775,55.11,54.49,0.6199999999999974,-0.6199999999999974,55.1325,56.14,54.52,1.6199999999999974,-1.6199999999999974,54.15,54.45,53.75,0.7000000000000028,-0.7000000000000028,54.5875,54.98,54.38,0.5999999999999943,-0.05000000000000426,3517205,4527514,2612746,1914768,-1097519
2018-01-21,55.554,56.71,54.46,2.25,2.25,56.038000000000004,56.71,54.86,1.8500000000000014,1.8500000000000014,55.146,55.81,54.3,1.5100000000000051,1.1400000000000006,55.726,56.41,54.49,1.9199999999999946,1.3999999999999986,2674332,2990393,2193360,797033,-393778
2018-01-28,55.211999999999996,55.93,53.91,2.020000000000003,-1.6900000000000048,55.79,56.19,55.0,1.1899999999999977,-0.6799999999999997,54.308,54.65,53.52,1.1299999999999955,-1.0,54.976,55.97,54.33,1.6400000000000006,-1.2000000000000028,2727487,3898823,2062591,1836232,752731
2018-02-04,52.488,54.14,50.05,4.090000000000003,-4.090000000000003,53.478,54.98,52.01,2.969999999999999,-2.969999999999999,51.498,52.82,49.17,3.6499999999999986,-3.6099999999999994,52.31,53.19,50.92,2.269999999999996,-1.2899999999999991,4506150,6466754,3216186,3250568,2675745
2018-02-11,50.55,51.65,49.62,2.030000000000001,-0.8599999999999994,51.128,51.91,50.44,1.4699999999999989,-0.269999999999996,49.746,50.71,49.35,1.3599999999999994,1.240000000000002,50.566,51.39,49.62,1.7700000000000031,0.9299999999999997,3030766,3986091,2454894,1531197,-1531197
2018-02-18,50.2325,51.11,49.58,1.5300000000000011,-1.1599999999999966,50.7025,51.56,50.33,1.230000000000004,-1.0399999999999991,49.552499999999995,50.26,49.12,1.1400000000000006,-0.759999999999998,49.947500000000005,50.51,49.34,1.1699999999999946,0.23999999999999488,2109816,2288617,1914619,373998,-326494
2018-02-25,49.652,50.73,48.18,2.549999999999997,-1.1700000000000017,50.168,50.93,49.36,1.5700000000000003,-0.6499999999999986,48.916,50.19,47.97,2.219999999999999,-0.9799999999999969,49.48,50.73,48.32,2.4099999999999966,-0.8699999999999974,2987417,3591089,1975581,1615508,1358123
2018-03-04,50.446,50.97,49.86,1.1099999999999994,0.6000000000000014,50.98,51.29,50.61,0.6799999999999997,-0.6799999999999997,49.742,49.99,49.26,0.730000000000004,-0.5399999999999991,50.53,51.22,49.69,1.5300000000000011,-1.0800000000000054,3243310,4368145,2153833,2214312,-100212
2018-03-11,49.962,50.85,49.38,1.4699999999999989,-0.22999999999999687,50.496,51.22,49.99,1.2299999999999969,-0.22999999999999687,49.364,50.01,49.02,0.9899999999999949,-0.38000000000000256,50.004,50.38,49.46,0.9200000000000017,-0.23000000000000398,4115222,4637844,3622371,1015473,15847
2018-03-18,49.28,50.08,48.5,1.5799999999999983,-0.6599999999999966,49.744,50.1,49.09,1.009999999999998,-0.5700000000000003,48.474000000000004,49.15,47.95,1.1999999999999957,-1.1999999999999957,48.884,49.53,48.11,1.4200000000000017,-1.4200000000000017,2955788,4227675,2341536,1886139,504117
