Date,ICUI_Open_average,ICUI_Open_max,ICUI_Open_min,ICUI_Open_volatility,ICUI_Open_change,ICUI_High_average,ICUI_High_max,ICUI_High_min,ICUI_High_volatility,ICUI_High_change,ICUI_Low_average,ICUI_Low_max,ICUI_Low_min,ICUI_Low_volatility,ICUI_Low_change,ICUI_Close_average,ICUI_Close_max,ICUI_Close_min,ICUI_Close_volatility,ICUI_Close_change,ICUI_Volume_average,ICUI_Volume_max,ICUI_Volume_min,ICUI_Volume_volatility,ICUI_Volume_change
2018-01-14,230.87,237.35,225.65,11.699999999999989,11.699999999999989,234.154,238.32,229.55,8.769999999999982,8.769999999999982,229.20600000000002,232.55,225.15,7.400000000000006,7.400000000000006,231.99,237.35,228.9,8.449999999999989,4.099999999999994,130087,156123,84989,71134,1052
2018-01-21,235.93,237.85,233.85,4.0,1.4000000000000057,237.45,240.2,235.5,4.699999999999989,0.0,233.41400000000002,235.05,231.5,3.5500000000000114,1.0500000000000114,235.43,236.55,233.95,2.6000000000000227,-0.9000000000000057,112587,134073,95574,38499,12407
2018-01-28,229.38,232.7,225.6,7.099999999999994,-6.700000000000017,231.814,234.35,229.7,4.650000000000006,-4.650000000000006,226.42,231.9,218.85,13.050000000000011,-13.050000000000011,227.42,232.3,219.15,13.150000000000006,-13.150000000000006,76304,116331,52672,63659,-3778
2018-02-04,218.75,222.0,215.05,6.949999999999989,4.349999999999994,222.05,223.3,221.05,2.25,-1.6500000000000057,213.63,215.5,211.25,4.25,2.1500000000000057,219.12,222.55,213.2,9.350000000000023,-3.5500000000000114,76218,103655,51022,52633,-23101
2018-02-11,223.5125,229.8,217.95,11.850000000000023,11.850000000000023,228.65,232.7,222.85,9.849999999999994,9.849999999999994,221.1625,226.2,215.85,10.349999999999994,10.349999999999994,225.95,230.5,220.6,9.900000000000006,5.599999999999994,64629,100587,41105,59482,28287
2018-02-18,228.22,232.25,225.05,7.199999999999989,7.199999999999989,231.6,236.45,226.2,10.25,10.25,225.904,230.8,222.05,8.75,8.75,229.35,234.5,225.2,9.300000000000011,9.300000000000011,66895,88271,48767,39504,-24815
2018-02-25,236.54,242.65,230.95,11.700000000000017,7.700000000000017,240.58,250.78,231.3,19.47999999999999,14.47999999999999,232.38,242.65,220.0,22.650000000000006,9.150000000000006,235.4,246.8,223.1,23.700000000000017,12.950000000000017,143284,311800,74933,236867,50655
2018-03-04,255.16,263.55,247.1,16.450000000000017,15.0,259.038,265.22,250.57,14.650000000000034,14.650000000000034,251.94,260.1,243.2,16.900000000000034,16.900000000000034,256.82,261.85,248.65,13.200000000000017,11.849999999999994,93199,120048,64510,55538,-17147
2018-03-11,255.6,260.8,251.1,9.700000000000017,-9.700000000000017,259.26,265.27,255.2,10.069999999999993,-6.319999999999993,250.892,255.0,246.3,8.699999999999989,-8.699999999999989,252.41,255.35,248.65,6.699999999999989,-6.699999999999989,540833,2197072,82991,2114081,78756
2018-03-18,250.13,252.0,248.4,3.5999999999999943,1.799999999999983,254.57,256.0,253.5,2.5,1.5,247.656,248.9,246.93,1.9699999999999989,-1.0199999999999818,251.13,253.9,247.35,6.550000000000011,1.0,120091,151538,84647,66891,-25101
2018-03-25,251.15,254.65,248.75,5.900000000000006,-2.950000000000017,253.23250000000002,255.0,250.9,4.099999999999994,-2.969999999999999,246.025,248.45,242.85,5.599999999999994,-5.599999999999994,248.75,252.4,245.65,6.75,-3.9000000000000057,93521,106774,81151,25623,-11771
2018-04-01,248.82,252.15,242.5,9.650000000000006,4.650000000000006,252.76,254.85,248.8,6.049999999999983,6.049999999999983,246.576,251.2,241.05,10.149999999999977,7.0,250.23,253.1,246.45,6.650000000000006,4.900000000000006,92714,126928,78110,48818,-48818
2018-04-08,255.91,257.5,254.4,3.0999999999999943,2.9499999999999886,257.244,259.3,255.42,3.880000000000024,2.3000000000000114,254.09,256.2,252.3,3.8999999999999773,3.5,255.6,256.6,253.65,2.950000000000017,0.5999999999999943,82178,119627,63351,56276,-12525
2018-04-15,253.11,257.8,247.6,10.200000000000017,-5.200000000000017,254.992,258.7,251.4,7.299999999999983,-2.8499999999999943,250.014,254.85,246.4,8.449999999999989,-3.9000000000000057,252.14000000000001,256.35,248.35,8.000000000000028,-2.950000000000017,129211,179596,91945,87651,-49616
2018-04-22,254.47,256.75,251.6,5.150000000000006,2.5500000000000114,255.91,257.3,252.5,4.800000000000011,1.5500000000000114,250.53,253.7,247.35,6.349999999999994,2.950000000000017,253.24,256.55,251.1,5.450000000000017,0.5999999999999943,74860,96826,58511,38315,-15169
2018-04-29,256.34,259.4,251.0,8.399999999999977,8.399999999999977,260.964,265.77,257.35,8.419999999999959,8.419999999999959,254.37,259.25,250.1,9.150000000000006,9.150000000000006,259.23,264.35,256.85,7.5,7.5,104717,121358,72311,49047,43648
2018-05-06,263.34000000000003,265.75,259.9,5.850000000000023,2.75,266.72,272.8,259.9,12.900000000000034,8.949999999999989,258.022,264.1,251.6,12.500000000000028,5.2000000000000455,262.02,270.35,253.05,17.30000000000001,11.100000000000023,185128,332854,77023,255831,124212
2018-05-13,272.94,277.65,269.5,8.149999999999977,7.7999999999999545,274.84,278.75,270.5,8.25,8.25,270.844,274.75,265.75,9.0,9.0,273.8,276.9,269.8,7.099999999999966,7.099999999999966,125421,155486,100065,55421,-55421
2018-05-20,275.5,277.9,272.8,5.099999999999966,-5.099999999999966,279.9275,282.4,277.15,5.25,-2.3500000000000227,272.1625,273.35,270.05,3.3000000000000114,2.75,275.6,276.75,273.1,3.6499999999999773,0.6000000000000227,92866,106489,75431,31058,-8845
2018-05-27,290.21000000000004,296.1,276.45,19.650000000000034,19.650000000000034,295.52,298.3,291.8,6.5,6.5,287.09000000000003,291.6,276.45,15.150000000000034,15.150000000000034,293.0,295.8,290.5,5.300000000000011,3.0,153508,198955,118745,80210,-46569
