Date,CAT_Open_average,CAT_Open_max,CAT_Open_min,CAT_Open_volatility,CAT_Open_change,CAT_High_average,CAT_High_max,CAT_High_min,CAT_High_volatility,CAT_High_change,CAT_Low_average,CAT_Low_max,CAT_Low_min,CAT_Low_volatility,CAT_Low_change,CAT_Close_average,CAT_Close_max,CAT_Close_min,CAT_Close_volatility,CAT_Close_change,CAT_Volume_average,CAT_Volume_max,CAT_Volume_min,CAT_Volume_volatility,CAT_Volume_change
2018-01-14,170.3,172.9,169.32,3.5800000000000125,-2.5800000000000125,171.094,173.24,170.11,3.1299999999999955,-2.3300000000000125,168.25,168.61,167.57,1.0400000000000205,0.9099999999999966,169.588,170.89,168.5,2.3899999999999864,1.579999999999984,5621686,8530572,3540941,4989631,-4989631
2018-01-21,170.178,173.1,165.58,7.519999999999982,-6.4199999999999875,170.496,173.1,165.88,7.219999999999999,-6.170000000000016,164.66,169.2,159.42,9.780000000000001,-9.780000000000001,167.356,169.43,162.58,6.849999999999994,-6.849999999999994,9751324,16937124,5036456,11900668,4460365
2018-01-28,160.394,164.7,154.93,9.769999999999982,-5.400000000000006,162.794,165.79,158.93,6.859999999999985,-5.780000000000001,156.252,161.89,142.85,19.039999999999992,-16.960000000000008,159.47,163.76,151.08,12.679999999999978,-12.679999999999978,7805148,11390549,4323603,7066946,2695773
2018-02-04,151.572,155.36,148.07,7.2900000000000205,3.8000000000000114,154.636,158.09,150.89,7.200000000000017,-3.1100000000000136,148.028,154.28,142.88,11.400000000000006,3.4399999999999977,151.648,156.41,145.99,10.419999999999987,-4.1200000000000045,9090388,13908666,5756787,8151879,-8151879
2018-02-11,155.89249999999998,160.13,151.25,8.879999999999995,8.879999999999995,158.7825,161.0,155.2,5.800000000000011,5.800000000000011,154.2275,157.48,151.0,6.47999999999999,5.090000000000003,157.075,159.98,153.97,6.009999999999991,2.319999999999993,5494565,5991556,4914500,1077056,479407
2018-02-18,157.946,163.05,155.17,7.880000000000024,7.880000000000024,160.592,164.05,158.25,5.800000000000011,5.800000000000011,157.256,161.55,154.27,7.280000000000001,7.280000000000001,159.15,163.69,155.23,8.460000000000008,8.129999999999995,4940477,6254350,4179354,2074996,1159778
2018-02-25,154.542,163.26,145.15,18.109999999999985,-18.109999999999985,156.974,164.6,149.88,14.719999999999999,-12.73999999999998,150.758,161.24,144.01,17.230000000000018,-17.230000000000018,152.724,161.26,146.38,14.879999999999995,-10.139999999999986,7764703,9509411,4127704,5381707,4325300
2018-03-04,153.546,158.24,150.0,8.240000000000009,5.600000000000023,155.796,159.34,152.27,7.069999999999993,4.360000000000014,151.79,154.33,148.81,5.52000000000001,2.180000000000007,154.32,158.25,151.51,6.740000000000009,0.75,4969754,5795581,4105005,1690576,-915164
2018-03-11,154.568,156.3,153.18,3.1200000000000045,-2.0600000000000023,156.198,157.87,154.83,3.039999999999992,-3.039999999999992,152.058,153.31,150.82,2.490000000000009,-2.3799999999999955,153.882,156.46,152.15,4.310000000000002,-1.539999999999992,6267663,10897566,4819119,6078447,660096
2018-03-18,151.10999999999999,154.16,147.7,6.460000000000008,-5.180000000000007,152.898,157.28,148.95,8.330000000000013,-5.639999999999986,148.21,153.21,143.79,9.420000000000016,-7.280000000000001,150.048,155.8,144.29,11.51000000000002,-4.8700000000000045,5531708,8225576,3557563,4668013,1897316
2018-03-25,147.385,149.9,146.21,3.6899999999999977,-3.460000000000008,148.87,151.12,147.35,3.7700000000000102,-3.7700000000000102,144.1875,145.79,141.76,4.030000000000001,-4.030000000000001,145.855,147.38,143.89,3.490000000000009,-3.1000000000000227,4864045,5397549,4209422,1188127,482262
2018-04-01,144.352,146.51,139.88,6.6299999999999955,0.0,146.756,148.88,145.46,3.4199999999999875,1.1399999999999864,142.104,146.47,138.05,8.419999999999987,0.4200000000000159,144.888,148.13,142.99,5.139999999999986,-1.9799999999999898,5075382,6188246,4050818,2137428,-794874
2018-04-08,148.912,151.75,146.68,5.069999999999993,4.990000000000009,150.97,153.42,148.35,5.069999999999993,4.409999999999997,147.77,150.28,145.62,4.659999999999997,4.659999999999997,149.47799999999998,152.14,146.79,5.349999999999994,4.049999999999983,3573393,4031278,3055572,975706,-975706
2018-04-15,154.764,155.39,153.34,2.049999999999983,1.3100000000000023,156.172,157.12,155.54,1.5800000000000125,0.20000000000001705,153.218,154.57,152.18,2.3899999999999864,-0.8299999999999841,154.44,155.95,153.25,2.6999999999999886,0.6800000000000068,4065119,5350328,3087056,2263272,1533150
2018-04-22,147.956,159.75,143.83,15.919999999999987,-14.539999999999992,149.78,161.1,146.2,14.900000000000006,-14.900000000000006,143.458,144.16,142.16,2.0,0.23999999999998067,145.004,146.31,144.36,1.9499999999999886,-0.07999999999998408,9854059,24122296,3860561,20261735,-19357497
2018-04-29,143.836,148.18,141.69,6.490000000000009,5.099999999999994,146.976,151.46,144.43,7.030000000000001,7.030000000000001,142.196,148.0,138.15,9.849999999999994,7.699999999999989,145.65,149.82,143.78,6.039999999999992,5.400000000000006,5773657,7703228,4637644,3065584,1840228
2018-05-06,152.892,155.61,150.65,4.960000000000008,4.960000000000008,154.6,156.74,151.07,5.670000000000016,5.3300000000000125,152.008,154.39,148.57,5.819999999999993,5.819999999999993,153.33,155.28,149.93,5.349999999999994,5.349999999999994,3900918,4668230,3507901,1160329,-289662
2018-05-13,154.696,159.26,152.55,6.7099999999999795,5.439999999999998,156.392,161.6,153.87,7.72999999999999,7.199999999999989,153.906,158.7,151.71,6.989999999999981,6.989999999999981,154.942,158.92,152.59,6.329999999999984,6.329999999999984,3889089,5849693,2693400,3156293,1722516
2018-05-20,156.9525,159.03,154.65,4.3799999999999955,-2.1100000000000136,158.32999999999998,159.35,157.57,1.7800000000000011,-1.7800000000000011,155.28,156.14,153.72,2.4199999999999875,-0.9099999999999966,156.8725,157.74,155.85,1.8900000000000148,-0.3499999999999943,3193272,4009966,2359721,1650245,-1152704
2018-05-27,154.45,155.3,153.3,2.0,0.5300000000000011,155.226,155.98,154.19,1.789999999999992,-0.789999999999992,152.464,153.84,151.5,2.3400000000000034,-0.5599999999999739,153.40200000000002,155.46,151.91,3.5500000000000114,-1.1200000000000045,3251277,4546036,2470867,2075169,-1324893
2018-06-03,154.90800000000002,157.11,152.4,4.710000000000008,2.789999999999992,156.26,157.93,153.1,4.8300000000000125,3.980000000000018,154.062,155.53,152.02,3.509999999999991,2.6999999999999886,155.486,156.51,153.01,3.5,3.2900000000000205,3153485,3689293,2758304,930989,-158249
2018-06-10,153.72,157.18,148.42,8.76000000000002,-8.030000000000001,154.872,159.19,149.46,9.72999999999999,-9.72999999999999,151.962,156.39,147.72,8.669999999999987,-8.669999999999987,152.808,157.49,148.68,8.810000000000002,-8.810000000000002,4651322,8852451,2595641,6256810,1055946
2018-06-17,142.446,146.0,138.86,7.139999999999986,-7.139999999999986,142.972,146.3,138.98,7.320000000000022,-7.320000000000022,139.642,142.32,135.18,7.139999999999986,-7.139999999999986,140.496,143.3,136.58,6.719999999999999,-6.719999999999999,5627362,6792028,4128281,2663747,-713850
2018-06-24,135.622,136.77,133.8,2.969999999999999,-2.9499999999999886,137.558,139.46,136.43,3.030000000000001,-0.9000000000000057,134.264,135.58,132.68,2.9000000000000057,-2.0800000000000125,135.628,136.29,134.61,1.6799999999999784,0.75,4291836,5665020,3172703,2492317,-1112611
2018-07-01,135.835,137.0,135.01,1.990000000000009,-0.7800000000000011,137.5875,141.05,135.86,5.189999999999998,3.700000000000017,134.21,136.1,133.32,2.780000000000001,2.769999999999982,136.505,140.97,133.83,7.139999999999986,7.139999999999986,3488987,5562297,1837356,3724941,3724941
2018-07-08,139.732,141.61,138.13,3.480000000000018,-0.7300000000000182,140.62199999999999,141.86,139.39,2.4700000000000273,-0.9800000000000182,137.956,140.14,135.84,4.299999999999983,-2.2399999999999807,139.252,141.25,136.76,4.490000000000009,-3.1699999999999875,3961583,5231660,2840718,2390942,-38555
2018-07-15,138.106,139.57,136.62,2.9499999999999886,-0.3599999999999852,139.35,141.5,136.8,4.699999999999989,-2.530000000000001,137.23,139.05,135.6,3.450000000000017,-0.9300000000000068,138.518,141.12,136.28,4.840000000000003,-2.6699999999999875,4014040,5250381,3306022,1944359,236234
2018-07-22,141.462,145.71,138.0,7.710000000000008,6.810000000000002,143.17,146.7,140.6,6.099999999999994,6.099999999999994,138.788,140.78,136.67,4.110000000000014,1.6999999999999886,140.668,142.58,137.97,4.610000000000014,1.7800000000000011,6792433,13837702,4652378,9185324,8772721
2018-07-29,139.746,142.97,137.07,5.900000000000006,-3.4499999999999886,141.166,144.78,138.6,6.180000000000007,-4.110000000000014,137.802,140.17,135.69,4.47999999999999,-2.1999999999999886,139.668,143.8,138.01,5.7900000000000205,-4.320000000000022,4977509,7608738,3125218,4483520,-4483520
2018-08-05,139.294,142.32,135.92,6.400000000000006,-4.690000000000026,140.174,143.32,136.73,6.590000000000003,-6.590000000000003,137.452,140.3,134.72,5.5800000000000125,-5.5800000000000125,138.31,142.38,135.02,7.359999999999985,-7.359999999999985,4347047,6268568,3338498,2930070,-933655
2018-08-12,135.608,139.82,133.25,6.569999999999993,4.219999999999999,137.40200000000002,140.55,133.25,7.300000000000011,4.100000000000023,134.35,138.56,129.43,9.129999999999995,3.890000000000015,136.242,139.34,132.02,7.319999999999993,3.75,4936525,6611685,3311144,3300541,-227083
