Date,UNFI_Open_average,UNFI_Open_max,UNFI_Open_min,UNFI_Open_volatility,UNFI_Open_change,UNFI_High_average,UNFI_High_max,UNFI_High_min,UNFI_High_volatility,UNFI_High_change,UNFI_Low_average,UNFI_Low_max,UNFI_Low_min,UNFI_Low_volatility,UNFI_Low_change,UNFI_Close_average,UNFI_Close_max,UNFI_Close_min,UNFI_Close_volatility,UNFI_Close_change,UNFI_Volume_average,UNFI_Volume_max,UNFI_Volume_min,UNFI_Volume_volatility,UNFI_Volume_change
2019-04-21,12.24,12.5,11.98,0.5199999999999996,0.22000000000000064,12.472,12.75,12.2,0.5500000000000007,0.41000000000000014,12.078,12.39,11.85,0.5400000000000009,0.3500000000000014,12.328,12.7,11.98,0.7199999999999989,0.5699999999999985,1044799,1284773,699645,585128,129020
2019-04-28,12.39,12.99,12.03,0.9600000000000009,-0.6699999999999999,12.586,13.0,12.22,0.7799999999999994,-0.5899999999999999,12.132,12.67,11.88,0.7899999999999991,-0.6999999999999993,12.334,12.92,11.93,0.9900000000000002,-0.5199999999999996,1089626,1614476,587201,1027275,-1027275
2019-05-05,12.004,12.55,11.61,0.9400000000000013,-0.6900000000000013,12.168,12.68,11.7,0.9800000000000004,-0.9800000000000004,11.55,12.3,10.96,1.3399999999999999,-1.3399999999999999,11.87,12.58,11.29,1.290000000000001,-1.290000000000001,803885,1183790,550679,633111,-437056
2019-05-12,11.608,11.88,11.31,0.5700000000000003,0.5700000000000003,11.936,12.27,11.61,0.6600000000000001,0.3500000000000014,11.468,11.7,11.18,0.5199999999999996,0.4800000000000004,11.734,11.93,11.53,0.40000000000000036,0.370000000000001,547980,664498,447351,217147,-12911
2019-05-19,11.842500000000001,12.05,11.64,0.41000000000000014,-0.3200000000000003,11.945,12.17,11.68,0.4900000000000002,-0.4900000000000002,11.495000000000001,11.89,11.21,0.6799999999999997,-0.5899999999999999,11.629999999999999,12.02,11.27,0.75,-0.5,940802,1168171,805871,362300,-60382
2019-05-26,10.98,11.56,10.17,1.3900000000000006,-1.3399999999999999,11.118,11.74,10.26,1.4800000000000004,-1.4800000000000004,10.38,11.43,9.64,1.7899999999999991,-1.7899999999999991,10.674,11.54,9.84,1.6999999999999993,-1.6999999999999993,1418211,1894369,817987,1076382,-428211
2019-06-02,10.126,10.47,9.93,0.5400000000000009,0.35999999999999943,10.524000000000001,10.74,10.3,0.4399999999999995,0.3100000000000005,9.804,10.2,9.5,0.6999999999999993,0.48999999999999844,10.266,10.47,9.98,0.4900000000000002,0.0600000000000005,1486279,2099030,1114816,984214,-482121
2019-06-09,10.626,10.9,10.41,0.4900000000000002,-0.14000000000000057,10.884,11.28,10.48,0.7999999999999989,-0.7999999999999989,10.306,10.45,10.04,0.41000000000000014,-0.41000000000000014,10.528,10.99,10.1,0.8900000000000006,-0.8900000000000006,1093900,1419402,746709,672693,-400475
2019-06-16,9.63,10.34,8.97,1.3699999999999992,-1.0300000000000011,9.84,10.52,9.22,1.299999999999999,-1.1600000000000001,9.156,10.14,8.58,1.5600000000000005,-1.5600000000000005,9.324,10.37,8.58,1.7899999999999991,-1.7899999999999991,1863108,2796478,1293289,1503189,516272
2019-06-23,8.597999999999999,9.08,8.19,0.8900000000000006,0.5099999999999998,8.89,9.56,8.55,1.0099999999999998,0.8800000000000008,8.394,8.94,8.07,0.8699999999999992,0.6199999999999992,8.682,9.18,8.18,1.0,0.6400000000000006,1829617,2419204,1445447,973757,-724919
2019-06-30,9.2875,9.57,9.15,0.41999999999999993,0.33999999999999986,9.53,9.84,9.28,0.5600000000000005,0.5600000000000005,9.165,9.46,8.97,0.4900000000000002,0.4900000000000002,9.3425,9.58,9.12,0.46000000000000085,0.39000000000000057,864036,1226644,354738,871906,-56859
2019-07-07,9.564,9.7,9.43,0.2699999999999996,0.2699999999999996,9.71,9.82,9.56,0.2599999999999998,0.2599999999999998,9.352,9.45,9.3,0.14999999999999858,0.10999999999999943,9.568,9.7,9.39,0.3099999999999987,0.16999999999999993,692196,808232,642291,165941,52593
2019-07-14,9.484,9.71,9.24,0.47000000000000064,-0.4399999999999995,9.578,9.82,9.37,0.45000000000000107,-0.45000000000000107,9.222,9.63,8.86,0.7700000000000014,-0.7700000000000014,9.318,9.72,8.9,0.8200000000000003,-0.8200000000000003,642894,705081,597174,107907,3992
2019-07-21,9.352,9.9,8.9,1.0,1.0,9.668000000000001,10.0,9.22,0.7799999999999994,0.7799999999999994,9.228,9.59,8.83,0.7599999999999998,0.7599999999999998,9.496,9.87,9.13,0.7399999999999984,0.629999999999999,660331,807903,517684,290219,-290219
2019-07-28,9.26,9.85,8.25,1.5999999999999996,-1.3699999999999992,9.372,10.09,8.25,1.8399999999999999,-1.6199999999999992,8.66,9.62,7.6,2.0199999999999996,-1.5600000000000005,9.08,9.86,7.98,1.879999999999999,-1.8200000000000003,1394168,3108990,696919,2412071,444810
2019-08-04,8.324,8.65,8.05,0.5999999999999996,0.3100000000000005,8.504,8.76,8.28,0.4800000000000004,0.15000000000000036,8.044,8.29,7.8,0.4899999999999993,0.27999999999999936,8.394,8.65,8.19,0.46000000000000085,0.120000000000001,760344,1188310,308111,880199,-880199
2019-08-11,7.506,7.9,7.01,0.8900000000000006,-0.3100000000000005,7.782,8.24,7.2,1.04,-0.22000000000000064,7.208,7.72,6.75,0.9699999999999998,-0.16000000000000014,7.486,8.03,6.92,1.1099999999999994,-0.129999999999999,1000943,1621921,748562,873359,64958
2019-08-18,7.9799999999999995,8.12,7.88,0.23999999999999932,0.04999999999999982,8.152,8.34,7.91,0.4299999999999997,0.14000000000000057,7.796,7.99,7.71,0.28000000000000025,0.08999999999999986,7.93,8.2,7.75,0.4499999999999993,0.08000000000000007,598960,769541,479996,289545,109606
2019-08-25,7.942500000000001,8.22,7.53,0.6900000000000004,0.34000000000000075,8.120000000000001,8.31,7.91,0.40000000000000036,0.34999999999999964,7.695,8.05,7.35,0.7000000000000011,0.6400000000000006,7.945,8.19,7.57,0.6199999999999992,0.46999999999999886,794183,1065425,589353,476072,-476072
2019-09-01,8.656,9.48,7.94,1.54,1.54,9.088,10.17,8.09,2.08,2.08,8.572000000000001,9.48,7.65,1.83,1.83,8.988,10.06,8.05,2.01,2.01,1406669,1929559,957351,972208,965072
2019-09-08,11.459999999999999,12.11,10.03,2.08,1.92,12.214,12.6,11.26,1.3399999999999999,1.25,11.31,11.96,9.9,2.0600000000000005,1.9800000000000004,12.006,12.47,11.24,1.2300000000000004,1.2300000000000004,1264706,1746002,790767,955235,-862664
2019-09-15,12.578,13.4,11.76,1.6400000000000006,-0.8200000000000003,12.984,13.51,12.25,1.2599999999999998,-0.9000000000000004,12.19,13.02,11.76,1.2599999999999998,-0.620000000000001,12.533999999999999,13.4,11.92,1.4800000000000004,-0.9199999999999999,1380294,1787437,721390,1066047,-1066047
2019-09-22,11.972,12.34,11.55,0.7899999999999991,-0.7199999999999989,12.206,12.5,11.85,0.6500000000000004,-0.5999999999999996,11.584,12.03,11.18,0.8499999999999996,-0.4599999999999991,11.758,12.22,11.42,0.8000000000000007,-0.5899999999999999,988052,1410022,597644,812378,600110
2019-09-29,8.588,11.55,7.43,4.120000000000001,-4.120000000000001,8.792,11.57,7.62,3.95,-3.95,8.214,10.95,7.37,3.579999999999999,-3.579999999999999,8.408,11.07,7.45,3.62,-3.5700000000000003,3326814,6161315,1823846,4337469,-209841
2019-10-06,7.26,7.45,7.02,0.4300000000000006,-0.4300000000000006,7.386,7.54,7.18,0.3600000000000003,-0.3000000000000007,6.99,7.24,6.8,0.4400000000000004,-0.009999999999999787,7.146,7.39,7.03,0.35999999999999943,-0.009999999999999787,1716803,2785098,1240190,1544908,-1505436
2019-10-13,6.894,7.06,6.59,0.46999999999999975,-0.4500000000000002,7.066,7.22,6.96,0.2599999999999998,-0.16999999999999993,6.75,6.92,6.56,0.3600000000000003,-0.34999999999999964,6.86,7.07,6.56,0.5100000000000007,-0.16000000000000014,1164061,1595946,864832,731114,537743
2019-10-20,7.404,7.54,7.19,0.34999999999999964,0.34999999999999964,7.58,7.73,7.44,0.29000000000000004,0.29000000000000004,7.246,7.5,6.99,0.5099999999999998,0.5099999999999998,7.49,7.64,7.39,0.25,0.25,1507579,2053835,799087,1254748,-1254748
