Date,SPDR S&P Pharmaceuticals_Open_average,SPDR S&P Pharmaceuticals_Open_max,SPDR S&P Pharmaceuticals_Open_min,SPDR S&P Pharmaceuticals_Open_volatility,SPDR S&P Pharmaceuticals_Open_change,SPDR S&P Pharmaceuticals_High_average,SPDR S&P Pharmaceuticals_High_max,SPDR S&P Pharmaceuticals_High_min,SPDR S&P Pharmaceuticals_High_volatility,SPDR S&P Pharmaceuticals_High_change,SPDR S&P Pharmaceuticals_Low_average,SPDR S&P Pharmaceuticals_Low_max,SPDR S&P Pharmaceuticals_Low_min,SPDR S&P Pharmaceuticals_Low_volatility,SPDR S&P Pharmaceuticals_Low_change,SPDR S&P Pharmaceuticals_Close_average,SPDR S&P Pharmaceuticals_Close_max,SPDR S&P Pharmaceuticals_Close_min,SPDR S&P Pharmaceuticals_Close_volatility,SPDR S&P Pharmaceuticals_Close_change
2018-07-01,44.55,44.55,44.55,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2018-07-08,45.38,45.38,45.38,0.0,0.0,45.39,45.39,45.39,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2018-07-15,44.99,44.99,44.99,0.0,0.0,45.63,45.63,45.63,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2018-07-22,45.86,45.86,45.86,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2018-07-29,47.0,47.0,47.0,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.71,46.71,46.71,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2018-08-05,47.89,47.89,47.89,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2018-08-12,48.93,48.93,48.93,0.0,0.0,49.39,49.39,49.39,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2018-08-19,48.96,48.96,48.96,0.0,0.0,49.31,49.31,49.31,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2018-08-26,49.34,49.34,49.34,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-09-02,49.41,49.41,49.41,0.0,0.0,49.51,49.51,49.51,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-09-09,48.37,48.37,48.37,0.0,0.0,48.43,48.43,48.43,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-09-16,48.42,48.42,48.42,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-09-23,48.49,48.49,48.49,0.0,0.0,48.61,48.61,48.61,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-09-30,45.77,45.77,45.77,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2018-10-07,44.27,44.27,44.27,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-10-14,45.31,45.31,45.31,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2018-10-21,43.39,43.39,43.39,0.0,0.0,43.78,43.78,43.78,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-10-28,44.38,44.38,44.38,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-11-04,44.04,44.04,44.04,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2018-11-11,43.3,43.3,43.3,0.0,0.0,43.46,43.46,43.46,0.0,0.0,42.82,42.82,42.82,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2018-11-18,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-11-25,43.99,43.99,43.99,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2018-12-02,41.09,41.09,41.09,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.24,40.24,40.24,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2018-12-09,39.6,39.6,39.6,0.0,0.0,39.94,39.94,39.94,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-12-16,34.85,34.85,34.85,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-12-23,36.5,36.5,36.5,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-12-30,37.75,37.75,37.75,0.0,0.0,38.92,38.92,38.92,0.0,0.0,37.72,37.72,37.72,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-01-06,39.36,39.36,39.36,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2019-01-13,39.99,39.99,39.99,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.66,39.66,39.66,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2019-01-20,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-01-27,40.29,40.29,40.29,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-02-03,40.38,40.38,40.38,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-02-10,41.47,41.47,41.47,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2019-02-17,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2019-02-24,43.59,43.59,43.59,0.0,0.0,43.83,43.83,43.83,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-03-03,41.04,41.04,41.04,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.74,40.74,40.74,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-03-10,41.81,41.81,41.81,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-03-17,41.2,41.2,41.2,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-03-24,41.85,41.85,41.85,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2019-03-31,42.29,42.29,42.29,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-04-07,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2019-04-14,38.76,38.76,38.76,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-04-21,40.21,40.21,40.21,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-04-28,40.28,40.28,40.28,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.28,40.28,40.28,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-05-05,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-05-12,39.09,39.09,39.09,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-05-19,38.76,38.76,38.76,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-05-26,36.83,36.83,36.83,0.0,0.0,37.49,37.49,37.49,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-06-02,38.11,38.11,38.11,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-06-09,37.4,37.4,37.4,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-06-16,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-06-23,40.11,40.11,40.11,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-06-30,39.74,39.74,39.74,0.0,0.0,39.74,39.74,39.74,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-07-07,38.47,38.47,38.47,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-07-14,37.61,37.61,37.61,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-07-21,38.29,38.29,38.29,0.0,0.0,38.5,38.5,38.5,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-07-28,37.2,37.2,37.2,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-08-04,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2019-08-11,36.19,36.19,36.19,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-08-18,35.71,35.71,35.71,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2019-08-25,35.6,35.6,35.6,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2019-09-01,35.98,35.98,35.98,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-09-08,37.14,37.14,37.14,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-09-15,37.48,37.48,37.48,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-09-22,35.82,35.82,35.82,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-09-29,35.6,35.6,35.6,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-10-06,35.6,35.6,35.6,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2019-10-13,37.33,37.33,37.33,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-10-20,37.98,37.98,37.98,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-10-27,39.71,39.71,39.71,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-11-03,38.62,38.62,38.62,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-11-10,38.65,38.65,38.65,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-11-17,40.16,40.16,40.16,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-11-24,41.01,41.01,41.01,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-12-01,41.23,41.23,41.23,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-12-08,43.63,43.63,43.63,0.0,0.0,43.74,43.74,43.74,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2019-12-15,45.64,45.64,45.64,0.0,0.0,46.55,46.55,46.55,0.0,0.0,45.44,45.44,45.44,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-12-22,45.89,45.89,45.89,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-12-29,45.06,45.06,45.06,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.91,44.91,44.91,0.0,0.0
