Date,Powershares S&P 500 Low Volatility Portfolio_Open_average,Powershares S&P 500 Low Volatility Portfolio_Open_max,Powershares S&P 500 Low Volatility Portfolio_Open_min,Powershares S&P 500 Low Volatility Portfolio_Open_volatility,Powershares S&P 500 Low Volatility Portfolio_Open_change,Powershares S&P 500 Low Volatility Portfolio_High_average,Powershares S&P 500 Low Volatility Portfolio_High_max,Powershares S&P 500 Low Volatility Portfolio_High_min,Powershares S&P 500 Low Volatility Portfolio_High_volatility,Powershares S&P 500 Low Volatility Portfolio_High_change,Powershares S&P 500 Low Volatility Portfolio_Low_average,Powershares S&P 500 Low Volatility Portfolio_Low_max,Powershares S&P 500 Low Volatility Portfolio_Low_min,Powershares S&P 500 Low Volatility Portfolio_Low_volatility,Powershares S&P 500 Low Volatility Portfolio_Low_change,Powershares S&P 500 Low Volatility Portfolio_Close_average,Powershares S&P 500 Low Volatility Portfolio_Close_max,Powershares S&P 500 Low Volatility Portfolio_Close_min,Powershares S&P 500 Low Volatility Portfolio_Close_volatility,Powershares S&P 500 Low Volatility Portfolio_Close_change
2018-01-14,48.19,48.19,48.19,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-01-21,49.33,49.33,49.33,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-01-28,47.6,47.6,47.6,0.0,0.0,47.88,47.88,47.88,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-02-04,45.86,45.86,45.86,0.0,0.0,46.35,46.35,46.35,0.0,0.0,45.57,45.57,45.57,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2018-02-11,47.13,47.13,47.13,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-02-18,47.51,47.51,47.51,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-02-25,46.02,46.02,46.02,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2018-03-04,47.84,47.84,47.84,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2018-03-11,47.6,47.6,47.6,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-03-18,46.07,46.07,46.07,0.0,0.0,46.57,46.57,46.57,0.0,0.0,45.89,45.89,45.89,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-03-25,46.89,46.89,46.89,0.0,0.0,47.01,47.01,47.01,0.0,0.0,45.79,45.79,45.79,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2018-04-01,46.69,46.69,46.69,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2018-04-08,47.03,47.03,47.03,0.0,0.0,47.32,47.32,47.32,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2018-04-15,46.97,46.97,46.97,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2018-04-22,47.02,47.02,47.02,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2018-04-29,46.73,46.73,46.73,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-05-06,47.14,47.14,47.14,0.0,0.0,47.27,47.27,47.27,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2018-05-13,46.5,46.5,46.5,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-05-20,46.81,46.81,46.81,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2018-05-27,47.04,47.04,47.04,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-06-03,47.28,47.28,47.28,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2018-06-10,47.18,47.18,47.18,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2018-06-17,47.23,47.23,47.23,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-06-24,47.24,47.24,47.24,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2018-07-01,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-07-08,48.39,48.39,48.39,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-07-15,48.15,48.15,48.15,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-07-22,48.6,48.6,48.6,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-07-29,49.2,49.2,49.2,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-08-05,48.97,48.97,48.97,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2018-08-12,49.83,49.83,49.83,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-08-19,49.69,49.69,49.69,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2018-08-26,49.72,49.72,49.72,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2018-09-02,50.08,50.08,50.08,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-09-09,50.15,50.15,50.15,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-09-16,50.14,50.14,50.14,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-09-23,49.6,49.6,49.6,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-09-30,49.32,49.32,49.32,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2018-10-07,47.48,47.48,47.48,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-10-14,48.44,48.44,48.44,0.0,0.0,48.46,48.46,48.46,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2018-10-21,47.6,47.6,47.6,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-10-28,47.98,47.98,47.98,0.0,0.0,48.48,48.48,48.48,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2018-11-04,49.65,49.65,49.65,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-11-11,49.62,49.62,49.62,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2018-11-18,48.91,48.91,48.91,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-11-25,50.54,50.54,50.54,0.0,0.0,50.58,50.58,50.58,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-12-02,49.27,49.27,49.27,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.37,48.37,48.37,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2018-12-09,48.74,48.74,48.74,0.0,0.0,48.74,48.74,48.74,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-12-16,46.0,46.0,46.0,0.0,0.0,46.09,46.09,46.09,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2018-12-23,46.48,46.48,46.48,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2018-12-30,46.36,46.36,46.36,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-01-06,47.14,47.14,47.14,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2019-01-13,48.29,48.29,48.29,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-01-20,48.34,48.34,48.34,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2019-01-27,49.69,49.69,49.69,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.95,49.95,49.95,0.0,0.0
