Date,VanEck Vectors Unconventional Oil & Gas_Open_average,VanEck Vectors Unconventional Oil & Gas_Open_max,VanEck Vectors Unconventional Oil & Gas_Open_min,VanEck Vectors Unconventional Oil & Gas_Open_volatility,VanEck Vectors Unconventional Oil & Gas_Open_change,VanEck Vectors Unconventional Oil & Gas_High_average,VanEck Vectors Unconventional Oil & Gas_High_max,VanEck Vectors Unconventional Oil & Gas_High_min,VanEck Vectors Unconventional Oil & Gas_High_volatility,VanEck Vectors Unconventional Oil & Gas_High_change,VanEck Vectors Unconventional Oil & Gas_Low_average,VanEck Vectors Unconventional Oil & Gas_Low_max,VanEck Vectors Unconventional Oil & Gas_Low_min,VanEck Vectors Unconventional Oil & Gas_Low_volatility,VanEck Vectors Unconventional Oil & Gas_Low_change,VanEck Vectors Unconventional Oil & Gas_Close_average,VanEck Vectors Unconventional Oil & Gas_Close_max,VanEck Vectors Unconventional Oil & Gas_Close_min,VanEck Vectors Unconventional Oil & Gas_Close_volatility,VanEck Vectors Unconventional Oil & Gas_Close_change
2018-07-01,177.1,177.1,177.1,0.0,0.0,179.3,179.3,179.3,0.0,0.0,176.9,176.9,176.9,0.0,0.0,179.3,179.3,179.3,0.0,0.0
2018-07-08,174.0,174.0,174.0,0.0,0.0,174.0,174.0,174.0,0.0,0.0,171.0,171.0,171.0,0.0,0.0,172.7,172.7,172.7,0.0,0.0
2018-07-15,172.5,172.5,172.5,0.0,0.0,173.0,173.0,173.0,0.0,0.0,171.1,171.1,171.1,0.0,0.0,171.5,171.5,171.5,0.0,0.0
2018-07-22,174.3,174.3,174.3,0.0,0.0,175.5,175.5,175.5,0.0,0.0,174.3,174.3,174.3,0.0,0.0,175.1,175.1,175.1,0.0,0.0
2018-07-29,170.7,170.7,170.7,0.0,0.0,172.1,172.1,172.1,0.0,0.0,169.3,169.3,169.3,0.0,0.0,171.7,171.7,171.7,0.0,0.0
2018-08-05,168.2,168.2,168.2,0.0,0.0,168.2,168.2,168.2,0.0,0.0,164.7,164.7,164.7,0.0,0.0,165.4,165.4,165.4,0.0,0.0
2018-08-12,160.2,160.2,160.2,0.0,0.0,161.0,161.0,161.0,0.0,0.0,160.01,160.01,160.01,0.0,0.0,160.4,160.4,160.4,0.0,0.0
2018-08-19,166.1,166.1,166.1,0.0,0.0,167.3,167.3,167.3,0.0,0.0,165.9,165.9,165.9,0.0,0.0,166.5,166.5,166.5,0.0,0.0
2018-08-26,166.8,166.8,166.8,0.0,0.0,166.8,166.8,166.8,0.0,0.0,164.8,164.8,164.8,0.0,0.0,166.0,166.0,166.0,0.0,0.0
2018-09-02,158.8,158.8,158.8,0.0,0.0,159.1,159.1,159.1,0.0,0.0,157.3,157.3,157.3,0.0,0.0,157.38,157.38,157.38,0.0,0.0
2018-09-09,162.3,162.3,162.3,0.0,0.0,162.5,162.5,162.5,0.0,0.0,160.9,160.9,160.9,0.0,0.0,161.21,161.21,161.21,0.0,0.0
2018-09-16,168.5,168.5,168.5,0.0,0.0,171.1,171.1,171.1,0.0,0.0,168.5,168.5,168.5,0.0,0.0,170.6,170.6,170.6,0.0,0.0
2018-09-23,173.0,173.0,173.0,0.0,0.0,174.61,174.61,174.61,0.0,0.0,172.8,172.8,172.8,0.0,0.0,173.9,173.9,173.9,0.0,0.0
2018-09-30,172.4,172.4,172.4,0.0,0.0,173.2,173.2,173.2,0.0,0.0,170.62,170.62,170.62,0.0,0.0,172.4,172.4,172.4,0.0,0.0
2018-10-07,163.9,163.9,163.9,0.0,0.0,164.49,164.49,164.49,0.0,0.0,162.9,162.9,162.9,0.0,0.0,164.49,164.49,164.49,0.0,0.0
2018-10-14,159.2,159.2,159.2,0.0,0.0,159.2,159.2,159.2,0.0,0.0,156.1,156.1,156.1,0.0,0.0,157.4,157.4,157.4,0.0,0.0
2018-10-21,144.8,144.8,144.8,0.0,0.0,144.8,144.8,144.8,0.0,0.0,136.72,136.72,136.72,0.0,0.0,137.5,137.5,137.5,0.0,0.0
2018-10-28,142.9,142.9,142.9,0.0,0.0,145.1,145.1,145.1,0.0,0.0,142.9,142.9,142.9,0.0,0.0,145.1,145.1,145.1,0.0,0.0
2018-11-04,146.1,146.1,146.1,0.0,0.0,146.1,146.1,146.1,0.0,0.0,139.5,139.5,139.5,0.0,0.0,139.5,139.5,139.5,0.0,0.0
2018-11-11,138.3,138.3,138.3,0.0,0.0,140.21,140.21,140.21,0.0,0.0,137.5,137.5,137.5,0.0,0.0,139.0,139.0,139.0,0.0,0.0
2018-11-18,132.0,132.0,132.0,0.0,0.0,133.2,133.2,133.2,0.0,0.0,131.7,131.7,131.7,0.0,0.0,132.0,132.0,132.0,0.0,0.0
2018-11-25,136.1,136.1,136.1,0.0,0.0,137.3,137.3,137.3,0.0,0.0,134.82,134.82,134.82,0.0,0.0,137.3,137.3,137.3,0.0,0.0
2018-12-02,126.8,126.8,126.8,0.0,0.0,126.8,126.8,126.8,0.0,0.0,122.6,122.6,122.6,0.0,0.0,124.6,124.6,124.6,0.0,0.0
2018-12-09,120.3,120.3,120.3,0.0,0.0,121.3,121.3,121.3,0.0,0.0,116.6,116.6,116.6,0.0,0.0,116.7,116.7,116.7,0.0,0.0
2018-12-16,104.5,104.5,104.5,0.0,0.0,106.81,106.81,106.81,0.0,0.0,100.5,100.5,100.5,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2018-12-23,109.9,109.9,109.9,0.0,0.0,109.9,109.9,109.9,0.0,0.0,107.6,107.6,107.6,0.0,0.0,109.2,109.2,109.2,0.0,0.0
2018-12-30,118.4,118.4,118.4,0.0,0.0,121.2,121.2,121.2,0.0,0.0,117.3,117.3,117.3,0.0,0.0,120.2,120.2,120.2,0.0,0.0
2019-01-06,122.5,122.5,122.5,0.0,0.0,124.7,124.7,124.7,0.0,0.0,122.5,122.5,122.5,0.0,0.0,124.37,124.37,124.37,0.0,0.0
2019-01-13,127.5,127.5,127.5,0.0,0.0,128.4,128.4,128.4,0.0,0.0,126.9,126.9,126.9,0.0,0.0,128.01,128.01,128.01,0.0,0.0
2019-01-20,122.6,122.6,122.6,0.0,0.0,123.3,123.3,123.3,0.0,0.0,122.0,122.0,122.0,0.0,0.0,123.0,123.0,123.0,0.0,0.0
2019-01-27,124.1,124.1,124.1,0.0,0.0,126.26,126.26,126.26,0.0,0.0,124.1,124.1,124.1,0.0,0.0,126.26,126.26,126.26,0.0,0.0
2019-02-03,115.8,115.8,115.8,0.0,0.0,118.43,118.43,118.43,0.0,0.0,115.8,115.8,115.8,0.0,0.0,118.43,118.43,118.43,0.0,0.0
2019-02-10,126.8,126.8,126.8,0.0,0.0,127.4,127.4,127.4,0.0,0.0,126.5,126.5,126.5,0.0,0.0,127.1,127.1,127.1,0.0,0.0
2019-02-17,123.9,123.9,123.9,0.0,0.0,126.2,126.2,126.2,0.0,0.0,123.9,123.9,123.9,0.0,0.0,125.94,125.94,125.94,0.0,0.0
2019-02-24,127.1,127.1,127.1,0.0,0.0,127.2,127.2,127.2,0.0,0.0,125.46,125.46,125.46,0.0,0.0,126.56,126.56,126.56,0.0,0.0
2019-03-03,118.2,118.2,118.2,0.0,0.0,119.2,119.2,119.2,0.0,0.0,117.6,117.6,117.6,0.0,0.0,119.1,119.1,119.1,0.0,0.0
2019-03-10,123.6,123.6,123.6,0.0,0.0,126.7,126.7,126.7,0.0,0.0,123.6,123.6,123.6,0.0,0.0,126.0,126.0,126.0,0.0,0.0
2019-03-17,124.04,124.04,124.04,0.0,0.0,124.3,124.3,124.3,0.0,0.0,122.82,122.82,122.82,0.0,0.0,124.3,124.3,124.3,0.0,0.0
2019-03-24,128.9,128.9,128.9,0.0,0.0,129.3,129.3,129.3,0.0,0.0,128.3,128.3,128.3,0.0,0.0,128.95,128.95,128.95,0.0,0.0
2019-03-31,130.8,130.8,130.8,0.0,0.0,132.18,132.18,132.18,0.0,0.0,130.8,130.8,130.8,0.0,0.0,131.3,131.3,131.3,0.0,0.0
2019-04-07,136.97,136.97,136.97,0.0,0.0,138.05,138.05,138.05,0.0,0.0,136.3,136.3,136.3,0.0,0.0,136.63,136.63,136.63,0.0,0.0
2019-04-14,139.1,139.1,139.1,0.0,0.0,140.93,140.93,140.93,0.0,0.0,138.2,138.2,138.2,0.0,0.0,140.6,140.6,140.6,0.0,0.0
2019-04-21,136.0,136.0,136.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,135.1,135.1,135.1,0.0,0.0,135.1,135.1,135.1,0.0,0.0
2019-04-28,126.7,126.7,126.7,0.0,0.0,129.55,129.55,129.55,0.0,0.0,126.7,126.7,126.7,0.0,0.0,129.0,129.0,129.0,0.0,0.0
2019-05-05,128.0,128.0,128.0,0.0,0.0,128.0,128.0,128.0,0.0,0.0,125.25,125.25,125.25,0.0,0.0,125.8,125.8,125.8,0.0,0.0
2019-05-12,127.6,127.6,127.6,0.0,0.0,128.3,128.3,128.3,0.0,0.0,127.01,127.01,127.01,0.0,0.0,127.7,127.7,127.7,0.0,0.0
2019-05-19,121.4,121.4,121.4,0.0,0.0,121.4,121.4,121.4,0.0,0.0,118.9,118.9,118.9,0.0,0.0,119.58,119.58,119.58,0.0,0.0
2019-05-26,114.15,114.15,114.15,0.0,0.0,114.65,114.65,114.65,0.0,0.0,113.79,113.79,113.79,0.0,0.0,113.79,113.79,113.79,0.0,0.0
2019-06-02,115.0,115.0,115.0,0.0,0.0,115.98,115.98,115.98,0.0,0.0,113.99,113.99,113.99,0.0,0.0,113.99,113.99,113.99,0.0,0.0
2019-06-09,111.3,111.3,111.3,0.0,0.0,114.0,114.0,114.0,0.0,0.0,111.3,111.3,111.3,0.0,0.0,113.96,113.96,113.96,0.0,0.0
2019-06-16,118.1,118.1,118.1,0.0,0.0,118.2,118.2,118.2,0.0,0.0,117.24,117.24,117.24,0.0,0.0,117.43,117.43,117.43,0.0,0.0
2019-06-23,122.3,122.3,122.3,0.0,0.0,122.64,122.64,122.64,0.0,0.0,119.68,119.68,119.68,0.0,0.0,119.87,119.87,119.87,0.0,0.0
2019-06-30,116.59,116.59,116.59,0.0,0.0,117.13,117.13,117.13,0.0,0.0,116.51,116.51,116.51,0.0,0.0,116.51,116.51,116.51,0.0,0.0
2019-07-07,119.4,119.4,119.4,0.0,0.0,119.4,119.4,119.4,0.0,0.0,116.13,116.13,116.13,0.0,0.0,116.16,116.16,116.16,0.0,0.0
2019-07-14,113.6,113.6,113.6,0.0,0.0,114.3,114.3,114.3,0.0,0.0,112.92,112.92,112.92,0.0,0.0,113.42,113.42,113.42,0.0,0.0
2019-07-21,110.4,110.4,110.4,0.0,0.0,110.4,110.4,110.4,0.0,0.0,107.7,107.7,107.7,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2019-07-28,105.0,105.0,105.0,0.0,0.0,105.0,105.0,105.0,0.0,0.0,102.4,102.4,102.4,0.0,0.0,102.4,102.4,102.4,0.0,0.0
2019-08-04,102.4,102.4,102.4,0.0,0.0,102.4,102.4,102.4,0.0,0.0,100.91,100.91,100.91,0.0,0.0,101.3,101.3,101.3,0.0,0.0
2019-08-11,101.8,101.8,101.8,0.0,0.0,103.15,103.15,103.15,0.0,0.0,101.16,101.16,101.16,0.0,0.0,103.0,103.0,103.0,0.0,0.0
2019-08-18,98.3,98.3,98.3,0.0,0.0,98.3,98.3,98.3,0.0,0.0,96.5,96.5,96.5,0.0,0.0,96.6,96.6,96.6,0.0,0.0
2019-08-25,101.8,101.8,101.8,0.0,0.0,101.8,101.8,101.8,0.0,0.0,99.17,99.17,99.17,0.0,0.0,100.4,100.4,100.4,0.0,0.0
2019-09-01,104.2,104.2,104.2,0.0,0.0,107.0,107.0,107.0,0.0,0.0,104.2,104.2,104.2,0.0,0.0,106.85,106.85,106.85,0.0,0.0
2019-09-08,117.8,117.8,117.8,0.0,0.0,119.37,119.37,119.37,0.0,0.0,114.8,114.8,114.8,0.0,0.0,118.4,118.4,118.4,0.0,0.0
2019-09-15,110.5,110.5,110.5,0.0,0.0,110.7,110.7,110.7,0.0,0.0,110.5,110.5,110.5,0.0,0.0,110.6,110.6,110.6,0.0,0.0
2019-09-22,103.66,103.66,103.66,0.0,0.0,104.6,104.6,104.6,0.0,0.0,103.6,103.6,103.6,0.0,0.0,104.14,104.14,104.14,0.0,0.0
2019-09-29,99.3,99.3,99.3,0.0,0.0,99.73,99.73,99.73,0.0,0.0,98.2,98.2,98.2,0.0,0.0,98.2,98.2,98.2,0.0,0.0
2019-10-06,96.7,96.7,96.7,0.0,0.0,98.3,98.3,98.3,0.0,0.0,96.35,96.35,96.35,0.0,0.0,97.86,97.86,97.86,0.0,0.0
2019-10-13,95.0,95.0,95.0,0.0,0.0,96.8,96.8,96.8,0.0,0.0,94.56,94.56,94.56,0.0,0.0,96.78,96.78,96.78,0.0,0.0
2019-10-20,101.0,101.0,101.0,0.0,0.0,101.0,101.0,101.0,0.0,0.0,99.05,99.05,99.05,0.0,0.0,99.05,99.05,99.05,0.0,0.0
2019-10-27,102.3,102.3,102.3,0.0,0.0,105.23,105.23,105.23,0.0,0.0,102.3,102.3,102.3,0.0,0.0,104.66,104.66,104.66,0.0,0.0
2019-11-03,102.5,102.5,102.5,0.0,0.0,103.06,103.06,103.06,0.0,0.0,102.1,102.1,102.1,0.0,0.0,102.86,102.86,102.86,0.0,0.0
2019-11-10,101.2,101.2,101.2,0.0,0.0,101.2,101.2,101.2,0.0,0.0,98.5,98.5,98.5,0.0,0.0,98.98,98.98,98.98,0.0,0.0
2019-11-17,99.0,99.0,99.0,0.0,0.0,100.65,100.65,100.65,0.0,0.0,99.0,99.0,99.0,0.0,0.0,100.5,100.5,100.5,0.0,0.0
2019-11-24,98.1,98.1,98.1,0.0,0.0,98.6,98.6,98.6,0.0,0.0,96.82,96.82,96.82,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2019-12-01,100.6,100.6,100.6,0.0,0.0,102.34,102.34,102.34,0.0,0.0,100.6,100.6,100.6,0.0,0.0,101.64,101.64,101.64,0.0,0.0
2019-12-08,104.9,104.9,104.9,0.0,0.0,107.1,107.1,107.1,0.0,0.0,104.9,104.9,104.9,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2019-12-15,109.1,109.1,109.1,0.0,0.0,110.9,110.9,110.9,0.0,0.0,108.6,108.6,108.6,0.0,0.0,110.6,110.6,110.6,0.0,0.0
2019-12-22,111.3,111.3,111.3,0.0,0.0,111.79,111.79,111.79,0.0,0.0,110.55,110.55,110.55,0.0,0.0,110.55,110.55,110.55,0.0,0.0
2019-12-29,114.3,114.3,114.3,0.0,0.0,114.53,114.53,114.53,0.0,0.0,112.7,112.7,112.7,0.0,0.0,113.32,113.32,113.32,0.0,0.0
