Date,WisdomTree Negative Duration High Yield Bond_etf_Open_average,WisdomTree Negative Duration High Yield Bond_etf_Open_max,WisdomTree Negative Duration High Yield Bond_etf_Open_min,WisdomTree Negative Duration High Yield Bond_etf_Open_volatility,WisdomTree Negative Duration High Yield Bond_etf_Open_change,WisdomTree Negative Duration High Yield Bond_etf_High_average,WisdomTree Negative Duration High Yield Bond_etf_High_max,WisdomTree Negative Duration High Yield Bond_etf_High_min,WisdomTree Negative Duration High Yield Bond_etf_High_volatility,WisdomTree Negative Duration High Yield Bond_etf_High_change,WisdomTree Negative Duration High Yield Bond_etf_Low_average,WisdomTree Negative Duration High Yield Bond_etf_Low_max,WisdomTree Negative Duration High Yield Bond_etf_Low_min,WisdomTree Negative Duration High Yield Bond_etf_Low_volatility,WisdomTree Negative Duration High Yield Bond_etf_Low_change,WisdomTree Negative Duration High Yield Bond_etf_Close_average,WisdomTree Negative Duration High Yield Bond_etf_Close_max,WisdomTree Negative Duration High Yield Bond_etf_Close_min,WisdomTree Negative Duration High Yield Bond_etf_Close_volatility,WisdomTree Negative Duration High Yield Bond_etf_Close_change
2019-09-01,18.18,18.18,18.18,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2019-09-08,18.57,18.57,18.57,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2019-09-15,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-09-22,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2019-09-29,17.9,17.9,17.9,0.0,0.0,18.14,18.14,18.14,0.0,0.0,17.9,17.9,17.9,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-10-06,18.48,18.48,18.48,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-10-13,18.58,18.58,18.58,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-10-20,18.39,18.39,18.39,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-10-27,18.44,18.44,18.44,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2019-11-03,18.73,18.73,18.73,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-11-10,18.4,18.4,18.4,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-11-17,18.43,18.43,18.43,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2019-11-24,18.3,18.3,18.3,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2019-12-01,18.48,18.48,18.48,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2019-12-08,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2019-12-15,18.85,18.85,18.85,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2019-12-22,18.71,18.71,18.71,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2019-12-29,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0
