Date,WisdomTree Negative Duration High Yield Bond_etf_Open_average,WisdomTree Negative Duration High Yield Bond_etf_Open_max,WisdomTree Negative Duration High Yield Bond_etf_Open_min,WisdomTree Negative Duration High Yield Bond_etf_Open_volatility,WisdomTree Negative Duration High Yield Bond_etf_Open_change,WisdomTree Negative Duration High Yield Bond_etf_High_average,WisdomTree Negative Duration High Yield Bond_etf_High_max,WisdomTree Negative Duration High Yield Bond_etf_High_min,WisdomTree Negative Duration High Yield Bond_etf_High_volatility,WisdomTree Negative Duration High Yield Bond_etf_High_change,WisdomTree Negative Duration High Yield Bond_etf_Low_average,WisdomTree Negative Duration High Yield Bond_etf_Low_max,WisdomTree Negative Duration High Yield Bond_etf_Low_min,WisdomTree Negative Duration High Yield Bond_etf_Low_volatility,WisdomTree Negative Duration High Yield Bond_etf_Low_change,WisdomTree Negative Duration High Yield Bond_etf_Close_average,WisdomTree Negative Duration High Yield Bond_etf_Close_max,WisdomTree Negative Duration High Yield Bond_etf_Close_min,WisdomTree Negative Duration High Yield Bond_etf_Close_volatility,WisdomTree Negative Duration High Yield Bond_etf_Close_change
2018-01-14,21.1,21.1,21.1,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-01-21,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-01-28,21.21,21.21,21.21,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-02-04,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-02-11,21.55,21.55,21.55,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-02-18,21.42,21.42,21.42,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-02-25,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-03-04,21.52,21.52,21.52,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-03-11,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-03-18,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2018-03-25,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-04-01,21.29,21.29,21.29,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2018-04-08,21.3,21.3,21.3,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-04-15,21.51,21.51,21.51,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2018-04-22,21.54,21.54,21.54,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2018-04-29,21.38,21.38,21.38,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2018-05-06,21.59,21.59,21.59,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-05-13,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2018-05-20,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2018-05-27,21.23,21.23,21.23,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-06-03,21.41,21.41,21.41,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-06-10,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2018-06-17,21.37,21.37,21.37,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2018-06-24,20.95,20.95,20.95,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2018-07-01,20.94,20.94,20.94,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2018-07-08,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-07-15,21.18,21.18,21.18,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2018-07-22,21.29,21.29,21.29,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-07-29,21.4,21.4,21.4,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-08-05,21.26,21.26,21.26,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-08-12,21.18,21.18,21.18,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2018-08-19,21.03,21.03,21.03,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2018-08-26,21.01,21.01,21.01,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2018-09-02,21.16,21.16,21.16,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2018-09-09,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-09-16,21.65,21.65,21.65,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2018-09-23,21.42,21.42,21.42,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2018-09-30,21.82,21.82,21.82,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2018-10-07,21.55,21.55,21.55,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2018-10-14,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-10-21,21.41,21.41,21.41,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2018-10-28,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2018-11-04,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-11-11,21.11,21.11,21.11,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-11-18,20.79,20.79,20.79,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-11-25,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-12-02,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2018-12-09,20.53,20.53,20.53,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-12-16,19.71,19.71,19.71,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2018-12-23,19.5,19.5,19.5,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2018-12-30,19.19,19.19,19.19,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-01-06,19.99,19.99,19.99,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-01-13,20.12,20.12,20.12,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-01-20,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-01-27,20.17,20.17,20.17,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2019-02-03,20.07,20.07,20.07,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2019-02-10,20.2,20.2,20.2,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-02-17,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-02-24,20.4,20.4,20.4,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-03-03,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-03-10,20.26,20.26,20.26,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-03-17,20.0,20.0,20.0,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2019-03-24,19.92,19.92,19.92,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2019-03-31,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-04-07,20.18,20.18,20.18,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-04-14,20.24,20.24,20.24,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-04-21,20.03,20.03,20.03,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-04-28,20.03,20.03,20.03,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-05-05,19.97,19.97,19.97,0.0,0.0,20.18,20.18,20.18,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-05-12,19.87,19.87,19.87,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-05-19,19.74,19.74,19.74,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2019-05-26,19.29,19.29,19.29,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2019-06-02,19.3,19.3,19.3,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2019-06-09,19.3,19.3,19.3,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-06-16,19.35,19.35,19.35,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-06-23,19.27,19.27,19.27,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2019-06-30,19.26,19.26,19.26,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2019-07-07,19.44,19.44,19.44,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-07-14,19.25,19.25,19.25,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-07-21,19.31,19.31,19.31,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-07-28,18.87,18.87,18.87,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2019-08-04,18.38,18.38,18.38,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2019-08-11,18.12,18.12,18.12,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.23,18.23,18.23,0.0,0.0
2019-08-18,18.31,18.31,18.31,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2019-08-25,18.18,18.18,18.18,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.1,18.1,18.1,0.0,0.0
