Date,Guggenheim Invest Mid-Cap CoreEtf_Open_average,Guggenheim Invest Mid-Cap CoreEtf_Open_max,Guggenheim Invest Mid-Cap CoreEtf_Open_min,Guggenheim Invest Mid-Cap CoreEtf_Open_volatility,Guggenheim Invest Mid-Cap CoreEtf_Open_change,Guggenheim Invest Mid-Cap CoreEtf_High_average,Guggenheim Invest Mid-Cap CoreEtf_High_max,Guggenheim Invest Mid-Cap CoreEtf_High_min,Guggenheim Invest Mid-Cap CoreEtf_High_volatility,Guggenheim Invest Mid-Cap CoreEtf_High_change,Guggenheim Invest Mid-Cap CoreEtf_Low_average,Guggenheim Invest Mid-Cap CoreEtf_Low_max,Guggenheim Invest Mid-Cap CoreEtf_Low_min,Guggenheim Invest Mid-Cap CoreEtf_Low_volatility,Guggenheim Invest Mid-Cap CoreEtf_Low_change,Guggenheim Invest Mid-Cap CoreEtf_Close_average,Guggenheim Invest Mid-Cap CoreEtf_Close_max,Guggenheim Invest Mid-Cap CoreEtf_Close_min,Guggenheim Invest Mid-Cap CoreEtf_Close_volatility,Guggenheim Invest Mid-Cap CoreEtf_Close_change
2018-01-14,67.46,67.46,67.46,0.0,0.0,67.87,67.87,67.87,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2018-01-21,68.73,68.73,68.73,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2018-01-28,67.81,67.81,67.81,0.0,0.0,67.83,67.83,67.83,0.0,0.0,66.92,66.92,66.92,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2018-02-04,63.29,63.29,63.29,0.0,0.0,63.45,63.45,63.45,0.0,0.0,61.75,61.75,61.75,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2018-02-11,65.57,65.57,65.57,0.0,0.0,66.12,66.12,66.12,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2018-02-18,65.06,65.06,65.06,0.0,0.0,65.95,65.95,65.95,0.0,0.0,65.06,65.06,65.06,0.0,0.0,65.95,65.95,65.95,0.0,0.0
2018-02-25,64.19,64.19,64.19,0.0,0.0,64.77,64.77,64.77,0.0,0.0,63.77,63.77,63.77,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2018-03-04,66.46,66.46,66.46,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.42,66.42,66.42,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2018-03-11,66.08,66.08,66.08,0.0,0.0,66.42,66.42,66.42,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2018-03-18,64.37,64.37,64.37,0.0,0.0,64.41,64.41,64.41,0.0,0.0,63.01,63.01,63.01,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2018-03-25,64.62,64.62,64.62,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2018-04-01,64.85,64.85,64.85,0.0,0.0,64.85,64.85,64.85,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.93,63.93,63.93,0.0,0.0
2018-04-08,65.24,65.24,65.24,0.0,0.0,65.24,65.24,65.24,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2018-04-15,65.66,65.66,65.66,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2018-04-22,65.25,65.25,65.25,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2018-04-29,63.93,63.93,63.93,0.0,0.0,65.08,65.08,65.08,0.0,0.0,63.69,63.69,63.69,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2018-05-06,65.88,65.88,65.88,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2018-05-13,65.86,65.86,65.86,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2018-05-20,65.46,65.46,65.46,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-05-27,65.4,65.4,65.4,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2018-06-03,66.12,66.12,66.12,0.0,0.0,66.62,66.62,66.62,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.6,66.6,66.6,0.0,0.0
2018-06-10,66.04,66.04,66.04,0.0,0.0,66.27,66.27,66.27,0.0,0.0,65.86,65.86,65.86,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2018-06-17,65.9,65.9,65.9,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2018-06-24,64.76,64.76,64.76,0.0,0.0,65.27,65.27,65.27,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2018-07-01,65.26,65.26,65.26,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2018-07-08,66.1,66.1,66.1,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2018-07-15,66.48,66.48,66.48,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.48,66.48,66.48,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2018-07-22,67.72,67.72,67.72,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.11,67.11,67.11,0.0,0.0,67.22,67.22,67.22,0.0,0.0
