Date,ARK Web X.0Etf_Open_average,ARK Web X.0Etf_Open_max,ARK Web X.0Etf_Open_min,ARK Web X.0Etf_Open_volatility,ARK Web X.0Etf_Open_change,ARK Web X.0Etf_High_average,ARK Web X.0Etf_High_max,ARK Web X.0Etf_High_min,ARK Web X.0Etf_High_volatility,ARK Web X.0Etf_High_change,ARK Web X.0Etf_Low_average,ARK Web X.0Etf_Low_max,ARK Web X.0Etf_Low_min,ARK Web X.0Etf_Low_volatility,ARK Web X.0Etf_Low_change,ARK Web X.0Etf_Close_average,ARK Web X.0Etf_Close_max,ARK Web X.0Etf_Close_min,ARK Web X.0Etf_Close_volatility,ARK Web X.0Etf_Close_change
2018-01-14,49.32,49.32,49.32,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2018-01-21,50.51,50.51,50.51,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.35,50.35,50.35,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-01-28,49.63,49.63,49.63,0.0,0.0,49.97,49.97,49.97,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2018-02-04,47.24,47.24,47.24,0.0,0.0,47.62,47.62,47.62,0.0,0.0,45.2,45.2,45.2,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2018-02-11,51.36,51.36,51.36,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2018-02-18,51.53,51.53,51.53,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2018-02-25,50.55,50.55,50.55,0.0,0.0,52.11,52.11,52.11,0.0,0.0,50.24,50.24,50.24,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-03-04,54.46,54.46,54.46,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-03-11,54.36,54.36,54.36,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2018-03-18,52.03,52.03,52.03,0.0,0.0,52.47,52.47,52.47,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2018-03-25,49.0,49.0,49.0,0.0,0.0,50.22,50.22,50.22,0.0,0.0,48.36,48.36,48.36,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-04-01,49.13,49.13,49.13,0.0,0.0,49.74,49.74,49.74,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2018-04-08,50.9,50.9,50.9,0.0,0.0,50.96,50.96,50.96,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2018-04-15,51.59,51.59,51.59,0.0,0.0,51.65,51.65,51.65,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2018-04-22,50.3,50.3,50.3,0.0,0.0,50.33,50.33,50.33,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-04-29,49.92,49.92,49.92,0.0,0.0,51.22,51.22,51.22,0.0,0.0,49.92,49.92,49.92,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2018-05-06,54.01,54.01,54.01,0.0,0.0,54.13,54.13,54.13,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2018-05-13,52.6,52.6,52.6,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-05-20,53.2,53.2,53.2,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2018-05-27,53.78,53.78,53.78,0.0,0.0,54.64,54.64,54.64,0.0,0.0,53.78,53.78,53.78,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2018-06-03,55.67,55.67,55.67,0.0,0.0,56.5,56.5,56.5,0.0,0.0,55.61,55.61,55.61,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2018-06-10,58.5,58.5,58.5,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2018-06-17,58.13,58.13,58.13,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2018-06-24,55.95,55.95,55.95,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2018-07-01,56.25,56.25,56.25,0.0,0.0,57.19,57.19,57.19,0.0,0.0,55.95,55.95,55.95,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2018-07-08,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0,57.91,57.91,57.91,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2018-07-15,58.68,58.68,58.68,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.41,58.41,58.41,0.0,0.0
2018-07-22,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2018-07-29,56.71,56.71,56.71,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2018-08-05,57.2,57.2,57.2,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2018-08-12,55.9,55.9,55.9,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2018-08-19,57.74,57.74,57.74,0.0,0.0,58.67,58.67,58.67,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2018-08-26,59.28,59.28,59.28,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-09-02,56.4,56.4,56.4,0.0,0.0,57.63,57.63,57.63,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2018-09-09,58.56,58.56,58.56,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2018-09-16,57.93,57.93,57.93,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2018-09-23,57.68,57.68,57.68,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2018-09-30,55.68,55.68,55.68,0.0,0.0,56.05,56.05,56.05,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2018-10-07,52.11,52.11,52.11,0.0,0.0,52.5,52.5,52.5,0.0,0.0,51.01,51.01,51.01,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2018-10-14,52.34,52.34,52.34,0.0,0.0,52.88,52.88,52.88,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2018-10-21,49.97,49.97,49.97,0.0,0.0,51.51,51.51,51.51,0.0,0.0,49.31,49.31,49.31,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2018-10-28,55.51,55.51,55.51,0.0,0.0,56.28,56.28,56.28,0.0,0.0,54.67,54.67,54.67,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2018-11-04,53.96,53.96,53.96,0.0,0.0,54.23,54.23,54.23,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2018-11-11,52.46,52.46,52.46,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2018-11-18,49.08,49.08,49.08,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2018-11-25,53.46,53.46,53.46,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2018-12-02,53.36,53.36,53.36,0.0,0.0,53.87,53.87,53.87,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2018-12-09,51.59,51.59,51.59,0.0,0.0,52.36,52.36,52.36,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2018-12-16,47.33,47.33,47.33,0.0,0.0,47.56,47.56,47.56,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2018-12-23,42.3,42.3,42.3,0.0,0.0,42.77,42.77,42.77,0.0,0.0,41.38,41.38,41.38,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-12-30,41.74,41.74,41.74,0.0,0.0,43.8,43.8,43.8,0.0,0.0,41.74,41.74,41.74,0.0,0.0,43.46,43.46,43.46,0.0,0.0
