Date,iShares Edge MSCI Min Vol EM_Open_average,iShares Edge MSCI Min Vol EM_Open_max,iShares Edge MSCI Min Vol EM_Open_min,iShares Edge MSCI Min Vol EM_Open_volatility,iShares Edge MSCI Min Vol EM_Open_change,iShares Edge MSCI Min Vol EM_High_average,iShares Edge MSCI Min Vol EM_High_max,iShares Edge MSCI Min Vol EM_High_min,iShares Edge MSCI Min Vol EM_High_volatility,iShares Edge MSCI Min Vol EM_High_change,iShares Edge MSCI Min Vol EM_Low_average,iShares Edge MSCI Min Vol EM_Low_max,iShares Edge MSCI Min Vol EM_Low_min,iShares Edge MSCI Min Vol EM_Low_volatility,iShares Edge MSCI Min Vol EM_Low_change,iShares Edge MSCI Min Vol EM_Close_average,iShares Edge MSCI Min Vol EM_Close_max,iShares Edge MSCI Min Vol EM_Close_min,iShares Edge MSCI Min Vol EM_Close_volatility,iShares Edge MSCI Min Vol EM_Close_change
2018-03-25,62.2,62.2,62.2,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2018-04-01,62.19,62.19,62.19,0.0,0.0,62.52,62.52,62.52,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2018-04-08,62.43,62.43,62.43,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2018-04-15,61.73,61.73,61.73,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2018-04-22,61.64,61.64,61.64,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2018-04-29,60.29,60.29,60.29,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2018-05-06,61.67,61.67,61.67,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.53,61.53,61.53,0.0,0.0
2018-05-13,60.64,60.64,60.64,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.76,60.76,60.76,0.0,0.0
2018-05-20,61.0,61.0,61.0,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2018-05-27,61.58,61.58,61.58,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-06-03,61.54,61.54,61.54,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2018-06-10,59.78,59.78,59.78,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2018-06-17,58.13,58.13,58.13,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2018-06-24,57.27,57.27,57.27,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2018-07-01,58.33,58.33,58.33,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2018-07-08,58.31,58.31,58.31,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.52,58.52,58.52,0.0,0.0
2018-07-15,58.76,58.76,58.76,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2018-07-22,59.55,59.55,59.55,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2018-07-29,58.88,58.88,58.88,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2018-08-05,58.38,58.38,58.38,0.0,0.0,58.45,58.45,58.45,0.0,0.0,57.91,57.91,57.91,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2018-08-12,58.15,58.15,58.15,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2018-08-19,59.65,59.65,59.65,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2018-08-26,58.98,58.98,58.98,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.82,58.82,58.82,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2018-09-02,57.87,57.87,57.87,0.0,0.0,58.03,58.03,58.03,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2018-09-09,57.75,57.75,57.75,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2018-09-16,58.8,58.8,58.8,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2018-09-23,59.49,59.49,59.49,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2018-09-30,56.43,56.43,56.43,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2018-10-07,55.37,55.37,55.37,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-10-14,55.81,55.81,55.81,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.66,55.66,55.66,0.0,0.0
2018-10-21,54.32,54.32,54.32,0.0,0.0,54.49,54.49,54.49,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2018-10-28,56.16,56.16,56.16,0.0,0.0,56.34,56.34,56.34,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2018-11-04,55.55,55.55,55.55,0.0,0.0,55.61,55.61,55.61,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2018-11-11,56.65,56.65,56.65,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2018-11-18,56.55,56.55,56.55,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2018-11-25,58.13,58.13,58.13,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2018-12-02,56.3,56.3,56.3,0.0,0.0,56.37,56.37,56.37,0.0,0.0,55.62,55.62,55.62,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2018-12-09,56.72,56.72,56.72,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2018-12-16,55.16,55.16,55.16,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2018-12-23,56.18,56.18,56.18,0.0,0.0,56.27,56.27,56.27,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2018-12-30,56.46,56.46,56.46,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.49,56.49,56.49,0.0,0.0
2019-01-06,56.84,56.84,56.84,0.0,0.0,57.13,57.13,57.13,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-01-13,57.95,57.95,57.95,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.86,57.86,57.86,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2019-01-20,58.02,58.02,58.02,0.0,0.0,58.27,58.27,58.27,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2019-01-27,59.01,59.01,59.01,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2019-02-03,58.71,58.71,58.71,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2019-02-10,58.38,58.38,58.38,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2019-02-17,59.81,59.81,59.81,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2019-02-24,59.01,59.01,59.01,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-03-03,58.43,58.43,58.43,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2019-03-10,59.71,59.71,59.71,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2019-03-17,58.83,58.83,58.83,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-03-24,59.56,59.56,59.56,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2019-03-31,59.77,59.77,59.77,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2019-04-07,59.91,59.91,59.91,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-04-14,59.51,59.51,59.51,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2019-04-21,59.81,59.81,59.81,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2019-04-28,58.64,58.64,58.64,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.64,58.64,58.64,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-05-05,56.6,56.6,56.6,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2019-05-12,56.01,56.01,56.01,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.02,56.02,56.02,0.0,0.0
2019-05-19,56.38,56.38,56.38,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.01,56.01,56.01,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-05-26,57.49,57.49,57.49,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-06-02,58.22,58.22,58.22,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-06-09,57.02,57.02,57.02,0.0,0.0,57.17,57.17,57.17,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2019-06-16,58.72,58.72,58.72,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2019-06-23,59.44,59.44,59.44,0.0,0.0,59.44,59.44,59.44,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2019-06-30,58.61,58.61,58.61,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2019-07-07,58.89,58.89,58.89,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-07-14,59.08,59.08,59.08,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2019-07-21,58.48,58.48,58.48,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2019-07-28,55.8,55.8,55.8,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2019-08-04,55.98,55.98,55.98,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-08-11,56.54,56.54,56.54,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-08-18,55.91,55.91,55.91,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-08-25,56.83,56.83,56.83,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2019-09-01,57.56,57.56,57.56,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-09-08,57.91,57.91,57.91,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.81,57.81,57.81,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-09-15,57.39,57.39,57.39,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-09-22,57.09,57.09,57.09,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-09-29,56.78,56.78,56.78,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2019-10-06,57.7,57.7,57.7,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2019-10-13,58.2,58.2,58.2,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-10-20,58.69,58.69,58.69,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2019-10-27,59.28,59.28,59.28,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2019-11-03,58.72,58.72,58.72,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-11-10,58.48,58.48,58.48,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.41,58.41,58.41,0.0,0.0
2019-11-17,58.07,58.07,58.07,0.0,0.0,58.27,58.27,58.27,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2019-11-24,57.02,57.02,57.02,0.0,0.0,57.17,57.17,57.17,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-12-01,57.53,57.53,57.53,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2019-12-08,57.86,57.86,57.86,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2019-12-15,58.45,58.45,58.45,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-12-22,58.79,58.79,58.79,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2019-12-29,58.61,58.61,58.61,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.63,58.63,58.63,0.0,0.0
