Date,iShares Russell Top 200_Open_average,iShares Russell Top 200_Open_max,iShares Russell Top 200_Open_min,iShares Russell Top 200_Open_volatility,iShares Russell Top 200_Open_change,iShares Russell Top 200_High_average,iShares Russell Top 200_High_max,iShares Russell Top 200_High_min,iShares Russell Top 200_High_volatility,iShares Russell Top 200_High_change,iShares Russell Top 200_Low_average,iShares Russell Top 200_Low_max,iShares Russell Top 200_Low_min,iShares Russell Top 200_Low_volatility,iShares Russell Top 200_Low_change,iShares Russell Top 200_Close_average,iShares Russell Top 200_Close_max,iShares Russell Top 200_Close_min,iShares Russell Top 200_Close_volatility,iShares Russell Top 200_Close_change
2018-06-24,62.53,62.53,62.53,0.0,0.0,63.09,63.09,63.09,0.0,0.0,62.5,62.5,62.5,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2018-07-01,63.81,63.81,63.81,0.0,0.0,64.13,64.13,64.13,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.07,64.07,64.07,0.0,0.0
2018-07-08,64.67,64.67,64.67,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2018-07-15,64.55,64.55,64.55,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.73,64.73,64.73,0.0,0.0
2018-07-22,65.22,65.22,65.22,0.0,0.0,65.22,65.22,65.22,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2018-07-29,65.69,65.69,65.69,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2018-08-05,65.7,65.7,65.7,0.0,0.0,65.77,65.77,65.77,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2018-08-12,66.11,66.11,66.11,0.0,0.0,66.15,66.15,66.15,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2018-08-19,66.83,66.83,66.83,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.83,66.83,66.83,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2018-08-26,67.1,67.1,67.1,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2018-09-02,66.74,66.74,66.74,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2018-09-09,67.15,67.15,67.15,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2018-09-16,68.12,68.12,68.12,0.0,0.0,68.12,68.12,68.12,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2018-09-23,68.03,68.03,68.03,0.0,0.0,68.14,68.14,68.14,0.0,0.0,67.76,67.76,67.76,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2018-09-30,66.7,66.7,66.7,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.52,66.52,66.52,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2018-10-07,64.22,64.22,64.22,0.0,0.0,64.29,64.29,64.29,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2018-10-14,64.47,64.47,64.47,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2018-10-21,62.58,62.58,62.58,0.0,0.0,62.95,62.95,62.95,0.0,0.0,60.47,60.47,60.47,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2018-10-28,63.37,63.37,63.37,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.51,63.51,63.51,0.0,0.0
2018-11-04,64.43,64.43,64.43,0.0,0.0,64.43,64.43,64.43,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2018-11-11,63.45,63.45,63.45,0.0,0.0,63.45,63.45,63.45,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2018-11-18,61.63,61.63,61.63,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.9,61.9,61.9,0.0,0.0
2018-11-25,65.11,65.11,65.11,0.0,0.0,65.21,65.21,65.21,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.81,64.81,64.81,0.0,0.0
2018-12-02,61.18,61.18,61.18,0.0,0.0,61.65,61.65,61.65,0.0,0.0,60.13,60.13,60.13,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2018-12-09,59.96,59.96,59.96,0.0,0.0,60.29,60.29,60.29,0.0,0.0,58.8,58.8,58.8,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2018-12-16,55.54,55.54,55.54,0.0,0.0,55.54,55.54,55.54,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2018-12-23,58.2,58.2,58.2,0.0,0.0,58.29,58.29,58.29,0.0,0.0,57.78,57.78,57.78,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2018-12-30,58.86,58.86,58.86,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.73,58.73,58.73,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2019-01-06,59.94,59.94,59.94,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2019-01-13,61.7,61.7,61.7,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2019-01-20,61.12,61.12,61.12,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.74,60.74,60.74,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-01-27,62.64,62.64,62.64,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.59,62.59,62.59,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2019-02-03,62.76,62.76,62.76,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2019-02-10,63.91,63.91,63.91,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-02-17,64.99,64.99,64.99,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2019-02-24,65.24,65.24,65.24,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2019-03-03,63.72,63.72,63.72,0.0,0.0,64.62,64.62,64.62,0.0,0.0,63.72,63.72,63.72,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2019-03-10,65.68,65.68,65.68,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2019-03-17,64.75,64.75,64.75,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2019-03-24,66.06,66.06,66.06,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2019-03-31,66.86,66.86,66.86,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2019-04-07,67.17,67.17,67.17,0.0,0.0,67.18,67.18,67.18,0.0,0.0,66.98,66.98,66.98,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2019-04-14,67.25,67.25,67.25,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.43,67.43,67.43,0.0,0.0
2019-04-21,68.21,68.21,68.21,0.0,0.0,68.37,68.37,68.37,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2019-04-28,67.1,67.1,67.1,0.0,0.0,68.1,68.1,68.1,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2019-05-05,65.54,65.54,65.54,0.0,0.0,65.61,65.61,65.61,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2019-05-12,66.0,66.0,66.0,0.0,0.0,66.23,66.23,66.23,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2019-05-19,65.76,65.76,65.76,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2019-05-26,63.87,63.87,63.87,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2019-06-02,67.03,67.03,67.03,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2019-06-09,66.69,66.69,66.69,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.71,66.71,66.71,0.0,0.0
2019-06-16,68.2,68.2,68.2,0.0,0.0,68.27,68.27,68.27,0.0,0.0,68.07,68.07,68.07,0.0,0.0,68.07,68.07,68.07,0.0,0.0
2019-06-23,68.72,68.72,68.72,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.26,68.26,68.26,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2019-06-30,68.73,68.73,68.73,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.81,68.81,68.81,0.0,0.0
2019-07-07,69.85,69.85,69.85,0.0,0.0,69.85,69.85,69.85,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2019-07-14,69.12,69.12,69.12,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2019-07-21,70.09,70.09,70.09,0.0,0.0,70.09,70.09,70.09,0.0,0.0,69.89,69.89,69.89,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-07-28,66.88,66.88,66.88,0.0,0.0,66.88,66.88,66.88,0.0,0.0,65.44,65.44,65.44,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2019-08-04,67.22,67.22,67.22,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2019-08-11,67.87,67.87,67.87,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2019-08-18,66.72,66.72,66.72,0.0,0.0,66.95,66.95,66.95,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.95,66.95,66.95,0.0,0.0
2019-08-25,68.34,68.34,68.34,0.0,0.0,68.34,68.34,68.34,0.0,0.0,67.78,67.78,67.78,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2019-09-01,69.31,69.31,69.31,0.0,0.0,69.31,69.31,69.31,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.19,69.19,69.19,0.0,0.0
2019-09-08,69.4,69.4,69.4,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.52,69.52,69.52,0.0,0.0
2019-09-15,69.3,69.3,69.3,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.52,69.52,69.52,0.0,0.0
2019-09-22,68.61,68.61,68.61,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.61,68.61,68.61,0.0,0.0,68.81,68.81,68.81,0.0,0.0
2019-09-29,68.31,68.31,68.31,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2019-10-06,68.79,68.79,68.79,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.74,68.74,68.74,0.0,0.0,68.74,68.74,68.74,0.0,0.0
2019-10-13,69.5,69.5,69.5,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.62,69.62,69.62,0.0,0.0
2019-10-20,70.38,70.38,70.38,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.38,70.38,70.38,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2019-10-27,71.52,71.52,71.52,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.43,71.43,71.43,0.0,0.0
2019-11-03,71.72,71.72,71.72,0.0,0.0,71.83,71.83,71.83,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2019-11-10,72.57,72.57,72.57,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.63,72.63,72.63,0.0,0.0
2019-11-17,72.72,72.72,72.72,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2019-11-24,73.46,73.46,73.46,0.0,0.0,73.46,73.46,73.46,0.0,0.0,72.52,72.52,72.52,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2019-12-01,73.32,73.32,73.32,0.0,0.0,73.43,73.43,73.43,0.0,0.0,73.15,73.15,73.15,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2019-12-08,74.09,74.09,74.09,0.0,0.0,74.3,74.3,74.3,0.0,0.0,74.09,74.09,74.09,0.0,0.0,74.19,74.19,74.19,0.0,0.0
2019-12-15,75.08,75.08,75.08,0.0,0.0,75.08,75.08,75.08,0.0,0.0,74.93,74.93,74.93,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2019-12-22,75.35,75.35,75.35,0.0,0.0,75.35,75.35,75.35,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2019-12-29,75.15,75.15,75.15,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.11,75.11,75.11,0.0,0.0,75.36,75.36,75.36,0.0,0.0
