Date,IONS_Open_average,IONS_Open_max,IONS_Open_min,IONS_Open_volatility,IONS_Open_change,IONS_High_average,IONS_High_max,IONS_High_min,IONS_High_volatility,IONS_High_change,IONS_Low_average,IONS_Low_max,IONS_Low_min,IONS_Low_volatility,IONS_Low_change,IONS_Close_average,IONS_Close_max,IONS_Close_min,IONS_Close_volatility,IONS_Close_change,IONS_Volume_average,IONS_Volume_max,IONS_Volume_min,IONS_Volume_volatility,IONS_Volume_change
2018-01-14,51.274,53.22,49.93,3.289999999999999,-3.0,51.824,53.26,50.4,2.8599999999999994,-1.509999999999998,49.897999999999996,50.73,49.48,1.25,-0.759999999999998,50.854,51.7,49.69,2.010000000000005,0.6500000000000057,899053,1164531,621132,543399,-357708
2018-01-21,52.952,55.25,51.62,3.6300000000000026,1.3300000000000054,54.204,55.46,53.03,2.4299999999999997,2.4299999999999997,51.732,52.76,50.81,1.9499999999999957,1.25,52.688,53.34,51.82,1.5200000000000031,1.1400000000000006,1254044,1727390,781462,945928,705875
2018-01-28,52.204,53.0,50.64,2.3599999999999994,-2.1099999999999994,53.01,53.98,51.58,2.3999999999999986,-2.3999999999999986,51.102000000000004,52.25,48.6,3.6499999999999986,-3.6499999999999986,51.538,52.76,48.61,4.149999999999999,-4.149999999999999,795994,1125756,612869,512887,287737
2018-02-04,48.742,50.63,47.01,3.6200000000000045,0.4299999999999997,50.28,52.59,48.1,4.490000000000002,-3.049999999999997,47.084,50.24,44.41,5.830000000000005,-0.6199999999999974,48.386,50.92,46.53,4.390000000000001,-4.390000000000001,1195530,1895169,734939,1160230,180422
2018-02-11,47.99,49.81,46.07,3.740000000000002,3.740000000000002,49.3475,50.9,47.77,3.1299999999999955,3.1299999999999955,47.6225,49.68,45.34,4.339999999999996,4.339999999999996,48.94,50.05,47.59,2.4599999999999937,2.4599999999999937,706994,1068930,497146,571784,-571784
2018-02-18,50.268,51.18,49.51,1.6700000000000017,1.6700000000000017,51.294000000000004,51.59,50.88,0.7100000000000009,0.7100000000000009,49.666000000000004,50.39,49.24,1.1499999999999986,1.1499999999999986,50.426,51.37,49.86,1.509999999999998,1.3799999999999955,623145,789210,537835,251375,-90908
2018-02-25,50.814,52.94,48.89,4.049999999999997,-1.0799999999999983,52.508,53.81,50.73,3.0800000000000054,-3.0800000000000054,48.77,50.35,47.2,3.1499999999999986,0.37000000000000455,50.61,52.82,48.94,3.8800000000000026,-1.5399999999999991,1517322,1818416,1070336,748080,-522877
2018-03-04,52.166,53.39,50.43,2.960000000000001,2.75,53.53,55.17,51.89,3.280000000000001,3.280000000000001,51.506,53.05,49.77,3.279999999999994,3.279999999999994,52.996,54.78,51.63,3.1499999999999986,3.1499999999999986,1000345,1366223,629562,736661,-72518
2018-03-11,53.35,55.29,51.56,3.729999999999997,-3.5700000000000003,54.046,56.47,52.27,4.199999999999996,-3.3200000000000003,51.992,54.8,49.69,5.109999999999999,-3.549999999999997,53.019999999999996,55.05,51.69,3.3599999999999994,-2.4399999999999977,1181496,2059473,725462,1334011,-297936
2018-03-18,50.8,52.5,48.38,4.119999999999997,-4.119999999999997,51.49,52.82,49.5,3.3200000000000003,-3.3200000000000003,49.454,51.03,47.37,3.6600000000000037,-3.240000000000002,50.106,51.9,47.74,4.159999999999997,-2.1299999999999955,898689,1555216,527735,1027481,919834
