Date,Schwab Intermediate Term US Treasury_Open_average,Schwab Intermediate Term US Treasury_Open_max,Schwab Intermediate Term US Treasury_Open_min,Schwab Intermediate Term US Treasury_Open_volatility,Schwab Intermediate Term US Treasury_Open_change,Schwab Intermediate Term US Treasury_High_average,Schwab Intermediate Term US Treasury_High_max,Schwab Intermediate Term US Treasury_High_min,Schwab Intermediate Term US Treasury_High_volatility,Schwab Intermediate Term US Treasury_High_change,Schwab Intermediate Term US Treasury_Low_average,Schwab Intermediate Term US Treasury_Low_max,Schwab Intermediate Term US Treasury_Low_min,Schwab Intermediate Term US Treasury_Low_volatility,Schwab Intermediate Term US Treasury_Low_change,Schwab Intermediate Term US Treasury_Close_average,Schwab Intermediate Term US Treasury_Close_max,Schwab Intermediate Term US Treasury_Close_min,Schwab Intermediate Term US Treasury_Close_volatility,Schwab Intermediate Term US Treasury_Close_change
2018-01-14,52.78,52.78,52.78,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-01-21,52.66,52.66,52.66,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-01-28,52.3,52.3,52.3,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2018-02-04,52.29,52.29,52.29,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-02-11,52.26,52.26,52.26,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-02-18,52.33,52.33,52.33,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2018-02-25,52.31,52.31,52.31,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2018-03-04,52.22,52.22,52.22,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-03-11,52.24,52.24,52.24,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-03-18,52.37,52.37,52.37,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2018-03-25,52.52,52.52,52.52,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2018-04-01,52.38,52.38,52.38,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2018-04-08,52.16,52.16,52.16,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-04-15,51.92,51.92,51.92,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-04-22,52.0,52.0,52.0,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2018-04-29,51.98,51.98,51.98,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-05-06,51.82,51.82,51.82,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2018-05-13,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2018-05-20,52.06,52.06,52.06,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2018-05-27,52.07,52.07,52.07,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-06-03,51.99,51.99,51.99,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2018-06-10,52.08,52.08,52.08,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2018-06-17,52.18,52.18,52.18,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-06-24,52.23,52.23,52.23,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2018-07-01,52.19,52.19,52.19,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-07-08,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2018-07-15,52.16,52.16,52.16,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-07-22,51.97,51.97,51.97,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2018-07-29,52.04,52.04,52.04,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2018-08-05,52.24,52.24,52.24,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-08-12,52.33,52.33,52.33,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-08-19,52.33,52.33,52.33,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2018-08-26,52.34,52.34,52.34,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2018-09-02,52.02,52.02,52.02,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-09-09,51.83,51.83,51.83,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2018-09-16,51.67,51.67,51.67,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2018-09-23,51.69,51.69,51.69,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2018-09-30,51.4,51.4,51.4,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2018-10-07,51.57,51.57,51.57,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2018-10-14,51.52,51.52,51.52,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2018-10-21,51.82,51.82,51.82,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2018-10-28,51.49,51.49,51.49,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2018-11-04,51.57,51.57,51.57,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2018-11-11,51.87,51.87,51.87,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2018-11-18,51.91,51.91,51.91,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2018-11-25,51.91,51.91,51.91,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.91,51.91,51.91,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2018-12-02,52.39,52.39,52.39,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-12-09,52.34,52.34,52.34,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2018-12-16,52.6,52.6,52.6,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2018-12-23,52.79,52.79,52.79,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-12-30,53.01,53.01,53.01,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-01-06,52.92,52.92,52.92,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-01-13,52.7,52.7,52.7,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2019-01-20,52.79,52.79,52.79,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2019-01-27,52.82,52.82,52.82,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2019-02-03,53.02,53.02,53.02,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2019-02-10,52.96,52.96,52.96,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2019-02-17,53.01,53.01,53.01,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2019-02-24,52.75,52.75,52.75,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-03-03,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-03-10,53.19,53.19,53.19,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-03-17,53.69,53.69,53.69,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2019-03-24,53.66,53.66,53.66,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2019-03-31,53.43,53.43,53.43,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2019-04-07,53.28,53.28,53.28,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-04-14,53.3,53.3,53.3,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-04-21,53.5,53.5,53.5,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-04-28,53.53,53.53,53.53,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-05-05,53.78,53.78,53.78,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-05-12,53.85,53.85,53.85,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-05-19,54.03,54.03,54.03,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-05-26,54.55,54.55,54.55,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2019-06-02,54.58,54.58,54.58,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-06-09,54.72,54.72,54.72,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-06-16,54.9,54.9,54.9,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2019-06-23,54.88,54.88,54.88,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-06-30,54.78,54.78,54.78,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-07-07,54.65,54.65,54.65,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2019-07-14,54.88,54.88,54.88,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2019-07-21,54.78,54.78,54.78,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-07-28,55.45,55.45,55.45,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2019-08-04,55.66,55.66,55.66,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-08-11,55.8,55.8,55.8,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2019-08-18,56.03,56.03,56.03,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-08-25,56.01,56.01,56.01,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-09-01,55.7,55.7,55.7,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-09-08,55.04,55.04,55.04,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-09-15,55.43,55.43,55.43,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-09-22,55.49,55.49,55.49,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2019-09-29,55.98,55.98,55.98,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2019-10-06,55.51,55.51,55.51,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2019-10-13,55.38,55.38,55.38,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-10-20,55.18,55.18,55.18,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2019-10-27,55.3,55.3,55.3,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2019-11-03,54.86,54.86,54.86,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2019-11-10,55.23,55.23,55.23,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-11-17,55.3,55.3,55.3,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-11-24,55.03,55.03,55.03,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-12-01,55.12,55.12,55.12,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-12-08,55.02,55.02,55.02,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2019-12-15,54.83,54.83,54.83,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2019-12-22,54.91,54.91,54.91,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-12-29,55.17,55.17,55.17,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.27,55.27,55.27,0.0,0.0
