Date,HURN_Open_average,HURN_Open_max,HURN_Open_min,HURN_Open_volatility,HURN_Open_change,HURN_High_average,HURN_High_max,HURN_High_min,HURN_High_volatility,HURN_High_change,HURN_Low_average,HURN_Low_max,HURN_Low_min,HURN_Low_volatility,HURN_Low_change,HURN_Close_average,HURN_Close_max,HURN_Close_min,HURN_Close_volatility,HURN_Close_change,HURN_Volume_average,HURN_Volume_max,HURN_Volume_min,HURN_Volume_volatility,HURN_Volume_change
2018-01-14,41.4375,41.95,41.05,0.9000000000000057,-0.8000000000000043,42.2175,42.85,41.6,1.25,0.20000000000000284,40.7875,41.2,40.35,0.8500000000000014,-0.8500000000000014,41.7,42.65,41.2,1.4499999999999957,1.1999999999999957,121967,195826,66988,128838,99799
2018-01-21,41.9,42.55,41.5,1.0499999999999972,-1.0499999999999972,42.230000000000004,42.6,41.95,0.6499999999999986,-0.6499999999999986,41.21,41.55,40.95,0.5999999999999943,-0.3999999999999986,41.68,42.0,41.4,0.6000000000000014,-0.14999999999999858,58900,92809,41910,50899,-44991
2018-01-28,41.160000000000004,41.7,40.0,1.7000000000000028,-0.20000000000000284,41.9,42.35,41.5,0.8500000000000014,0.25,40.67,41.55,39.85,1.6999999999999957,-0.7999999999999972,40.99,41.7,40.15,1.5500000000000043,-0.8000000000000043,84921,105546,58502,47044,27589
2018-02-04,39.99,40.65,39.6,1.0499999999999972,-0.6999999999999957,40.606,41.15,40.35,0.7999999999999972,-0.5499999999999972,39.262,40.1,38.33,1.7700000000000031,-0.6200000000000045,39.95,40.25,39.45,0.7999999999999972,0.10000000000000142,110429,181791,50274,131517,-83259
2018-02-11,40.24,40.85,39.8,1.0500000000000043,0.6000000000000014,41.04,42.5,40.4,2.1000000000000014,1.75,39.518,40.3,38.27,2.029999999999994,0.75,40.67,41.9,40.05,1.8500000000000014,1.6000000000000014,75933,113476,48549,64927,29287
2018-02-18,41.4875,41.85,41.0,0.8500000000000014,0.30000000000000426,42.025,42.2,41.85,0.3500000000000014,-0.20000000000000284,41.04,41.45,40.65,0.8000000000000043,0.3999999999999986,41.4125,41.9,40.95,0.9499999999999957,0.9499999999999957,53508,68460,35119,33341,-189
2018-02-25,37.51,42.0,33.9,8.100000000000001,-7.200000000000003,38.730000000000004,42.6,35.45,7.149999999999999,-5.400000000000006,36.74,41.5,32.05,9.450000000000003,-7.0,37.9,42.4,35.0,7.399999999999999,-6.75,253616,598504,60753,537751,174737
2018-03-04,35.85,36.65,35.05,1.6000000000000014,1.1499999999999986,36.68,37.55,35.5,2.049999999999997,1.4500000000000028,35.51,36.4,34.6,1.7999999999999972,1.5499999999999972,36.09,36.5,35.2,1.2999999999999972,1.2999999999999972,182291,269646,134706,134940,58798
2018-03-11,36.72,36.85,36.45,0.3999999999999986,-0.14999999999999858,37.16,37.55,36.85,0.6999999999999957,-0.19999999999999574,36.2,36.45,36.0,0.45000000000000284,-0.4000000000000057,36.55,36.7,36.3,0.4000000000000057,-0.4000000000000057,158579,237105,89316,147789,76785
2018-03-18,36.9,37.3,36.2,1.0999999999999943,0.75,37.59,37.8,36.95,0.8499999999999943,0.7999999999999972,36.5,37.05,35.9,1.1499999999999986,0.25,36.97,37.55,36.2,1.3499999999999943,-0.5999999999999943,68887,75347,63470,11877,-1184
