Date,SRE_stock_Open_average,SRE_stock_Open_max,SRE_stock_Open_min,SRE_stock_Open_volatility,SRE_stock_Open_change,SRE_stock_High_average,SRE_stock_High_max,SRE_stock_High_min,SRE_stock_High_volatility,SRE_stock_High_change,SRE_stock_Low_average,SRE_stock_Low_max,SRE_stock_Low_min,SRE_stock_Low_volatility,SRE_stock_Low_change,SRE_stock_Close_average,SRE_stock_Close_max,SRE_stock_Close_min,SRE_stock_Close_volatility,SRE_stock_Close_change,SRE_stock_Volume_average,SRE_stock_Volume_max,SRE_stock_Volume_min,SRE_stock_Volume_volatility,SRE_stock_Volume_change
2018-01-14,106.77,107.78,106.13,1.6500000000000057,-1.6500000000000057,107.0025,107.81,106.53,1.2800000000000011,-1.2800000000000011,105.785,106.5,104.93,1.5699999999999932,-0.8199999999999932,106.41499999999999,107.06,105.99,1.0700000000000074,-1.0700000000000074,2893100,3808708,2153496,1655212,-1640893
2018-01-21,106.14,106.72,105.14,1.5799999999999983,0.060000000000002274,106.744,107.1,106.45,0.6499999999999915,-0.21999999999999886,105.112,105.57,104.62,0.9499999999999886,-0.20999999999999375,105.776,106.4,105.05,1.3500000000000085,0.480000000000004,2738000,3445406,1835129,1610277,310947
2018-01-28,105.72,107.1,104.5,2.5999999999999943,0.8000000000000114,106.936,109.19,105.42,3.769999999999996,1.2999999999999972,104.926,105.84,103.66,2.180000000000007,1.5200000000000102,105.882,107.02,104.45,2.569999999999993,1.1299999999999955,2567331,2977199,2005608,971591,-427537
2018-02-04,103.95,105.46,103.36,2.0999999999999943,-1.7299999999999898,105.556,107.11,103.78,3.3299999999999983,-0.29999999999999716,102.688,103.94,100.63,3.3100000000000023,-1.019999999999996,104.242,106.11,103.36,2.75,1.8599999999999994,3336065,3910457,3073989,836468,260131
2018-02-11,106.484,107.73,106.05,1.6800000000000068,1.5600000000000023,107.608,109.31,106.3,3.010000000000005,2.1000000000000085,105.684,107.54,105.06,2.480000000000004,2.200000000000003,107.178,109.01,105.47,3.5400000000000063,2.3900000000000006,1573271,2222808,1145954,1076854,-369671
2018-02-18,107.24249999999999,108.61,105.96,2.6500000000000057,-1.730000000000004,108.6275,109.64,107.49,2.1500000000000057,0.4399999999999977,106.0075,106.88,105.06,1.8199999999999932,0.1700000000000017,107.295,109.57,105.43,4.139999999999986,2.029999999999987,2088863,2563248,1514052,1049196,-773476
2018-02-25,109.48599999999999,110.99,107.57,3.4200000000000017,-1.8900000000000006,110.15,111.31,108.71,2.6000000000000085,-1.3000000000000114,107.784,108.8,105.84,2.9599999999999937,-2.9599999999999937,108.652,110.04,107.09,2.950000000000003,-2.4200000000000017,2402396,4029309,1284431,2744878,-2744878
2018-03-04,109.114,110.68,107.14,3.5400000000000063,2.8799999999999955,110.658,111.85,109.73,2.1199999999999903,-0.75,108.05,108.97,106.64,2.3299999999999983,1.6500000000000057,109.496,110.69,108.56,2.1299999999999955,-1.6099999999999994,1822423,2497816,1335092,1162724,542483
2018-03-11,110.966,112.6,108.87,3.7299999999999898,3.1400000000000006,112.134,113.53,109.95,3.5799999999999983,3.1899999999999977,110.278,111.27,108.34,2.9299999999999926,2.9299999999999926,111.706,113.02,109.75,3.269999999999996,3.269999999999996,2349859,4184897,1504375,2680522,1914174
2018-03-18,111.21,112.78,109.72,3.0600000000000023,-2.3200000000000074,112.4,113.34,111.7,1.6400000000000006,-1.5300000000000011,110.068,111.84,108.72,3.1200000000000045,-3.1200000000000045,110.584,112.43,108.97,3.460000000000008,-3.460000000000008,1646536,2200254,1142679,1057575,-519996
2018-03-25,110.2775,111.4,109.01,2.3900000000000006,1.6599999999999966,111.5,112.48,110.22,2.260000000000005,1.4500000000000028,109.445,109.97,108.29,1.6799999999999926,1.5999999999999943,110.67750000000001,111.22,109.98,1.2399999999999949,1.2399999999999949,1517886,1940050,1107934,832116,-77696
2018-04-01,110.578,111.96,109.4,2.559999999999988,0.5599999999999881,111.258,112.0,110.13,1.8700000000000045,0.3100000000000023,109.348,110.64,108.87,1.769999999999996,1.4500000000000028,110.502,111.53,109.38,2.1500000000000057,1.0,1863709,2084279,1515824,568455,568455
2018-04-08,111.176,111.85,110.13,1.7199999999999989,-0.9500000000000028,111.95,112.35,111.34,1.009999999999991,-1.009999999999991,110.592,111.47,110.05,1.4200000000000017,-0.35999999999999943,111.068,111.78,110.27,1.5100000000000051,-1.1599999999999966,1596685,2170538,1145103,1025435,925198
2018-04-15,111.476,112.66,110.56,2.0999999999999943,-0.5900000000000034,112.3,113.37,111.39,1.980000000000004,-0.5799999999999983,110.544,111.54,109.35,2.190000000000012,-1.4100000000000108,111.234,112.6,109.81,2.789999999999992,-1.980000000000004,1916321,2167874,1738391,429483,237372
