Date,GENEStock_Open_average,GENEStock_Open_max,GENEStock_Open_min,GENEStock_Open_volatility,GENEStock_Open_change,GENEStock_High_average,GENEStock_High_max,GENEStock_High_min,GENEStock_High_volatility,GENEStock_High_change,GENEStock_Low_average,GENEStock_Low_max,GENEStock_Low_min,GENEStock_Low_volatility,GENEStock_Low_change,GENEStock_Close_average,GENEStock_Close_max,GENEStock_Close_min,GENEStock_Close_volatility,GENEStock_Close_change,GENEStock_Volume_average,GENEStock_Volume_max,GENEStock_Volume_min,GENEStock_Volume_volatility,GENEStock_Volume_change
2018-04-15,5.474,5.64,5.36,0.27999999999999936,-0.27999999999999936,5.56,5.64,5.4,0.23999999999999932,-0.23999999999999932,5.328,5.44,5.2,0.2400000000000002,-0.2400000000000002,5.396,5.48,5.29,0.1900000000000004,-0.1900000000000004,12596,17115,8026,9089,-4618
2018-04-22,5.064,5.16,4.92,0.2400000000000002,-0.1200000000000001,5.212,5.34,5.12,0.21999999999999975,-0.21999999999999975,4.956,5.0,4.88,0.1200000000000001,-0.1200000000000001,5.0360000000000005,5.12,4.98,0.13999999999999968,-0.1200000000000001,10684,19438,4695,14743,-5174
2018-04-29,4.898,5.04,4.65,0.3899999999999997,-0.3899999999999997,5.13,5.29,5.03,0.2599999999999998,-0.20000000000000018,4.754,4.88,4.64,0.2400000000000002,-0.16000000000000014,4.872,5.0,4.64,0.3600000000000003,-0.1200000000000001,19899,53139,6608,46531,-43548
2018-05-06,4.768,4.92,4.56,0.3600000000000003,-0.20000000000000018,5.008,5.28,4.8,0.4800000000000004,-0.1200000000000001,4.688,4.72,4.56,0.16000000000000014,0.0,4.768,4.84,4.72,0.1200000000000001,-0.040000000000000036,7862,13335,4011,9324,3061
2018-05-13,5.088,5.4,4.84,0.5600000000000005,0.2400000000000002,5.232,5.52,4.96,0.5599999999999996,0.1200000000000001,4.858,4.96,4.8,0.16000000000000014,0.04999999999999982,5.056,5.36,4.88,0.4800000000000004,0.1200000000000001,20327,38768,4011,34757,9094
2018-05-20,4.984,5.04,4.88,0.16000000000000014,-0.16000000000000014,5.064,5.2,5.0,0.20000000000000018,-0.20000000000000018,4.892,4.96,4.82,0.13999999999999968,-0.13999999999999968,4.92,5.0,4.84,0.16000000000000014,-0.16000000000000014,10823,16273,7071,9202,-7377
2018-05-27,4.72,4.92,4.56,0.3600000000000003,-0.3600000000000003,4.77,4.92,4.68,0.2400000000000002,-0.2400000000000002,4.3575,4.59,4.12,0.46999999999999975,-0.14999999999999947,4.54,4.68,4.48,0.1999999999999993,-0.1999999999999993,18794,38628,4623,34005,-11693
2018-06-03,4.488,4.64,4.36,0.27999999999999936,0.1999999999999993,4.712,4.84,4.61,0.22999999999999954,0.05999999999999961,4.392,4.48,4.28,0.20000000000000018,0.20000000000000018,4.48,4.64,4.32,0.3199999999999994,0.3199999999999994,18797,22973,10093,12880,2320
2018-06-10,4.576,4.68,4.4,0.27999999999999936,-0.15999999999999925,4.642,4.76,4.44,0.3199999999999994,-0.20999999999999996,4.464,4.56,4.4,0.15999999999999925,-0.08000000000000007,4.5040000000000004,4.68,4.4,0.27999999999999936,-0.11999999999999922,11354,20186,7127,13059,2717
2018-06-17,4.36,4.44,4.28,0.16000000000000014,-0.1200000000000001,4.424,4.6,4.32,0.27999999999999936,-0.1200000000000001,4.24,4.28,4.2,0.08000000000000007,-0.040000000000000036,4.304,4.4,4.24,0.16000000000000014,-0.040000000000000036,8857,14536,4992,9544,-2837
2018-06-24,4.04,4.2,3.8,0.40000000000000036,-0.2400000000000002,4.072,4.24,3.84,0.40000000000000036,-0.28000000000000025,3.888,4.12,3.72,0.3999999999999999,-0.20000000000000018,3.966,4.16,3.75,0.41000000000000014,-0.16000000000000014,24295,46355,8190,38165,-4390
2018-07-01,4.077500000000001,4.2,3.99,0.20999999999999996,0.20999999999999996,4.24,4.36,4.16,0.20000000000000018,0.16000000000000014,3.99,4.16,3.72,0.43999999999999995,0.43999999999999995,4.08,4.2,3.84,0.3600000000000003,0.3600000000000003,13243,14551,12442,2109,1648
2018-07-08,4.304,4.36,4.24,0.1200000000000001,0.08000000000000007,4.368,4.4,4.36,0.040000000000000036,-0.040000000000000036,4.16,4.2,4.12,0.08000000000000007,0.0,4.288,4.36,4.24,0.1200000000000001,0.1200000000000001,9892,12295,8208,4087,-3492
2018-07-15,5.424,5.76,5.24,0.5199999999999996,-0.5199999999999996,5.988,8.16,5.34,2.8200000000000003,-2.8200000000000003,5.184,5.48,5.04,0.4400000000000004,-0.28000000000000025,5.418,5.92,5.28,0.6399999999999997,-0.6299999999999999,1352530,6175196,24672,6150524,-6150524
2018-07-22,5.008,5.36,4.8,0.5600000000000005,-0.40000000000000036,5.128,5.36,4.96,0.40000000000000036,-0.40000000000000036,4.84,5.0,4.6,0.40000000000000036,-0.40000000000000036,4.896,5.08,4.6,0.4800000000000004,-0.4800000000000004,37432,53274,18627,34647,-11024
2018-07-29,4.608,4.8,4.48,0.3199999999999994,0.07999999999999918,4.762,4.91,4.67,0.2400000000000002,-0.04999999999999982,4.496,4.56,4.44,0.11999999999999922,0.0,4.6,4.72,4.48,0.23999999999999932,-0.07999999999999918,41117,78278,17363,60915,-22287
2018-08-05,4.504,4.56,4.4,0.15999999999999925,0.040000000000000036,4.622,4.72,4.52,0.20000000000000018,0.15000000000000036,4.384,4.48,4.32,0.16000000000000014,0.16000000000000014,4.52,4.6,4.4,0.1999999999999993,0.1999999999999993,24499,39000,7575,31425,-31425
2018-08-12,4.472,4.6,4.36,0.23999999999999932,-0.08000000000000007,4.558,4.64,4.44,0.1999999999999993,0.040000000000000036,4.344,4.44,4.24,0.20000000000000018,0.1200000000000001,4.432,4.6,4.28,0.3199999999999994,0.23999999999999932,18963,35456,9086,26370,2331
2018-08-19,4.696,4.88,4.6,0.28000000000000025,0.0,4.77,4.88,4.64,0.2400000000000002,0.010000000000000675,4.52,4.64,4.44,0.1999999999999993,0.07999999999999918,4.616,4.8,4.44,0.35999999999999943,0.07999999999999918,18018,38923,6593,32330,-6609
2018-08-26,4.544,4.68,4.48,0.1999999999999993,0.0,4.662,4.72,4.56,0.16000000000000014,-0.16000000000000014,4.472,4.48,4.44,0.040000000000000036,0.0,4.552,4.64,4.48,0.15999999999999925,0.03999999999999915,12880,15885,8236,7649,-7631
2018-09-02,4.48,4.56,4.36,0.1999999999999993,-0.1999999999999993,4.55,4.56,4.52,0.040000000000000036,-0.040000000000000036,4.2975,4.35,4.28,0.0699999999999994,0.0,4.3825,4.56,4.28,0.27999999999999936,-0.1200000000000001,17237,21308,13160,8148,-8148
2018-09-09,4.432,4.68,4.28,0.39999999999999947,-0.39999999999999947,4.472,4.72,4.36,0.35999999999999943,-0.35999999999999943,4.272,4.32,4.24,0.08000000000000007,-0.040000000000000036,4.34,4.4,4.28,0.1200000000000001,-0.10000000000000053,13618,22184,6813,15371,-11377
2018-09-16,4.416,4.48,4.32,0.16000000000000014,-0.040000000000000036,4.464,4.52,4.4,0.11999999999999922,0.03999999999999915,4.312,4.36,4.28,0.08000000000000007,0.08000000000000007,4.36,4.44,4.28,0.16000000000000014,0.08000000000000007,12932,14389,12063,2326,-2326
2018-09-23,4.488,4.6,4.4,0.1999999999999993,-0.03999999999999915,4.56,4.68,4.48,0.1999999999999993,-0.11999999999999922,4.344,4.44,4.12,0.3200000000000003,-0.28000000000000025,4.436,4.48,4.36,0.1200000000000001,-0.1200000000000001,14851,25166,8227,16939,7618
2018-09-30,4.4959999999999996,4.8,4.28,0.5199999999999996,0.23999999999999932,4.792,5.28,4.52,0.7600000000000007,0.28000000000000025,4.344,4.4,4.28,0.1200000000000001,0.040000000000000036,4.552,4.76,4.36,0.39999999999999947,0.1999999999999993,39223,119713,14131,105582,-10669
2018-10-07,4.496,4.64,4.36,0.27999999999999936,-0.1999999999999993,4.56,4.64,4.4,0.23999999999999932,-0.1200000000000001,4.304,4.4,4.2,0.20000000000000018,0.1200000000000001,4.456,4.6,4.28,0.3199999999999994,0.11999999999999922,15639,28195,8969,19226,3565
2018-10-14,4.72,5.08,4.48,0.5999999999999996,0.2400000000000002,4.832,5.08,4.56,0.5200000000000005,0.2400000000000002,4.5200000000000005,4.68,4.36,0.3199999999999994,0.1200000000000001,4.72,5.04,4.56,0.4800000000000004,0.08000000000000007,29358,77786,9143,68643,-10920
2018-10-21,4.928,5.12,4.64,0.4800000000000004,0.2400000000000002,5.192,5.92,4.8,1.12,0.16000000000000014,4.744,4.88,4.56,0.3200000000000003,0.08000000000000007,4.884,5.04,4.74,0.2999999999999998,-0.019999999999999574,38145,86108,9806,76302,2960
2018-10-28,4.632,4.76,4.52,0.2400000000000002,-0.1200000000000001,4.764,4.88,4.68,0.20000000000000018,0.1200000000000001,4.516,4.62,4.44,0.17999999999999972,0.10000000000000053,4.644,4.78,4.52,0.2600000000000007,0.0600000000000005,9223,13038,5696,7342,-5011
2018-11-04,4.8,4.92,4.64,0.28000000000000025,-0.20000000000000018,4.92,4.92,4.92,0.0,0.0,4.64,4.68,4.6,0.08000000000000007,-0.040000000000000036,4.784,4.92,4.64,0.28000000000000025,-0.16000000000000014,6027,9330,2873,6457,4321
2018-11-11,4.632,4.68,4.52,0.16000000000000014,-0.040000000000000036,4.748,4.8,4.64,0.16000000000000014,-0.020000000000000462,4.52,4.56,4.48,0.07999999999999918,-0.07999999999999918,4.646,4.8,4.59,0.20999999999999996,0.0,7375,13664,1861,11803,3745
2018-11-18,4.485,4.64,4.38,0.2599999999999998,-0.2599999999999998,4.54,4.64,4.4,0.23999999999999932,-0.23999999999999932,4.2700000000000005,4.44,4.12,0.3200000000000003,-0.16000000000000014,4.41,4.48,4.32,0.16000000000000014,-0.040000000000000036,10469,27860,1628,26232,3445
2018-11-25,4.24,4.32,4.12,0.20000000000000018,0.0,4.3500000000000005,4.4,4.32,0.08000000000000007,0.0,4.148,4.2,4.12,0.08000000000000007,0.05999999999999961,4.222,4.31,4.2,0.10999999999999943,0.0,17181,31585,1763,29822,-12551
2018-12-02,4.19,4.24,4.08,0.16000000000000014,-0.1200000000000001,4.275,4.34,4.2,0.13999999999999968,-0.13999999999999968,4.055,4.16,3.92,0.2400000000000002,-0.1200000000000001,4.17,4.2,4.16,0.040000000000000036,0.040000000000000036,8179,14028,1853,12175,-2428
2018-12-09,3.758,4.0,3.28,0.7200000000000002,-0.6400000000000001,3.842,4.12,3.42,0.7000000000000002,-0.7000000000000002,3.528,3.92,2.76,1.1600000000000001,-1.1600000000000001,3.626,3.98,3.04,0.94,-0.94,19251,43890,5090,38800,24643
2018-12-16,2.536,2.84,2.28,0.56,-0.48,2.792,3.2,2.36,0.8400000000000003,-0.16000000000000014,2.278,2.6,2.05,0.5500000000000003,-0.3900000000000001,2.456,2.8,2.05,0.75,-0.36999999999999966,37999,53994,29157,24837,5543
2018-12-23,2.44,2.56,2.4,0.16000000000000014,0.0,2.44,2.56,2.4,0.16000000000000014,0.0,2.245,2.28,2.2,0.07999999999999963,0.07999999999999963,2.31,2.4,2.24,0.1599999999999997,0.07999999999999963,10976,11782,10068,1714,782
2018-12-30,2.44,2.6,2.28,0.3200000000000003,0.2400000000000002,2.5925000000000002,2.68,2.45,0.22999999999999998,0.22999999999999998,2.3025,2.52,2.12,0.3999999999999999,0.3999999999999999,2.46,2.61,2.19,0.41999999999999993,0.41000000000000014,12911,32897,4393,28504,-27171
2019-01-06,3.092,3.38,2.8,0.5800000000000001,0.5800000000000001,3.18,3.52,2.84,0.6800000000000002,0.54,2.96,3.28,2.64,0.6399999999999997,0.56,3.0820000000000003,3.38,2.72,0.6599999999999997,0.48,16144,26910,7169,19741,10746
2019-01-13,3.262,3.36,3.2,0.1599999999999997,0.08000000000000007,3.344,3.44,3.27,0.16999999999999993,0.08000000000000007,3.148,3.24,3.04,0.20000000000000018,0.020000000000000018,3.25,3.32,3.15,0.16999999999999993,-0.040000000000000036,8433,14880,4152,10728,-1432
2019-01-20,3.32,3.38,3.22,0.1599999999999997,-0.040000000000000036,3.38,3.4,3.32,0.08000000000000007,-0.08000000000000007,3.2175000000000002,3.25,3.2,0.04999999999999982,-0.04999999999999982,3.3475,3.38,3.32,0.06000000000000005,-0.050000000000000266,2412,3979,826,3153,-3153
2019-01-27,3.322,3.48,3.21,0.27,-0.27,3.416,3.48,3.36,0.1200000000000001,-0.1200000000000001,3.226,3.24,3.2,0.040000000000000036,-0.03000000000000025,3.298,3.4,3.21,0.18999999999999995,-0.1599999999999997,6582,8386,3752,4634,-4634
2019-02-03,3.288,3.36,3.22,0.13999999999999968,0.09999999999999964,3.368,3.4,3.36,0.040000000000000036,0.0,3.272,3.32,3.22,0.09999999999999964,0.09999999999999964,3.324,3.36,3.28,0.08000000000000007,0.040000000000000036,5320,10736,2138,8598,-7262
2019-02-10,3.3819999999999997,3.51,3.28,0.22999999999999998,0.18999999999999995,3.448,3.51,3.4,0.10999999999999988,0.10999999999999988,3.312,3.36,3.28,0.08000000000000007,-0.040000000000000036,3.338,3.4,3.3,0.10000000000000009,0.009999999999999787,5916,12518,3344,9174,-1674
2019-02-17,3.3649999999999998,3.42,3.28,0.14000000000000012,0.14000000000000012,3.4699999999999998,3.52,3.4,0.1200000000000001,0.08000000000000007,3.315,3.36,3.28,0.08000000000000007,0.020000000000000018,3.44,3.48,3.4,0.08000000000000007,0.0,5522,10820,1581,9239,5644
2019-02-24,3.436,3.48,3.4,0.08000000000000007,-0.040000000000000036,3.536,3.6,3.52,0.08000000000000007,-0.08000000000000007,3.376,3.42,3.32,0.10000000000000009,0.0,3.462,3.52,3.4,0.1200000000000001,0.06000000000000005,5030,11486,1827,9659,-9659
2019-03-03,3.226,3.48,3.09,0.3900000000000001,-0.16000000000000014,3.364,3.48,3.14,0.33999999999999986,-0.08000000000000007,3.102,3.22,3.0,0.2200000000000002,-0.020000000000000018,3.196,3.32,3.0,0.31999999999999984,0.06000000000000005,10962,15550,6734,8816,-3734
2019-03-10,3.512,3.72,3.4,0.3200000000000003,0.3200000000000003,3.744,4.32,3.4,0.9200000000000004,0.3200000000000003,3.378,3.53,3.22,0.3099999999999996,0.3099999999999996,3.532,3.74,3.29,0.4500000000000002,0.31000000000000005,39050,154130,5797,148333,7382
2019-03-17,3.67,3.76,3.56,0.19999999999999973,-0.19999999999999973,3.696,3.76,3.56,0.19999999999999973,-0.19999999999999973,3.524,3.6,3.32,0.28000000000000025,-0.26000000000000023,3.598,3.68,3.36,0.3200000000000003,-0.28000000000000025,7054,17260,2714,14546,14343
2019-03-24,3.37,3.56,3.22,0.33999999999999986,0.31999999999999984,3.678,4.28,3.35,0.9300000000000002,0.2400000000000002,3.32,3.44,3.2,0.23999999999999977,0.23999999999999977,3.456,3.63,3.24,0.3899999999999997,0.31999999999999984,26330,100056,5064,94992,-1197
2019-03-31,3.5340000000000003,3.72,3.42,0.30000000000000027,0.06999999999999984,3.598,3.72,3.52,0.20000000000000018,-0.06999999999999984,3.44,3.48,3.42,0.06000000000000005,0.020000000000000018,3.504,3.58,3.42,0.16000000000000014,-0.08000000000000007,6597,9361,2698,6663,2000
2019-04-07,3.428,3.6,3.28,0.3200000000000003,-0.16000000000000014,3.48,3.6,3.36,0.2400000000000002,-0.16000000000000014,3.24,3.44,3.12,0.31999999999999984,-0.19999999999999973,3.31,3.48,3.2,0.2799999999999998,-0.23999999999999977,16042,32615,6980,25635,-23286
2019-04-14,3.24,3.32,3.12,0.19999999999999973,0.03999999999999959,3.3475,3.43,3.32,0.11000000000000032,-0.11000000000000032,3.14,3.2,3.12,0.08000000000000007,0.0,3.2375,3.32,3.2,0.11999999999999966,-0.11999999999999966,7965,12219,1908,10311,-413
2019-04-21,3.148,3.16,3.12,0.040000000000000036,0.0,3.28,3.28,3.28,0.0,0.0,3.132,3.16,3.12,0.040000000000000036,0.040000000000000036,3.182,3.26,3.12,0.13999999999999968,0.13999999999999968,2717,4544,1063,3481,-1298
2019-04-28,3.04,3.12,2.96,0.16000000000000014,-0.040000000000000036,3.128,3.28,3.08,0.19999999999999973,-0.19999999999999973,2.944,3.0,2.8,0.20000000000000018,0.20000000000000018,3.016,3.04,2.96,0.08000000000000007,0.040000000000000036,9421,17575,4606,12969,-12378
2019-05-05,3.156,4.24,2.76,1.4800000000000004,1.2000000000000002,3.712,6.32,2.88,3.4400000000000004,3.2,2.966,3.88,2.6,1.2799999999999998,1.04,3.412,5.5,2.82,2.68,2.66,2306743,11485567,922,11484645,11464797
2019-05-12,4.44,4.76,4.12,0.6399999999999997,-0.3199999999999994,4.744,5.0,4.48,0.5199999999999996,-0.40000000000000036,4.208,4.4,4.0,0.40000000000000036,-0.1200000000000001,4.488,4.72,4.2,0.5199999999999996,-0.27999999999999936,519160,1306383,165008,1141375,-1141375
2019-05-19,3.624,4.44,2.72,1.7200000000000002,-1.7200000000000002,3.71,4.48,2.8,1.6800000000000006,-1.6800000000000006,3.2640000000000002,4.2,2.6,1.6,-1.6,3.314,4.24,2.72,1.52,-1.5100000000000002,208885,466315,92516,373799,-4931
2019-05-26,2.6399999999999997,2.84,2.44,0.3999999999999999,-0.3599999999999999,2.73,2.96,2.52,0.43999999999999995,-0.2799999999999998,2.51,2.76,2.4,0.3599999999999999,-0.3599999999999999,2.5725,2.76,2.48,0.2799999999999998,-0.23999999999999977,206130,602532,30426,572106,-49439
2019-06-02,2.394,2.45,2.2,0.25,-0.25,2.472,2.56,2.32,0.2400000000000002,-0.20000000000000018,2.32,2.4,2.2,0.19999999999999973,-0.19999999999999973,2.372,2.44,2.28,0.16000000000000014,-0.1299999999999999,33028,53963,18093,35870,8921
2019-06-09,2.552,2.64,2.4,0.2400000000000002,0.2400000000000002,2.608,2.68,2.52,0.16000000000000014,0.16000000000000014,2.472,2.6,2.32,0.28000000000000025,0.28000000000000025,2.584,2.64,2.51,0.13000000000000034,0.13000000000000034,28667,48938,11017,37921,-30339
2019-06-16,2.564,2.64,2.48,0.16000000000000014,-0.16000000000000014,2.612,2.64,2.54,0.10000000000000009,-0.10000000000000009,2.492,2.53,2.44,0.08999999999999986,-0.04999999999999982,2.536,2.56,2.52,0.040000000000000036,-0.040000000000000036,7044,11519,2889,8630,-6461
2019-06-23,2.424,2.52,2.36,0.16000000000000014,-0.08000000000000007,2.472,2.55,2.43,0.11999999999999966,-0.10999999999999988,2.328,2.4,2.2,0.19999999999999973,-0.08000000000000007,2.408,2.44,2.36,0.08000000000000007,-0.08000000000000007,11634,20003,5739,14264,-11526
2019-06-30,2.5300000000000002,2.64,2.4,0.2400000000000002,0.08000000000000007,2.6100000000000003,2.64,2.56,0.08000000000000007,0.08000000000000007,2.45,2.48,2.4,0.08000000000000007,0.08000000000000007,2.5075000000000003,2.6,2.45,0.1499999999999999,0.1499999999999999,18396,24043,9463,14580,-4160
2019-07-07,2.548,2.6,2.52,0.08000000000000007,-0.020000000000000018,2.596,2.64,2.57,0.07000000000000028,-0.020000000000000018,2.484,2.52,2.44,0.08000000000000007,-0.040000000000000036,2.514,2.55,2.46,0.08999999999999986,-0.029999999999999805,7568,13333,2689,10644,-10644
2019-07-14,2.5260000000000002,2.62,2.48,0.14000000000000012,-0.040000000000000036,2.592,2.62,2.56,0.06000000000000005,0.040000000000000036,2.486,2.52,2.47,0.04999999999999982,0.009999999999999787,2.5260000000000002,2.58,2.48,0.10000000000000009,0.040000000000000036,5004,7791,770,7021,5216
2019-07-21,2.544,2.6,2.48,0.1200000000000001,0.08000000000000007,2.58,2.63,2.56,0.06999999999999984,0.06999999999999984,2.4899999999999998,2.53,2.48,0.04999999999999982,0.04999999999999982,2.52,2.59,2.48,0.10999999999999988,0.04999999999999982,7503,10209,4654,5555,2069
2019-07-28,2.464,2.52,2.4,0.1200000000000001,-0.08000000000000007,2.56,2.64,2.48,0.16000000000000014,-0.08000000000000007,2.392,2.48,2.24,0.23999999999999977,-0.20000000000000018,2.412,2.5,2.24,0.2599999999999998,-0.14000000000000012,62305,148117,10651,137466,22881
2019-08-04,2.244,2.36,2.16,0.19999999999999973,0.10000000000000009,2.328,2.38,2.24,0.13999999999999968,0.04999999999999982,2.184,2.22,2.12,0.10000000000000009,-0.020000000000000018,2.204,2.25,2.16,0.08999999999999986,0.009999999999999787,8331,14040,4454,9586,-5901
2019-08-11,2.036,2.2,1.7,0.5000000000000002,-0.5000000000000002,2.092,2.24,1.84,0.40000000000000013,-0.40000000000000013,1.8900000000000001,2.08,1.56,0.52,-0.52,1.942,2.08,1.7,0.3800000000000001,-0.31000000000000005,77993,180421,12676,167745,164393
2019-08-18,2.0460000000000003,2.19,1.81,0.3799999999999999,0.3799999999999999,2.458,2.85,2.2,0.6499999999999999,0.5700000000000003,1.978,2.14,1.77,0.3700000000000001,0.3500000000000001,2.154,2.29,1.86,0.42999999999999994,0.42999999999999994,492549,1041665,74228,967437,792921
2019-08-25,2.1,2.33,1.85,0.48,-0.48,2.15,2.33,1.99,0.3400000000000001,-0.3400000000000001,1.968,2.2,1.73,0.4700000000000002,-0.3500000000000001,2.028,2.28,1.85,0.4299999999999997,-0.32999999999999985,74199,110210,35303,74907,-73510
2019-09-01,1.94,1.96,1.9,0.06000000000000005,0.010000000000000009,2.025,2.06,1.99,0.07000000000000006,0.050000000000000044,1.9075,1.95,1.88,0.07000000000000006,0.07000000000000006,1.9575,2.02,1.92,0.10000000000000009,0.07000000000000006,12502,19130,8525,10605,3663
2019-09-08,2.024,2.17,1.88,0.29000000000000004,0.18999999999999995,2.122,2.25,1.97,0.28,0.2400000000000002,1.952,2.05,1.88,0.16999999999999993,0.14000000000000012,2.0460000000000003,2.18,1.9,0.28000000000000025,0.20000000000000018,63536,198631,10393,188238,6158
2019-09-15,2.126,2.22,2.05,0.17000000000000037,-0.17000000000000037,2.184,2.22,2.16,0.06000000000000005,-0.06000000000000005,2.032,2.09,1.93,0.15999999999999992,-0.15999999999999992,2.088,2.19,2.01,0.18000000000000016,-0.18000000000000016,23702,36668,12240,24428,-11103
2019-09-22,2.058,2.22,1.99,0.2300000000000002,0.0,2.176,2.5,2.0,0.5,-0.5,1.974,2.0,1.95,0.050000000000000044,-0.050000000000000044,2.042,2.16,1.95,0.2100000000000002,-0.2100000000000002,42292,149273,6257,143016,-143016
2019-09-29,1.958,2.0,1.92,0.08000000000000007,0.010000000000000009,2.086,2.15,1.97,0.17999999999999994,-0.1399999999999999,1.904,1.96,1.84,0.11999999999999988,-0.05999999999999983,1.97,2.04,1.9,0.14000000000000012,0.030000000000000027,68133,92103,47473,44630,-44630
2019-10-06,1.8860000000000001,1.97,1.82,0.1499999999999999,-0.04999999999999982,1.95,1.99,1.92,0.07000000000000006,0.020000000000000018,1.776,1.82,1.7,0.1200000000000001,-0.06000000000000005,1.87,1.99,1.8,0.18999999999999995,-0.020000000000000018,11069,14483,4579,9904,-2940
2019-10-13,1.834,1.95,1.74,0.20999999999999996,0.09999999999999987,2.08,2.33,1.85,0.48,0.48,1.8,1.95,1.71,0.24,0.22999999999999998,1.952,2.29,1.73,0.56,0.56,55409,123267,10930,112337,77714
2019-10-20,2.238,2.28,2.21,0.06999999999999984,-0.06999999999999984,2.326,2.45,2.22,0.22999999999999998,-0.05999999999999961,2.154,2.24,2.06,0.18000000000000016,-0.009999999999999787,2.208,2.28,2.16,0.11999999999999966,0.040000000000000036,33918,47649,20663,26986,6302
2019-10-27,1.978,2.02,1.92,0.10000000000000009,-0.020000000000000018,2.054,2.21,2.0,0.20999999999999996,-0.18000000000000016,1.936,1.95,1.91,0.040000000000000036,0.040000000000000036,1.988,2.03,1.96,0.06999999999999984,0.05999999999999983,27701,82700,5863,76837,-59732
