Date,BVSN_Open_average,BVSN_Open_max,BVSN_Open_min,BVSN_Open_volatility,BVSN_Open_change,BVSN_High_average,BVSN_High_max,BVSN_High_min,BVSN_High_volatility,BVSN_High_change,BVSN_Low_average,BVSN_Low_max,BVSN_Low_min,BVSN_Low_volatility,BVSN_Low_change,BVSN_Close_average,BVSN_Close_max,BVSN_Close_min,BVSN_Close_volatility,BVSN_Close_change,BVSN_Volume_average,BVSN_Volume_max,BVSN_Volume_min,BVSN_Volume_volatility,BVSN_Volume_change
2018-01-14,3.406,3.5,3.3,0.20000000000000018,-0.10000000000000009,3.468,3.54,3.45,0.08999999999999986,-0.08999999999999986,3.32,3.37,3.28,0.0900000000000003,0.020000000000000018,3.42,3.45,3.35,0.10000000000000009,-0.050000000000000266,8946,15375,3078,12297,-11513
2018-01-21,3.312,3.4,3.25,0.1499999999999999,-0.1499999999999999,3.374,3.47,3.26,0.2100000000000004,-0.2100000000000004,3.2199999999999998,3.3,3.05,0.25,-0.25,3.296,3.35,3.15,0.20000000000000018,-0.20000000000000018,8741,14667,6625,8042,6336
2018-01-28,3.04,3.1,3.0,0.10000000000000009,-0.04999999999999982,3.13,3.2,3.0,0.20000000000000018,-0.1499999999999999,2.9699999999999998,3.05,2.8,0.25,-0.20000000000000018,2.996,3.1,2.8,0.30000000000000027,-0.25,7654,11819,4605,7214,6379
2018-02-04,2.908,2.95,2.79,0.16000000000000014,0.16000000000000014,2.98,3.12,2.9,0.2200000000000002,0.050000000000000266,2.85,2.95,2.75,0.20000000000000018,0.04999999999999982,2.934,2.99,2.88,0.11000000000000032,0.07000000000000028,9162,14592,2685,11907,-7805
2018-02-11,2.9,2.91,2.89,0.020000000000000018,0.009999999999999787,2.935,3.0,2.89,0.10999999999999988,0.009999999999999787,2.875,2.91,2.8,0.11000000000000032,-0.0900000000000003,2.9050000000000002,2.95,2.85,0.10000000000000009,-0.040000000000000036,5273,10387,199,10188,10188
2018-02-18,2.7479999999999998,2.8,2.71,0.08999999999999986,-0.04999999999999982,2.768,2.83,2.71,0.1200000000000001,-0.08000000000000007,2.682,2.8,2.6,0.19999999999999973,-0.19999999999999973,2.726,2.83,2.65,0.18000000000000016,-0.1299999999999999,4076,10649,1129,9520,2423
2018-02-25,2.798,2.95,2.65,0.30000000000000027,0.30000000000000027,2.914,3.0,2.84,0.16000000000000014,0.0,2.75,2.8,2.65,0.1499999999999999,0.1499999999999999,2.86,2.95,2.75,0.20000000000000018,0.0,3293,5674,518,5156,837
2018-03-04,2.902,2.98,2.75,0.22999999999999998,-0.22999999999999998,2.916,3.0,2.78,0.2200000000000002,-0.2200000000000002,2.82,2.95,2.65,0.30000000000000027,-0.25,2.84,2.95,2.7,0.25,-0.25,3977,15096,154,14942,1022
2018-03-11,2.642,2.91,2.4,0.5100000000000002,-0.3999999999999999,2.698,2.91,2.5,0.41000000000000014,-0.2999999999999998,2.4739999999999998,2.62,2.3,0.3200000000000003,-0.19999999999999973,2.56,2.7,2.4,0.30000000000000027,-0.30000000000000027,7814,15163,1980,13183,7458
2018-03-18,2.77,3.15,2.5,0.6499999999999999,0.20000000000000018,2.936,3.15,2.55,0.6000000000000001,0.38000000000000034,2.66,2.85,2.5,0.3500000000000001,0.20000000000000018,2.886,3.1,2.55,0.5500000000000003,0.38000000000000034,6393,12013,416,11597,-4025
