Date,PowerShares DB G10 Currency HarvestEtf_Open_average,PowerShares DB G10 Currency HarvestEtf_Open_max,PowerShares DB G10 Currency HarvestEtf_Open_min,PowerShares DB G10 Currency HarvestEtf_Open_volatility,PowerShares DB G10 Currency HarvestEtf_Open_change,PowerShares DB G10 Currency HarvestEtf_High_average,PowerShares DB G10 Currency HarvestEtf_High_max,PowerShares DB G10 Currency HarvestEtf_High_min,PowerShares DB G10 Currency HarvestEtf_High_volatility,PowerShares DB G10 Currency HarvestEtf_High_change,PowerShares DB G10 Currency HarvestEtf_Low_average,PowerShares DB G10 Currency HarvestEtf_Low_max,PowerShares DB G10 Currency HarvestEtf_Low_min,PowerShares DB G10 Currency HarvestEtf_Low_volatility,PowerShares DB G10 Currency HarvestEtf_Low_change,PowerShares DB G10 Currency HarvestEtf_Close_average,PowerShares DB G10 Currency HarvestEtf_Close_max,PowerShares DB G10 Currency HarvestEtf_Close_min,PowerShares DB G10 Currency HarvestEtf_Close_volatility,PowerShares DB G10 Currency HarvestEtf_Close_change
2018-01-14,23.46,23.46,23.46,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-01-21,23.44,23.44,23.44,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-01-28,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2018-02-04,23.32,23.32,23.32,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2018-02-11,23.14,23.14,23.14,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2018-02-18,23.37,23.37,23.37,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-02-25,22.11,22.11,22.11,0.0,0.0,23.26,23.26,23.26,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-03-04,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2018-03-11,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2018-03-18,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2018-03-25,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-04-01,23.72,23.72,23.72,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-04-08,24.01,24.01,24.01,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-04-15,23.85,23.85,23.85,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-04-22,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-04-29,24.31,24.31,24.31,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2018-05-06,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-05-13,24.24,24.24,24.24,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-05-20,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2018-05-27,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-06-03,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-06-10,24.41,24.41,24.41,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-06-17,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2018-06-24,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2018-07-01,24.09,24.09,24.09,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2018-07-08,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-07-15,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-07-22,24.24,24.24,24.24,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-07-29,24.34,24.34,24.34,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-08-05,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-08-12,24.44,24.44,24.44,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-08-19,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2018-08-26,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-09-02,23.83,23.83,23.83,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-09-09,23.79,23.79,23.79,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2018-09-16,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-09-23,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-09-30,24.16,24.16,24.16,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2018-10-07,24.0,24.0,24.0,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2018-10-14,24.18,24.18,24.18,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-10-21,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-10-28,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-11-04,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-11-11,24.51,24.51,24.51,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2018-11-18,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-11-25,24.6,24.6,24.6,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2018-12-02,24.3,24.3,24.3,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2018-12-09,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-12-16,24.03,24.03,24.03,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-12-23,23.25,23.25,23.25,0.0,0.0,23.7,23.7,23.7,0.0,0.0,22.61,22.61,22.61,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2018-12-30,23.83,23.83,23.83,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-01-06,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-01-13,24.17,24.17,24.17,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-01-20,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2019-01-27,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-02-03,24.4,24.4,24.4,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-02-10,24.54,24.54,24.54,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2019-02-17,24.68,24.68,24.68,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-02-24,24.49,24.49,24.49,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-03-03,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-03-10,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-03-17,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-03-24,24.38,24.38,24.38,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-03-31,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-04-07,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-04-14,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2019-04-21,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-04-28,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-05-05,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-05-12,24.18,24.18,24.18,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-05-19,24.2,24.2,24.2,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-05-26,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-06-02,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-06-09,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-06-16,23.82,23.82,23.82,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.82,23.82,23.82,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-06-23,24.2,24.2,24.2,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-06-30,24.43,24.43,24.43,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-07-07,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-07-14,24.55,24.55,24.55,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.56,24.56,24.56,0.0,0.0
