Date,PureFunds Video Game TechEtf_Open_average,PureFunds Video Game TechEtf_Open_max,PureFunds Video Game TechEtf_Open_min,PureFunds Video Game TechEtf_Open_volatility,PureFunds Video Game TechEtf_Open_change,PureFunds Video Game TechEtf_High_average,PureFunds Video Game TechEtf_High_max,PureFunds Video Game TechEtf_High_min,PureFunds Video Game TechEtf_High_volatility,PureFunds Video Game TechEtf_High_change,PureFunds Video Game TechEtf_Low_average,PureFunds Video Game TechEtf_Low_max,PureFunds Video Game TechEtf_Low_min,PureFunds Video Game TechEtf_Low_volatility,PureFunds Video Game TechEtf_Low_change,PureFunds Video Game TechEtf_Close_average,PureFunds Video Game TechEtf_Close_max,PureFunds Video Game TechEtf_Close_min,PureFunds Video Game TechEtf_Close_volatility,PureFunds Video Game TechEtf_Close_change
2018-01-14,50.27,50.27,50.27,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2018-01-21,51.62,51.62,51.62,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2018-01-28,50.8,50.8,50.8,0.0,0.0,50.82,50.82,50.82,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2018-02-04,46.43,46.43,46.43,0.0,0.0,47.02,47.02,47.02,0.0,0.0,45.3,45.3,45.3,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2018-02-11,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-02-18,49.6,49.6,49.6,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-02-25,47.96,47.96,47.96,0.0,0.0,49.05,49.05,49.05,0.0,0.0,47.58,47.58,47.58,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-03-04,50.85,50.85,50.85,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.56,50.56,50.56,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2018-03-11,50.41,50.41,50.41,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-03-18,49.1,49.1,49.1,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-03-25,48.13,48.13,48.13,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-04-01,47.55,47.55,47.55,0.0,0.0,48.02,48.02,48.02,0.0,0.0,46.86,46.86,46.86,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2018-04-08,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-04-15,47.99,47.99,47.99,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-04-22,47.74,47.74,47.74,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2018-04-29,47.83,47.83,47.83,0.0,0.0,48.54,48.54,48.54,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-05-06,50.39,50.39,50.39,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2018-05-13,51.42,51.42,51.42,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2018-05-20,52.13,52.13,52.13,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-05-27,53.29,53.29,53.29,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-06-03,53.83,53.83,53.83,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.68,53.68,53.68,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-06-10,52.57,52.57,52.57,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2018-06-17,51.23,51.23,51.23,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2018-06-24,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-07-01,48.89,48.89,48.89,0.0,0.0,49.49,49.49,49.49,0.0,0.0,48.54,48.54,48.54,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2018-07-08,50.18,50.18,50.18,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2018-07-15,49.77,49.77,49.77,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2018-07-22,49.9,49.9,49.9,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-07-29,48.23,48.23,48.23,0.0,0.0,48.4,48.4,48.4,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-08-05,47.4,47.4,47.4,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-08-12,45.16,45.16,45.16,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2018-08-19,47.13,47.13,47.13,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-08-26,47.43,47.43,47.43,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-09-02,46.3,46.3,46.3,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2018-09-09,47.12,47.12,47.12,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-09-16,47.48,47.48,47.48,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-09-23,47.38,47.38,47.38,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2018-09-30,45.4,45.4,45.4,0.0,0.0,45.62,45.62,45.62,0.0,0.0,44.83,44.83,44.83,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-10-07,43.38,43.38,43.38,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2018-10-14,42.97,42.97,42.97,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2018-10-21,40.01,40.01,40.01,0.0,0.0,40.59,40.59,40.59,0.0,0.0,39.57,39.57,39.57,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2018-10-28,42.84,42.84,42.84,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2018-11-04,41.81,41.81,41.81,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-11-11,40.49,40.49,40.49,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2018-11-18,39.43,39.43,39.43,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2018-11-25,41.28,41.28,41.28,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2018-12-02,40.19,40.19,40.19,0.0,0.0,40.63,40.63,40.63,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-12-09,39.59,39.59,39.59,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-12-16,38.7,38.7,38.7,0.0,0.0,39.0,39.0,39.0,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2018-12-23,38.99,38.99,38.99,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2018-12-30,38.91,38.91,38.91,0.0,0.0,40.14,40.14,40.14,0.0,0.0,38.71,38.71,38.71,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-01-06,41.36,41.36,41.36,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-01-13,42.51,42.51,42.51,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-01-20,42.5,42.5,42.5,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-01-27,42.47,42.47,42.47,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-02-03,41.39,41.39,41.39,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-02-10,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2019-02-17,42.19,42.19,42.19,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2019-02-24,42.72,42.72,42.72,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2019-03-03,41.51,41.51,41.51,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-03-10,43.35,43.35,43.35,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-03-17,44.58,44.58,44.58,0.0,0.0,44.58,44.58,44.58,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-03-24,44.42,44.42,44.42,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-03-31,45.66,45.66,45.66,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2019-04-07,45.8,45.8,45.8,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-04-14,45.15,45.15,45.15,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2019-04-21,44.74,44.74,44.74,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2019-04-28,45.14,45.14,45.14,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-05-05,43.64,43.64,43.64,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2019-05-12,43.59,43.59,43.59,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2019-05-19,42.45,42.45,42.45,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-05-26,42.0,42.0,42.0,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-06-02,42.5,42.5,42.5,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-06-09,42.51,42.51,42.51,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-06-16,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2019-06-23,42.83,42.83,42.83,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2019-06-30,42.3,42.3,42.3,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-07-07,42.15,42.15,42.15,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-07-14,41.51,41.51,41.51,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2019-07-21,41.24,41.24,41.24,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2019-07-28,40.45,40.45,40.45,0.0,0.0,40.54,40.54,40.54,0.0,0.0,39.76,39.76,39.76,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-08-04,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-08-11,38.86,38.86,38.86,0.0,0.0,39.29,39.29,39.29,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-08-18,40.41,40.41,40.41,0.0,0.0,40.68,40.68,40.68,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
