Date,PureFunds Video Game TechEtf_Open_average,PureFunds Video Game TechEtf_Open_max,PureFunds Video Game TechEtf_Open_min,PureFunds Video Game TechEtf_Open_volatility,PureFunds Video Game TechEtf_Open_change,PureFunds Video Game TechEtf_High_average,PureFunds Video Game TechEtf_High_max,PureFunds Video Game TechEtf_High_min,PureFunds Video Game TechEtf_High_volatility,PureFunds Video Game TechEtf_High_change,PureFunds Video Game TechEtf_Low_average,PureFunds Video Game TechEtf_Low_max,PureFunds Video Game TechEtf_Low_min,PureFunds Video Game TechEtf_Low_volatility,PureFunds Video Game TechEtf_Low_change,PureFunds Video Game TechEtf_Close_average,PureFunds Video Game TechEtf_Close_max,PureFunds Video Game TechEtf_Close_min,PureFunds Video Game TechEtf_Close_volatility,PureFunds Video Game TechEtf_Close_change
2019-08-25,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-09-01,41.48,41.48,41.48,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2019-09-08,42.36,42.36,42.36,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-09-15,42.07,42.07,42.07,0.0,0.0,42.26,42.26,42.26,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2019-09-22,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-09-29,41.07,41.07,41.07,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-10-06,41.12,41.12,41.12,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-10-13,41.53,41.53,41.53,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2019-10-20,41.56,41.56,41.56,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-10-27,42.08,42.08,42.08,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-11-03,42.29,42.29,42.29,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2019-11-10,42.39,42.39,42.39,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2019-11-17,42.26,42.26,42.26,0.0,0.0,42.26,42.26,42.26,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2019-11-24,42.59,42.59,42.59,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-12-01,43.36,43.36,43.36,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.5,43.5,43.5,0.0,0.0
2019-12-08,43.74,43.74,43.74,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-12-15,44.3,44.3,44.3,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-12-22,44.86,44.86,44.86,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-12-29,44.91,44.91,44.91,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.12,45.12,45.12,0.0,0.0
