Date,DTE_stock_Open_average,DTE_stock_Open_max,DTE_stock_Open_min,DTE_stock_Open_volatility,DTE_stock_Open_change,DTE_stock_High_average,DTE_stock_High_max,DTE_stock_High_min,DTE_stock_High_volatility,DTE_stock_High_change,DTE_stock_Low_average,DTE_stock_Low_max,DTE_stock_Low_min,DTE_stock_Low_volatility,DTE_stock_Low_change,DTE_stock_Close_average,DTE_stock_Close_max,DTE_stock_Close_min,DTE_stock_Close_volatility,DTE_stock_Close_change,DTE_stock_Volume_average,DTE_stock_Volume_max,DTE_stock_Volume_min,DTE_stock_Volume_volatility,DTE_stock_Volume_change
2018-01-14,104.0725,104.45,103.37,1.0799999999999983,-0.7800000000000011,104.3475,104.66,103.89,0.769999999999996,-0.769999999999996,103.0475,103.52,102.84,0.6799999999999926,-0.12999999999999545,103.7125,104.14,103.15,0.9899999999999949,-0.9899999999999949,1467227,2204387,1137119,1067268,-974977
2018-01-21,104.384,106.03,103.42,2.6099999999999994,2.450000000000003,105.286,106.24,104.17,2.069999999999993,2.069999999999993,103.848,104.51,103.14,1.3700000000000045,1.3700000000000045,104.784,105.96,103.36,2.5999999999999943,2.1400000000000006,1203360,1554327,1061670,492657,28551
2018-01-28,104.572,105.76,103.71,2.0500000000000114,-1.2800000000000011,105.226,106.35,104.11,2.239999999999995,-0.9500000000000028,103.656,104.04,102.93,1.1099999999999994,-1.1099999999999994,104.354,105.64,103.28,2.3599999999999994,-1.1099999999999994,2006081,2827492,1207515,1619977,-637168
2018-02-04,100.19200000000001,103.02,98.77,4.25,-4.25,101.564,104.1,100.44,3.6599999999999966,-2.239999999999995,99.11,101.72,97.66,4.060000000000002,-3.069999999999993,100.036,102.0,98.49,3.510000000000005,-0.9399999999999977,1915662,3112835,1157299,1955536,-410553
2018-02-11,101.626,102.73,101.06,1.6700000000000017,1.5,102.946,105.56,101.56,4.0,4.0,101.00200000000001,102.53,100.06,2.469999999999999,2.469999999999999,102.612,105.22,101.23,3.989999999999995,3.969999999999999,1236974,1716854,950154,766700,144126
2018-02-18,103.1275,105.05,101.94,3.1099999999999994,-3.1099999999999994,104.36250000000001,105.7,102.93,2.769999999999996,-1.0,102.0325,102.89,101.49,1.4000000000000057,-1.019999999999996,102.915,104.7,101.86,2.8400000000000034,1.5,1114508,1398798,978278,420520,-344894
2018-02-25,102.54599999999999,104.95,100.71,4.240000000000009,-4.240000000000009,103.216,105.06,101.91,3.1500000000000057,-3.1500000000000057,101.238,103.58,99.82,3.760000000000005,-3.760000000000005,101.61800000000001,103.76,100.73,3.030000000000001,-2.969999999999999,1427277,2176531,876094,1300437,-48471
2018-03-04,100.902,102.43,100.16,2.2700000000000102,-0.29999999999999716,101.614,102.72,100.59,2.1299999999999955,-2.1299999999999955,99.974,100.68,99.52,1.1600000000000108,-0.6299999999999955,100.924,102.57,99.92,2.6499999999999915,-2.039999999999992,1068090,1466819,824643,642176,403659
2018-03-11,101.176,102.0,100.36,1.6400000000000006,0.7900000000000063,102.04,102.53,101.51,1.019999999999996,0.769999999999996,100.722,101.17,100.28,0.8900000000000006,0.6700000000000017,101.52,102.27,100.91,1.3599999999999994,1.3599999999999994,1764902,3391414,940547,2450867,1853800
2018-03-18,102.408,102.71,102.11,0.5999999999999943,0.5999999999999943,103.55,104.73,102.81,1.9200000000000017,0.6599999999999966,101.654,102.43,100.98,1.4500000000000028,-0.5699999999999932,102.102,102.55,101.09,1.4599999999999937,-1.0999999999999943,1471676,1992659,779145,1213514,-833012
