Date,TMStock_Open_average,TMStock_Open_max,TMStock_Open_min,TMStock_Open_volatility,TMStock_Open_change,TMStock_High_average,TMStock_High_max,TMStock_High_min,TMStock_High_volatility,TMStock_High_change,TMStock_Low_average,TMStock_Low_max,TMStock_Low_min,TMStock_Low_volatility,TMStock_Low_change,TMStock_Close_average,TMStock_Close_max,TMStock_Close_min,TMStock_Close_volatility,TMStock_Close_change,TMStock_Volume_average,TMStock_Volume_max,TMStock_Volume_min,TMStock_Volume_volatility,TMStock_Volume_change
2018-01-14,139.745,140.62,139.2,1.420000000000016,0.6899999999999977,140.0275,140.99,139.31,1.6800000000000068,0.8100000000000023,138.7525,139.65,137.59,2.0600000000000023,1.7700000000000102,139.2925,140.72,137.97,2.75,1.8799999999999955,249434,394997,170634,224363,-87497
2018-01-21,139.38,139.63,138.97,0.6599999999999966,0.37999999999999545,139.572,139.74,139.4,0.3400000000000034,0.3400000000000034,138.548,138.95,137.71,1.2399999999999807,0.21999999999999886,139.09,139.56,138.18,1.3799999999999955,0.1599999999999966,248342,319295,164831,154464,69483
2018-01-28,139.10399999999998,139.98,138.24,1.7399999999999807,-1.049999999999983,139.49800000000002,140.46,138.52,1.9399999999999977,-1.4699999999999989,138.13400000000001,139.46,136.59,2.8700000000000045,-2.8700000000000045,138.498,139.62,136.62,3.0,-2.9099999999999966,222906,253194,170017,83177,3639
2018-02-04,136.51,138.2,134.35,3.8499999999999943,1.6599999999999966,138.06,139.48,136.11,3.369999999999976,1.5299999999999727,133.77,136.85,131.31,5.539999999999992,1.7199999999999989,135.714,138.76,131.93,6.829999999999984,4.639999999999986,373136,513279,217796,295483,119189
2018-02-11,135.106,137.76,132.74,5.019999999999982,-1.829999999999984,136.42,139.14,135.29,3.8499999999999943,-2.3799999999999955,134.556,136.79,132.16,4.6299999999999955,-0.8899999999999864,136.15,138.76,135.04,3.719999999999999,-2.5600000000000023,239006,300097,158687,141410,-96433
2018-02-18,135.8025,136.07,135.62,0.44999999999998863,0.37000000000000455,136.5925,137.08,136.19,0.8900000000000148,0.4900000000000091,135.22,135.73,134.8,0.9299999999999784,0.3299999999999841,135.7275,137.03,134.8,2.2299999999999898,1.1800000000000068,130801,148058,101926,46132,-27014
2018-02-25,134.784,137.73,129.17,8.560000000000002,-8.200000000000017,135.404,138.56,130.73,7.8300000000000125,-7.8300000000000125,133.15,137.06,128.6,8.460000000000008,-8.460000000000008,134.008,138.43,130.39,8.04000000000002,-7.840000000000003,214074,444166,125592,318574,88661
2018-03-04,129.656,131.68,128.62,3.0600000000000023,-0.6800000000000068,130.64,131.84,129.81,2.030000000000001,-1.289999999999992,128.94,130.74,127.86,2.8800000000000097,-1.1000000000000085,130.28,131.34,129.56,1.7800000000000011,-1.2800000000000011,269515,473064,161486,311578,311578
2018-03-11,130.51,131.21,130.04,1.170000000000016,0.040000000000020464,130.958,131.21,130.41,0.8000000000000114,-0.5900000000000034,129.88,130.04,129.66,0.37999999999999545,-0.13999999999998636,130.128,130.39,129.91,0.47999999999998977,-0.4300000000000068,125615,174175,91370,82805,-52620
2018-03-18,128.352,129.29,126.45,2.839999999999989,-2.7099999999999937,128.862,130.2,126.72,3.4799999999999898,-2.6299999999999955,127.21000000000001,128.87,124.46,4.410000000000011,-2.7900000000000063,127.578,129.28,124.5,4.780000000000001,-3.3400000000000034,151949,223184,69080,154104,43598
