Date,John Hancock Multifactor Materials_Open_average,John Hancock Multifactor Materials_Open_max,John Hancock Multifactor Materials_Open_min,John Hancock Multifactor Materials_Open_volatility,John Hancock Multifactor Materials_Open_change,John Hancock Multifactor Materials_High_average,John Hancock Multifactor Materials_High_max,John Hancock Multifactor Materials_High_min,John Hancock Multifactor Materials_High_volatility,John Hancock Multifactor Materials_High_change,John Hancock Multifactor Materials_Low_average,John Hancock Multifactor Materials_Low_max,John Hancock Multifactor Materials_Low_min,John Hancock Multifactor Materials_Low_volatility,John Hancock Multifactor Materials_Low_change,John Hancock Multifactor Materials_Close_average,John Hancock Multifactor Materials_Close_max,John Hancock Multifactor Materials_Close_min,John Hancock Multifactor Materials_Close_volatility,John Hancock Multifactor Materials_Close_change
2018-03-25,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2018-04-01,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-04-08,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-04-15,35.83,35.83,35.83,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-04-22,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-04-29,33.74,33.74,33.74,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-05-06,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-05-13,35.68,35.68,35.68,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-05-20,35.19,35.19,35.19,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-05-27,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2018-06-03,36.06,36.06,36.06,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2018-06-10,35.3,35.3,35.3,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-06-17,34.34,34.34,34.34,0.0,0.0,34.57,34.57,34.57,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-06-24,34.1,34.1,34.1,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-07-01,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-07-08,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2018-07-15,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-07-22,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2018-07-29,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2018-08-05,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-08-12,34.37,34.37,34.37,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-08-19,35.02,35.02,35.02,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-08-26,34.52,34.52,34.52,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2018-09-02,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-09-09,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-09-16,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2018-09-23,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-09-30,33.58,33.58,33.58,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-10-07,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-10-14,30.57,30.57,30.57,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-10-21,30.41,30.41,30.41,0.0,0.0,30.59,30.59,30.59,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2018-10-28,31.8,31.8,31.8,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-11-04,31.81,31.81,31.81,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-11-11,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-11-18,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-11-25,31.65,31.65,31.65,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2018-12-02,29.51,29.51,29.51,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-12-09,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2018-12-16,27.04,27.04,27.04,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2018-12-23,28.33,28.33,28.33,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2018-12-30,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-01-06,29.62,29.62,29.62,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-01-13,30.3,30.3,30.3,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-01-20,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2019-01-27,30.96,30.96,30.96,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-02-03,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-02-10,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-02-17,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-02-24,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-03-03,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-03-10,31.8,31.8,31.8,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-03-17,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-03-24,32.37,32.37,32.37,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-03-31,33.01,33.01,33.01,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-04-07,33.02,33.02,33.02,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-04-14,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-04-21,32.44,32.44,32.44,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2019-04-28,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-05-05,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-05-12,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-05-19,30.1,30.1,30.1,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-05-26,29.84,29.84,29.84,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-06-02,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2019-06-09,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-06-16,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-06-23,32.83,32.83,32.83,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-06-30,32.74,32.74,32.74,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2019-07-07,32.46,32.46,32.46,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-07-14,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-07-21,33.08,33.08,33.08,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-07-28,31.4,31.4,31.4,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-08-04,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-08-11,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-08-18,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-08-25,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-09-01,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-09-08,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-09-15,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-09-22,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-09-29,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-10-06,32.44,32.44,32.44,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-10-13,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-10-20,33.41,33.41,33.41,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-10-27,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-11-03,34.38,34.38,34.38,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-11-10,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-11-17,34.3,34.3,34.3,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-11-24,34.5,34.5,34.5,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-12-01,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-12-08,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-12-15,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-12-22,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-12-29,34.23,34.23,34.23,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.27,34.27,34.27,0.0,0.0
