Date,SPDR S&P Global Natural ResourcesEtf_Open_average,SPDR S&P Global Natural ResourcesEtf_Open_max,SPDR S&P Global Natural ResourcesEtf_Open_min,SPDR S&P Global Natural ResourcesEtf_Open_volatility,SPDR S&P Global Natural ResourcesEtf_Open_change,SPDR S&P Global Natural ResourcesEtf_High_average,SPDR S&P Global Natural ResourcesEtf_High_max,SPDR S&P Global Natural ResourcesEtf_High_min,SPDR S&P Global Natural ResourcesEtf_High_volatility,SPDR S&P Global Natural ResourcesEtf_High_change,SPDR S&P Global Natural ResourcesEtf_Low_average,SPDR S&P Global Natural ResourcesEtf_Low_max,SPDR S&P Global Natural ResourcesEtf_Low_min,SPDR S&P Global Natural ResourcesEtf_Low_volatility,SPDR S&P Global Natural ResourcesEtf_Low_change,SPDR S&P Global Natural ResourcesEtf_Close_average,SPDR S&P Global Natural ResourcesEtf_Close_max,SPDR S&P Global Natural ResourcesEtf_Close_min,SPDR S&P Global Natural ResourcesEtf_Close_volatility,SPDR S&P Global Natural ResourcesEtf_Close_change
2018-12-09,43.13,43.13,43.13,0.0,0.0,43.47,43.47,43.47,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2018-12-16,40.6,40.6,40.6,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2018-12-23,41.28,41.28,41.28,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-12-30,41.46,41.46,41.46,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.46,41.46,41.46,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2019-01-06,43.5,43.5,43.5,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-01-13,44.15,44.15,44.15,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2019-01-20,44.06,44.06,44.06,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-01-27,45.2,45.2,45.2,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-02-03,44.41,44.41,44.41,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2019-02-10,45.46,45.46,45.46,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-02-17,46.36,46.36,46.36,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2019-02-24,45.89,45.89,45.89,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2019-03-03,44.68,44.68,44.68,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-03-10,46.12,46.12,46.12,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-03-17,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2019-03-24,46.39,46.39,46.39,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2019-03-31,47.5,47.5,47.5,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2019-04-07,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2019-04-14,47.42,47.42,47.42,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2019-04-21,46.22,46.22,46.22,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-04-28,45.72,45.72,45.72,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.72,45.72,45.72,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2019-05-05,44.51,44.51,44.51,0.0,0.0,45.07,45.07,45.07,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-05-12,44.3,44.3,44.3,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-05-19,43.38,43.38,43.38,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-05-26,42.34,42.34,42.34,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2019-06-02,43.3,43.3,43.3,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-06-09,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-06-16,45.51,45.51,45.51,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-06-23,45.74,45.74,45.74,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-06-30,45.47,45.47,45.47,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-07-07,45.33,45.33,45.33,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-07-14,45.08,45.08,45.08,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2019-07-21,45.22,45.22,45.22,0.0,0.0,45.22,45.22,45.22,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-07-28,43.33,43.33,43.33,0.0,0.0,43.33,43.33,43.33,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2019-08-04,42.61,42.61,42.61,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-08-11,40.62,40.62,40.62,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-08-18,40.97,40.97,40.97,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-08-25,41.81,41.81,41.81,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-09-01,42.74,42.74,42.74,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2019-09-08,44.27,44.27,44.27,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-09-15,44.11,44.11,44.11,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-09-22,43.14,43.14,43.14,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2019-09-29,41.77,41.77,41.77,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.68,41.68,41.68,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-10-06,43.03,43.03,43.03,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2019-10-13,42.82,42.82,42.82,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-10-20,43.89,43.89,43.89,0.0,0.0,44.28,44.28,44.28,0.0,0.0,43.89,43.89,43.89,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2019-10-27,44.2,44.2,44.2,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-11-03,45.29,45.29,45.29,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2019-11-10,44.97,44.97,44.97,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-11-17,44.76,44.76,44.76,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-11-24,44.58,44.58,44.58,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2019-12-01,44.64,44.64,44.64,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2019-12-08,46.08,46.08,46.08,0.0,0.0,46.4,46.4,46.4,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-12-15,45.54,45.54,45.54,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2019-12-22,46.38,46.38,46.38,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-12-29,46.1,46.1,46.1,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.94,45.94,45.94,0.0,0.0
