Date,SPDR S&P Global Natural ResourcesEtf_Open_average,SPDR S&P Global Natural ResourcesEtf_Open_max,SPDR S&P Global Natural ResourcesEtf_Open_min,SPDR S&P Global Natural ResourcesEtf_Open_volatility,SPDR S&P Global Natural ResourcesEtf_Open_change,SPDR S&P Global Natural ResourcesEtf_High_average,SPDR S&P Global Natural ResourcesEtf_High_max,SPDR S&P Global Natural ResourcesEtf_High_min,SPDR S&P Global Natural ResourcesEtf_High_volatility,SPDR S&P Global Natural ResourcesEtf_High_change,SPDR S&P Global Natural ResourcesEtf_Low_average,SPDR S&P Global Natural ResourcesEtf_Low_max,SPDR S&P Global Natural ResourcesEtf_Low_min,SPDR S&P Global Natural ResourcesEtf_Low_volatility,SPDR S&P Global Natural ResourcesEtf_Low_change,SPDR S&P Global Natural ResourcesEtf_Close_average,SPDR S&P Global Natural ResourcesEtf_Close_max,SPDR S&P Global Natural ResourcesEtf_Close_min,SPDR S&P Global Natural ResourcesEtf_Close_volatility,SPDR S&P Global Natural ResourcesEtf_Close_change
2018-01-14,51.88,51.88,51.88,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2018-01-21,52.4,52.4,52.4,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-01-28,51.27,51.27,51.27,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-02-04,47.36,47.36,47.36,0.0,0.0,47.54,47.54,47.54,0.0,0.0,46.06,46.06,46.06,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2018-02-11,49.36,49.36,49.36,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2018-02-18,49.47,49.47,49.47,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-02-25,47.97,47.97,47.97,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-03-04,48.93,48.93,48.93,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-03-11,48.75,48.75,48.75,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2018-03-18,48.09,48.09,48.09,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-03-25,47.88,47.88,47.88,0.0,0.0,48.55,48.55,48.55,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-04-01,48.66,48.66,48.66,0.0,0.0,48.92,48.92,48.92,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-04-08,50.06,50.06,50.06,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2018-04-15,51.42,51.42,51.42,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-04-22,50.87,50.87,50.87,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2018-04-29,50.35,50.35,50.35,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2018-05-06,52.36,52.36,52.36,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-05-13,52.68,52.68,52.68,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-05-20,51.38,51.38,51.38,0.0,0.0,51.38,51.38,51.38,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2018-05-27,51.09,51.09,51.09,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2018-06-03,51.9,51.9,51.9,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2018-06-10,51.13,51.13,51.13,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2018-06-17,49.99,49.99,49.99,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2018-06-24,49.98,49.98,49.98,0.0,0.0,50.38,50.38,50.38,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-07-01,49.57,49.57,49.57,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.55,49.55,49.55,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-07-08,49.6,49.6,49.6,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2018-07-15,48.94,48.94,48.94,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2018-07-22,50.07,50.07,50.07,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-07-29,49.81,49.81,49.81,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-08-05,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-08-12,47.4,47.4,47.4,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-08-19,48.69,48.69,48.69,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2018-08-26,49.0,49.0,49.0,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2018-09-02,47.48,47.48,47.48,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2018-09-09,48.49,48.49,48.49,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-09-16,50.52,50.52,50.52,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2018-09-23,50.45,50.45,50.45,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2018-09-30,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-10-07,48.4,48.4,48.4,0.0,0.0,48.4,48.4,48.4,0.0,0.0,47.56,47.56,47.56,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-10-14,47.53,47.53,47.53,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-10-21,44.71,44.71,44.71,0.0,0.0,45.42,45.42,45.42,0.0,0.0,44.51,44.51,44.51,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2018-10-28,47.27,47.27,47.27,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-11-04,46.58,46.58,46.58,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-11-11,45.76,45.76,45.76,0.0,0.0,46.22,46.22,46.22,0.0,0.0,45.76,45.76,45.76,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2018-11-18,44.12,44.12,44.12,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2018-11-25,44.0,44.0,44.0,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2018-12-02,44.12,44.12,44.12,0.0,0.0,44.62,44.62,44.62,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.46,43.46,43.46,0.0,0.0
