Date,CB_Open_average,CB_Open_max,CB_Open_min,CB_Open_volatility,CB_Open_change,CB_High_average,CB_High_max,CB_High_min,CB_High_volatility,CB_High_change,CB_Low_average,CB_Low_max,CB_Low_min,CB_Low_volatility,CB_Low_change,CB_Close_average,CB_Close_max,CB_Close_min,CB_Close_volatility,CB_Close_change,CB_Volume_average,CB_Volume_max,CB_Volume_min,CB_Volume_volatility,CB_Volume_change
2018-01-14,147.316,148.54,145.96,2.579999999999984,2.579999999999984,148.084,149.82,146.17,3.6500000000000057,3.6500000000000057,146.446,148.39,144.68,3.7099999999999795,3.7099999999999795,147.778,149.79,145.67,4.1200000000000045,4.1200000000000045,1567195,1867848,1327419,540429,-431211
2018-01-21,153.666,155.5,149.8,5.699999999999989,5.699999999999989,155.316,155.91,154.19,1.7199999999999989,1.6200000000000045,152.756,154.25,149.75,4.5,4.180000000000007,154.6,155.8,153.29,2.5100000000000193,0.8300000000000125,1887479,3036061,1311417,1724644,-1701391
2018-01-28,154.434,155.84,152.99,2.8499999999999943,-0.9499999999999886,156.01,157.5,153.66,3.8400000000000034,-1.8900000000000148,152.204,154.58,146.57,8.01000000000002,-6.360000000000014,153.058,156.15,147.35,8.800000000000011,-5.710000000000008,2290456,3363810,1469096,1894714,123924
2018-02-04,144.978,147.65,141.66,5.990000000000009,-0.020000000000010232,147.324,149.64,145.59,4.049999999999983,-0.8100000000000023,141.844,144.89,140.09,4.799999999999983,1.0300000000000011,144.584,147.52,140.39,7.130000000000024,-1.2699999999999818,2886258,3508423,2205831,1302592,-1142858
2018-02-11,145.67,147.72,143.76,3.960000000000008,2.9399999999999977,147.39000000000001,148.58,145.52,3.0600000000000023,2.579999999999984,144.8725,146.28,143.36,2.9199999999999875,2.6899999999999977,146.62,147.29,145.12,2.1699999999999875,1.8799999999999955,1668576,1989089,1387834,601255,126476
2018-02-18,144.778,146.89,143.28,3.609999999999985,-2.6999999999999886,146.068,147.66,144.01,3.6500000000000057,-1.009999999999991,143.43,144.54,142.19,2.3499999999999943,-0.5099999999999909,144.476,146.14,143.07,3.069999999999993,0.6999999999999886,1607642,1996686,1270533,726153,532683
2018-02-25,142.274,146.11,139.04,7.070000000000022,-6.600000000000023,143.62,146.58,140.02,6.560000000000002,-4.100000000000023,140.36,144.19,137.49,6.699999999999989,-5.079999999999984,141.468,144.19,139.81,4.3799999999999955,-2.6299999999999955,1514677,1784650,1315306,469344,-382324
2018-03-04,142.046,144.19,140.76,3.430000000000007,2.4399999999999977,142.954,145.08,141.14,3.940000000000026,2.8600000000000136,140.708,142.17,139.57,2.5999999999999943,1.7699999999999818,142.314,144.0,140.64,3.3600000000000136,1.1599999999999966,1320938,1568986,1148954,420032,-27309
2018-03-11,141.974,144.15,140.81,3.3400000000000034,-3.3400000000000034,142.692,144.31,141.5,2.8100000000000023,-2.8100000000000023,140.468,141.77,139.47,2.3000000000000114,-2.3000000000000114,141.008,141.94,140.3,1.6399999999999864,-1.6399999999999864,1630889,2699502,1307383,1392119,107499
2018-03-18,139.194,141.68,136.09,5.590000000000003,-4.759999999999991,140.03,142.03,137.56,4.469999999999999,-4.469999999999999,137.364,140.22,134.38,5.840000000000003,-4.4199999999999875,138.162,141.32,134.57,6.75,-4.299999999999983,1436709,1939987,1068241,871746,237896
2018-03-25,137.28,138.53,136.54,1.990000000000009,-0.7700000000000102,138.35,138.99,137.0,1.990000000000009,-1.6500000000000057,134.86,136.74,131.14,5.600000000000023,-4.900000000000006,136.2575,138.26,133.3,4.9599999999999795,-3.3999999999999773,2053887,3329822,1599326,1730496,1707972
2018-04-01,134.574,136.61,133.28,3.3300000000000125,1.079999999999984,136.37800000000001,137.15,135.27,1.8799999999999955,1.079999999999984,133.554,135.41,132.31,3.0999999999999943,0.4300000000000068,135.064,136.18,134.13,2.0500000000000114,-0.9200000000000159,1512951,1721821,1115292,606529,-473661
2018-04-08,135.048,135.79,134.14,1.6500000000000057,-0.5099999999999909,135.934,136.79,135.0,1.789999999999992,0.6200000000000045,133.998,134.51,133.39,1.1200000000000045,-0.09999999999999432,134.762,135.79,134.0,1.789999999999992,0.6099999999999852,1329816,1570957,1126447,444510,-298238
2018-04-15,137.182,138.22,136.45,1.7700000000000102,1.5,137.816,138.37,136.79,1.5800000000000125,0.6899999999999977,136.136,136.82,135.19,1.6299999999999955,0.8199999999999932,137.29,138.29,136.35,1.9399999999999977,1.9399999999999977,1737928,1957854,1357783,600071,-179017
2018-04-22,136.964,137.59,136.28,1.3100000000000023,1.2800000000000011,138.208,139.01,137.66,1.3499999999999943,0.009999999999990905,135.798,136.68,135.0,1.6800000000000068,0.6699999999999875,136.548,137.31,135.67,1.6400000000000148,-0.4300000000000068,1980511,2880551,1255629,1624922,-1196301
2018-04-29,133.292,135.68,130.74,4.939999999999998,-2.8700000000000045,134.168,136.21,132.29,3.920000000000016,-3.140000000000015,131.236,134.4,128.82,5.5800000000000125,-2.530000000000001,132.86,135.93,130.19,5.740000000000009,-3.219999999999999,1855303,2857981,1047822,1810159,425885
2018-05-06,134.408,136.29,132.0,4.289999999999992,4.289999999999992,135.53,136.82,133.5,3.319999999999993,3.319999999999993,133.722,135.25,132.0,3.25,2.819999999999993,134.858,136.17,132.84,3.329999999999984,2.210000000000008,1499758,1834506,1246602,587904,-260102
2018-05-13,134.284,134.56,134.05,0.5099999999999909,-0.5099999999999909,135.056,136.13,134.3,1.829999999999984,-1.5199999999999818,133.674,134.0,133.31,0.6899999999999977,-0.6899999999999977,134.18599999999998,134.57,133.54,1.0300000000000011,-0.5900000000000034,1516205,1976618,1077913,898705,-334400
2018-05-20,133.82,134.72,132.97,1.75,-0.8900000000000148,134.8125,136.01,133.85,2.1599999999999966,-1.9499999999999886,132.88,133.64,132.11,1.5299999999999727,-0.7699999999999818,133.9875,135.22,133.44,1.7800000000000011,-1.740000000000009,1267290,1509605,1094229,415376,-415376
2018-05-27,131.524,132.76,130.55,2.2099999999999795,-1.4299999999999784,132.326,132.77,132.0,0.7700000000000102,0.0,130.144,130.55,129.19,1.3600000000000136,1.3600000000000136,131.096,132.31,129.92,2.390000000000015,1.8600000000000136,1481398,1972166,994407,977759,-849643
2018-06-03,132.062,133.52,131.1,2.420000000000016,1.9800000000000182,132.712,133.74,131.59,2.1500000000000057,2.1399999999999864,130.786,132.77,129.14,3.630000000000024,2.969999999999999,132.21,133.52,130.95,2.5700000000000216,2.0500000000000114,1689019,2225472,1310890,914582,340895
2018-06-10,131.58,133.25,129.33,3.9199999999999875,-3.9199999999999875,132.244,134.0,129.58,4.4199999999999875,-4.4199999999999875,130.20600000000002,132.05,127.95,4.1000000000000085,-3.8200000000000074,131.09199999999998,132.72,129.44,3.280000000000001,-2.8799999999999955,2202625,3670309,1259759,2410550,663527
2018-06-17,126.922,129.99,125.19,4.800000000000011,-3.269999999999982,127.856,130.04,126.23,3.809999999999988,-3.6599999999999824,125.776,128.66,123.96,4.700000000000003,-4.700000000000003,126.358,129.65,124.94,4.710000000000008,-4.540000000000006,2281727,2514212,2091194,423018,215701
2018-06-24,125.704,126.88,124.81,2.069999999999993,1.3900000000000006,126.996,128.66,125.58,3.0799999999999983,1.8100000000000023,125.17,126.42,124.01,2.4099999999999966,2.1400000000000006,126.05199999999999,127.02,124.57,2.450000000000003,2.240000000000009,2038391,3039364,1195338,1844026,-352343
2018-07-01,128.0325,128.75,127.06,1.6899999999999977,1.6899999999999977,129.8475,132.14,128.54,3.5999999999999943,3.569999999999993,127.6675,128.75,127.06,1.6899999999999977,1.6899999999999977,129.2775,132.09,127.58,4.510000000000005,4.510000000000005,1522372,1882358,1171209,711149,711149
2018-07-08,132.5,133.12,132.16,0.960000000000008,-0.6299999999999955,133.174,133.66,132.5,1.1599999999999966,-0.15000000000000568,131.862,132.36,131.51,0.8500000000000227,-0.20000000000001705,132.678,133.51,131.85,1.6599999999999966,-0.13999999999998636,1897806,2781939,1134232,1647707,-1393476
2018-07-15,133.432,134.0,132.74,1.259999999999991,-0.5900000000000034,134.29,135.1,133.42,1.6800000000000068,0.030000000000001137,132.746,133.15,132.19,0.960000000000008,-0.11000000000001364,133.732,135.0,133.11,1.8899999999999864,0.5600000000000023,1590178,2104065,1332162,771903,371201
2018-07-22,135.462,137.67,132.0,5.6699999999999875,3.780000000000001,137.564,140.03,135.3,4.72999999999999,4.72999999999999,135.282,137.63,132.0,5.6299999999999955,3.9399999999999977,137.036,139.85,134.56,5.289999999999992,5.289999999999992,2008998,2338119,1506210,831909,743210
2018-07-29,138.788,140.04,137.62,2.4199999999999875,-1.2099999999999795,139.368,140.4,138.21,2.1899999999999977,-1.0700000000000216,137.722,138.63,136.69,1.9399999999999977,-0.38999999999998636,138.664,139.72,137.64,2.0800000000000125,-1.0200000000000102,1383140,2368737,893109,1475628,-1475628
2018-08-05,137.356,138.82,135.75,3.069999999999993,-3.069999999999993,137.616,139.36,135.94,3.420000000000016,-3.420000000000016,136.49,137.9,134.71,3.1899999999999977,-3.1899999999999977,136.816,138.65,134.98,3.670000000000016,-3.670000000000016,1233479,1527158,1052292,474866,282278
2018-08-12,133.388,134.38,132.62,1.759999999999991,1.5699999999999932,134.428,135.16,133.3,1.8599999999999852,1.3400000000000034,133.006,134.05,131.81,2.240000000000009,1.5500000000000114,133.818,134.85,132.68,2.1699999999999875,1.7399999999999807,1534381,2140842,954178,1186664,-1126276
2018-08-19,134.3,135.49,133.26,2.230000000000018,0.7400000000000091,135.27,136.92,133.55,3.369999999999976,1.4299999999999784,133.792,135.31,132.85,2.460000000000008,0.8600000000000136,134.624,136.51,133.13,3.3799999999999955,1.4799999999999898,1133900,1327781,929349,398432,-354748
