Date,iShares Global Financials_Open_average,iShares Global Financials_Open_max,iShares Global Financials_Open_min,iShares Global Financials_Open_volatility,iShares Global Financials_Open_change,iShares Global Financials_High_average,iShares Global Financials_High_max,iShares Global Financials_High_min,iShares Global Financials_High_volatility,iShares Global Financials_High_change,iShares Global Financials_Low_average,iShares Global Financials_Low_max,iShares Global Financials_Low_min,iShares Global Financials_Low_volatility,iShares Global Financials_Low_change,iShares Global Financials_Close_average,iShares Global Financials_Close_max,iShares Global Financials_Close_min,iShares Global Financials_Close_volatility,iShares Global Financials_Close_change
2018-01-14,74.52,74.52,74.52,0.0,0.0,75.02,75.02,75.02,0.0,0.0,74.52,74.52,74.52,0.0,0.0,75.02,75.02,75.02,0.0,0.0
2018-01-21,75.67,75.67,75.67,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2018-01-28,72.88,72.88,72.88,0.0,0.0,73.35,73.35,73.35,0.0,0.0,70.22,70.22,70.22,0.0,0.0,70.64,70.64,70.64,0.0,0.0
2018-02-04,69.97,69.97,69.97,0.0,0.0,70.81,70.81,70.81,0.0,0.0,69.65,69.65,69.65,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2018-02-11,72.33,72.33,72.33,0.0,0.0,73.12,73.12,73.12,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.63,72.63,72.63,0.0,0.0
2018-02-18,72.96,72.96,72.96,0.0,0.0,73.29,73.29,73.29,0.0,0.0,72.52,72.52,72.52,0.0,0.0,73.25,73.25,73.25,0.0,0.0
2018-02-25,70.05,70.05,70.05,0.0,0.0,71.37,71.37,71.37,0.0,0.0,70.01,70.01,70.01,0.0,0.0,71.21,71.21,71.21,0.0,0.0
2018-03-04,72.7,72.7,72.7,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2018-03-11,71.49,71.49,71.49,0.0,0.0,71.57,71.57,71.57,0.0,0.0,70.61,70.61,70.61,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2018-03-18,68.85,68.85,68.85,0.0,0.0,69.49,69.49,69.49,0.0,0.0,68.16,68.16,68.16,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2018-03-25,68.85,68.85,68.85,0.0,0.0,68.92,68.92,68.92,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2018-04-01,68.73,68.73,68.73,0.0,0.0,69.61,69.61,69.61,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.65,68.65,68.65,0.0,0.0
2018-04-08,69.54,69.54,69.54,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.54,69.54,69.54,0.0,0.0
2018-04-15,70.02,70.02,70.02,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.85,69.85,69.85,0.0,0.0,70.02,70.02,70.02,0.0,0.0
2018-04-22,69.82,69.82,69.82,0.0,0.0,69.96,69.96,69.96,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2018-04-29,68.75,68.75,68.75,0.0,0.0,69.08,69.08,69.08,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2018-05-06,70.59,70.59,70.59,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.41,70.41,70.41,0.0,0.0
2018-05-13,69.71,69.71,69.71,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.78,69.78,69.78,0.0,0.0
2018-05-20,68.48,68.48,68.48,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.23,68.23,68.23,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2018-05-27,67.8,67.8,67.8,0.0,0.0,68.09,68.09,68.09,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2018-06-03,68.44,68.44,68.44,0.0,0.0,68.74,68.74,68.74,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2018-06-10,66.56,66.56,66.56,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.82,66.82,66.82,0.0,0.0
2018-06-17,64.9,64.9,64.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2018-06-24,63.51,63.51,63.51,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.51,63.51,63.51,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2018-07-01,65.07,65.07,65.07,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2018-07-08,64.91,64.91,64.91,0.0,0.0,65.56,65.56,65.56,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-07-15,65.89,65.89,65.89,0.0,0.0,66.36,66.36,66.36,0.0,0.0,65.8,65.8,65.8,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2018-07-22,67.2,67.2,67.2,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2018-07-29,66.53,66.53,66.53,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2018-08-05,65.76,65.76,65.76,0.0,0.0,65.93,65.93,65.93,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2018-08-12,65.89,65.89,65.89,0.0,0.0,66.13,66.13,66.13,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.99,65.99,65.99,0.0,0.0
2018-08-19,66.54,66.54,66.54,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.5,66.5,66.5,0.0,0.0,67.12,67.12,67.12,0.0,0.0
2018-08-26,66.11,66.11,66.11,0.0,0.0,66.3,66.3,66.3,0.0,0.0,65.8,65.8,65.8,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2018-09-02,65.82,65.82,65.82,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2018-09-09,65.95,65.95,65.95,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.95,65.95,65.95,0.0,0.0
2018-09-16,67.93,67.93,67.93,0.0,0.0,68.01,68.01,68.01,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.44,67.44,67.44,0.0,0.0
2018-09-23,66.15,66.15,66.15,0.0,0.0,66.28,66.28,66.28,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2018-09-30,65.35,65.35,65.35,0.0,0.0,65.93,65.93,65.93,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2018-10-07,62.77,62.77,62.77,0.0,0.0,63.03,63.03,63.03,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2018-10-14,63.1,63.1,63.1,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2018-10-21,61.01,61.01,61.01,0.0,0.0,61.38,61.38,61.38,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2018-10-28,62.97,62.97,62.97,0.0,0.0,63.38,63.38,63.38,0.0,0.0,62.96,62.96,62.96,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2018-11-04,63.31,63.31,63.31,0.0,0.0,63.31,63.31,63.31,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2018-11-11,62.88,62.88,62.88,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2018-11-18,62.21,62.21,62.21,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-11-25,64.1,64.1,64.1,0.0,0.0,64.13,64.13,64.13,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2018-12-02,59.25,59.25,59.25,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2018-12-09,58.05,58.05,58.05,0.0,0.0,58.54,58.54,58.54,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2018-12-16,54.65,54.65,54.65,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2018-12-23,56.9,56.9,56.9,0.0,0.0,56.92,56.92,56.92,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2018-12-30,58.08,58.08,58.08,0.0,0.0,58.44,58.44,58.44,0.0,0.0,57.82,57.82,57.82,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2019-01-06,58.65,58.65,58.65,0.0,0.0,59.51,59.51,59.51,0.0,0.0,58.64,58.64,58.64,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2019-01-13,61.25,61.25,61.25,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-01-20,61.26,61.26,61.26,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.14,61.14,61.14,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-01-27,61.52,61.52,61.52,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-02-03,61.06,61.06,61.06,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-02-10,62.25,62.25,62.25,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2019-02-17,63.13,63.13,63.13,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2019-02-24,63.56,63.56,63.56,0.0,0.0,63.7,63.7,63.7,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.09,63.09,63.09,0.0,0.0
2019-03-03,61.95,61.95,61.95,0.0,0.0,62.44,62.44,62.44,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2019-03-10,63.83,63.83,63.83,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.83,63.83,63.83,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2019-03-17,61.02,61.02,61.02,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.64,60.64,60.64,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-03-24,62.22,62.22,62.22,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2019-03-31,63.5,63.5,63.5,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2019-04-07,64.64,64.64,64.64,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2019-04-14,65.05,65.05,65.05,0.0,0.0,65.27,65.27,65.27,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2019-04-21,65.65,65.65,65.65,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.65,65.65,65.65,0.0,0.0,66.03,66.03,66.03,0.0,0.0
2019-04-28,64.85,64.85,64.85,0.0,0.0,65.69,65.69,65.69,0.0,0.0,64.8,64.8,64.8,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2019-05-05,63.03,63.03,63.03,0.0,0.0,63.06,63.06,63.06,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2019-05-12,62.81,62.81,62.81,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.81,62.81,62.81,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-05-19,62.6,62.6,62.6,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2019-05-26,61.48,61.48,61.48,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2019-06-02,63.96,63.96,63.96,0.0,0.0,64.28,64.28,64.28,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2019-06-09,62.37,62.37,62.37,0.0,0.0,62.5,62.5,62.5,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-06-16,63.37,63.37,63.37,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2019-06-23,64.75,64.75,64.75,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2019-06-30,64.8,64.8,64.8,0.0,0.0,64.93,64.93,64.93,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2019-07-07,65.11,65.11,65.11,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.83,64.83,64.83,0.0,0.0
2019-07-14,64.4,64.4,64.4,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2019-07-21,65.06,65.06,65.06,0.0,0.0,65.06,65.06,65.06,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-07-28,61.36,61.36,61.36,0.0,0.0,61.36,61.36,61.36,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2019-08-04,60.72,60.72,60.72,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2019-08-11,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.57,60.57,60.57,0.0,0.0
2019-08-18,59.75,59.75,59.75,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2019-08-25,60.75,60.75,60.75,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2019-09-01,62.74,62.74,62.74,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.66,62.66,62.66,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2019-09-08,64.34,64.34,64.34,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-09-15,63.73,63.73,63.73,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.68,63.68,63.68,0.0,0.0,64.11,64.11,64.11,0.0,0.0
2019-09-22,64.02,64.02,64.02,0.0,0.0,64.06,64.06,64.06,0.0,0.0,63.86,63.86,63.86,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2019-09-29,62.35,62.35,62.35,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2019-10-06,63.55,63.55,63.55,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2019-10-13,65.41,65.41,65.41,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2019-10-20,66.17,66.17,66.17,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2019-10-27,67.1,67.1,67.1,0.0,0.0,67.1,67.1,67.1,0.0,0.0,66.93,66.93,66.93,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-11-03,67.35,67.35,67.35,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-11-10,67.21,67.21,67.21,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.02,67.02,67.02,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2019-11-17,67.36,67.36,67.36,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2019-11-24,67.38,67.38,67.38,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-12-01,67.75,67.75,67.75,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.62,67.62,67.62,0.0,0.0
2019-12-08,68.82,68.82,68.82,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.67,68.67,68.67,0.0,0.0
2019-12-15,68.56,68.56,68.56,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.47,68.47,68.47,0.0,0.0
2019-12-22,69.07,69.07,69.07,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.62,68.62,68.62,0.0,0.0
