Date,GRVY_Open_average,GRVY_Open_max,GRVY_Open_min,GRVY_Open_volatility,GRVY_Open_change,GRVY_High_average,GRVY_High_max,GRVY_High_min,GRVY_High_volatility,GRVY_High_change,GRVY_Low_average,GRVY_Low_max,GRVY_Low_min,GRVY_Low_volatility,GRVY_Low_change,GRVY_Close_average,GRVY_Close_max,GRVY_Close_min,GRVY_Close_volatility,GRVY_Close_change,GRVY_Volume_average,GRVY_Volume_max,GRVY_Volume_min,GRVY_Volume_volatility,GRVY_Volume_change
2018-01-14,42.968,46.53,40.0,6.530000000000001,-6.530000000000001,43.494,47.5,40.5,7.0,-7.0,40.594,44.1,38.4,5.700000000000003,-5.200000000000003,41.36,44.1,39.01,5.090000000000003,-5.090000000000003,87564,154702,32982,121720,-40464
2018-01-21,36.962,38.54,36.04,2.5,-1.9099999999999966,37.72,39.03,36.5,2.530000000000001,-2.3999999999999986,35.914,36.66,34.02,2.6399999999999935,-2.6399999999999935,36.296,37.25,34.73,2.520000000000003,-1.9400000000000048,85108,119768,53820,65948,-15274
2018-01-28,34.856,35.5,34.06,1.4399999999999977,-0.6599999999999966,36.112,38.02,35.01,3.010000000000005,3.010000000000005,33.586,34.5,31.5,3.0,-0.6499999999999986,35.158,37.5,34.06,3.4399999999999977,2.5700000000000003,124212,201386,62778,138608,118786
2018-02-04,39.344,40.73,37.76,2.969999999999999,0.7700000000000031,40.216,41.03,39.22,1.8100000000000023,-1.0,38.188,39.18,37.1,2.0799999999999983,1.3400000000000034,39.466,40.73,38.0,2.729999999999997,-0.9600000000000009,89550,140708,45174,95534,-54852
2018-02-11,39.6825,41.0,38.98,2.020000000000003,1.5,40.995,42.55,39.94,2.6099999999999994,2.049999999999997,39.47,41.0,38.85,2.1499999999999986,1.9500000000000028,40.167500000000004,41.5,39.08,2.4200000000000017,2.4200000000000017,52391,76122,26572,49550,33726
2018-02-18,41.936,42.94,41.45,1.4899999999999949,0.6499999999999986,42.332,42.97,41.97,1.0,-0.14999999999999858,40.988,42.0,39.88,2.1199999999999974,-1.5700000000000003,41.624,42.0,41.1,0.8999999999999986,-0.46000000000000085,38365,53106,27930,25176,-11042
2018-02-25,43.05,47.0,40.39,6.609999999999999,4.969999999999999,45.46,50.5,42.03,8.469999999999999,8.469999999999999,42.098,46.31,38.34,7.969999999999999,7.969999999999999,44.864,49.96,40.4,9.560000000000002,9.560000000000002,97808,179902,36012,143890,128766
2018-03-04,50.65,53.25,49.09,4.159999999999997,-1.4099999999999966,51.918,54.49,49.85,4.640000000000001,-3.490000000000002,48.238,50.5,46.33,4.170000000000002,-1.5,49.996,53.25,48.48,4.770000000000003,-4.100000000000001,87656,113440,65866,47574,-35614
2018-03-11,45.867999999999995,49.3,41.69,7.609999999999999,-3.8599999999999994,47.242,49.97,45.42,4.549999999999997,-2.469999999999999,43.022,45.49,40.4,5.090000000000003,-0.12000000000000455,45.124,46.88,42.01,4.8700000000000045,-0.6300000000000026,90541,111370,63014,48356,39050
2018-03-18,45.994,46.5,45.4,1.1000000000000014,-0.5,46.666000000000004,47.25,46.35,0.8999999999999986,-0.8999999999999986,44.802,45.4,44.26,1.1400000000000006,0.020000000000003126,45.43,46.01,44.81,1.1999999999999957,0.4099999999999966,46617,66486,16066,50420,12470
