Date,BBW_stock_Open_average,BBW_stock_Open_max,BBW_stock_Open_min,BBW_stock_Open_volatility,BBW_stock_Open_change,BBW_stock_High_average,BBW_stock_High_max,BBW_stock_High_min,BBW_stock_High_volatility,BBW_stock_High_change,BBW_stock_Low_average,BBW_stock_Low_max,BBW_stock_Low_min,BBW_stock_Low_volatility,BBW_stock_Low_change,BBW_stock_Close_average,BBW_stock_Close_max,BBW_stock_Close_min,BBW_stock_Close_volatility,BBW_stock_Close_change,BBW_stock_Volume_average,BBW_stock_Volume_max,BBW_stock_Volume_min,BBW_stock_Volume_volatility,BBW_stock_Volume_change
2018-01-14,8.3375,8.4,8.25,0.15000000000000036,0.15000000000000036,8.5125,8.6,8.45,0.15000000000000036,0.09999999999999964,8.325,8.4,8.25,0.15000000000000036,0.15000000000000036,8.4,8.5,8.3,0.1999999999999993,0.1999999999999993,142514,171729,76699,95030,-95030
2018-01-21,8.709999999999999,9.1,8.45,0.6500000000000004,0.3500000000000014,8.96,9.15,8.55,0.5999999999999996,0.5999999999999996,8.626,8.8,8.45,0.3500000000000014,0.23000000000000043,8.81,9.0,8.5,0.5,0.4499999999999993,92027,119245,61008,58237,25571
2018-01-28,8.69,8.9,8.45,0.45000000000000107,-0.45000000000000107,8.8,9.0,8.6,0.40000000000000036,-0.40000000000000036,8.540000000000001,8.8,8.3,0.5,-0.5,8.59,8.85,8.35,0.5,-0.5,87103,109084,55854,53230,37217
2018-02-04,8.28,8.35,8.0,0.34999999999999964,0.0,8.502,8.6,8.36,0.2400000000000002,0.14000000000000057,8.18,8.3,8.0,0.3000000000000007,0.15000000000000036,8.29,8.35,8.1,0.25,0.25,135384,170031,91860,78171,78171
2018-02-11,8.49,9.15,7.8,1.3500000000000005,0.8000000000000007,8.718,9.55,7.99,1.5600000000000005,1.1500000000000004,8.22,9.05,7.65,1.4000000000000004,0.9500000000000011,8.43,9.15,7.8,1.3500000000000005,0.9000000000000004,257579,565681,94582,471099,156680
2018-02-18,9.7625,10.2,9.15,1.049999999999999,1.049999999999999,10.205,10.45,10.1,0.34999999999999964,0.33000000000000007,9.475000000000001,9.8,9.0,0.8000000000000007,0.8000000000000007,9.875,10.1,9.65,0.4499999999999993,-0.14999999999999858,322014,765167,146316,618851,-618851
2018-02-25,9.51,9.95,9.05,0.8999999999999986,-0.75,9.64,10.05,9.35,0.7000000000000011,-0.6500000000000004,9.198,9.7,8.95,0.75,-0.75,9.37,9.85,9.1,0.75,-0.5999999999999996,100935,171597,61302,110295,-34406
2018-03-04,9.09,9.2,8.95,0.25,-0.20000000000000107,9.2,9.3,9.0,0.3000000000000007,-0.25,8.91,9.05,8.7,0.3500000000000014,-0.3500000000000014,9.059999999999999,9.2,8.95,0.25,-0.15000000000000036,74330,109118,51492,57626,38725
2018-03-11,8.74,8.9,8.6,0.3000000000000007,-0.3000000000000007,8.89,9.0,8.75,0.25,-0.05000000000000071,8.56,8.7,8.5,0.1999999999999993,-0.1999999999999993,8.7,8.85,8.6,0.25,0.09999999999999964,69842,93271,49502,43769,23398
2018-03-18,8.832,9.0,8.61,0.39000000000000057,-0.2400000000000002,8.95,9.1,8.8,0.29999999999999893,-0.09999999999999964,8.62,8.75,8.45,0.3000000000000007,-0.15000000000000036,8.76,8.95,8.45,0.5,-0.45000000000000107,65394,81042,55602,25440,-69
2018-03-25,9.125,9.5,8.65,0.8499999999999996,0.8499999999999996,9.450000000000001,9.55,9.3,0.25,0.25,8.925,9.05,8.55,0.5,0.5,9.2,9.3,9.15,0.15000000000000036,-0.049999999999998934,121169,140959,101580,39379,-25571
2018-04-01,9.08,9.3,8.7,0.6000000000000014,0.10000000000000142,9.33,9.6,8.95,0.6500000000000004,0.40000000000000036,8.84,9.15,8.6,0.5500000000000007,0.5,9.16,9.45,8.8,0.6499999999999986,0.5499999999999989,87888,149902,47195,102707,-50535
2018-04-08,9.636,9.75,9.45,0.3000000000000007,0.25,9.85,10.0,9.7,0.3000000000000007,-0.05000000000000071,9.416,9.58,9.25,0.33000000000000007,-0.05000000000000071,9.700000000000001,9.8,9.55,0.25,-0.09999999999999964,75022,94381,56492,37889,-24079
2018-04-15,9.64,9.7,9.5,0.1999999999999993,-0.15000000000000036,9.78,9.9,9.65,0.25,-0.25,9.52,9.65,9.45,0.20000000000000107,0.0,9.64,9.75,9.55,0.1999999999999993,-0.1999999999999993,39463,50219,28133,22086,-4383
2018-04-22,9.42,9.55,9.3,0.25,0.0,9.54,9.7,9.35,0.34999999999999964,-0.09999999999999964,9.2,9.3,9.1,0.20000000000000107,0.10000000000000142,9.39,9.55,9.25,0.3000000000000007,-0.09999999999999964,63888,89595,32257,57338,-57338
