Date,MANT_Open_average,MANT_Open_max,MANT_Open_min,MANT_Open_volatility,MANT_Open_change,MANT_High_average,MANT_High_max,MANT_High_min,MANT_High_volatility,MANT_High_change,MANT_Low_average,MANT_Low_max,MANT_Low_min,MANT_Low_volatility,MANT_Low_change,MANT_Close_average,MANT_Close_max,MANT_Close_min,MANT_Close_volatility,MANT_Close_change,MANT_Volume_average,MANT_Volume_max,MANT_Volume_min,MANT_Volume_volatility,MANT_Volume_change
2018-01-14,51.8725,52.13,51.63,0.5,-0.2700000000000031,52.535,53.08,52.27,0.8099999999999952,0.8099999999999952,51.427499999999995,51.73,51.09,0.6399999999999935,0.6399999999999935,51.995000000000005,52.72,51.34,1.3799999999999955,1.3799999999999955,232868,270299,194917,75382,-9370
2018-01-21,52.156,52.66,51.36,1.2999999999999972,-1.2899999999999991,52.656,53.31,51.71,1.6000000000000014,-0.44000000000000483,51.56,52.33,50.67,1.6599999999999966,-0.9699999999999989,52.042,52.82,51.35,1.4699999999999989,-0.6300000000000026,157117,272680,98814,173866,48593
2018-01-28,51.9,52.18,51.77,0.4099999999999966,-0.259999999999998,52.258,52.49,52.03,0.46000000000000085,-0.46000000000000085,51.33,51.89,50.62,1.2700000000000031,-0.7199999999999989,51.87,52.31,51.25,1.0600000000000023,-0.8200000000000003,105992,133791,86246,47545,14298
2018-02-04,48.932,50.76,47.5,3.259999999999998,-1.6199999999999974,49.806,51.01,49.09,1.9199999999999946,-0.8900000000000006,47.726,48.58,46.0,2.5799999999999983,0.1599999999999966,48.854,49.66,48.21,1.4499999999999957,1.009999999999998,219983,259704,198239,61465,31108
2018-02-11,51.226,52.67,50.13,2.539999999999999,2.539999999999999,52.236000000000004,53.51,51.09,2.4199999999999946,2.4199999999999946,50.734,52.4,48.96,3.4399999999999977,3.4399999999999977,51.944,52.95,50.92,2.030000000000001,2.030000000000001,146987,217261,97749,119512,-119512
2018-02-18,55.7625,58.82,52.43,6.390000000000001,6.390000000000001,57.55,62.24,53.48,8.760000000000005,5.990000000000002,54.375,57.32,51.28,6.039999999999999,6.039999999999999,55.8775,58.77,52.9,5.8700000000000045,5.32,409341,721506,233532,487974,150224
2018-02-25,57.05,58.31,56.18,2.1300000000000026,-2.1300000000000026,57.882,59.56,57.16,2.4000000000000057,-2.270000000000003,56.14,58.0,55.3,2.700000000000003,-2.3999999999999986,56.876,58.2,56.21,1.990000000000002,-1.1099999999999994,299317,415373,189156,226217,-145885
2018-03-04,57.314,57.95,56.28,1.6700000000000017,0.509999999999998,58.116,58.52,57.96,0.5600000000000023,0.5,56.748,57.29,56.28,1.009999999999998,0.46000000000000085,57.614,58.45,56.68,1.7700000000000031,0.8599999999999994,187810,256823,149221,107602,-48964
2018-03-11,55.454,58.16,53.84,4.319999999999993,-4.319999999999993,56.019999999999996,58.47,53.9,4.57,-4.57,53.942,55.15,52.63,2.519999999999996,-2.519999999999996,54.386,55.44,53.09,2.3499999999999943,-2.3499999999999943,705290,1782642,327194,1455448,1156592
2018-03-18,54.486,55.11,53.1,2.009999999999998,1.6299999999999955,55.34,55.84,54.81,1.0300000000000011,-0.1699999999999946,53.897999999999996,54.67,52.58,2.0900000000000034,0.5399999999999991,54.622,55.23,53.54,1.6899999999999977,-1.0900000000000034,238716,379470,174863,204607,-154713
