Date,SPB_Open_average,SPB_Open_max,SPB_Open_min,SPB_Open_volatility,SPB_Open_change,SPB_High_average,SPB_High_max,SPB_High_min,SPB_High_volatility,SPB_High_change,SPB_Low_average,SPB_Low_max,SPB_Low_min,SPB_Low_volatility,SPB_Low_change,SPB_Close_average,SPB_Close_max,SPB_Close_min,SPB_Close_volatility,SPB_Close_change,SPB_Volume_average,SPB_Volume_max,SPB_Volume_min,SPB_Volume_volatility,SPB_Volume_change
2018-01-14,116.424,118.07,114.48,3.589999999999989,0.1799999999999926,118.23599999999999,118.94,117.21,1.730000000000004,-1.0499999999999972,114.968,116.9,114.29,2.6099999999999994,0.1799999999999926,116.46000000000001,117.76,114.54,3.219999999999999,-0.060000000000002274,400376,719727,212465,507262,-465335
2018-01-21,117.526,118.51,115.28,3.230000000000004,-2.1099999999999994,118.02199999999999,119.0,115.78,3.219999999999999,-3.0999999999999943,115.842,116.71,114.35,2.3599999999999994,-1.9300000000000068,116.894,118.38,114.6,3.780000000000001,-3.780000000000001,202705,314147,138625,175522,-60615
2018-01-28,111.786,113.8,107.28,6.519999999999996,-6.519999999999996,112.728,115.0,109.3,5.700000000000003,-5.700000000000003,109.744,112.49,104.74,7.75,-7.75,110.272,113.17,104.8,8.370000000000005,-7.88000000000001,220801,318847,135636,183211,97021
2018-02-04,104.234,106.23,100.96,5.27000000000001,-1.980000000000004,105.988,107.72,102.51,5.209999999999994,-3.6599999999999966,100.726,104.62,95.58,9.040000000000006,-6.680000000000007,102.532,105.73,95.94,9.790000000000006,-9.790000000000006,326350,395454,264599,130855,-107673
2018-02-11,97.6875,100.9,95.19,5.710000000000008,2.6700000000000017,99.71,101.67,97.55,4.1200000000000045,1.1099999999999994,96.3125,97.36,94.78,2.5799999999999983,2.4599999999999937,98.615,100.71,97.36,3.3499999999999943,0.6800000000000068,343757,493728,203908,289820,-235263
2018-02-18,98.19200000000001,101.39,95.62,5.769999999999996,3.5900000000000034,100.59400000000001,105.95,97.61,8.340000000000003,7.439999999999998,97.058,99.72,94.94,4.780000000000001,2.8499999999999943,98.502,103.19,95.0,8.189999999999998,6.009999999999991,445870,1428002,122085,1305917,1239281
2018-02-25,99.284,102.82,93.39,9.429999999999993,-2.4799999999999898,101.51,103.69,98.04,5.6499999999999915,-1.1200000000000045,96.594,99.72,93.21,6.510000000000005,0.9899999999999949,99.246,101.95,93.95,8.0,0.37000000000000455,552332,898933,279015,619918,-619918
2018-03-04,97.796,102.14,94.76,7.3799999999999955,-7.3799999999999955,98.988,102.82,96.0,6.819999999999993,-6.819999999999993,95.532,100.74,93.02,7.719999999999999,-6.289999999999992,96.482,100.9,94.82,6.0800000000000125,-5.52000000000001,474810,828829,251561,577268,156067
2018-03-11,94.098,95.38,92.34,3.039999999999992,-1.0600000000000023,95.24,96.12,94.45,1.6700000000000017,-0.9300000000000068,92.636,93.83,90.73,3.0999999999999943,-0.5900000000000034,94.012,94.94,92.21,2.730000000000004,0.6799999999999926,379985,463728,269861,193867,-147652
2018-03-18,92.982,95.19,91.16,4.030000000000001,-4.030000000000001,93.504,95.62,91.59,4.030000000000001,-4.030000000000001,91.67399999999999,93.7,90.23,3.469999999999999,-3.469999999999999,92.076,94.38,90.35,4.030000000000001,-3.219999999999999,329825,495189,177059,318130,178393
