Date,ESS_Open_average,ESS_Open_max,ESS_Open_min,ESS_Open_volatility,ESS_Open_change,ESS_High_average,ESS_High_max,ESS_High_min,ESS_High_volatility,ESS_High_change,ESS_Low_average,ESS_Low_max,ESS_Low_min,ESS_Low_volatility,ESS_Low_change,ESS_Close_average,ESS_Close_max,ESS_Close_min,ESS_Close_volatility,ESS_Close_change,ESS_Volume_average,ESS_Volume_max,ESS_Volume_min,ESS_Volume_volatility,ESS_Volume_change
2018-01-14,226.228,229.16,223.93,5.22999999999999,-3.3600000000000136,228.176,232.66,225.41,7.25,-5.599999999999994,224.612,226.92,222.78,4.139999999999986,-3.359999999999985,225.958,227.6,223.63,3.969999999999999,-1.0,414710,478753,331504,147249,84091
2018-01-21,230.18,231.47,227.37,4.099999999999994,1.960000000000008,231.716,233.36,229.75,3.6100000000000136,-2.3400000000000034,227.952,230.51,226.47,4.039999999999992,-0.9000000000000057,230.442,231.83,227.74,4.090000000000003,-4.090000000000003,308624,433522,248329,185193,-185193
2018-01-28,227.36599999999999,233.03,224.1,8.930000000000007,-1.1899999999999977,230.264,233.81,227.53,6.280000000000001,-0.6699999999999875,223.99,227.1,217.99,9.109999999999985,-8.25,226.054,232.98,217.99,14.98999999999998,-8.759999999999991,523287,898434,283746,614688,263512
2018-02-04,220.5,228.7,216.07,12.629999999999995,12.629999999999995,225.97,230.12,220.66,9.460000000000008,8.900000000000006,217.542,221.26,214.03,7.22999999999999,7.22999999999999,222.14,227.94,217.81,10.129999999999995,9.030000000000001,807355,1026001,540263,485738,-93203
2018-02-11,226.8525,228.92,224.97,3.9499999999999886,1.5699999999999932,229.22750000000002,230.8,226.86,3.9399999999999977,1.25,224.51749999999998,228.1,222.01,6.090000000000003,4.659999999999997,228.07,229.67,224.76,4.909999999999997,1.3899999999999864,391791,480683,289076,191607,-109429
2018-02-18,224.904,228.53,220.67,7.860000000000014,-0.25,227.274,231.24,223.9,7.340000000000003,-2.960000000000008,222.432,225.37,219.62,5.75,-0.4900000000000091,224.312,227.27,220.15,7.1200000000000045,1.670000000000016,486228,663632,344119,319513,-134506
2018-02-25,223.924,227.0,220.87,6.1299999999999955,-6.1299999999999955,227.434,228.32,226.39,1.9300000000000068,-1.9300000000000068,221.494,222.46,220.32,2.140000000000015,-0.9000000000000057,223.512,225.71,221.83,3.8799999999999955,3.8799999999999955,455529,535610,413125,122485,23335
2018-03-04,232.042,237.14,226.06,11.079999999999984,11.079999999999984,235.464,240.36,230.74,9.620000000000005,9.620000000000005,230.958,237.14,224.41,12.72999999999999,12.72999999999999,234.388,238.74,230.05,8.689999999999998,8.689999999999998,577140,691099,482370,208729,26054
2018-03-11,240.302,243.3,238.29,5.010000000000019,3.7600000000000193,241.864,243.91,239.2,4.710000000000008,2.3100000000000023,238.524,240.89,236.42,4.469999999999999,3.890000000000015,240.818,243.67,238.05,5.619999999999976,3.9399999999999977,483082,579023,417997,161026,11164
2018-03-18,236.034,240.34,230.65,9.689999999999998,-9.689999999999998,237.99599999999998,243.03,233.14,9.890000000000015,-9.890000000000015,233.364,238.75,228.5,10.25,-8.689999999999998,234.32999999999998,239.46,229.17,10.29000000000002,-6.8300000000000125,325459,421153,244878,176275,-79034
2018-03-25,236.89499999999998,240.64,232.33,8.309999999999974,8.309999999999974,240.36,242.64,237.58,5.059999999999974,3.4199999999999875,233.9125,235.51,230.61,4.899999999999977,4.899999999999977,237.815,240.68,233.95,6.730000000000018,3.0500000000000114,381127,432144,333544,98600,71385
2018-04-01,240.392,242.45,237.14,5.310000000000002,4.860000000000014,243.096,245.6,241.15,4.449999999999989,1.8199999999999932,238.996,241.61,235.43,6.180000000000007,5.049999999999983,241.534,242.38,240.1,2.280000000000001,1.2800000000000011,307467,475080,212334,262746,-14690
2018-04-08,242.176,243.38,240.01,3.3700000000000045,0.15000000000000568,243.89000000000001,245.42,242.65,2.769999999999982,1.8099999999999739,240.332,241.42,238.64,2.780000000000001,0.4199999999999875,241.772,242.99,240.26,2.730000000000018,0.5,351948,395641,311610,84031,4947
2018-04-15,243.126,246.86,240.4,6.460000000000008,-2.7299999999999898,244.088,247.24,240.4,6.840000000000003,-6.840000000000003,239.968,244.65,235.52,9.129999999999995,-6.829999999999984,241.686,246.19,237.32,8.870000000000005,-8.870000000000005,377244,419232,337889,81343,2089
2018-04-22,238.082,241.98,236.53,5.449999999999989,4.659999999999997,240.846,243.19,239.22,3.969999999999999,3.6399999999999864,237.184,239.45,236.1,3.3499999999999943,3.25,238.588,241.19,236.65,4.539999999999992,2.0600000000000023,432209,515778,361926,153852,117870
2018-04-29,239.76000000000002,242.3,237.86,4.439999999999998,2.4000000000000057,242.672,246.49,241.32,5.170000000000016,0.9800000000000182,238.21,240.28,237.01,3.2700000000000102,1.5800000000000125,240.474,241.62,238.43,3.1899999999999977,0.7599999999999909,396433,608133,196520,411613,-146072
