Date,SYK_Open_average,SYK_Open_max,SYK_Open_min,SYK_Open_volatility,SYK_Open_change,SYK_High_average,SYK_High_max,SYK_High_min,SYK_High_volatility,SYK_High_change,SYK_Low_average,SYK_Low_max,SYK_Low_min,SYK_Low_volatility,SYK_Low_change,SYK_Close_average,SYK_Close_max,SYK_Close_min,SYK_Close_volatility,SYK_Close_change,SYK_Volume_average,SYK_Volume_max,SYK_Volume_min,SYK_Volume_volatility,SYK_Volume_change
2018-01-14,160.354,161.3,159.36,1.9399999999999977,1.9399999999999977,161.336,162.66,160.46,2.1999999999999886,1.759999999999991,159.752,160.63,158.84,1.789999999999992,1.789999999999992,160.764,162.52,159.47,3.0500000000000114,3.0500000000000114,1316985,1369579,1196712,172867,-14919
2018-01-21,165.002,168.78,162.58,6.199999999999989,6.199999999999989,166.67,170.0,163.65,6.349999999999994,6.349999999999994,164.438,168.3,161.74,6.560000000000002,6.560000000000002,165.928,168.91,161.94,6.969999999999999,6.810000000000002,1262772,1558083,1009727,548356,454551
2018-01-28,164.94,168.11,161.45,6.660000000000025,-6.030000000000001,165.844,168.63,162.67,5.960000000000008,-5.960000000000008,161.42,166.31,152.01,14.300000000000011,-14.300000000000011,162.852,168.45,154.4,14.049999999999983,-14.049999999999983,2066188,2846461,1240948,1605513,404167
2018-02-04,151.95,153.67,149.27,4.399999999999977,1.789999999999992,154.76,156.76,152.48,4.280000000000001,-0.6599999999999966,150.068,153.27,146.8,6.469999999999999,1.6899999999999977,152.14,154.14,148.01,6.1299999999999955,-0.47999999999998977,1827029,2754391,1550126,1204265,-1185827
2018-02-11,155.4875,158.23,152.61,5.619999999999976,5.619999999999976,157.9225,161.31,155.01,6.300000000000011,6.300000000000011,154.985,158.18,152.3,5.8799999999999955,5.8799999999999955,157.3025,159.87,154.56,5.310000000000002,5.310000000000002,1242114,1792185,950036,842149,115244
2018-02-18,159.912,163.15,158.79,4.360000000000014,4.010000000000019,161.776,165.97,159.92,6.050000000000011,6.050000000000011,159.112,162.95,157.77,5.179999999999978,5.179999999999978,160.61,165.77,157.88,7.890000000000015,7.030000000000001,1226196,1788941,811520,977421,670045
2018-02-25,162.276,166.09,158.3,7.789999999999992,-6.090000000000003,163.832,166.76,161.23,5.530000000000001,-3.549999999999983,160.522,164.12,158.21,5.909999999999997,-4.240000000000009,161.782,164.12,159.29,4.8300000000000125,-1.5800000000000125,1183629,1357995,903004,454991,-293683
2018-03-04,163.72,166.31,161.24,5.069999999999993,3.0600000000000023,165.542,168.41,163.41,5.0,5.0,163.034,165.82,161.11,4.7099999999999795,4.079999999999984,164.674,167.89,162.73,5.159999999999997,5.159999999999997,1297951,1684033,878450,805583,701515
2018-03-11,167.458,168.92,166.54,2.3799999999999955,-1.6799999999999784,168.076,168.92,167.03,1.8899999999999864,-1.1699999999999875,165.778,166.66,164.64,2.0200000000000102,-2.0200000000000102,166.696,167.51,166.03,1.4799999999999898,-1.0800000000000125,1227288,2045086,736727,1308359,-134965
2018-03-18,163.442,166.82,159.74,7.079999999999984,-6.819999999999993,164.006,167.37,160.4,6.969999999999999,-6.969999999999999,161.182,165.37,157.44,7.930000000000007,-7.360000000000014,162.004,166.51,157.57,8.939999999999998,-6.109999999999985,1061543,1336083,856651,479432,479432
