Date,First Trust Developed Markets Ex-US AlphaDEX_Open_average,First Trust Developed Markets Ex-US AlphaDEX_Open_max,First Trust Developed Markets Ex-US AlphaDEX_Open_min,First Trust Developed Markets Ex-US AlphaDEX_Open_volatility,First Trust Developed Markets Ex-US AlphaDEX_Open_change,First Trust Developed Markets Ex-US AlphaDEX_High_average,First Trust Developed Markets Ex-US AlphaDEX_High_max,First Trust Developed Markets Ex-US AlphaDEX_High_min,First Trust Developed Markets Ex-US AlphaDEX_High_volatility,First Trust Developed Markets Ex-US AlphaDEX_High_change,First Trust Developed Markets Ex-US AlphaDEX_Low_average,First Trust Developed Markets Ex-US AlphaDEX_Low_max,First Trust Developed Markets Ex-US AlphaDEX_Low_min,First Trust Developed Markets Ex-US AlphaDEX_Low_volatility,First Trust Developed Markets Ex-US AlphaDEX_Low_change,First Trust Developed Markets Ex-US AlphaDEX_Close_average,First Trust Developed Markets Ex-US AlphaDEX_Close_max,First Trust Developed Markets Ex-US AlphaDEX_Close_min,First Trust Developed Markets Ex-US AlphaDEX_Close_volatility,First Trust Developed Markets Ex-US AlphaDEX_Close_change
2018-04-29,62.16,62.16,62.16,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2018-05-06,64.02,64.02,64.02,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.11,64.11,64.11,0.0,0.0
2018-05-13,63.92,63.92,63.92,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2018-05-20,63.29,63.29,63.29,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2018-05-27,63.39,63.39,63.39,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2018-06-03,63.76,63.76,63.76,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2018-06-10,62.86,62.86,62.86,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2018-06-17,61.31,61.31,61.31,0.0,0.0,61.31,61.31,61.31,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2018-06-24,59.86,59.86,59.86,0.0,0.0,60.07,60.07,60.07,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2018-07-01,59.41,59.41,59.41,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2018-07-08,59.9,59.9,59.9,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.8,59.8,59.8,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2018-07-15,59.57,59.57,59.57,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-07-22,60.97,60.97,60.97,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2018-07-29,59.81,59.81,59.81,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.81,59.81,59.81,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2018-08-05,59.12,59.12,59.12,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2018-08-12,57.6,57.6,57.6,0.0,0.0,58.2,58.2,58.2,0.0,0.0,57.52,57.52,57.52,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2018-08-19,58.81,58.81,58.81,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.72,58.72,58.72,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2018-08-26,59.29,59.29,59.29,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2018-09-02,57.08,57.08,57.08,0.0,0.0,57.47,57.47,57.47,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2018-09-09,58.47,58.47,58.47,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2018-09-16,59.87,59.87,59.87,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2018-09-23,59.51,59.51,59.51,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2018-09-30,57.46,57.46,57.46,0.0,0.0,57.46,57.46,57.46,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2018-10-07,54.43,54.43,54.43,0.0,0.0,54.54,54.54,54.54,0.0,0.0,53.83,53.83,53.83,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2018-10-14,54.39,54.39,54.39,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2018-10-21,51.14,51.14,51.14,0.0,0.0,51.8,51.8,51.8,0.0,0.0,50.83,50.83,50.83,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2018-10-28,53.57,53.57,53.57,0.0,0.0,53.67,53.67,53.67,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-11-04,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-11-11,52.37,52.37,52.37,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2018-11-18,51.13,51.13,51.13,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2018-11-25,52.13,52.13,52.13,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2018-12-02,51.58,51.58,51.58,0.0,0.0,51.88,51.88,51.88,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2018-12-09,50.68,50.68,50.68,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2018-12-16,48.57,48.57,48.57,0.0,0.0,48.77,48.77,48.77,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-12-23,49.04,49.04,49.04,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.69,48.69,48.69,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2018-12-30,49.32,49.32,49.32,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.31,49.31,49.31,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-01-06,51.58,51.58,51.58,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-01-13,52.75,52.75,52.75,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-01-20,53.17,53.17,53.17,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2019-01-27,53.67,53.67,53.67,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2019-02-03,52.35,52.35,52.35,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2019-02-10,53.51,53.51,53.51,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2019-02-17,54.41,54.41,54.41,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2019-02-24,54.48,54.48,54.48,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2019-03-03,52.91,52.91,52.91,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-03-10,54.18,54.18,54.18,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2019-03-17,54.2,54.2,54.2,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-03-24,54.37,54.37,54.37,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2019-03-31,55.31,55.31,55.31,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-04-07,55.42,55.42,55.42,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2019-04-14,55.34,55.34,55.34,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-04-21,54.74,54.74,54.74,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-04-28,54.69,54.69,54.69,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.69,54.69,54.69,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-05-05,52.83,52.83,52.83,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.5,52.5,52.5,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-05-12,52.56,52.56,52.56,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2019-05-19,52.0,52.0,52.0,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2019-05-26,50.68,50.68,50.68,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.67,50.67,50.67,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2019-06-02,52.58,52.58,52.58,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2019-06-09,52.19,52.19,52.19,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2019-06-16,53.45,53.45,53.45,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-06-23,53.92,53.92,53.92,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2019-06-30,54.06,54.06,54.06,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.82,53.82,53.82,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2019-07-07,53.75,53.75,53.75,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2019-07-14,53.79,53.79,53.79,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-07-21,53.92,53.92,53.92,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-07-28,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2019-08-04,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-08-11,49.63,49.63,49.63,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.52,49.52,49.52,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-08-18,50.24,50.24,50.24,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-08-25,51.12,51.12,51.12,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2019-09-01,52.28,52.28,52.28,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-09-08,53.5,53.5,53.5,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-09-15,53.23,53.23,53.23,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2019-09-22,52.44,52.44,52.44,0.0,0.0,52.48,52.48,52.48,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-09-29,51.39,51.39,51.39,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2019-10-06,52.67,52.67,52.67,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2019-10-13,53.12,53.12,53.12,0.0,0.0,53.27,53.27,53.27,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-10-20,53.32,53.32,53.32,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2019-10-27,54.15,54.15,54.15,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2019-11-03,54.77,54.77,54.77,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-11-10,54.52,54.52,54.52,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-11-17,54.38,54.38,54.38,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-11-24,54.51,54.51,54.51,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-12-01,54.98,54.98,54.98,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-12-08,55.0,55.0,55.0,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-12-15,55.48,55.48,55.48,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2019-12-22,55.84,55.84,55.84,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2019-12-29,55.3,55.3,55.3,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0
