Date,iShares US Real Estate_Open_average,iShares US Real Estate_Open_max,iShares US Real Estate_Open_volatility,iShares US Real Estate_Open_change,iShares US Real Estate_High_average,iShares US Real Estate_High_max,iShares US Real Estate_High_volatility,iShares US Real Estate_High_change,iShares US Real Estate_Low_average,iShares US Real Estate_Low_max,iShares US Real Estate_Low_volatility,iShares US Real Estate_Low_change,iShares US Real Estate_Close_average,iShares US Real Estate_Close_max,iShares US Real Estate_Close_volatility,iShares US Real Estate_Close_change
2016-06-19,78.63,78.63,0.0,0.0,78.85,78.85,0.0,0.0,77.67,77.67,0.0,0.0,78.74,78.74,0.0,0.0
2016-06-26,82.72,82.72,0.0,0.0,82.95,82.95,0.0,0.0,82.1,82.1,0.0,0.0,82.33,82.33,0.0,0.0
2016-07-03,83.38,83.38,0.0,0.0,83.86,83.86,0.0,0.0,82.8,82.8,0.0,0.0,83.74,83.74,0.0,0.0
2016-07-10,83.63,83.63,0.0,0.0,83.86,83.86,0.0,0.0,83.53,83.53,0.0,0.0,83.85,83.85,0.0,0.0
2016-07-17,85.1,85.1,0.0,0.0,85.59,85.59,0.0,0.0,84.58,84.58,0.0,0.0,84.95,84.95,0.0,0.0
2016-07-24,85.5,85.5,0.0,0.0,85.79,85.79,0.0,0.0,85.32,85.32,0.0,0.0,85.7,85.7,0.0,0.0
2016-07-31,83.87,83.87,0.0,0.0,84.39,84.39,0.0,0.0,83.74,83.74,0.0,0.0,84.03,84.03,0.0,0.0
2016-08-07,83.51,83.51,0.0,0.0,84.08,84.08,0.0,0.0,83.51,83.51,0.0,0.0,83.6,83.6,0.0,0.0
2016-08-14,82.19,82.19,0.0,0.0,82.51,82.51,0.0,0.0,82.02,82.02,0.0,0.0,82.44,82.44,0.0,0.0
2016-08-21,82.64,82.64,0.0,0.0,82.78,82.78,0.0,0.0,81.92,81.92,0.0,0.0,82.52,82.52,0.0,0.0
2016-08-28,82.67,82.67,0.0,0.0,83.9,83.9,0.0,0.0,82.64,82.64,0.0,0.0,83.06,83.06,0.0,0.0
2016-09-04,79.51,79.51,0.0,0.0,81.19,81.19,0.0,0.0,79.51,79.51,0.0,0.0,80.83,80.83,0.0,0.0
2016-09-11,79.65,79.65,0.0,0.0,80.21,80.21,0.0,0.0,79.6,79.6,0.0,0.0,80.13,80.13,0.0,0.0
2016-09-18,81.8,81.8,0.0,0.0,82.31,82.31,0.0,0.0,81.52,81.52,0.0,0.0,82.1,82.1,0.0,0.0
2016-09-25,80.23,80.23,0.0,0.0,80.34,80.34,0.0,0.0,79.08,79.08,0.0,0.0,79.18,79.18,0.0,0.0
2016-10-02,76.61,76.61,0.0,0.0,77.28,77.28,0.0,0.0,76.61,76.61,0.0,0.0,77.0,77.0,0.0,0.0
2016-10-09,77.6,77.6,0.0,0.0,78.03,78.03,0.0,0.0,77.5,77.5,0.0,0.0,77.53,77.53,0.0,0.0
2016-10-16,78.24,78.24,0.0,0.0,78.92,78.92,0.0,0.0,77.89,77.89,0.0,0.0,78.2,78.2,0.0,0.0
2016-10-23,75.95,75.95,0.0,0.0,76.71,76.71,0.0,0.0,75.53,75.53,0.0,0.0,76.64,76.64,0.0,0.0
2016-10-30,74.65,74.65,0.0,0.0,75.26,75.26,0.0,0.0,74.63,74.63,0.0,0.0,75.16,75.16,0.0,0.0
2016-11-06,73.0,73.0,0.0,0.0,74.77,74.77,0.0,0.0,72.52,72.52,0.0,0.0,74.5,74.5,0.0,0.0
2016-11-13,74.01,74.01,0.0,0.0,74.51,74.51,0.0,0.0,73.58,73.58,0.0,0.0,73.69,73.69,0.0,0.0
2016-11-20,74.89,74.89,0.0,0.0,75.69,75.69,0.0,0.0,74.88,74.88,0.0,0.0,75.18,75.18,0.0,0.0
2016-11-27,74.6,74.6,0.0,0.0,75.15,75.15,0.0,0.0,74.33,74.33,0.0,0.0,75.04,75.04,0.0,0.0
2016-12-04,77.17,77.17,0.0,0.0,77.86,77.86,0.0,0.0,77.01,77.01,0.0,0.0,77.8,77.8,0.0,0.0
2016-12-11,77.2,77.2,0.0,0.0,77.85,77.85,0.0,0.0,77.13,77.13,0.0,0.0,77.65,77.65,0.0,0.0
2016-12-18,75.82,75.82,0.0,0.0,75.87,75.87,0.0,0.0,75.5,75.5,0.0,0.0,75.83,75.83,0.0,0.0
2016-12-25,76.33,76.33,0.0,0.0,77.09,77.09,0.0,0.0,75.96,75.96,0.0,0.0,76.94,76.94,0.0,0.0
2017-01-01,78.61,78.61,0.0,0.0,78.72,78.72,0.0,0.0,77.81,77.81,0.0,0.0,77.89,77.89,0.0,0.0
2017-01-08,77.13,77.13,0.0,0.0,77.47,77.47,0.0,0.0,76.82,76.82,0.0,0.0,77.1,77.1,0.0,0.0
2017-01-15,77.45,77.45,0.0,0.0,78.16,78.16,0.0,0.0,77.35,77.35,0.0,0.0,78.02,78.02,0.0,0.0
2017-01-22,76.8,76.8,0.0,0.0,76.85,76.85,0.0,0.0,76.23,76.23,0.0,0.0,76.44,76.44,0.0,0.0
2017-01-29,77.69,77.69,0.0,0.0,77.7,77.7,0.0,0.0,77.12,77.12,0.0,0.0,77.24,77.24,0.0,0.0
2017-02-05,78.65,78.65,0.0,0.0,78.92,78.92,0.0,0.0,78.29,78.29,0.0,0.0,78.79,78.79,0.0,0.0
2017-02-12,78.82,78.82,0.0,0.0,78.93,78.93,0.0,0.0,78.27,78.27,0.0,0.0,78.78,78.78,0.0,0.0
2017-02-19,80.47,80.47,0.0,0.0,81.02,81.02,0.0,0.0,80.31,80.31,0.0,0.0,80.73,80.73,0.0,0.0
2017-02-26,79.4,79.4,0.0,0.0,79.59,79.59,0.0,0.0,78.9,78.9,0.0,0.0,79.27,79.27,0.0,0.0
2017-03-05,76.68,76.68,0.0,0.0,77.11,77.11,0.0,0.0,76.47,76.47,0.0,0.0,76.66,76.66,0.0,0.0
2017-03-12,78.25,78.25,0.0,0.0,78.46,78.46,0.0,0.0,78.02,78.02,0.0,0.0,78.17,78.17,0.0,0.0
2017-03-19,77.53,77.53,0.0,0.0,77.85,77.85,0.0,0.0,76.92,76.92,0.0,0.0,77.21,77.21,0.0,0.0
2017-03-26,78.6,78.6,0.0,0.0,78.69,78.69,0.0,0.0,78.27,78.27,0.0,0.0,78.56,78.56,0.0,0.0
2017-04-02,79.26,79.26,0.0,0.0,79.72,79.72,0.0,0.0,78.86,78.86,0.0,0.0,79.69,79.69,0.0,0.0
2017-04-09,80.09,80.09,0.0,0.0,80.81,80.81,0.0,0.0,79.88,79.88,0.0,0.0,80.79,80.79,0.0,0.0
2017-04-16,80.96,80.96,0.0,0.0,81.06,81.06,0.0,0.0,79.29,79.29,0.0,0.0,79.88,79.88,0.0,0.0
2017-04-23,79.03,79.03,0.0,0.0,79.55,79.55,0.0,0.0,78.74,78.74,0.0,0.0,79.41,79.41,0.0,0.0
2017-04-30,78.7,78.7,0.0,0.0,78.92,78.92,0.0,0.0,77.84,77.84,0.0,0.0,78.22,78.22,0.0,0.0
2017-05-07,77.61,77.61,0.0,0.0,78.4,78.4,0.0,0.0,77.61,77.61,0.0,0.0,77.87,77.87,0.0,0.0
2017-05-14,78.71,78.71,0.0,0.0,79.01,79.01,0.0,0.0,78.41,78.41,0.0,0.0,78.74,78.74,0.0,0.0
2017-05-21,79.77,79.77,0.0,0.0,79.81,79.81,0.0,0.0,78.95,78.95,0.0,0.0,79.13,79.13,0.0,0.0
2017-05-28,79.75,79.75,0.0,0.0,79.91,79.91,0.0,0.0,79.37,79.37,0.0,0.0,79.69,79.69,0.0,0.0
2017-06-04,79.81,79.81,0.0,0.0,80.53,80.53,0.0,0.0,79.7,79.7,0.0,0.0,80.53,80.53,0.0,0.0
2017-06-11,81.25,81.25,0.0,0.0,81.35,81.35,0.0,0.0,80.91,80.91,0.0,0.0,81.33,81.33,0.0,0.0
2017-06-18,81.44,81.44,0.0,0.0,81.94,81.94,0.0,0.0,81.22,81.22,0.0,0.0,81.74,81.74,0.0,0.0
2017-06-25,80.08,80.08,0.0,0.0,80.74,80.74,0.0,0.0,79.88,79.88,0.0,0.0,80.62,80.62,0.0,0.0
2017-07-02,78.81,78.81,0.0,0.0,78.99,78.99,0.0,0.0,78.04,78.04,0.0,0.0,78.12,78.12,0.0,0.0
2017-07-09,79.99,79.99,0.0,0.0,80.31,80.31,0.0,0.0,79.66,79.66,0.0,0.0,80.16,80.16,0.0,0.0
2017-07-16,80.37,80.37,0.0,0.0,80.49,80.49,0.0,0.0,79.94,79.94,0.0,0.0,80.24,80.24,0.0,0.0
2017-07-23,80.8,80.8,0.0,0.0,80.83,80.83,0.0,0.0,80.11,80.11,0.0,0.0,80.66,80.66,0.0,0.0
2017-07-30,80.47,80.47,0.0,0.0,80.63,80.63,0.0,0.0,80.16,80.16,0.0,0.0,80.56,80.56,0.0,0.0
2017-08-06,79.25,79.25,0.0,0.0,80.31,80.31,0.0,0.0,79.21,79.21,0.0,0.0,80.2,80.2,0.0,0.0
2017-08-13,79.29,79.29,0.0,0.0,80.07,80.07,0.0,0.0,79.07,79.07,0.0,0.0,79.89,79.89,0.0,0.0
2017-08-20,80.94,80.94,0.0,0.0,80.94,80.94,0.0,0.0,80.14,80.14,0.0,0.0,80.37,80.37,0.0,0.0
2017-08-27,81.25,81.25,0.0,0.0,81.59,81.59,0.0,0.0,81.09,81.09,0.0,0.0,81.21,81.21,0.0,0.0
2017-09-03,81.98,81.98,0.0,0.0,82.43,82.43,0.0,0.0,81.72,81.72,0.0,0.0,82.37,82.37,0.0,0.0
2017-09-10,81.93,81.93,0.0,0.0,82.13,82.13,0.0,0.0,81.4,81.4,0.0,0.0,81.64,81.64,0.0,0.0
2017-09-17,80.2,80.2,0.0,0.0,80.76,80.76,0.0,0.0,80.16,80.16,0.0,0.0,80.5,80.5,0.0,0.0
2017-09-24,80.01,80.01,0.0,0.0,80.12,80.12,0.0,0.0,79.65,79.65,0.0,0.0,79.72,79.72,0.0,0.0
2017-10-01,80.28,80.28,0.0,0.0,80.56,80.56,0.0,0.0,80.19,80.19,0.0,0.0,80.41,80.41,0.0,0.0
2017-10-08,81.54,81.54,0.0,0.0,81.62,81.62,0.0,0.0,81.12,81.12,0.0,0.0,81.16,81.16,0.0,0.0
2017-10-15,80.96,80.96,0.0,0.0,81.01,81.01,0.0,0.0,80.36,80.36,0.0,0.0,80.44,80.44,0.0,0.0
2017-10-22,79.68,79.68,0.0,0.0,80.09,80.09,0.0,0.0,79.43,79.43,0.0,0.0,79.77,79.77,0.0,0.0
2017-10-29,80.75,80.75,0.0,0.0,81.59,81.59,0.0,0.0,80.54,80.54,0.0,0.0,81.36,81.36,0.0,0.0
2017-11-05,82.65,82.65,0.0,0.0,82.95,82.95,0.0,0.0,82.43,82.43,0.0,0.0,82.81,82.81,0.0,0.0
2017-11-12,82.21,82.21,0.0,0.0,82.27,82.27,0.0,0.0,81.86,81.86,0.0,0.0,81.97,81.97,0.0,0.0
2017-11-19,82.71,82.71,0.0,0.0,82.76,82.76,0.0,0.0,82.16,82.16,0.0,0.0,82.16,82.16,0.0,0.0
2017-11-26,82.22,82.22,0.0,0.0,82.57,82.57,0.0,0.0,81.45,81.45,0.0,0.0,81.49,81.49,0.0,0.0
2017-12-03,81.58,81.58,0.0,0.0,81.69,81.69,0.0,0.0,81.35,81.35,0.0,0.0,81.67,81.67,0.0,0.0
2017-12-10,82.49,82.49,0.0,0.0,83.27,83.27,0.0,0.0,82.49,82.49,0.0,0.0,82.92,82.92,0.0,0.0
2017-12-17,79.62,79.62,0.0,0.0,79.96,79.96,0.0,0.0,79.34,79.34,0.0,0.0,79.84,79.84,0.0,0.0
2017-12-24,81.15,81.15,0.0,0.0,81.28,81.28,0.0,0.0,80.86,80.86,0.0,0.0,81.01,81.01,0.0,0.0
2017-12-31,79.39,79.39,0.0,0.0,79.9,79.9,0.0,0.0,79.31,79.31,0.0,0.0,79.74,79.74,0.0,0.0
2018-01-07,77.45,77.45,0.0,0.0,77.57,77.57,0.0,0.0,76.82,76.82,0.0,0.0,76.96,76.96,0.0,0.0
2018-01-14,77.53,77.53,0.0,0.0,78.16,78.16,0.0,0.0,77.45,77.45,0.0,0.0,78.09,78.09,0.0,0.0
2018-01-21,78.48,78.48,0.0,0.0,78.69,78.69,0.0,0.0,77.73,77.73,0.0,0.0,77.76,77.76,0.0,0.0
2018-01-28,76.21,76.21,0.0,0.0,76.82,76.82,0.0,0.0,74.0,74.0,0.0,0.0,74.0,74.0,0.0,0.0
2018-02-04,73.67,73.67,0.0,0.0,73.89,73.89,0.0,0.0,71.71,71.71,0.0,0.0,73.5,73.5,0.0,0.0
2018-02-11,74.52,74.52,0.0,0.0,75.33,75.33,0.0,0.0,74.5,74.5,0.0,0.0,75.06,75.06,0.0,0.0
2018-02-18,75.2,75.2,0.0,0.0,75.25,75.25,0.0,0.0,74.64,74.64,0.0,0.0,75.09,75.09,0.0,0.0
2018-02-25,72.6,72.6,0.0,0.0,74.19,74.19,0.0,0.0,72.6,72.6,0.0,0.0,73.79,73.79,0.0,0.0
2018-03-04,75.46,75.46,0.0,0.0,76.03,76.03,0.0,0.0,75.34,75.34,0.0,0.0,75.87,75.87,0.0,0.0
2018-03-11,76.38,76.38,0.0,0.0,76.45,76.45,0.0,0.0,75.33,75.33,0.0,0.0,75.77,75.77,0.0,0.0
2018-03-18,73.5,73.5,0.0,0.0,73.95,73.95,0.0,0.0,73.05,73.05,0.0,0.0,73.82,73.82,0.0,0.0
2018-03-25,75.43,75.43,0.0,0.0,75.67,75.67,0.0,0.0,73.99,73.99,0.0,0.0,74.43,74.43,0.0,0.0
2018-04-01,75.0,75.0,0.0,0.0,75.64,75.64,0.0,0.0,74.89,74.89,0.0,0.0,75.02,75.02,0.0,0.0
2018-04-08,74.45,74.45,0.0,0.0,75.15,75.15,0.0,0.0,74.41,74.41,0.0,0.0,74.81,74.81,0.0,0.0
2018-04-15,74.01,74.01,0.0,0.0,74.27,74.27,0.0,0.0,73.63,73.63,0.0,0.0,73.98,73.98,0.0,0.0
2018-04-22,75.82,75.82,0.0,0.0,76.27,76.27,0.0,0.0,75.62,75.62,0.0,0.0,75.64,75.64,0.0,0.0
2018-04-29,76.87,76.87,0.0,0.0,77.29,77.29,0.0,0.0,76.74,76.74,0.0,0.0,77.16,77.16,0.0,0.0
2018-05-06,77.56,77.56,0.0,0.0,77.72,77.72,0.0,0.0,76.69,76.69,0.0,0.0,77.07,77.07,0.0,0.0
2018-05-13,75.61,75.61,0.0,0.0,76.42,76.42,0.0,0.0,75.22,75.22,0.0,0.0,76.3,76.3,0.0,0.0
2018-05-20,76.81,76.81,0.0,0.0,77.38,77.38,0.0,0.0,76.74,76.74,0.0,0.0,77.12,77.12,0.0,0.0
2018-05-27,78.65,78.65,0.0,0.0,79.15,79.15,0.0,0.0,78.38,78.38,0.0,0.0,79.15,79.15,0.0,0.0
2018-06-03,79.33,79.33,0.0,0.0,79.54,79.54,0.0,0.0,79.25,79.25,0.0,0.0,79.44,79.44,0.0,0.0
2018-06-10,78.71,78.71,0.0,0.0,79.02,79.02,0.0,0.0,78.48,78.48,0.0,0.0,79.02,79.02,0.0,0.0
2018-06-17,80.94,80.94,0.0,0.0,80.94,80.94,0.0,0.0,80.01,80.01,0.0,0.0,80.42,80.42,0.0,0.0
2018-06-24,80.54,80.54,0.0,0.0,80.62,80.62,0.0,0.0,79.26,79.26,0.0,0.0,80.1,80.1,0.0,0.0
2018-07-01,82.07,82.07,0.0,0.0,82.11,82.11,0.0,0.0,81.02,81.02,0.0,0.0,81.36,81.36,0.0,0.0
2018-07-08,81.23,81.23,0.0,0.0,81.31,81.31,0.0,0.0,80.5,80.5,0.0,0.0,80.95,80.95,0.0,0.0
2018-07-15,80.1,80.1,0.0,0.0,80.24,80.24,0.0,0.0,79.61,79.61,0.0,0.0,80.07,80.07,0.0,0.0
2018-07-22,79.85,79.85,0.0,0.0,80.0,80.0,0.0,0.0,79.25,79.25,0.0,0.0,79.88,79.88,0.0,0.0
2018-07-29,82.07,82.07,0.0,0.0,82.47,82.47,0.0,0.0,81.89,81.89,0.0,0.0,82.16,82.16,0.0,0.0
2018-08-05,80.82,80.82,0.0,0.0,81.01,81.01,0.0,0.0,80.56,80.56,0.0,0.0,80.71,80.71,0.0,0.0
2018-08-12,83.27,83.27,0.0,0.0,83.62,83.62,0.0,0.0,83.09,83.09,0.0,0.0,83.29,83.29,0.0,0.0
2018-08-19,82.54,82.54,0.0,0.0,82.64,82.64,0.0,0.0,81.97,81.97,0.0,0.0,82.36,82.36,0.0,0.0
2018-08-26,82.9,82.9,0.0,0.0,83.31,83.31,0.0,0.0,82.81,82.81,0.0,0.0,83.18,83.18,0.0,0.0
2018-09-02,82.35,82.35,0.0,0.0,82.86,82.86,0.0,0.0,82.3,82.3,0.0,0.0,82.51,82.51,0.0,0.0
2018-09-09,82.06,82.06,0.0,0.0,82.67,82.67,0.0,0.0,81.99,81.99,0.0,0.0,82.52,82.52,0.0,0.0
2018-09-16,81.68,81.68,0.0,0.0,81.7,81.7,0.0,0.0,80.16,80.16,0.0,0.0,80.47,80.47,0.0,0.0
2018-09-23,80.03,80.03,0.0,0.0,80.25,80.25,0.0,0.0,79.36,79.36,0.0,0.0,79.36,79.36,0.0,0.0
2018-09-30,78.04,78.04,0.0,0.0,79.2,79.2,0.0,0.0,77.95,77.95,0.0,0.0,78.84,78.84,0.0,0.0
2018-10-07,75.47,75.47,0.0,0.0,76.74,76.74,0.0,0.0,75.47,75.47,0.0,0.0,75.96,75.96,0.0,0.0
2018-10-14,77.94,77.94,0.0,0.0,78.28,78.28,0.0,0.0,76.71,76.71,0.0,0.0,76.71,76.71,0.0,0.0
2018-10-21,77.44,77.44,0.0,0.0,78.37,78.37,0.0,0.0,77.32,77.32,0.0,0.0,77.76,77.76,0.0,0.0
2018-10-28,77.92,77.92,0.0,0.0,79.11,79.11,0.0,0.0,77.73,77.73,0.0,0.0,78.87,78.87,0.0,0.0
2018-11-04,80.35,80.35,0.0,0.0,81.05,81.05,0.0,0.0,80.18,80.18,0.0,0.0,80.26,80.26,0.0,0.0
2018-11-11,80.63,80.63,0.0,0.0,81.17,81.17,0.0,0.0,80.09,80.09,0.0,0.0,80.65,80.65,0.0,0.0
2018-11-18,80.0,80.0,0.0,0.0,80.18,80.18,0.0,0.0,79.46,79.46,0.0,0.0,79.91,79.91,0.0,0.0
2018-11-25,82.22,82.22,0.0,0.0,82.22,82.22,0.0,0.0,81.37,81.37,0.0,0.0,82.16,82.16,0.0,0.0
2018-12-02,81.8,81.8,0.0,0.0,81.88,81.88,0.0,0.0,80.31,80.31,0.0,0.0,81.29,81.29,0.0,0.0
2018-12-09,79.97,79.97,0.0,0.0,80.2,80.2,0.0,0.0,76.73,76.73,0.0,0.0,76.91,76.91,0.0,0.0
2018-12-16,74.4,74.4,0.0,0.0,74.67,74.67,0.0,0.0,71.97,71.97,0.0,0.0,72.0,72.0,0.0,0.0
2018-12-23,74.85,74.85,0.0,0.0,75.07,75.07,0.0,0.0,73.67,73.67,0.0,0.0,74.94,74.94,0.0,0.0
2018-12-30,74.9,74.9,0.0,0.0,75.89,75.89,0.0,0.0,74.6,74.6,0.0,0.0,75.33,75.33,0.0,0.0
2019-01-06,77.73,77.73,0.0,0.0,78.13,78.13,0.0,0.0,77.35,77.35,0.0,0.0,77.68,77.68,0.0,0.0
2019-01-13,79.6,79.6,0.0,0.0,79.66,79.66,0.0,0.0,79.03,79.03,0.0,0.0,79.66,79.66,0.0,0.0
2019-01-20,80.46,80.46,0.0,0.0,81.47,81.47,0.0,0.0,80.25,80.25,0.0,0.0,81.37,81.37,0.0,0.0
2019-01-27,83.4,83.4,0.0,0.0,83.57,83.57,0.0,0.0,82.3,82.3,0.0,0.0,83.53,83.53,0.0,0.0
2019-02-03,84.09,84.09,0.0,0.0,84.48,84.48,0.0,0.0,83.97,83.97,0.0,0.0,84.36,84.36,0.0,0.0
2019-02-10,84.61,84.61,0.0,0.0,85.06,85.06,0.0,0.0,84.52,84.52,0.0,0.0,85.05,85.05,0.0,0.0
2019-02-17,85.03,85.03,0.0,0.0,85.26,85.26,0.0,0.0,84.3,84.3,0.0,0.0,84.37,84.37,0.0,0.0
2019-02-24,84.13,84.13,0.0,0.0,84.39,84.39,0.0,0.0,83.37,83.37,0.0,0.0,84.32,84.32,0.0,0.0
2019-03-03,84.32,84.32,0.0,0.0,85.37,85.37,0.0,0.0,84.03,84.03,0.0,0.0,85.34,85.34,0.0,0.0
2019-03-10,86.06,86.06,0.0,0.0,86.21,86.21,0.0,0.0,85.15,85.15,0.0,0.0,85.53,85.53,0.0,0.0
2019-03-17,85.99,85.99,0.0,0.0,86.19,86.19,0.0,0.0,85.39,85.39,0.0,0.0,85.9,85.9,0.0,0.0
2019-03-24,87.04,87.04,0.0,0.0,87.15,87.15,0.0,0.0,86.08,86.08,0.0,0.0,87.01,87.01,0.0,0.0
2019-03-31,87.83,87.83,0.0,0.0,87.94,87.94,0.0,0.0,87.24,87.24,0.0,0.0,87.43,87.43,0.0,0.0
2019-04-07,88.21,88.21,0.0,0.0,88.23,88.23,0.0,0.0,87.5,87.5,0.0,0.0,87.72,87.72,0.0,0.0
2019-04-14,85.44,85.44,0.0,0.0,85.68,85.68,0.0,0.0,84.06,84.06,0.0,0.0,84.8,84.8,0.0,0.0
2019-04-21,86.75,86.75,0.0,0.0,87.09,87.09,0.0,0.0,85.96,85.96,0.0,0.0,86.02,86.02,0.0,0.0
2019-04-28,87.19,87.19,0.0,0.0,87.63,87.63,0.0,0.0,86.82,86.82,0.0,0.0,87.37,87.37,0.0,0.0
2019-05-05,86.21,86.21,0.0,0.0,86.96,86.96,0.0,0.0,86.13,86.13,0.0,0.0,86.78,86.78,0.0,0.0
2019-05-12,87.56,87.56,0.0,0.0,87.82,87.82,0.0,0.0,86.33,86.33,0.0,0.0,86.68,86.68,0.0,0.0
2019-05-19,88.25,88.25,0.0,0.0,88.56,88.56,0.0,0.0,88.02,88.02,0.0,0.0,88.13,88.13,0.0,0.0
2019-05-26,87.15,87.15,0.0,0.0,87.39,87.39,0.0,0.0,86.57,86.57,0.0,0.0,87.21,87.21,0.0,0.0
2019-06-02,89.12,89.12,0.0,0.0,89.41,89.41,0.0,0.0,88.51,88.51,0.0,0.0,88.88,88.88,0.0,0.0
2019-06-09,89.31,89.31,0.0,0.0,90.11,90.11,0.0,0.0,89.19,89.19,0.0,0.0,90.07,90.07,0.0,0.0
2019-06-16,90.16,90.16,0.0,0.0,90.17,90.17,0.0,0.0,89.1,89.1,0.0,0.0,89.16,89.16,0.0,0.0
2019-06-23,88.25,88.25,0.0,0.0,88.25,88.25,0.0,0.0,86.68,86.68,0.0,0.0,87.61,87.61,0.0,0.0
2019-06-30,89.74,89.74,0.0,0.0,90.33,90.33,0.0,0.0,89.64,89.64,0.0,0.0,90.04,90.04,0.0,0.0
2019-07-07,89.96,89.96,0.0,0.0,90.35,90.35,0.0,0.0,89.64,89.64,0.0,0.0,89.78,89.78,0.0,0.0
2019-07-14,88.08,88.08,0.0,0.0,88.14,88.14,0.0,0.0,87.49,87.49,0.0,0.0,87.76,87.76,0.0,0.0
2019-07-21,88.99,88.99,0.0,0.0,89.64,89.64,0.0,0.0,88.89,88.89,0.0,0.0,89.05,89.05,0.0,0.0
2019-07-28,89.43,89.43,0.0,0.0,89.45,89.45,0.0,0.0,86.93,86.93,0.0,0.0,88.09,88.09,0.0,0.0
2019-08-04,91.33,91.33,0.0,0.0,91.5,91.5,0.0,0.0,90.64,90.64,0.0,0.0,91.1,91.1,0.0,0.0
2019-08-11,91.86,91.86,0.0,0.0,92.4,92.4,0.0,0.0,91.52,91.52,0.0,0.0,92.19,92.19,0.0,0.0
2019-08-18,91.55,91.55,0.0,0.0,91.84,91.84,0.0,0.0,91.13,91.13,0.0,0.0,91.75,91.75,0.0,0.0
