Date,SPDR Barclays Convertible Securities_Open_average,SPDR Barclays Convertible Securities_Open_max,SPDR Barclays Convertible Securities_Open_min,SPDR Barclays Convertible Securities_Open_volatility,SPDR Barclays Convertible Securities_Open_change,SPDR Barclays Convertible Securities_High_average,SPDR Barclays Convertible Securities_High_max,SPDR Barclays Convertible Securities_High_min,SPDR Barclays Convertible Securities_High_volatility,SPDR Barclays Convertible Securities_High_change,SPDR Barclays Convertible Securities_Low_average,SPDR Barclays Convertible Securities_Low_max,SPDR Barclays Convertible Securities_Low_min,SPDR Barclays Convertible Securities_Low_volatility,SPDR Barclays Convertible Securities_Low_change,SPDR Barclays Convertible Securities_Close_average,SPDR Barclays Convertible Securities_Close_max,SPDR Barclays Convertible Securities_Close_min,SPDR Barclays Convertible Securities_Close_volatility,SPDR Barclays Convertible Securities_Close_change
2018-04-29,51.48,51.48,51.48,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.4,51.4,51.4,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2018-05-06,53.11,53.11,53.11,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-05-13,52.76,52.76,52.76,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-05-20,53.15,53.15,53.15,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2018-05-27,53.43,53.43,53.43,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-06-03,53.87,53.87,53.87,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-06-10,54.7,54.7,54.7,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-06-17,54.69,54.69,54.69,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2018-06-24,53.13,53.13,53.13,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2018-07-01,53.2,53.2,53.2,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2018-07-08,53.95,53.95,53.95,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2018-07-15,53.74,53.74,53.74,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2018-07-22,54.06,54.06,54.06,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2018-07-29,53.52,53.52,53.52,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2018-08-05,53.61,53.61,53.61,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2018-08-12,52.6,52.6,52.6,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-08-19,53.76,53.76,53.76,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2018-08-26,54.23,54.23,54.23,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2018-09-02,53.04,53.04,53.04,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-09-09,54.07,54.07,54.07,0.0,0.0,54.13,54.13,54.13,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-09-16,54.12,54.12,54.12,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2018-09-23,53.71,53.71,53.71,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2018-09-30,52.66,52.66,52.66,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2018-10-07,51.01,51.01,51.01,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.57,50.57,50.57,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2018-10-14,51.32,51.32,51.32,0.0,0.0,51.44,51.44,51.44,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2018-10-21,49.43,49.43,49.43,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2018-10-28,51.34,51.34,51.34,0.0,0.0,51.54,51.54,51.54,0.0,0.0,50.79,50.79,50.79,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2018-11-04,51.25,51.25,51.25,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2018-11-11,50.78,50.78,50.78,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.68,50.68,50.68,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2018-11-18,49.75,49.75,49.75,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2018-11-25,51.05,51.05,51.05,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2018-12-02,50.93,50.93,50.93,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-12-09,50.13,50.13,50.13,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-12-16,46.44,46.44,46.44,0.0,0.0,46.64,46.64,46.64,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2018-12-23,46.62,46.62,46.62,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-12-30,46.46,46.46,46.46,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.4,46.4,46.4,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-01-06,48.58,48.58,48.58,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-01-13,49.34,49.34,49.34,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2019-01-20,49.55,49.55,49.55,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2019-01-27,50.39,50.39,50.39,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-02-03,50.49,50.49,50.49,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2019-02-10,51.61,51.61,51.61,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-02-17,51.71,51.71,51.71,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.61,51.61,51.61,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-02-24,52.41,52.41,52.41,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-03-03,50.92,50.92,50.92,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-03-10,52.2,52.2,52.2,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-03-17,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2019-03-24,52.07,52.07,52.07,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.94,51.94,51.94,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-03-31,52.72,52.72,52.72,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2019-04-07,53.27,53.27,53.27,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-04-14,52.96,52.96,52.96,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-04-21,53.23,53.23,53.23,0.0,0.0,53.38,53.38,53.38,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-04-28,53.48,53.48,53.48,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-05-05,52.36,52.36,52.36,0.0,0.0,52.8,52.8,52.8,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-05-12,52.03,52.03,52.03,0.0,0.0,52.33,52.33,52.33,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-05-19,51.38,51.38,51.38,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-05-26,50.6,50.6,50.6,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-06-02,51.65,51.65,51.65,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2019-06-09,52.01,52.01,52.01,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2019-06-16,52.63,52.63,52.63,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2019-06-23,52.73,52.73,52.73,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2019-06-30,53.14,53.14,53.14,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-07-07,53.67,53.67,53.67,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-07-14,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-07-21,54.13,54.13,54.13,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2019-07-28,53.13,53.13,53.13,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2019-08-04,52.76,52.76,52.76,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2019-08-11,52.19,52.19,52.19,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-08-18,52.65,52.65,52.65,0.0,0.0,52.85,52.85,52.85,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-08-25,52.92,52.92,52.92,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2019-09-01,52.83,52.83,52.83,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-09-08,53.24,53.24,53.24,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2019-09-15,53.29,53.29,53.29,0.0,0.0,53.31,53.31,53.31,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-09-22,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-09-29,52.19,52.19,52.19,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-10-06,52.53,52.53,52.53,0.0,0.0,52.85,52.85,52.85,0.0,0.0,51.89,51.89,51.89,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2019-10-13,52.87,52.87,52.87,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2019-10-20,52.93,52.93,52.93,0.0,0.0,53.19,53.19,53.19,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2019-10-27,53.33,53.33,53.33,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2019-11-03,53.44,53.44,53.44,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-11-10,53.86,53.86,53.86,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.77,53.77,53.77,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2019-11-17,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2019-11-24,54.72,54.72,54.72,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-12-01,54.68,54.68,54.68,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2019-12-08,54.78,54.78,54.78,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2019-12-15,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2019-12-22,55.81,55.81,55.81,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-12-29,55.63,55.63,55.63,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.9,55.9,55.9,0.0,0.0
