Date,CBU_stock_Open_average,CBU_stock_Open_max,CBU_stock_Open_min,CBU_stock_Open_volatility,CBU_stock_Open_change,CBU_stock_High_average,CBU_stock_High_max,CBU_stock_High_min,CBU_stock_High_volatility,CBU_stock_High_change,CBU_stock_Low_average,CBU_stock_Low_max,CBU_stock_Low_min,CBU_stock_Low_volatility,CBU_stock_Low_change,CBU_stock_Close_average,CBU_stock_Close_max,CBU_stock_Close_min,CBU_stock_Close_volatility,CBU_stock_Close_change,CBU_stock_Volume_average,CBU_stock_Volume_max,CBU_stock_Volume_min,CBU_stock_Volume_volatility,CBU_stock_Volume_change
2018-01-14,55.2525,55.99,54.55,1.4400000000000048,-1.4400000000000048,55.6425,56.0,55.4,0.6000000000000014,-0.6000000000000014,54.522499999999994,54.62,54.44,0.17999999999999972,-0.07000000000000028,55.0525,55.42,54.55,0.8700000000000045,0.5399999999999991,195666,262476,153301,109175,64982
2018-01-21,55.077999999999996,55.94,53.91,2.030000000000001,-1.4400000000000048,55.513999999999996,56.19,54.05,2.1400000000000006,-1.6000000000000014,54.15,55.25,53.19,2.0600000000000023,-1.3999999999999986,54.826,55.76,53.73,2.030000000000001,-1.8500000000000014,293237,431884,177638,254246,-28092
2018-01-28,53.506,54.08,53.13,0.9499999999999957,0.44999999999999574,54.312,54.96,53.85,1.1099999999999994,0.6799999999999997,53.300000000000004,53.95,52.88,1.0700000000000003,0.46000000000000085,53.782,54.31,53.3,1.0100000000000051,0.7100000000000009,559585,1831616,220680,1610936,-31102
2018-02-04,52.412,53.59,51.83,1.7600000000000051,-1.7600000000000051,53.276,54.53,52.74,1.7899999999999991,-1.7700000000000031,51.25,52.04,50.72,1.3200000000000003,-1.0899999999999963,52.1,52.68,51.22,1.4600000000000009,0.28999999999999915,220227,279879,160166,119713,-72949
2018-02-11,53.272,54.54,52.4,2.1400000000000006,1.5600000000000023,54.048,55.0,53.08,1.9200000000000017,1.8999999999999986,52.986,54.16,51.68,2.479999999999997,2.450000000000003,53.804,54.7,52.7,2.0,2.0,192336,229627,162237,67390,-5293
2018-02-18,54.475,54.74,54.25,0.490000000000002,-0.07000000000000028,55.1975,55.33,55.0,0.3299999999999983,0.259999999999998,54.287499999999994,54.37,54.16,0.21000000000000085,0.21000000000000085,54.68,55.24,54.3,0.9400000000000048,0.9400000000000048,251872,439143,112851,326292,-59317
2018-02-25,54.316,55.45,52.93,2.520000000000003,-2.4399999999999977,54.964,56.0,54.0,2.0,-1.0700000000000003,53.64,54.74,52.84,1.8999999999999986,-1.8999999999999986,54.188,55.51,53.31,2.1999999999999957,-1.1899999999999977,158369,176336,127602,48734,-48734
2018-03-04,55.39,56.26,53.94,2.3200000000000003,2.1700000000000017,56.216,56.66,55.56,1.0999999999999943,1.0999999999999943,54.906,55.81,53.56,2.25,2.25,55.87,56.52,55.19,1.3300000000000054,1.3300000000000054,154454,191269,98194,93075,-15415
2018-03-11,56.602000000000004,57.09,56.07,1.0200000000000031,-0.10000000000000142,56.922,57.26,56.64,0.6199999999999974,-0.00999999999999801,56.116,56.58,55.73,0.8500000000000014,-0.05999999999999517,56.51,57.0,55.88,1.1199999999999974,-0.1600000000000037,296749,708750,135927,572823,572823
2018-03-18,55.696,56.36,54.54,1.8200000000000003,-1.740000000000002,56.002,56.6,54.54,2.0600000000000023,-2.0,54.682,55.79,52.39,3.3999999999999986,-3.3200000000000003,55.002,56.36,52.44,3.9200000000000017,-3.9200000000000017,191791,246543,138604,107939,-14517
2018-03-25,53.675,54.14,52.96,1.1799999999999997,0.9200000000000017,54.0725,54.15,53.93,0.21999999999999886,0.14000000000000057,52.8075,53.35,52.43,0.9200000000000017,0.8000000000000043,53.457499999999996,53.87,52.72,1.1499999999999986,-0.30999999999999517,206727,243041,160393,82648,-49247
2018-04-01,53.454,54.31,52.58,1.730000000000004,0.37999999999999545,54.21,54.54,53.35,1.1899999999999977,-0.01999999999999602,52.612,53.7,52.26,1.4400000000000048,0.05000000000000426,53.516,54.43,52.61,1.8200000000000003,0.4299999999999997,226092,359816,156688,203128,-106166
2018-04-08,54.016,54.9,53.25,1.6499999999999986,1.6499999999999986,54.536,54.96,54.12,0.8400000000000034,0.7899999999999991,53.452,54.01,52.84,1.1699999999999946,0.8399999999999963,53.92,54.57,52.91,1.6600000000000037,0.9500000000000028,137950,228168,102281,125887,44403
2018-04-15,53.984,54.53,53.24,1.2899999999999991,-0.17999999999999972,54.458,54.65,54.2,0.44999999999999574,0.17999999999999972,53.542,53.95,53.24,0.7100000000000009,0.2700000000000031,53.974000000000004,54.31,53.34,0.9699999999999989,0.020000000000003126,144911,207636,101466,106170,35575
2018-04-22,55.942,57.64,54.41,3.230000000000004,2.5800000000000054,56.748,57.89,54.91,2.980000000000004,2.8100000000000023,55.634,56.91,54.33,2.5799999999999983,2.5799999999999983,56.364,57.4,54.61,2.789999999999999,2.700000000000003,277789,476029,170086,305943,-7767
2018-04-29,57.036,57.42,56.44,0.980000000000004,-0.6200000000000045,57.914,58.55,57.62,0.9299999999999997,0.8999999999999986,56.406,56.8,55.72,1.0799999999999983,0.5799999999999983,57.296,58.12,56.25,1.8699999999999974,1.8699999999999974,248921,359837,177007,182830,-147335
2018-05-06,59.154,60.06,57.93,2.1300000000000026,2.1300000000000026,59.848,60.5,58.78,1.7199999999999989,1.5600000000000023,58.888,59.87,57.76,2.1099999999999994,2.1099999999999994,59.542,60.17,58.43,1.740000000000002,1.6099999999999994,256747,499854,132431,367423,23895
2018-05-13,60.298,61.03,59.56,1.4699999999999989,0.740000000000002,60.802,61.36,60.29,1.0700000000000003,1.0700000000000003,59.864,60.12,59.56,0.5599999999999952,0.509999999999998,60.242,60.76,59.66,1.1000000000000014,0.47000000000000597,200809,246335,126969,119366,98867
2018-05-20,60.28,60.52,59.98,0.5400000000000063,-0.2600000000000051,60.726,61.08,60.41,0.6700000000000017,-0.22000000000000597,59.922,60.4,59.25,1.1499999999999986,-0.0799999999999983,60.391999999999996,60.55,60.29,0.259999999999998,-0.10999999999999943,221281,454237,127861,326376,-321417
2018-05-27,60.129999999999995,60.58,59.67,0.9099999999999966,0.9099999999999966,60.595,60.9,60.21,0.6899999999999977,0.6899999999999977,59.7325,60.27,59.02,1.25,1.25,60.075,60.45,59.57,0.8800000000000026,0.8800000000000026,194850,219779,146365,73414,8713
2018-06-03,61.41,62.39,60.64,1.75,1.3399999999999963,61.788,62.39,61.1,1.2899999999999991,1.0800000000000054,61.034,61.8,60.32,1.4799999999999969,1.4799999999999969,61.542,61.98,60.97,1.009999999999998,0.8200000000000003,193235,278974,150206,128768,-66056
2018-06-10,60.74,61.73,59.88,1.8499999999999943,-1.8499999999999943,61.022,61.78,60.44,1.3400000000000034,-1.0700000000000003,59.972,60.69,59.44,1.25,-1.25,60.44,60.95,60.18,0.7700000000000031,-0.7700000000000031,249806,570203,133802,436401,381436
2018-06-17,61.002,61.98,59.58,2.3999999999999986,2.3999999999999986,61.760000000000005,62.27,60.92,1.3500000000000014,1.3500000000000014,60.638,61.32,59.47,1.8500000000000014,1.8500000000000014,61.418,61.84,60.51,1.3300000000000054,1.1300000000000026,225009,449285,139359,309926,244647
2018-06-24,60.64,61.51,59.41,2.1000000000000014,-1.3599999999999994,60.926,61.72,60.03,1.6899999999999977,-1.3500000000000014,59.916,60.83,59.03,1.7999999999999972,-1.6700000000000017,60.118,61.23,59.07,2.1599999999999966,-2.1599999999999966,177444,206391,137458,68933,-49717
2018-07-01,60.0325,60.79,58.72,2.0700000000000003,2.0700000000000003,60.832499999999996,61.66,60.07,1.5899999999999963,1.5899999999999963,59.817499999999995,60.49,58.65,1.8400000000000034,1.8400000000000034,60.6475,61.58,60.04,1.5399999999999991,1.5399999999999991,170451,238834,55762,183072,47060
2018-07-08,61.508,62.39,60.91,1.480000000000004,-0.8800000000000026,61.992,62.58,61.5,1.0799999999999983,-0.9699999999999989,60.952000000000005,61.77,60.35,1.4200000000000017,-1.0700000000000003,61.33,62.33,60.73,1.6000000000000014,-1.6000000000000014,244924,332954,144775,188179,188133
2018-07-15,61.53,62.13,60.97,1.1600000000000037,1.1600000000000037,62.184,63.08,61.48,1.6000000000000014,1.6000000000000014,61.392,61.81,60.95,0.8599999999999994,0.8599999999999994,61.93,62.79,61.35,1.4399999999999977,1.4099999999999966,257161,308904,193246,115658,67607
2018-07-22,64.352,65.01,63.07,1.9400000000000048,1.9400000000000048,65.208,65.51,64.84,0.6700000000000017,0.3299999999999983,63.716,64.27,62.64,1.6299999999999955,1.3399999999999963,64.598,64.93,64.21,0.7200000000000131,-0.7200000000000131,292260,397301,182021,215280,-215280
2018-07-29,63.972,64.51,63.54,0.970000000000006,0.30000000000001137,64.408,64.83,63.91,0.9200000000000017,0.25,63.364,63.66,63.04,0.6199999999999974,-0.27999999999999403,63.786,64.48,63.25,1.230000000000004,-0.18999999999999773,227915,656808,100480,556328,-37202
2018-08-05,63.516,63.92,63.18,0.740000000000002,-0.4200000000000017,64.014,64.14,63.87,0.2700000000000031,0.12000000000000455,63.18,63.27,63.08,0.19000000000000483,-0.10999999999999943,63.612,63.94,63.34,0.5999999999999943,0.3299999999999983,106594,143262,74201,69061,-62300
2018-08-12,64.332,65.2,63.56,1.6400000000000006,1.6400000000000006,65.086,65.84,63.89,1.9500000000000028,1.9500000000000028,64.116,64.99,63.33,1.6599999999999966,1.6599999999999966,64.766,65.79,63.5,2.2900000000000063,2.2900000000000063,147300,181216,122642,58574,58574
