Date,Global X Conscious Companies_Open_average,Global X Conscious Companies_Open_max,Global X Conscious Companies_Open_min,Global X Conscious Companies_Open_volatility,Global X Conscious Companies_Open_change,Global X Conscious Companies_High_average,Global X Conscious Companies_High_max,Global X Conscious Companies_High_min,Global X Conscious Companies_High_volatility,Global X Conscious Companies_High_change,Global X Conscious Companies_Low_average,Global X Conscious Companies_Low_max,Global X Conscious Companies_Low_min,Global X Conscious Companies_Low_volatility,Global X Conscious Companies_Low_change,Global X Conscious Companies_Close_average,Global X Conscious Companies_Close_max,Global X Conscious Companies_Close_min,Global X Conscious Companies_Close_volatility,Global X Conscious Companies_Close_change
2018-01-14,20.41,20.41,20.41,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2018-01-21,20.83,20.83,20.83,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2018-01-28,19.92,19.92,19.92,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2018-02-04,19.05,19.05,19.05,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-02-11,19.8,19.8,19.8,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-02-18,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2018-02-25,19.5,19.5,19.5,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2018-03-04,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2018-03-11,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2018-03-18,19.37,19.37,19.37,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2018-03-25,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,18.84,18.84,18.84,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2018-04-01,19.27,19.27,19.27,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2018-04-08,19.69,19.69,19.69,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2018-04-15,19.67,19.67,19.67,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2018-04-22,19.59,19.59,19.59,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2018-04-29,19.54,19.54,19.54,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2018-05-06,19.81,19.81,19.81,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2018-05-13,19.79,19.79,19.79,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-05-20,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2018-05-27,20.02,20.02,20.02,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2018-06-03,20.38,20.38,20.38,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2018-06-10,20.24,20.24,20.24,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2018-06-17,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2018-06-24,19.81,19.81,19.81,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-07-01,20.35,20.35,20.35,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2018-07-08,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2018-07-15,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-07-22,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-07-29,20.84,20.84,20.84,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-08-05,20.68,20.68,20.68,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2018-08-12,20.9,20.9,20.9,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-08-19,21.11,21.11,21.11,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-08-26,21.2,21.2,21.2,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2018-09-02,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-09-09,21.32,21.32,21.32,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-09-16,21.47,21.47,21.47,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-09-23,21.37,21.37,21.37,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-09-30,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2018-10-07,20.09,20.09,20.09,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2018-10-14,20.02,20.02,20.02,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2018-10-21,19.6,19.6,19.6,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-10-28,20.13,20.13,20.13,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2018-11-04,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2018-11-11,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2018-11-18,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2018-11-25,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2018-12-02,19.64,19.64,19.64,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2018-12-09,19.4,19.4,19.4,0.0,0.0,19.4,19.4,19.4,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2018-12-16,17.8,17.8,17.8,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2018-12-23,18.31,18.31,18.31,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2018-12-30,18.64,18.64,18.64,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2019-01-06,18.97,18.97,18.97,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-01-13,19.58,19.58,19.58,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2019-01-20,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2019-01-27,19.95,19.95,19.95,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-02-03,19.92,19.92,19.92,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.13,20.13,20.13,0.0,0.0
2019-02-10,20.58,20.58,20.58,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2019-02-17,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-02-24,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-03-03,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-03-10,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-03-17,20.55,20.55,20.55,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-03-24,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-03-31,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2019-04-07,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2019-04-14,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2019-04-21,21.91,21.91,21.91,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2019-04-28,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2019-05-05,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-05-12,21.09,21.09,21.09,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-05-19,21.01,21.01,21.01,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.86,20.86,20.86,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-05-26,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-06-02,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.53,21.53,21.53,0.0,0.0
