Date,MKTX_Open_average,MKTX_Open_max,MKTX_Open_min,MKTX_Open_volatility,MKTX_Open_change,MKTX_High_average,MKTX_High_max,MKTX_High_min,MKTX_High_volatility,MKTX_High_change,MKTX_Low_average,MKTX_Low_max,MKTX_Low_min,MKTX_Low_volatility,MKTX_Low_change,MKTX_Close_average,MKTX_Close_max,MKTX_Close_min,MKTX_Close_volatility,MKTX_Close_change,MKTX_Volume_average,MKTX_Volume_max,MKTX_Volume_min,MKTX_Volume_volatility,MKTX_Volume_change
2018-01-14,205.406,208.44,200.0,8.439999999999998,-4.490000000000009,207.768,209.48,204.14,5.340000000000003,-3.6200000000000045,204.328,206.93,199.77,7.159999999999997,-4.689999999999998,206.268,208.39,201.26,7.1299999999999955,-5.200000000000017,268286,431074,182553,248521,133445
2018-01-21,196.392,201.35,193.27,8.079999999999984,-8.079999999999984,198.514,202.25,194.49,7.759999999999991,-6.930000000000007,192.712,195.94,190.12,5.819999999999993,-5.819999999999993,193.916,195.98,190.79,5.189999999999998,-5.189999999999998,319453,510298,258159,252139,-9187
2018-01-28,193.994,195.84,190.0,5.840000000000003,5.280000000000001,198.712,201.96,196.0,5.960000000000008,5.700000000000017,191.37,194.4,189.46,4.939999999999998,4.439999999999998,195.416,197.13,191.85,5.280000000000001,5.280000000000001,414978,598050,282972,315078,250683
2018-02-04,193.128,195.27,189.99,5.280000000000001,-4.929999999999978,195.228,197.17,191.97,5.199999999999989,-2.6999999999999886,189.676,193.56,185.25,8.310000000000002,-2.450000000000017,191.99,195.26,189.02,6.239999999999981,-3.759999999999991,310620,546253,156557,389696,-389696
2018-02-11,194.93,198.78,190.42,8.360000000000014,8.360000000000014,198.365,201.86,193.54,8.320000000000022,8.320000000000022,193.375,197.94,187.09,10.849999999999994,10.849999999999994,197.8,201.4,193.3,8.099999999999994,8.099999999999994,161548,206403,123418,82985,-82985
2018-02-18,200.378,203.0,198.22,4.780000000000001,-2.9199999999999875,202.366,204.62,200.16,4.460000000000008,-2.8000000000000114,198.136,199.76,196.9,2.859999999999985,-1.1099999999999852,199.772,201.99,197.68,4.310000000000002,-0.45000000000001705,195457,253632,115801,137831,-126466
2018-02-25,201.882,203.99,199.77,4.219999999999999,1.8699999999999761,206.666,210.25,203.08,7.1699999999999875,7.1699999999999875,200.38,200.67,199.77,0.8999999999999773,0.8299999999999841,204.218,209.2,201.01,8.189999999999998,8.189999999999998,292535,484050,130240,353810,207122
2018-03-04,213.934,219.43,209.25,10.180000000000007,10.180000000000007,217.832,223.62,212.55,11.069999999999993,11.069999999999993,212.642,218.2,208.1,10.099999999999994,9.939999999999998,216.542,223.15,211.47,11.680000000000007,11.680000000000007,244725,296830,192117,104713,-59656
2018-03-11,224.12800000000001,224.46,223.77,0.6899999999999977,0.6799999999999784,226.14,227.06,224.97,2.0900000000000034,-0.4300000000000068,221.9,223.77,219.93,3.8400000000000034,-3.3600000000000136,223.794,224.59,222.75,1.8400000000000034,-1.2199999999999989,253312,472378,159581,312797,-307093
2018-03-18,222.502,223.77,221.33,2.4399999999999977,-1.75,225.214,229.84,221.84,8.0,-7.300000000000011,220.442,223.31,218.12,5.189999999999998,-4.680000000000007,222.016,224.22,219.54,4.680000000000007,-2.509999999999991,237997,322081,187459,134622,-79935
2018-03-25,217.7175,222.32,213.78,8.539999999999992,-4.819999999999993,219.3825,222.71,217.96,4.75,-4.0,213.0725,216.78,210.31,6.469999999999999,-6.469999999999999,214.9925,217.44,212.27,5.1699999999999875,-5.009999999999991,218248,290203,154285,135918,-85586
2018-04-01,210.584,213.39,208.06,5.329999999999984,-4.859999999999985,212.66,216.27,208.31,7.960000000000008,-4.610000000000014,207.046,210.01,202.84,7.1699999999999875,-2.4599999999999795,209.716,213.41,206.68,6.72999999999999,-5.599999999999994,259073,305027,155801,149226,-107268
2018-04-08,205.244,209.99,202.56,7.430000000000007,-7.430000000000007,206.80599999999998,212.03,203.67,8.360000000000014,-6.3700000000000045,202.65,205.99,200.05,5.939999999999998,-3.430000000000007,204.436,206.38,202.07,4.310000000000002,-1.9799999999999898,234865,308498,155354,153144,-22109
2018-04-15,204.29,207.32,202.95,4.3700000000000045,-2.0800000000000125,206.014,208.68,203.85,4.8300000000000125,-3.3000000000000114,201.814,205.03,198.78,6.25,-6.25,203.262,205.99,202.06,3.930000000000007,-3.930000000000007,218616,295553,161301,134252,-52756
