Date,SPDR Euro Stoxx 50_etf_Open_average,SPDR Euro Stoxx 50_etf_Open_max,SPDR Euro Stoxx 50_etf_Open_min,SPDR Euro Stoxx 50_etf_Open_volatility,SPDR Euro Stoxx 50_etf_Open_change,SPDR Euro Stoxx 50_etf_High_average,SPDR Euro Stoxx 50_etf_High_max,SPDR Euro Stoxx 50_etf_High_min,SPDR Euro Stoxx 50_etf_High_volatility,SPDR Euro Stoxx 50_etf_High_change,SPDR Euro Stoxx 50_etf_Low_average,SPDR Euro Stoxx 50_etf_Low_max,SPDR Euro Stoxx 50_etf_Low_min,SPDR Euro Stoxx 50_etf_Low_volatility,SPDR Euro Stoxx 50_etf_Low_change,SPDR Euro Stoxx 50_etf_Close_average,SPDR Euro Stoxx 50_etf_Close_max,SPDR Euro Stoxx 50_etf_Close_min,SPDR Euro Stoxx 50_etf_Close_volatility,SPDR Euro Stoxx 50_etf_Close_change
2018-01-14,43.44,43.44,43.44,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2018-01-21,44.02,44.02,44.02,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-01-28,42.94,42.94,42.94,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2018-02-04,39.89,39.89,39.89,0.0,0.0,40.09,40.09,40.09,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2018-02-11,41.32,41.32,41.32,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2018-02-18,41.16,41.16,41.16,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2018-02-25,39.95,39.95,39.95,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.69,39.69,39.69,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2018-03-04,40.92,40.92,40.92,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2018-03-11,40.88,40.88,40.88,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-03-18,39.75,39.75,39.75,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2018-03-25,40.28,40.28,40.28,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-04-01,40.71,40.71,40.71,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-04-08,41.52,41.52,41.52,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2018-04-15,41.8,41.8,41.8,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2018-04-22,41.56,41.56,41.56,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-04-29,41.2,41.2,41.2,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2018-05-06,41.85,41.85,41.85,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2018-05-13,41.46,41.46,41.46,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2018-05-20,40.33,40.33,40.33,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-05-27,40.08,40.08,40.08,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-06-03,40.25,40.25,40.25,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-06-10,39.63,39.63,39.63,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-06-17,38.81,38.81,38.81,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2018-06-24,38.45,38.45,38.45,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2018-07-01,39.19,39.19,39.19,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-07-08,39.06,39.06,39.06,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2018-07-15,39.08,39.08,39.08,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2018-07-22,39.84,39.84,39.84,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2018-07-29,39.08,39.08,39.08,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2018-08-05,38.01,38.01,38.01,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-08-12,37.24,37.24,37.24,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-08-19,38.62,38.62,38.62,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2018-08-26,38.42,38.42,38.42,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2018-09-02,36.89,36.89,36.89,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2018-09-09,37.89,37.89,37.89,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2018-09-16,39.01,39.01,39.01,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2018-09-23,38.16,38.16,38.16,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2018-09-30,37.54,37.54,37.54,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2018-10-07,36.22,36.22,36.22,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.62,35.62,35.62,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2018-10-14,35.73,35.73,35.73,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2018-10-21,34.45,34.45,34.45,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-10-28,35.94,35.94,35.94,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2018-11-04,35.59,35.59,35.59,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2018-11-11,35.12,35.12,35.12,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2018-11-18,34.4,34.4,34.4,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-11-25,34.99,34.99,34.99,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2018-12-02,34.21,34.21,34.21,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2018-12-09,33.92,33.92,33.92,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-12-16,33.04,33.04,33.04,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2018-12-23,33.35,33.35,33.35,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-12-30,33.26,33.26,33.26,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-01-06,34.14,34.14,34.14,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-01-13,34.59,34.59,34.59,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-01-20,34.91,34.91,34.91,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.97,34.97,34.97,0.0,0.0
