Date,DE_Open_average,DE_Open_max,DE_Open_min,DE_Open_volatility,DE_Open_change,DE_High_average,DE_High_max,DE_High_min,DE_High_volatility,DE_High_change,DE_Low_average,DE_Low_max,DE_Low_min,DE_Low_volatility,DE_Low_change,DE_Close_average,DE_Close_max,DE_Close_min,DE_Close_volatility,DE_Close_change,DE_Volume_average,DE_Volume_max,DE_Volume_min,DE_Volume_volatility,DE_Volume_change
2018-01-14,168.848,170.15,166.96,3.1899999999999977,-0.15000000000000568,169.684,170.61,168.45,2.160000000000025,-0.21000000000000796,167.164,168.72,166.26,2.460000000000008,2.359999999999985,168.714,170.38,167.43,2.9499999999999886,2.8400000000000034,1841460,2185930,1401045,784885,-645029
2018-01-21,170.32,171.49,169.5,1.990000000000009,1.5900000000000034,171.166,171.96,170.09,1.8700000000000045,1.8599999999999852,168.26,169.14,166.91,2.2299999999999898,0.3299999999999841,169.612,171.49,168.66,2.8300000000000125,0.5200000000000102,1501428,1651278,1365034,286244,122611
2018-01-28,166.584,169.42,163.1,6.319999999999993,-4.650000000000006,168.47,170.57,166.06,4.509999999999991,-3.3400000000000034,163.786,166.82,156.97,9.849999999999994,-9.849999999999994,164.952,168.51,157.02,11.48999999999998,-11.48999999999998,2304431,3549609,1712703,1836906,1836906
2018-02-04,157.694,161.2,153.95,7.25,2.7900000000000205,161.03,164.16,157.15,7.009999999999991,-1.8999999999999773,154.096,160.91,148.6,12.310000000000002,4.460000000000008,158.224,161.88,153.66,8.219999999999999,-2.6699999999999875,3009192,3895342,2343108,1552234,-1034276
2018-02-11,162.1825,165.75,158.02,7.72999999999999,7.72999999999999,167.2925,175.26,161.61,13.649999999999977,13.649999999999977,160.57999999999998,162.99,157.56,5.430000000000007,4.449999999999989,165.2075,169.44,161.3,8.139999999999986,8.139999999999986,3575735,6626872,1795898,4830974,4830974
2018-02-18,165.782,169.04,163.0,6.039999999999992,-1.9899999999999807,167.422,169.96,165.8,4.159999999999997,-1.6500000000000057,163.376,165.63,161.97,3.6599999999999966,1.9799999999999898,164.94400000000002,167.46,162.09,5.3700000000000045,2.6899999999999977,2444269,3750423,1770001,1980422,-1980422
2018-02-25,160.058,167.53,152.54,14.990000000000009,-14.990000000000009,161.96,167.53,156.26,11.27000000000001,-9.289999999999992,156.602,163.58,151.04,12.54000000000002,-12.54000000000002,158.422,163.58,153.31,10.27000000000001,-6.0400000000000205,3204626,4169468,2281832,1887636,811592
2018-03-04,160.458,167.96,156.04,11.920000000000016,9.360000000000014,163.06,168.05,158.32,9.730000000000018,8.480000000000018,158.538,162.8,154.98,7.820000000000022,5.340000000000003,161.886,167.93,157.9,10.030000000000001,5.52000000000001,2915998,3828040,2260882,1567158,-133110
2018-03-11,162.134,164.96,159.72,5.240000000000009,-2.3100000000000023,163.48,166.31,161.68,4.6299999999999955,-3.3799999999999955,159.184,160.67,157.83,2.839999999999975,-2.839999999999975,160.908,163.88,159.53,4.349999999999994,-1.789999999999992,2582665,3818654,1320744,2497910,66279
2018-03-18,155.196,160.2,151.39,8.810000000000002,-8.810000000000002,157.254,162.05,153.68,8.370000000000005,-8.370000000000005,152.524,159.18,147.6,11.580000000000013,-10.280000000000001,154.192,159.99,148.0,11.990000000000009,-6.650000000000006,2714844,3768818,1499440,2269378,964403
2018-03-25,153.125,154.38,151.48,2.9000000000000057,0.13999999999998636,155.3325,156.99,153.63,3.3600000000000136,-2.1100000000000136,150.125,151.52,148.79,2.730000000000018,-1.6100000000000136,152.695,155.32,151.48,3.8400000000000034,-0.3400000000000034,2755924,3526734,2150559,1376175,-540888
2018-04-01,148.786,152.69,145.32,7.3700000000000045,-6.02000000000001,150.568,153.23,147.44,5.789999999999992,-5.77000000000001,145.68,149.76,142.73,7.030000000000001,-7.030000000000001,148.26,153.04,142.96,10.079999999999984,-10.079999999999984,3264504,4478077,1957437,2520640,1672191
