Date,Oppenheimer Small Cap Revenue_Open_average,Oppenheimer Small Cap Revenue_Open_max,Oppenheimer Small Cap Revenue_Open_min,Oppenheimer Small Cap Revenue_Open_volatility,Oppenheimer Small Cap Revenue_Open_change,Oppenheimer Small Cap Revenue_High_average,Oppenheimer Small Cap Revenue_High_max,Oppenheimer Small Cap Revenue_High_min,Oppenheimer Small Cap Revenue_High_volatility,Oppenheimer Small Cap Revenue_High_change,Oppenheimer Small Cap Revenue_Low_average,Oppenheimer Small Cap Revenue_Low_max,Oppenheimer Small Cap Revenue_Low_min,Oppenheimer Small Cap Revenue_Low_volatility,Oppenheimer Small Cap Revenue_Low_change,Oppenheimer Small Cap Revenue_Close_average,Oppenheimer Small Cap Revenue_Close_max,Oppenheimer Small Cap Revenue_Close_min,Oppenheimer Small Cap Revenue_Close_volatility,Oppenheimer Small Cap Revenue_Close_change
2019-01-13,65.0,65.0,65.0,0.0,0.0,65.78,65.78,65.78,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2019-01-20,64.79,64.79,64.79,0.0,0.0,64.91,64.91,64.91,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2019-01-27,65.81,65.81,65.81,0.0,0.0,66.62,66.62,66.62,0.0,0.0,65.51,65.51,65.51,0.0,0.0,66.38,66.38,66.38,0.0,0.0
2019-02-03,65.28,65.28,65.28,0.0,0.0,65.92,65.92,65.92,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.92,65.92,65.92,0.0,0.0
2019-02-10,68.41,68.41,68.41,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.41,68.41,68.41,0.0,0.0,69.19,69.19,69.19,0.0,0.0
2019-02-17,70.44,70.44,70.44,0.0,0.0,70.52,70.52,70.52,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2019-02-24,69.99,69.99,69.99,0.0,0.0,69.99,69.99,69.99,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2019-03-03,65.96,65.96,65.96,0.0,0.0,67.04,67.04,67.04,0.0,0.0,65.84,65.84,65.84,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-03-10,66.56,66.56,66.56,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.37,66.37,66.37,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2019-03-17,63.97,63.97,63.97,0.0,0.0,65.08,65.08,65.08,0.0,0.0,63.67,63.67,63.67,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2019-03-24,66.01,66.01,66.01,0.0,0.0,66.7,66.7,66.7,0.0,0.0,65.97,65.97,65.97,0.0,0.0,66.6,66.6,66.6,0.0,0.0
2019-03-31,67.26,67.26,67.26,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.26,67.26,67.26,0.0,0.0
2019-04-07,67.44,67.44,67.44,0.0,0.0,67.52,67.52,67.52,0.0,0.0,66.78,66.78,66.78,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2019-04-14,66.76,66.76,66.76,0.0,0.0,66.8,66.8,66.8,0.0,0.0,65.91,65.91,65.91,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2019-04-21,67.82,67.82,67.82,0.0,0.0,68.26,68.26,68.26,0.0,0.0,67.82,67.82,67.82,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2019-04-28,66.79,66.79,66.79,0.0,0.0,68.35,68.35,68.35,0.0,0.0,66.79,66.79,66.79,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2019-05-05,65.13,65.13,65.13,0.0,0.0,65.13,65.13,65.13,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2019-05-12,63.22,63.22,63.22,0.0,0.0,63.37,63.37,63.37,0.0,0.0,62.64,62.64,62.64,0.0,0.0,63.03,63.03,63.03,0.0,0.0
2019-05-19,61.84,61.84,61.84,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-05-26,58.76,58.76,58.76,0.0,0.0,59.62,59.62,59.62,0.0,0.0,58.76,58.76,58.76,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2019-06-02,61.14,61.14,61.14,0.0,0.0,62.15,62.15,62.15,0.0,0.0,61.14,61.14,61.14,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2019-06-09,61.47,61.47,61.47,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-06-16,62.07,62.07,62.07,0.0,0.0,62.07,62.07,62.07,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-06-23,63.84,63.84,63.84,0.0,0.0,64.48,64.48,64.48,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2019-06-30,63.26,63.26,63.26,0.0,0.0,63.72,63.72,63.72,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-07-07,62.94,62.94,62.94,0.0,0.0,63.17,63.17,63.17,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2019-07-14,61.08,61.08,61.08,0.0,0.0,61.6,61.6,61.6,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-07-21,62.37,62.37,62.37,0.0,0.0,62.64,62.64,62.64,0.0,0.0,61.91,61.91,61.91,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2019-07-28,59.21,59.21,59.21,0.0,0.0,59.21,59.21,59.21,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2019-08-04,59.15,59.15,59.15,0.0,0.0,59.19,59.19,59.19,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2019-08-11,58.67,58.67,58.67,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-08-18,57.26,57.26,57.26,0.0,0.0,57.42,57.42,57.42,0.0,0.0,56.82,56.82,56.82,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-08-25,58.97,58.97,58.97,0.0,0.0,59.17,59.17,59.17,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2019-09-01,61.27,61.27,61.27,0.0,0.0,62.96,62.96,62.96,0.0,0.0,61.18,61.18,61.18,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-09-08,66.23,66.23,66.23,0.0,0.0,66.53,66.53,66.53,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.38,66.38,66.38,0.0,0.0
2019-09-15,63.93,63.93,63.93,0.0,0.0,64.54,64.54,64.54,0.0,0.0,63.66,63.66,63.66,0.0,0.0,64.33,64.33,64.33,0.0,0.0
2019-09-22,63.71,63.71,63.71,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2019-09-29,61.23,61.23,61.23,0.0,0.0,62.12,62.12,62.12,0.0,0.0,60.91,60.91,60.91,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2019-10-06,61.9,61.9,61.9,0.0,0.0,62.06,62.06,62.06,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2019-10-13,63.94,63.94,63.94,0.0,0.0,64.64,64.64,64.64,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.11,64.11,64.11,0.0,0.0
2019-10-20,65.94,65.94,65.94,0.0,0.0,66.81,66.81,66.81,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2019-10-27,66.34,66.34,66.34,0.0,0.0,67.03,67.03,67.03,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2019-11-03,66.52,66.52,66.52,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2019-11-10,65.82,65.82,65.82,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2019-11-17,65.09,65.09,65.09,0.0,0.0,66.94,66.94,66.94,0.0,0.0,65.09,65.09,65.09,0.0,0.0,66.78,66.78,66.78,0.0,0.0
2019-11-24,66.54,66.54,66.54,0.0,0.0,66.58,66.58,66.58,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2019-12-01,67.55,67.55,67.55,0.0,0.0,68.01,68.01,68.01,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2019-12-08,67.58,67.58,67.58,0.0,0.0,68.18,68.18,68.18,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2019-12-15,67.82,67.82,67.82,0.0,0.0,68.06,68.06,68.06,0.0,0.0,67.68,67.68,67.68,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2019-12-22,68.02,68.02,68.02,0.0,0.0,68.83,68.83,68.83,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.76,67.76,67.76,0.0,0.0
2019-12-29,67.27,67.27,67.27,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.7,67.7,67.7,0.0,0.0
