Date,Direxion Daily European Financials Bull 2X Shares_Open_average,Direxion Daily European Financials Bull 2X Shares_Open_max,Direxion Daily European Financials Bull 2X Shares_Open_min,Direxion Daily European Financials Bull 2X Shares_Open_volatility,Direxion Daily European Financials Bull 2X Shares_Open_change,Direxion Daily European Financials Bull 2X Shares_High_average,Direxion Daily European Financials Bull 2X Shares_High_max,Direxion Daily European Financials Bull 2X Shares_High_min,Direxion Daily European Financials Bull 2X Shares_High_volatility,Direxion Daily European Financials Bull 2X Shares_High_change,Direxion Daily European Financials Bull 2X Shares_Low_average,Direxion Daily European Financials Bull 2X Shares_Low_max,Direxion Daily European Financials Bull 2X Shares_Low_min,Direxion Daily European Financials Bull 2X Shares_Low_volatility,Direxion Daily European Financials Bull 2X Shares_Low_change,Direxion Daily European Financials Bull 2X Shares_Close_average,Direxion Daily European Financials Bull 2X Shares_Close_max,Direxion Daily European Financials Bull 2X Shares_Close_min,Direxion Daily European Financials Bull 2X Shares_Close_volatility,Direxion Daily European Financials Bull 2X Shares_Close_change
2018-09-16,37.28,37.28,37.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-09-23,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2018-09-30,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-10-07,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-10-14,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-10-21,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-10-28,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-11-04,29.6,29.6,29.6,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-11-11,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-11-18,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-11-25,28.66,28.66,28.66,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-12-02,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2018-12-09,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-12-16,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2018-12-23,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2018-12-30,24.65,24.65,24.65,0.0,0.0,25.23,25.23,25.23,0.0,0.0,24.65,24.65,24.65,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-01-06,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-01-13,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-01-20,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2019-01-27,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-02-03,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-02-10,27.19,27.19,27.19,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-02-17,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2019-02-24,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-03-03,26.75,26.75,26.75,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.51,26.51,26.51,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-03-10,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-03-17,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-03-24,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-03-31,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2019-04-07,31.03,31.03,31.03,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-04-14,31.91,31.91,31.91,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-04-21,30.52,30.52,30.52,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-04-28,31.22,31.22,31.22,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-05-05,28.81,28.81,28.81,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.57,28.57,28.57,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-05-12,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-05-19,27.52,27.52,27.52,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-05-26,25.32,25.32,25.32,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.32,25.32,25.32,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-06-02,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-06-09,26.97,26.97,26.97,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-06-16,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-06-23,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-06-30,29.17,29.17,29.17,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-07-07,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-07-14,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-07-21,27.16,27.16,27.16,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-07-28,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-08-04,23.63,23.63,23.63,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-08-11,22.57,22.57,22.57,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2019-08-18,22.37,22.37,22.37,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-08-25,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-09-01,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-09-08,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-09-15,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-09-22,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-09-29,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-10-06,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-10-13,28.24,28.24,28.24,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-10-20,28.66,28.66,28.66,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2019-10-27,28.51,28.51,28.51,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-11-03,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-11-10,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-11-17,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-11-24,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-12-01,28.91,28.91,28.91,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-12-08,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2019-12-15,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-12-22,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-12-29,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0
