Date,Vanguard REIT_Open_average,Vanguard REIT_Open_max,Vanguard REIT_Open_min,Vanguard REIT_Open_volatility,Vanguard REIT_Open_change,Vanguard REIT_High_average,Vanguard REIT_High_max,Vanguard REIT_High_min,Vanguard REIT_High_volatility,Vanguard REIT_High_change,Vanguard REIT_Low_average,Vanguard REIT_Low_max,Vanguard REIT_Low_min,Vanguard REIT_Low_volatility,Vanguard REIT_Low_change,Vanguard REIT_Close_average,Vanguard REIT_Close_max,Vanguard REIT_Close_min,Vanguard REIT_Close_volatility,Vanguard REIT_Close_change
2018-09-09,83.13,83.13,83.13,0.0,0.0,83.58,83.58,83.58,0.0,0.0,82.87,82.87,82.87,0.0,0.0,83.41,83.41,83.41,0.0,0.0
2018-09-16,81.44,81.44,81.44,0.0,0.0,81.61,81.61,81.61,0.0,0.0,79.84,79.84,79.84,0.0,0.0,80.17,80.17,80.17,0.0,0.0
2018-09-23,80.6,80.6,80.6,0.0,0.0,80.82,80.82,80.82,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2018-09-30,78.32,78.32,78.32,0.0,0.0,79.63,79.63,79.63,0.0,0.0,78.2,78.2,78.2,0.0,0.0,79.33,79.33,79.33,0.0,0.0
2018-10-07,75.79,75.79,75.79,0.0,0.0,77.04,77.04,77.04,0.0,0.0,75.73,75.73,75.73,0.0,0.0,76.33,76.33,76.33,0.0,0.0
2018-10-14,78.19,78.19,78.19,0.0,0.0,78.58,78.58,78.58,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.03,77.03,77.03,0.0,0.0
2018-10-21,77.72,77.72,77.72,0.0,0.0,78.72,78.72,78.72,0.0,0.0,77.69,77.69,77.69,0.0,0.0,78.18,78.18,78.18,0.0,0.0
2018-10-28,78.2,78.2,78.2,0.0,0.0,79.46,79.46,79.46,0.0,0.0,78.18,78.18,78.18,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2018-11-04,80.71,80.71,80.71,0.0,0.0,81.43,81.43,81.43,0.0,0.0,80.54,80.54,80.54,0.0,0.0,80.76,80.76,80.76,0.0,0.0
2018-11-11,80.93,80.93,80.93,0.0,0.0,81.49,81.49,81.49,0.0,0.0,80.4,80.4,80.4,0.0,0.0,80.9,80.9,80.9,0.0,0.0
2018-11-18,80.27,80.27,80.27,0.0,0.0,80.48,80.48,80.48,0.0,0.0,79.76,79.76,79.76,0.0,0.0,80.13,80.13,80.13,0.0,0.0
2018-11-25,82.48,82.48,82.48,0.0,0.0,82.56,82.56,82.56,0.0,0.0,81.66,81.66,81.66,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2018-12-02,82.17,82.17,82.17,0.0,0.0,82.24,82.24,82.24,0.0,0.0,80.58,80.58,80.58,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2018-12-09,79.74,79.74,79.74,0.0,0.0,79.99,79.99,79.99,0.0,0.0,76.47,76.47,76.47,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2018-12-16,74.08,74.08,74.08,0.0,0.0,74.33,74.33,74.33,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.74,71.74,71.74,0.0,0.0
2018-12-23,74.31,74.31,74.31,0.0,0.0,74.72,74.72,74.72,0.0,0.0,73.3,73.3,73.3,0.0,0.0,74.57,74.57,74.57,0.0,0.0
2018-12-30,74.6,74.6,74.6,0.0,0.0,75.61,75.61,75.61,0.0,0.0,74.4,74.4,74.4,0.0,0.0,75.05,75.05,75.05,0.0,0.0
2019-01-06,77.5,77.5,77.5,0.0,0.0,77.94,77.94,77.94,0.0,0.0,77.18,77.18,77.18,0.0,0.0,77.49,77.49,77.49,0.0,0.0
2019-01-13,79.49,79.49,79.49,0.0,0.0,79.5,79.5,79.5,0.0,0.0,78.82,78.82,78.82,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2019-01-20,80.31,80.31,80.31,0.0,0.0,81.33,81.33,81.33,0.0,0.0,80.06,80.06,80.06,0.0,0.0,81.25,81.25,81.25,0.0,0.0
2019-01-27,82.86,82.86,82.86,0.0,0.0,83.5,83.5,83.5,0.0,0.0,82.2,82.2,82.2,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2019-02-03,84.25,84.25,84.25,0.0,0.0,84.51,84.51,84.51,0.0,0.0,83.96,83.96,83.96,0.0,0.0,84.35,84.35,84.35,0.0,0.0
2019-02-10,84.74,84.74,84.74,0.0,0.0,85.1,85.1,85.1,0.0,0.0,84.54,84.54,84.54,0.0,0.0,85.09,85.09,85.09,0.0,0.0
2019-02-17,85.29,85.29,85.29,0.0,0.0,85.36,85.36,85.36,0.0,0.0,84.37,84.37,84.37,0.0,0.0,84.45,84.45,84.45,0.0,0.0
2019-02-24,84.12,84.12,84.12,0.0,0.0,84.2,84.2,84.2,0.0,0.0,83.18,83.18,83.18,0.0,0.0,84.11,84.11,84.11,0.0,0.0
2019-03-03,84.15,84.15,84.15,0.0,0.0,85.15,85.15,85.15,0.0,0.0,84.01,84.01,84.01,0.0,0.0,85.09,85.09,85.09,0.0,0.0
2019-03-10,85.8,85.8,85.8,0.0,0.0,86.03,86.03,86.03,0.0,0.0,84.92,84.92,84.92,0.0,0.0,85.33,85.33,85.33,0.0,0.0
2019-03-17,86.25,86.25,86.25,0.0,0.0,86.61,86.61,86.61,0.0,0.0,85.75,85.75,85.75,0.0,0.0,86.33,86.33,86.33,0.0,0.0
2019-03-24,87.0,87.0,87.0,0.0,0.0,87.03,87.03,87.03,0.0,0.0,85.91,85.91,85.91,0.0,0.0,86.86,86.86,86.86,0.0,0.0
2019-03-31,87.77,87.77,87.77,0.0,0.0,87.83,87.83,87.83,0.0,0.0,87.07,87.07,87.07,0.0,0.0,87.35,87.35,87.35,0.0,0.0
2019-04-07,88.1,88.1,88.1,0.0,0.0,88.14,88.14,88.14,0.0,0.0,87.37,87.37,87.37,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2019-04-14,85.39,85.39,85.39,0.0,0.0,85.69,85.69,85.69,0.0,0.0,83.78,83.78,83.78,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2019-04-21,86.71,86.71,86.71,0.0,0.0,86.97,86.97,86.97,0.0,0.0,85.85,85.85,85.85,0.0,0.0,85.95,85.95,85.95,0.0,0.0
2019-04-28,87.25,87.25,87.25,0.0,0.0,87.67,87.67,87.67,0.0,0.0,86.87,86.87,86.87,0.0,0.0,87.39,87.39,87.39,0.0,0.0
2019-05-05,86.32,86.32,86.32,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.08,86.08,86.08,0.0,0.0,86.77,86.77,86.77,0.0,0.0
2019-05-12,87.42,87.42,87.42,0.0,0.0,87.69,87.69,87.69,0.0,0.0,86.24,86.24,86.24,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2019-05-19,88.02,88.02,88.02,0.0,0.0,88.47,88.47,88.47,0.0,0.0,87.99,87.99,87.99,0.0,0.0,88.06,88.06,88.06,0.0,0.0
2019-05-26,87.2,87.2,87.2,0.0,0.0,87.39,87.39,87.39,0.0,0.0,86.48,86.48,86.48,0.0,0.0,87.1,87.1,87.1,0.0,0.0
2019-06-02,89.19,89.19,89.19,0.0,0.0,89.29,89.29,89.29,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2019-06-09,89.94,89.94,89.94,0.0,0.0,90.78,90.78,90.78,0.0,0.0,89.94,89.94,89.94,0.0,0.0,90.66,90.66,90.66,0.0,0.0
2019-06-16,90.63,90.63,90.63,0.0,0.0,90.91,90.91,90.91,0.0,0.0,89.65,89.65,89.65,0.0,0.0,89.92,89.92,89.92,0.0,0.0
2019-06-23,87.98,87.98,87.98,0.0,0.0,87.98,87.98,87.98,0.0,0.0,86.33,86.33,86.33,0.0,0.0,87.36,87.36,87.36,0.0,0.0
2019-06-30,89.53,89.53,89.53,0.0,0.0,90.09,90.09,90.09,0.0,0.0,89.39,89.39,89.39,0.0,0.0,89.94,89.94,89.94,0.0,0.0
2019-07-07,89.58,89.58,89.58,0.0,0.0,89.98,89.98,89.98,0.0,0.0,89.3,89.3,89.3,0.0,0.0,89.39,89.39,89.39,0.0,0.0
2019-07-14,87.53,87.53,87.53,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.02,87.02,87.02,0.0,0.0,87.35,87.35,87.35,0.0,0.0
2019-07-21,88.44,88.44,88.44,0.0,0.0,89.14,89.14,89.14,0.0,0.0,88.38,88.38,88.38,0.0,0.0,88.53,88.53,88.53,0.0,0.0
2019-07-28,89.1,89.1,89.1,0.0,0.0,89.15,89.15,89.15,0.0,0.0,86.45,86.45,86.45,0.0,0.0,87.56,87.56,87.56,0.0,0.0
2019-08-04,90.74,90.74,90.74,0.0,0.0,90.98,90.98,90.98,0.0,0.0,90.14,90.14,90.14,0.0,0.0,90.61,90.61,90.61,0.0,0.0
2019-08-11,91.57,91.57,91.57,0.0,0.0,92.05,92.05,92.05,0.0,0.0,91.17,91.17,91.17,0.0,0.0,91.84,91.84,91.84,0.0,0.0
2019-08-18,91.2,91.2,91.2,0.0,0.0,91.48,91.48,91.48,0.0,0.0,90.77,90.77,90.77,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2019-08-25,92.41,92.41,92.41,0.0,0.0,92.51,92.51,92.51,0.0,0.0,91.81,91.81,91.81,0.0,0.0,92.22,92.22,92.22,0.0,0.0
2019-09-01,93.45,93.45,93.45,0.0,0.0,93.46,93.46,93.46,0.0,0.0,92.75,92.75,92.75,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2019-09-08,91.8,91.8,91.8,0.0,0.0,92.59,92.59,92.59,0.0,0.0,91.49,91.49,91.49,0.0,0.0,92.44,92.44,92.44,0.0,0.0
2019-09-15,93.26,93.26,93.26,0.0,0.0,94.0,94.0,94.0,0.0,0.0,93.23,93.23,93.23,0.0,0.0,93.6,93.6,93.6,0.0,0.0
2019-09-22,93.19,93.19,93.19,0.0,0.0,93.72,93.72,93.72,0.0,0.0,93.11,93.11,93.11,0.0,0.0,93.25,93.25,93.25,0.0,0.0
2019-09-29,93.0,93.0,93.0,0.0,0.0,93.69,93.69,93.69,0.0,0.0,92.85,92.85,92.85,0.0,0.0,93.23,93.23,93.23,0.0,0.0
2019-10-06,93.14,93.14,93.14,0.0,0.0,93.29,93.29,93.29,0.0,0.0,92.72,92.72,92.72,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2019-10-13,94.65,94.65,94.65,0.0,0.0,95.29,95.29,95.29,0.0,0.0,94.41,94.41,94.41,0.0,0.0,95.25,95.25,95.25,0.0,0.0
2019-10-20,94.13,94.13,94.13,0.0,0.0,94.13,94.13,94.13,0.0,0.0,93.44,93.44,93.44,0.0,0.0,93.56,93.56,93.56,0.0,0.0
2019-10-27,94.25,94.25,94.25,0.0,0.0,94.28,94.28,94.28,0.0,0.0,93.42,93.42,93.42,0.0,0.0,93.62,93.62,93.62,0.0,0.0
2019-11-03,91.1,91.1,91.1,0.0,0.0,91.58,91.58,91.58,0.0,0.0,91.0,91.0,91.0,0.0,0.0,91.29,91.29,91.29,0.0,0.0
2019-11-10,92.77,92.77,92.77,0.0,0.0,93.5,93.5,93.5,0.0,0.0,92.71,92.71,92.71,0.0,0.0,93.09,93.09,93.09,0.0,0.0
2019-11-17,91.74,91.74,91.74,0.0,0.0,92.37,92.37,92.37,0.0,0.0,91.74,91.74,91.74,0.0,0.0,91.84,91.84,91.84,0.0,0.0
2019-11-24,92.7,92.7,92.7,0.0,0.0,93.02,93.02,93.02,0.0,0.0,91.61,91.61,91.61,0.0,0.0,91.66,91.66,91.66,0.0,0.0
2019-12-01,93.0,93.0,93.0,0.0,0.0,93.22,93.22,93.22,0.0,0.0,92.61,92.61,92.61,0.0,0.0,93.05,93.05,93.05,0.0,0.0
2019-12-08,90.61,90.61,90.61,0.0,0.0,91.2,91.2,91.2,0.0,0.0,89.98,89.98,89.98,0.0,0.0,91.0,91.0,91.0,0.0,0.0
2019-12-15,92.05,92.05,92.05,0.0,0.0,92.05,92.05,92.05,0.0,0.0,91.01,91.01,91.01,0.0,0.0,91.11,91.11,91.11,0.0,0.0
2019-12-22,91.89,91.89,91.89,0.0,0.0,92.21,92.21,92.21,0.0,0.0,91.62,91.62,91.62,0.0,0.0,92.13,92.13,92.13,0.0,0.0
2019-12-29,91.24,91.24,91.24,0.0,0.0,92.46,92.46,92.46,0.0,0.0,91.03,91.03,91.03,0.0,0.0,92.27,92.27,92.27,0.0,0.0
